database	model	descr	ncurated	nllm	ninter	generatio	bgratio	non_hgcn	ndup	p_val	p_val_adj
GO_Biological_Process_2023	gpt-3.5-turbo-0125	acetyl-CoA Metabolic Process	16	12	4	0.3333333333333333	0.0008062078000604656	0	0	1.3933028379045316e-10	7.533588444549802e-07
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Acetylcholine Receptor Signaling Pathway	22	7	2	0.2857142857142857	0.0011085357250831401	0	1	2.4605919351359844e-05	0.13304420593280267
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Acid Secretion	8	9	0	0.0	0.0004031039000302328	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Acidic Amino Acid Transport	10	8	2	0.25	0.000503879875037791	0	0	6.394600951027177e-06	0.03457560734220395
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Actin Crosslink Formation	11	14	0	0.0	0.0005542678625415701	0	1	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Actin Cytoskeleton Reorganization	53	58	3	0.05172413793103448	0.002670563337700292	7	0	0.0005041065082261801	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Actin Filament Bundle Assembly	33	6	0	0.0	0.0016628035876247102	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Actin Filament Bundle Organization	33	13	0	0.0	0.0016628035876247102	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Actin Filament Capping	18	6	3	0.5	0.0009069837750680237	0	0	1.2541827790520684e-08	6.781366286334535e-05
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Actin Filament Depolymerization	10	19	1	0.05263157894736842	0.000503879875037791	0	0	0.00953951753088333	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Actin Filament Network Formation	8	12	0	0.0	0.0004031039000302328	2	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Actin Filament Organization	144	5	1	0.2	0.00725587020054419	0	0	0.036017805837679585	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Actin Filament Polymerization	31	16	0	0.0	0.001562027612617152	1	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Actin Filament Reorganization	6	17	0	0.0	0.0003023279250226746	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Actin Filament-Based Transport	20	34	4	0.11764705882352941	0.001007759750075582	0	4	3.4242972276235465e-08	0.00018515175109760516
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Actin Nucleation	23	16	6	0.375	0.0011589237125869192	8	0	9.52944039068148e-15	5.1525684192414765e-11
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Actin Polymerization Or Depolymerization	53	7	0	0.0	0.002670563337700292	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Actin-Mediated Cell Contraction	9	7	0	0.0	0.00045349188753401187	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Actin-Myosin Filament Sliding	12	24	10	0.4166666666666667	0.0006046558500453492	0	0	4.99075012970419e-29	2.6984985951310556e-25
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Action Potential	35	25	5	0.2	0.0017635795626322684	0	0	6.616499157621272e-10	3.577541094525822e-06
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Activation Of GTPase Activity	102	12	1	0.08333333333333333	0.005139574725385468	0	0	0.06027835466225515	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Activation Of NF-kappaB-inducing Kinase Activity	15	9	2	0.2222222222222222	0.0007558198125566865	1	0	1.916573694544194e-05	0.10362913966400457
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Activation Of Adenylate Cyclase Activity	20	22	0	0.0	0.001007759750075582	1	2	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Activation Of Cysteine-Type Endopeptidase Activity	16	27	2	0.07407407407407407	0.0008062078000604656	0	0	0.00021173088096652158	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process	67	13	6	0.46153846153846156	0.0033759951627531995	0	0	2.023092731632343e-12	1.0938862399936079e-08
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process By Cytochrome C	5	12	2	0.16666666666666666	0.0002519399375188955	1	0	3.349892076739787e-06	0.01811286645893203
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Activation Of Phospholipase C Activity	27	9	2	0.2222222222222222	0.0013604756626020356	0	0	6.39647510735191e-05	0.3458574090545178
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Activation Of Protein Kinase B Activity	25	5	0	0.0	0.0012596996875944774	1	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Activation Of Protein Kinase Activity	81	13	1	0.07692307692307693	0.004081426987806107	0	0	0.05200087993422556	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Activation Of Transmembrane Receptor Protein Tyrosine Kinase Activity	5	15	0	0.0	0.0002519399375188955	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Activin Receptor Signaling Pathway	16	9	6	0.6666666666666666	0.0008062078000604656	0	0	7.960945077557663e-18	4.304483003435428e-14
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Actomyosin Structure Organization	77	41	12	0.2926829268292683	0.0038798750377909905	0	2	3.58468263539778e-20	1.9382379009595797e-16
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Acute Inflammatory Response	26	20	1	0.05	0.0013100876750982565	0	0	0.025923999061682267	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Acute-Phase Response	13	8	2	0.25	0.0006550438375491283	0	0	1.1080617310741108e-05	0.05991289779917717
GO_Biological_Process_2023	gpt-3.5-turbo-0125	acyl-CoA Biosynthetic Process	13	51	1	0.0196078431372549	0.0006550438375491283	3	9	0.032928002353384805	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	acyl-CoA Metabolic Process	31	30	2	0.06666666666666667	0.001562027612617152	1	0	0.0010026466269997668	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Acylglycerol Biosynthetic Process	22	8	3	0.375	0.0011085357250831401	0	0	6.61896633854247e-08	0.0003578875099249913
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Acylglycerol Catabolic Process	24	19	3	0.15789473684210525	0.0012093117000906983	0	0	1.4920559181774437e-06	0.008067546349585439
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Acylglycerol Homeostasis	24	11	0	0.0	0.0012093117000906983	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Acylglycerol Metabolic Process	41	8	2	0.25	0.002065907487654943	0	0	0.00011615870333497469	0.6280701089322082
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains	23	22	1	0.045454545454545456	0.0011589237125869192	7	0	0.02523052363098078	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Adenine Nucleotide Transport	20	8	2	0.25	0.001007759750075582	0	0	2.697215590934891e-05	0.14583844700184956
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Adenosine Metabolic Process	6	15	2	0.13333333333333333	0.0003023279250226746	4	5	7.988956152124074e-06	0.043196285914534865
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Adenosine To Inosine Editing	6	4	3	0.75	0.0003023279250226746	1	0	6.146567337622092e-11	3.323448959452265e-07
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway	110	30	19	0.6333333333333333	0.005542678625415701	0	0	1.5142399301990095e-36	8.187495302586044e-33
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway	15	23	5	0.21739130434782608	0.0007558198125566865	0	0	3.925701952961574e-12	2.1226270459663232e-08
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Adenylate Cyclase-Activating Dopamine Receptor Signaling Pathway	5	29	3	0.10344827586206896	0.0002519399375188955	1	0	2.8018223287477475e-08	0.0001514945333153907
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Adenylate Cyclase-Inhibiting G Protein-Coupled Acetylcholine Receptor Signaling Pathway	7	8	1	0.125	0.0003527159125264537	1	10	0.0028197363630592595	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway	52	18	12	0.6666666666666666	0.002620175350196513	0	0	5.033288439776436e-28	2.721499059387119e-24
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Adenylate Cyclase-Inhibiting Serotonin Receptor Signaling Pathway	6	6	5	0.8333333333333334	0.0003023279250226746	0	0	1.4059700718637115e-18	7.602080178567088e-15
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway	163	38	21	0.5526315789473685	0.008213241963115993	2	0	1.2826443501936255e-34	6.935258001496933e-31
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Adherens Junction Assembly	9	10	2	0.2	0.00045349188753401187	0	0	8.218591039035124e-06	0.044437921748062915
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Adherens Junction Maintenance	6	9	0	0.0	0.0003023279250226746	1	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Adherens Junction Organization	35	39	4	0.10256410256410256	0.0017635795626322684	2	4	6.424175879492415e-07	0.0034735518980415487
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Adiponectin-Activated Signaling Pathway	5	7	1	0.14285714285714285	0.0002519399375188955	1	0	0.0017629573096069353	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Adipose Tissue Development	12	11	0	0.0	0.0006046558500453492	9	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Adrenal Gland Development	9	13	2	0.15384615384615385	0.00045349188753401187	1	1	1.4235504565710353e-05	0.07697137318679588
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Adrenergic Receptor Signaling Pathway	18	43	8	0.18604651162790697	0.0009069837750680237	0	0	1.0556753392911096e-17	5.70803655954703e-14
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Adult Feeding Behavior	6	8	2	0.25	0.0003023279250226746	1	0	2.1323943644484912e-06	0.011529856328572992
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Adult Heart Development	8	48	4	0.08333333333333333	0.0004031039000302328	2	0	2.096339823672942e-09	1.1334909426599597e-05
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Adult Locomotory Behavior	12	9	1	0.1111111111111111	0.0006046558500453492	1	0	0.005433129023127045	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Aerobic Electron Transport Chain	68	15	14	0.9333333333333333	0.0034263831502569786	0	0	1.1523056637978258e-34	6.230516724154844e-31
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Aerobic Respiration	59	37	5	0.13513513513513514	0.0029728912627229667	11	0	8.031012599792261e-08	0.0004342368512707676
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Aggrephagy	6	15	2	0.13333333333333333	0.0003023279250226746	2	0	7.988956152124074e-06	0.043196285914534865
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Alanine Transport	12	5	2	0.4	0.0006046558500453492	0	0	3.3522559106302984e-06	0.018125647708778024
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Alcohol Catabolic Process	8	20	0	0.0	0.0004031039000302328	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Aldehyde Biosynthetic Process	6	9	0	0.0	0.0003023279250226746	0	1	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Aldehyde Catabolic Process	7	6	1	0.16666666666666666	0.0003527159125264537	0	0	0.002115441979813554	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Alditol Metabolic Process	7	7	0	0.0	0.0003527159125264537	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Alpha-Amino Acid Biosynthetic Process	10	15	0	0.0	0.000503879875037791	10	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Alpha-Amino Acid Catabolic Process	29	13	1	0.07692307692307693	0.0014612516376095938	0	0	0.018863587403418543	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Alpha-Amino Acid Metabolic Process	29	16	0	0.0	0.0014612516376095938	0	4	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Alpha-Beta T Cell Activation	15	16	4	0.25	0.0007558198125566865	1	0	3.8357856799969527e-10	2.074009317174352e-06
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Alpha-Linolenic Acid Metabolic Process	9	17	3	0.17647058823529413	0.00045349188753401187	0	0	4.3772090812557666e-08	0.0002366756950234993
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Alternative mRNA Splicing, Via Spliceosome	16	41	2	0.04878048780487805	0.0008062078000604656	1	0	0.0004913943738277815	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Ameboidal-Type Cell Migration	20	5	0	0.0	0.001007759750075582	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Amide Biosynthetic Process	51	9	1	0.1111111111111111	0.002569787362692734	2	0	0.02295473218528435	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Amide Transport	32	12	1	0.08333333333333333	0.001612415600120931	0	0	0.019214299354585917	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Amine Metabolic Process	9	20	3	0.15	0.00045349188753401187	1	0	7.333266745376695e-08	0.00039650973292251795
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Amine Transport	7	17	2	0.11764705882352941	0.0003527159125264537	0	0	1.4476902752748213e-05	0.07827661318410958
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Amino Acid Catabolic Process	38	36	4	0.1111111111111111	0.0019147435251436057	0	0	6.489048094762787e-07	0.003508628304838239
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Amino Acid Import Across Plasma Membrane	27	8	7	0.875	0.0013604756626020356	0	0	2.981620998614026e-20	1.612162473950604e-16
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Amino Acid Transmembrane Transport	42	34	12	0.35294117647058826	0.002116295475158722	2	12	7.764414640284275e-25	4.198218996001707e-21
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Amino Acid Transport	46	54	30	0.5555555555555556	0.0023178474251738385	8	1	4.659310456015007e-70	2.5192891635673143e-66
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Amino Sugar Biosynthetic Process	9	10	5	0.5	0.00045349188753401187	2	0	1.2400131101586352e-15	6.704750886627741e-12
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Amino Sugar Catabolic Process	7	11	1	0.09090909090909091	0.0003527159125264537	3	0	0.0038753790425252554	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Amino Sugar Metabolic Process	9	14	2	0.14285714285714285	0.00045349188753401187	1	1	1.6604180842819905e-05	0.08977880581712723
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Amino-Acid Betaine Metabolic Process	6	17	4	0.23529411764705882	0.0003023279250226746	2	0	5.5257166188632675e-12	2.9877549758193686e-08
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Amino-Acid Betaine Transport	7	6	3	0.5	0.0003527159125264537	0	0	5.37722940094001e-10	2.907467937088263e-06
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Aminoglycan Biosynthetic Process	21	15	5	0.3333333333333333	0.001058147737579361	2	0	2.379632331470666e-12	1.2866672016261891e-08
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Aminoglycan Catabolic Process	14	12	3	0.25	0.0007054318250529074	4	0	6.137829633216807e-08	0.00033187244826803276
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Aminoglycan Metabolic Process	9	31	0	0.0	0.00045349188753401187	19	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Aminophospholipid Transport	5	18	1	0.05555555555555555	0.0002519399375188955	3	0	0.004528294464514687	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Ammonium Homeostasis	5	25	0	0.0	0.0002519399375188955	20	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Ammonium Transmembrane Transport	10	4	0	0.0	0.000503879875037791	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Amylin Receptor Signaling Pathway	5	21	3	0.14285714285714285	0.0002519399375188955	1	0	1.0204379554873728e-08	5.517508025320224e-05
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Amyloid Fibril Formation	24	8	0	0.0	0.0012093117000906983	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Amyloid Precursor Protein Catabolic Process	13	8	2	0.25	0.0006550438375491283	0	0	1.1080617310741108e-05	0.05991289779917717
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Amyloid Precursor Protein Metabolic Process	17	4	3	0.75	0.0008565957875642446	0	0	2.0924416605061793e-09	1.1313832058356912e-05
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Amyloid-Beta Formation	8	72	3	0.041666666666666664	0.0004031039000302328	11	0	2.53383091158563e-06	0.013700423738943502
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Amyloid-Beta Metabolic Process	15	52	5	0.09615384615384616	0.0007558198125566865	2	1	2.9953292869789945e-10	1.6195745454695424e-06
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Anaphase-Promoting Complex-Dependent Catabolic Process	21	5	5	1.0	0.001058147737579361	0	0	7.977694816150625e-16	4.313539587092643e-12
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Androgen Biosynthetic Process	8	6	3	0.5	0.0004031039000302328	0	0	8.603891821123256e-10	4.652124307681344e-06
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Androgen Receptor Signaling Pathway	17	35	1	0.02857142857142857	0.0008565957875642446	6	4	0.029598333179788598	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Angiogenesis Involved In Wound Healing	10	22	2	0.09090909090909091	0.000503879875037791	0	0	5.255719220414238e-05	0.2841767382477978
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Angiotensin Maturation	8	4	1	0.25	0.0004031039000302328	0	0	0.0016122121872333163	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Angiotensin-Activated Signaling Pathway	6	19	1	0.05263157894736842	0.0003023279250226746	2	0	0.0057329492788247265	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Anoikis	8	12	2	0.16666666666666666	0.0004031039000302328	2	0	9.373076790693223e-06	0.05068022620727825
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Anterior/Posterior Axis Specification	20	5	0	0.0	0.001007759750075582	4	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Anterior/Posterior Axis Specification, Embryo	5	10	1	0.1	0.0002519399375188955	0	0	0.0025177488728371712	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Anterior/Posterior Pattern Specification	59	6	0	0.0	0.0029728912627229667	2	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Anterograde Axonal Protein Transport	7	18	3	0.16666666666666666	0.0003527159125264537	1	2	2.1899301967348124e-08	0.0001184095257374513
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Anterograde Axonal Transport	39	22	5	0.22727272727272727	0.0019651315126473848	0	7	5.827623419570457e-10	3.150995982961746e-06
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Anterograde Dendritic Transport	6	14	3	0.21428571428571427	0.0003023279250226746	0	2	5.587034118094934e-09	3.020909347653931e-05
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Anterograde Synaptic Vesicle Transport	15	16	0	0.0	0.0007558198125566865	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Anterograde Trans-Synaptic Signaling	199	8	0	0.0	0.01002720951325204	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Antibacterial Humoral Response	49	0	0		0.0024690113876851758	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Antifungal Innate Immune Response	16	16	1	0.0625	0.0008062078000604656	10	1	0.012836730073858063	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Antigen Processing And Presentation Of Endogenous Peptide Antigen	21	14	5	0.35714285714285715	0.001058147737579361	0	0	1.587489722878898e-12	8.583556931606201e-09
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I	6	21	3	0.14285714285714285	0.0003023279250226746	1	0	2.0397952954563323e-08	0.00011029173162532389
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway	13	9	0	0.0	0.0006550438375491283	1	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway, TAP-independent	13	13	0	0.0	0.0006550438375491283	1	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class Ib	13	6	0	0.0	0.0006550438375491283	1	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Antigen Processing And Presentation Of Exogenous Peptide Antigen	31	49	4	0.08163265306122448	0.001562027612617152	1	8	9.884574337513392e-07	0.005344589344293491
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class I	6	12	1	0.08333333333333333	0.0003023279250226746	0	0	0.003624005223720702	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II	26	13	8	0.6153846153846154	0.0013100876750982565	0	0	3.395365010448475e-21	1.8358738611494902e-17
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I	18	8	6	0.75	0.0009069837750680237	0	0	6.156960453722005e-18	3.329068517327488e-14
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II	28	11	8	0.7272727272727273	0.0014108636501058147	0	0	8.67891508472513e-22	4.692689386310878e-18
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Antigen Processing And Presentation Of Peptide Antigen Via MHC Class Ib	13	23	0	0.0	0.0006550438375491283	23	1	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Antigen Receptor-Mediated Signaling Pathway	134	16	9	0.5625	0.006751990325506399	0	0	2.593909441681004e-16	1.402526835116919e-12
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide	65	10	3	0.3	0.0032752191877456413	0	0	3.997448545694288e-06	0.021614204286569013
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Antimicrobial Humoral Response	100	13	1	0.07692307692307693	0.00503879875037791	4	0	0.06389114052696257	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Antiviral Innate Immune Response	46	8	3	0.375	0.0023178474251738385	2	0	6.51840709229113e-07	0.003524502714801814
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Aorta Development	14	19	0	0.0	0.0007054318250529074	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Aorta Morphogenesis	17	40	5	0.125	0.0008565957875642446	4	0	1.566766862653299e-10	8.471508426366387e-07
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Aortic Valve Development	40	15	8	0.5333333333333333	0.002015519500151164	1	0	8.353922879343583e-19	4.516966100861075e-15
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Aortic Valve Morphogenesis	37	9	5	0.5555555555555556	0.0018643555376398266	0	0	2.1503116849160163e-12	1.16267352803409e-08
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Apical Junction Assembly	54	21	6	0.2857142857142857	0.0027209513252040712	1	0	1.6283656002485036e-11	8.804572800543659e-08
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Apical Protein Localization	9	21	1	0.047619047619047616	0.00045349188753401187	4	1	0.009489310426969468	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Apoptotic DNA Fragmentation	8	17	1	0.058823529411764705	0.0004031039000302328	1	0	0.0068362058232355125	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Apoptotic Cell Clearance	28	24	4	0.16666666666666666	0.0014108636501058147	3	0	3.32105620369979e-08	0.00017956950893404766
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Apoptotic Mitochondrial Changes	34	12	5	0.4166666666666667	0.0017131915751284893	2	0	8.594429122353456e-12	4.647007826456514e-08
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Apoptotic Nuclear Changes	16	17	0	0.0	0.0008062078000604656	0	4	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Apoptotic Process	228	9	6	0.6666666666666666	0.011488461150861634	1	0	1.882723787034499e-10	1.0179887516495536e-06
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Arachidonate Transport	9	22	0	0.0	0.00045349188753401187	1	11	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Arachidonic Acid Metabolic Process	52	26	7	0.2692307692307692	0.002620175350196513	0	1	3.591019222549159e-13	1.9416640936323303e-09
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Arachidonic Acid Secretion	9	26	1	0.038461538461538464	0.00045349188753401187	1	0	0.011736837800792587	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Arginine Catabolic Process	7	38	1	0.02631578947368421	0.0003527159125264537	33	3	0.01333313867333526	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Arginine Metabolic Process	10	8	4	0.5	0.000503879875037791	0	0	2.2773145751202194e-12	1.2313439907675026e-08
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Aromatic Amino Acid Family Catabolic Process	10	8	3	0.375	0.000503879875037791	0	1	5.159991625176603e-09	2.7900074717329892e-05
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Aromatic Amino Acid Transport	7	6	3	0.5	0.0003527159125264537	1	0	5.37722940094001e-10	2.907467937088263e-06
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Aromatic Compound Biosynthetic Process	5	8	0	0.0	0.0002519399375188955	0	12	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Aromatic Compound Catabolic Process	7	16	0	0.0	0.0003527159125264537	2	5	1.0	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Artery Development	23	23	1	0.043478260869565216	0.0011589237125869192	4	0	0.02636277442419766	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Artery Morphogenesis	30	8	1	0.125	0.001511639625113373	4	0	0.012049560807101588	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Aspartate Family Amino Acid Biosynthetic Process	7	22	1	0.045454545454545456	0.0003527159125264537	4	2	0.007737877897875108	1.0
GO_Biological_Process_2023	gpt-3.5-turbo-0125	Aspartate Family Amino Acid Catabolic Process	11	7	2	0.2857142857142857	0.0005542678625415701	0	0	5.862899365708353e-06	0.03170069687038506
