model	library	gt_name	gt_name_clean	name	ROUGE1	ROUGE2	csim	method
gpt-3.5-turbo-0125	Reactome_2022	Mitochondrial Protein Import R-HSA-1268020, Mitochondrial tRNA Aminoacylation R-HSA-379726	Mitochondrial Protein Import, Mitochondrial tRNA Aminoacylation	Mitochondrial protein import into the matrix, Mitochondrial protein import, Mitochondrial intermembrane space, Mitochondrial inner membrane	0.6666666666666666	0.6	0.7140845176808948	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Serotonin And Melatonin Biosynthesis R-HSA-209931, Vitamin B2 (Riboflavin) Metabolism R-HSA-196843	Serotonin And Melatonin Biosynthesis, Vitamin B2 (Riboflavin) Metabolism	Transport of riboflavin, Serotonin biosynthesis, Melatonin metabolism	0.625	0.0	0.8148684981832066	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Mitochondrial Calcium Ion Transport R-HSA-8949215, Mitochondrial tRNA Aminoacylation R-HSA-379726	Mitochondrial Calcium Ion Transport, Mitochondrial tRNA Aminoacylation	mitochondrial-tRNA aminoacylation, mitochondrial tRNA aminoacylation for protein translation, mitochondrial-tRNA aminoacylation, mitochondrial tRNA aminoacylation, mitochondrial matrix tRNA aminoacylation, mitochondrial matrix tRNA aminoacylation, mitochondrial tRNA aminoacylation, mitochondrial tRNA aminoacylation for protein translation, mitochondrial tRNA aminoacylation, mitochondrial-tRNA aminoacylation, mitochondrial tRNA aminoacylation	0.5714285714285714	0.3333333333333333	0.7388091392374767	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Mitochondrial Translation Initiation R-HSA-5368286, Triglyceride Biosynthesis R-HSA-75109	Mitochondrial Translation Initiation, Triglyceride Biosynthesis	Mitochondrial ribosome, Mitochondrial large ribosomal subunit, Mitochondrial large ribosomal subunit assembly, Mitochondrial small ribosomal subunit, Mitochondrial small ribosomal subunit assembly, Mitochondrial ribosome biogenesis, Mitochondrial small ribosomal subunit biogenesis, Mitochondrial translation	0.4	0.25	0.6098241027695477	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Mitochondrial Iron-Sulfur Cluster Biogenesis R-HSA-1362409, Ubiquinol Biosynthesis R-HSA-2142789	Mitochondrial Iron-Sulfur Cluster Biogenesis, Ubiquinol Biosynthesis	Coenzyme Q biosynthetic process, Ubiquinone biosynthetic process, Iron-sulfur cluster assembly	0.42857142857142855	0.3333333333333333	0.7998110553825217	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Interleukin-2 Signaling R-HSA-9020558, Vitamin D (Calciferol) Metabolism R-HSA-196791	Interleukin-2 Signaling, Vitamin D (Calciferol) Metabolism	Vitamin D metabolic process, JAK-STAT signaling pathway, Response to interleukin-2, Vitamin D3 25-hydroxylation	0.8571428571428571	0.3333333333333333	0.7495757780651537	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Molybdenum Cofactor Biosynthesis R-HSA-947581, Zinc Transporters R-HSA-435354	Molybdenum Cofactor Biosynthesis, Zinc Transporters	Zinc excretion, Molybdenum cofactor biosynthetic process	0.6	0.25	0.7917835117927772	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Sulfur Amino Acid Metabolism R-HSA-1614635, Telomere Maintenance R-HSA-157579	Sulfur Amino Acid Metabolism, Telomere Maintenance	DNA replication, Transcription, Telomere maintenance	0.3333333333333333	0.2	0.6167313411241792	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Coenzyme A Biosynthesis R-HSA-196783, Urea Cycle R-HSA-70635	Coenzyme A Biosynthesis, Urea Cycle	biosynthesis of CoA, urea cycle, arginine metabolic process, arginine biosynthetic process	0.6	0.25	0.7414975158819727	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Heme Biosynthesis R-HSA-189451, MTOR Signaling R-HSA-165159	Heme Biosynthesis, MTOR Signaling	mTOR signaling pathway, Heme biosynthetic process, AMPK signaling pathway, PI3K-Akt signaling pathway	0.75	0.3333333333333333	0.7595680973423156	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	DNA Replication Initiation R-HSA-68952, Ubiquinol Biosynthesis R-HSA-2142789	DNA Replication Initiation, Ubiquinol Biosynthesis	Coenzyme Q biosynthetic process, DNA polymerase epsilon complex, DNA replication, DNA polymerase alpha complex	0.4	0.25	0.683338180819236	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Serine Biosynthesis R-HSA-977347, Vitamin B2 (Riboflavin) Metabolism R-HSA-196843	Serine Biosynthesis, Vitamin B2 (Riboflavin) Metabolism	Riboflavin metabolism, FAD biosynthetic process	0.3333333333333333	0.2	0.6795970430371705	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	DNA Replication Initiation R-HSA-68952, Metabolism Of Nucleotides R-HSA-15869	DNA Replication Initiation, Metabolism Of Nucleotides	Nucleoside phosphate metabolic process, Pyrimidine metabolism, Nucleotide biosynthetic process, Purine metabolism	0.3333333333333333	0.0	0.5313634191330199	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Branched-chain Amino Acid Catabolism R-HSA-70895, Signaling By Hippo R-HSA-2028269	Branched-chain Amino Acid Catabolism, Signaling By Hippo	Valine catabolic process, Regulation of Hippo signaling, Branched-chain amino acid catabolic process, Mitochondrial matrix	0.875	0.5714285714285714	0.7453466741052759	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Centrosome Maturation R-HSA-380287, Signaling By Leptin R-HSA-2586552	Centrosome Maturation, Signaling By Leptin	Microtubule organizing center organization, Centrosome duplication, Regulation of microtubule organizing center organization, Microtubule anchoring	0.2	0.0	0.4872365277937362	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Branched-chain Amino Acid Catabolism R-HSA-70895, tRNA Modification In Nucleus And Cytosol R-HSA-6782315	Branched-chain Amino Acid Catabolism, tRNA Modification In Nucleus And Cytosol	tRNA modification for translation, tRNA methylation, leucine catabolic process, tRNA processing for mature tRNA expression, mitochondrial acyl-CoA metabolic process, tRNA (guanine) methyltransferase complex, tRNA processing, tRNA modification, tRNA threonylcarbamoyladenosine metabolic process, tRNA pseudouridinylation, tRNA N6-adenosine threonylcarbamoyladenosine metabolic process, tRNA (uracil) methyltransferase complex, tRNA wobble adenosine-to-inosine editing, tRNA threonylcarbamoyladenosine modification, tRNA processing for mature tRNA expression, tRNA (adenine) methyltransferase complex, acyl-CoA metabolic process	0.2727272727272727	0.1	0.6332498523923524	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Centrosome Maturation R-HSA-380287, Interleukin-2 Signaling R-HSA-9020558	Centrosome Maturation, Interleukin-2 Signaling	centrosome, centriole, centrosome, centrosome, centrosome, centrosome, centrosome, centrosome, centrosome, centrosome, centrosome, centrosome, centrosome, centrosome, centriole, centriole, microtubule organizing center, spindle pole centrosome, centrosome, centrosome, microtubule organizing center, centrosome, centrosome, microtubule organizing center, centriole, centriole, spindle pole centrosome, centrosome duplication, centrosome, centriole, centrosome, centrosome duplication, spindle pole centrosome, centrosome, microtubule cytoskeleton, spindle pole centrosome, microtubule cytoskeleton, centriole, microtubule organizing center, microtubule organizing center, microtubule cytoskeleton, centrosome duplication, microtubule organizing center, centrosome, centrosome duplication, centriole, centrosome, microtubule organizing center, cilium basal body, centrosome, cilium basal body, cilium basal body, cell division	0.2	0.0	0.4587591183790123	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Cholesterol Biosynthesis R-HSA-191273, Metabolism Of Nucleotides R-HSA-15869	Cholesterol Biosynthesis, Metabolism Of Nucleotides	nucleotide biosynthetic process, AMP metabolic process, nucleoside diphosphate metabolic process, pyrimidine biosynthetic process, purine ribonucleotide biosynthetic process	0.4	0.0	0.5139287094029926	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	DNA Replication Initiation R-HSA-68952, Ephrin Signaling R-HSA-3928664	DNA Replication Initiation, Ephrin Signaling	Ephrin receptor signaling pathway, Rho protein signal transduction	0.4	0.0	0.6206447917319389	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Inositol Phosphate Metabolism R-HSA-1483249, Triglyceride Biosynthesis R-HSA-75109	Inositol Phosphate Metabolism, Triglyceride Biosynthesis	Inositol phosphate metabolism, Triglyceride biosynthetic process, Phospholipase C-activating G protein-coupled receptor signaling pathway, Phospholipid biosynthetic process, Glycerophospholipid biosynthetic process	0.8	0.75	0.7954664502510804	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	DNA Methylation R-HSA-5334118, Estrogen Biosynthesis R-HSA-193144	DNA Methylation, Estrogen Biosynthesis	DNA methylation, estrogen biosynthetic process	0.75	0.6666666666666666	0.9364960940095923	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Cholesterol Biosynthesis R-HSA-191273, Mitochondrial Calcium Ion Transport R-HSA-8949215	Cholesterol Biosynthesis, Mitochondrial Calcium Ion Transport	Cholesterol biosynthetic process, Response to sterol	0.16666666666666666	0.0	0.6335927703070374	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Gap Junction Assembly R-HSA-190861, Mitochondrial Translation Initiation R-HSA-5368286	Gap Junction Assembly, Mitochondrial Translation Initiation	Mitochondrial translation, Mitochondrial large ribosomal subunit, Mitochondrial small ribosomal subunit, Gap junction	0.6666666666666666	0.4	0.7627859864492492	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Fatty Acid Metabolism R-HSA-8978868, Metabolism Of Nucleotides R-HSA-15869	Fatty Acid Metabolism, Metabolism Of Nucleotides	Fatty acid metabolism, Arachidonic acid metabolism, Pyrimidine metabolism, Purine metabolism	0.6666666666666666	0.4	0.7832415416339854	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Cobalamin (Cbl) Metabolism R-HSA-9759218, Serotonin And Melatonin Biosynthesis R-HSA-209931	Cobalamin (Cbl) Metabolism, Serotonin And Melatonin Biosynthesis	Serotonin biosynthesis, Melatonin biosynthesis, One-carbon metabolic process, Methionine metabolism	0.5714285714285714	0.16666666666666666	0.7462018736829482	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Creatine Metabolism R-HSA-71288, DNA Replication R-HSA-69306	Creatine Metabolism, DNA Replication	DNA replication, Proteasome, Cell cycle, Ubiquitin-protein ligase activity	0.5	0.3333333333333333	0.5113052552592572	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Coenzyme A Biosynthesis R-HSA-196783, RNA Polymerase III Transcription Initiation R-HSA-76046	Coenzyme A Biosynthesis, RNA Polymerase III Transcription Initiation	RNA polymerase III complex, regulation of transcription by RNA polymerase III, RNA polymerase II transcription factor complex, RNA polymerase II transcription initiation complex, RNA polymerase II transcription initiation	0.625	0.42857142857142855	0.6679941144931208	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Glycosphingolipid Metabolism R-HSA-1660662, Mitochondrial tRNA Aminoacylation R-HSA-379726	Glycosphingolipid Metabolism, Mitochondrial tRNA Aminoacylation	tRNA aminoacylation, Sphingolipid metabolism, Lysosome	0.6	0.25	0.8019852416720816	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Phenylalanine And Tyrosine Metabolism R-HSA-8963691, Urea Cycle R-HSA-70635	Phenylalanine And Tyrosine Metabolism, Urea Cycle	Urea cycle, Phenylalanine metabolism, Tyrosine metabolism	0.8333333333333334	0.4	0.8799320706746221	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Gap Junction Assembly R-HSA-190861, tRNA Modification In Mitochondrion R-HSA-6787450	Gap Junction Assembly, tRNA Modification In Mitochondrion	Gap junction, Mitochondrial tRNA modification	0.5714285714285714	0.3333333333333333	0.8853919259982155	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Gap Junction Assembly R-HSA-190861, rRNA Processing In Mitochondrion R-HSA-8868766	Gap Junction Assembly, rRNA Processing In Mitochondrion	gap junction	0.2857142857142857	0.16666666666666666	0.5870709798570518	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Mitochondrial tRNA Aminoacylation R-HSA-379726, Synthesis Of Bile Acids And Bile Salts Via 24-Hydroxycholesterol R-HSA-193775	Mitochondrial tRNA Aminoacylation, Synthesis Of Bile Acids And Bile Salts Via 24-Hydroxycholesterol	None found.	0.0	0.0	0.18678674223806457	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	DNA Replication Initiation R-HSA-68952, Inositol Phosphate Metabolism R-HSA-1483249	DNA Replication Initiation, Inositol Phosphate Metabolism	DNA polymerase epsilon complex, synthesis of DNA, inositol phosphate metabolic process, phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity, phospholipase C-activating G-protein coupled receptor signaling pathway	0.6666666666666666	0.4	0.6588543710136116	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Cobalamin (Cbl, Vitamin B12) Transport And Metabolism R-HSA-196741, RNA Polymerase III Transcription Initiation From Type 3 Promoter R-HSA-76071	Cobalamin (Cbl, Vitamin B12) Transport And Metabolism, RNA Polymerase III Transcription Initiation From Type 3 Promoter	cobalamin transport, vitamin B12 metabolism, RNA polymerase III transcription	0.5625	0.3333333333333333	0.889132884222897	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase III Transcription Initiation From Type 3 Promoter R-HSA-76071, Synthesis Of Bile Acids And Bile Salts Via 24-Hydroxycholesterol R-HSA-193775	RNA Polymerase III Transcription Initiation From Type 3 Promoter, Synthesis Of Bile Acids And Bile Salts Via 24-Hydroxycholesterol	RNA polymerase III preinitiation complex, RNA polymerase III complex, RNA polymerase III transcription factor activity, RNA polymerase III transcription initiation factor binding, bile acid biosynthetic process, bile acid metabolic process, RNA polymerase III transcription factor binding, RNA polymerase III transcription factor activity, type 1 promoter	0.5263157894736842	0.2777777777777778	0.7510429866735244	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Amino Acid Transport Across Plasma Membrane R-HSA-352230, Triglyceride Biosynthesis R-HSA-75109	Amino Acid Transport Across Plasma Membrane, Triglyceride Biosynthesis	L-alpha-amino acid transmembrane transport, sodium-independent amino acid transmembrane transport, neutral lipid biosynthetic process, acylglycerol O-acyltransferase activity, fatty acyl-CoA biosynthetic process	0.375	0.14285714285714285	0.7054493910784436	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Extracellular Matrix Organization R-HSA-1474244, RNA Polymerase III Transcription Initiation From Type 3 Promoter R-HSA-76071	Extracellular Matrix Organization, RNA Polymerase III Transcription Initiation From Type 3 Promoter	Cell-matrix adhesion, Extracellular matrix component, Collagen biosynthesis and modifying enzymes, Extracellular matrix binding, Extracellular matrix organization, Extracellular matrix structural constituent, Regulation of cell-matrix adhesion, Cell-substrate adhesion, Metalloendopeptidase activity, Collagen trimer, Integrin-mediated signaling pathway, RNA polymerase III complex, Glycosaminoglycan binding, RNA polymerase III transcription, Collagen type IV trimer, Lysyl oxidase activity, Collagen type I trimer, Chondroitin sulfate proteoglycan binding, Cell-matrix adhesion involved in ameboidal cell migration, Proteolysis, Procollagen-lysine dioxygenase activity, Cell adhesion, Positive regulation of transforming growth factor beta receptor signaling pathway	0.6666666666666666	0.45454545454545453	0.626805331847696	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	DNA Replication Initiation R-HSA-68952, Estrogen Biosynthesis R-HSA-193144	DNA Replication Initiation, Estrogen Biosynthesis	DNA replication, estrogen biosynthetic process	0.6	0.25	0.8704355008666995	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Mitochondrial Calcium Ion Transport R-HSA-8949215, Telomere Maintenance R-HSA-157579	Mitochondrial Calcium Ion Transport, Telomere Maintenance	Telomere maintenance, RNA polymerase complex, DNA replication	0.3333333333333333	0.2	0.5778686185822908	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	DNA Methylation R-HSA-5334118, RNA Polymerase III Transcription Initiation From Type 3 Promoter R-HSA-76071	DNA Methylation, RNA Polymerase III Transcription Initiation From Type 3 Promoter	regulation of DNA methylation, RNA polymerase III type 2 promoter transcription initiation	0.8181818181818182	0.5	0.873228282914108	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Phospholipid Metabolism R-HSA-1483257, Signaling By Hippo R-HSA-2028269	Phospholipid Metabolism, Signaling By Hippo	Phospholipid metabolic process, Phosphatidic acid biosynthetic process, Phosphatidylcholine biosynthetic process, Lipid metabolism, Cellular lipid catabolic process	0.4	0.25	0.6111948312150824	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Cobalamin (Cbl, Vitamin B12) Transport And Metabolism R-HSA-196741, Melanin Biosynthesis R-HSA-5662702	Cobalamin (Cbl, Vitamin B12) Transport And Metabolism, Melanin Biosynthesis	Cobalamin transport, Intracellular cobalamin transport, Vitamin B12 complex, Vitamin B12 metabolism, Cobalamin metabolic process, Cobalamin transport across intestinal epithelium, Vitamin B12 binding, Cobalamin secretion into blood, Melanin biosynthetic process, Cubilin-megalin complex, Intrinsic factor complex, Melanosome, Megaloblastic anemia, Intrinsic factor activity, Methylmalonic aciduria type A	0.6666666666666666	0.125	0.7607306268560173	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Citric Acid Cycle (TCA Cycle) R-HSA-71403, MTOR Signaling R-HSA-165159	Citric Acid Cycle (TCA Cycle), MTOR Signaling	TCA cycle, mTOR signaling pathway, AMPK signaling pathway, Oxidative phosphorylation	0.5714285714285714	0.5	0.8082486459901784	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Ubiquinol Biosynthesis R-HSA-2142789, Zinc Transporters R-HSA-435354	Ubiquinol Biosynthesis, Zinc Transporters	zinc ion transport, zinc II ion transmembrane import into cytosol, zinc II ion transmembrane transport, coenzyme Q biosynthetic process	0.5	0.0	0.7462874976047356	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Centrosome Maturation R-HSA-380287, Mitochondrial Protein Import R-HSA-1268020	Centrosome Maturation, Mitochondrial Protein Import	Mitochondrial protein import, Centrosome maturation, Mitochondrial inner membrane protein complex, Centrosome, Mitochondrial intermembrane space protein translocase complex, Mitochondrial outer membrane translocase complex, Centrosome duplication, Microtubule organizing center, Centriole, Mitochondrial outer membrane, Microtubule organizing center part, Microtubule organizer, Mitochondrial inner membrane, Mitochondrial inner membrane presequence translocase complex, Ciliary basal body, Mitochondrial intermembrane space, Mitochondrial contact site	1.0	1.0	0.7755028277037702	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Glycosphingolipid Metabolism R-HSA-1660662, Vitamin B2 (Riboflavin) Metabolism R-HSA-196843	Glycosphingolipid Metabolism, Vitamin B2 (Riboflavin) Metabolism	Ganglioside metabolism, Glycosphingolipid metabolism, Sphingolipid metabolism	0.5	0.2	0.692776058364271	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Glycogen Metabolism R-HSA-8982491, Tyrosine Catabolism R-HSA-8963684	Glycogen Metabolism, Tyrosine Catabolism	Glycogen biosynthesis, Glycogen metabolism	0.5	0.3333333333333333	0.6531617247137027	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Mitochondrial Translation Initiation R-HSA-5368286, tRNA Processing R-HSA-72306	Mitochondrial Translation Initiation, tRNA Processing	Nuclear pore	0.0	0.0	0.27006950203714836	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Tyrosine Catabolism R-HSA-8963684, rRNA Processing In Mitochondrion R-HSA-8868766	Tyrosine Catabolism, rRNA Processing In Mitochondrion	Phenylalanine metabolism	0.0	0.0	0.5016372467071818	LLM2geneset
gpt-3.5-turbo-0125	Reactome_2022	Lysine Catabolism R-HSA-71064, Urea Cycle R-HSA-70635	Lysine Catabolism, Urea Cycle	Urea cycle, Lysine degradation pathway, Lysine catabolic process, Arginine and proline metabolic process, Mitochondrial ornithine transport	1.0	0.6666666666666666	0.7604495834738635	LLM2geneset
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Purinergic Signaling WP4900, Heme Biosynthesis WP561	Purinergic Signaling, Heme Biosynthesis	Purinergic Signaling Pathway	0.5	0.3333333333333333	0.7075469954708635	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	One Carbon Metabolism WP241, Mitochondrial Complex II Assembly WP4920	One Carbon Metabolism, Mitochondrial Complex II Assembly	One-carbon metabolism and nucleotide biosynthesis	0.42857142857142855	0.3333333333333333	0.6627504608271776	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Renin Angiotensin Aldosterone System RAAS WP4756, Mitochondrial Complex II Assembly WP4920	Renin Angiotensin Aldosterone System RAAS, Mitochondrial Complex II Assembly	Calcium signaling and transcriptional regulation	0.0	0.0	0.2886628778110152	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Cholesterol Biosynthesis Pathway WP197, DNA Replication WP466	Cholesterol Biosynthesis Pathway, DNA Replication	DNA Replication and Cell Cycle Progression	0.4	0.25	0.4946296790954139	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Fatty Acid Beta Oxidation WP143, Sphingolipid Metabolism Overview WP4725	Fatty Acid Beta Oxidation, Sphingolipid Metabolism Overview	Sphingolipid metabolism and lipid signaling	0.2857142857142857	0.16666666666666666	0.6818844152063237	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Mitochondrial Complex III Assembly WP4921, TCA Cycle Aka Krebs Or Citric Acid Cycle WP78	Mitochondrial Complex III Assembly, TCA Cycle Aka Krebs Or Citric Acid Cycle	Mitochondrial Electron Transport Chain and ATP Synthesis	0.08333333333333333	0.0	0.5436046523438248	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Pyrimidine Metabolism And Related Diseases WP4225, Nucleotide Excision Repair WP4753	Pyrimidine Metabolism And Related Diseases, Nucleotide Excision Repair	Nucleotide excision repair	0.375	0.2857142857142857	0.5992770580095184	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Tryptophan Metabolism WP465, Urea Cycle And Metabolism Of Amino Groups WP497	Tryptophan Metabolism, Urea Cycle And Metabolism Of Amino Groups	Arginine and Tryptophan Metabolism Cascade	0.3333333333333333	0.125	0.7279625739492512	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Proteasome Degradation WP183, Purinergic Signaling WP4900	Proteasome Degradation, Purinergic Signaling	Immune system regulation and antigen presentation	0.0	0.0	0.3985838295908239	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Pentose Phosphate Metabolism WP134, T Cell Receptor Signaling Pathway WP69	Pentose Phosphate Metabolism, T Cell Receptor Signaling Pathway	T cell receptor signaling pathway activation	0.625	0.5714285714285714	0.5942534378263051	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Urea Cycle And Metabolism Of Amino Groups WP497, DNA Damage Response WP707	Urea Cycle And Metabolism Of Amino Groups, DNA Damage Response	DNA damage response and cell cycle regulation	0.5	0.2222222222222222	0.574787091584507	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Notch Signaling Pathway WP61, DNA Damage Response WP707	Notch Signaling Pathway, DNA Damage Response	Cell cycle regulation and DNA damage response  	0.5	0.4	0.6371060109427581	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Mitochondrial Long Chain Fatty Acid Beta Oxidation WP368, Hedgehog Signaling Pathway WP47	Mitochondrial Long Chain Fatty Acid Beta Oxidation, Hedgehog Signaling Pathway	Fatty acid metabolism and signaling	0.3	0.1111111111111111	0.6025609718724177	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Urea Cycle And Associated Pathways WP4595, Sphingolipid Metabolism Overview WP4725	Urea Cycle And Associated Pathways, Sphingolipid Metabolism Overview	Lipid metabolism and urea cycle	0.5	0.14285714285714285	0.6875227700553586	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Type III Interferon Signaling WP2113, Nucleotide Excision Repair WP4753	Type III Interferon Signaling, Nucleotide Excision Repair	DNA Damage Recognition and Repair	0.14285714285714285	0.0	0.5190100561619142	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Vitamin D Metabolism WP1531, Pyrimidine Metabolism And Related Diseases WP4225	Vitamin D Metabolism, Pyrimidine Metabolism And Related Diseases	Nucleotide biosynthesis and metabolism	0.25	0.0	0.5810810364422783	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Steroid Biosynthesis WP496, Notch Signaling Pathway WP61	Steroid Biosynthesis, Notch Signaling Pathway	Notch signaling pathway regulation	0.6	0.5	0.5633488154815045	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Leukotriene Metabolic Pathway WP5171, DNA Damage Response WP707	Leukotriene Metabolic Pathway, DNA Damage Response	DNA Damage Response and Cell Cycle Regulation  	0.5	0.4	0.566659542488559	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Glutathione Metabolism WP100, Iron Sulfur Cluster Biogenesis WP5152	Glutathione Metabolism, Iron Sulfur Cluster Biogenesis	Glutathione metabolism and redox homeostasis  	0.3333333333333333	0.2	0.6802113527831107	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Wnt Signaling Pathway WP363, MAPK Signaling Pathway WP382	Wnt Signaling Pathway, MAPK Signaling Pathway	Cell Signaling and Regulation	0.16666666666666666	0.0	0.4503755066673156	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Dopamine Metabolism WP2436, Tryptophan Metabolism WP465	Dopamine Metabolism, Tryptophan Metabolism	Tryptophan metabolism and catabolism	0.5	0.3333333333333333	0.7183770778500401	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Purine Metabolism WP4792, Mitochondrial Complex III Assembly WP4921	Purine Metabolism, Mitochondrial Complex III Assembly	Mitochondrial Electron Transport Chain	0.16666666666666666	0.0	0.4269706895736037	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Vitamin D Metabolism WP1531, Insulin Signaling WP481	Vitamin D Metabolism, Insulin Signaling	Cell Signaling and Metabolic Regulation	0.4	0.0	0.5576887872280796	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Type III Interferon Signaling WP2113, Steroid Hormone Precursor Biosynthesis WP5277	Type III Interferon Signaling, Steroid Hormone Precursor Biosynthesis	Steroid hormone biosynthesis and immune response modulation  	0.375	0.14285714285714285	0.6195930762784054	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	One Carbon Metabolism WP241, Iron Sulfur Cluster Biogenesis WP5152	One Carbon Metabolism, Iron Sulfur Cluster Biogenesis	One-carbon metabolism and methylation processes	0.42857142857142855	0.3333333333333333	0.6490604797826962	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Urea Cycle And Metabolism Of Amino Groups WP497, TGF Beta Receptor Signaling WP560	Urea Cycle And Metabolism Of Amino Groups, TGF Beta Receptor Signaling	TGF-beta signaling pathway regulation LLM self-assessed confidence: 0.89	0.2727272727272727	0.1	0.4118141090814922	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Purine Metabolism And Related Disorders WP4224, Mitochondrial Complex II Assembly WP4920	Purine Metabolism And Related Disorders, Mitochondrial Complex II Assembly	Purine metabolism	0.2222222222222222	0.125	0.7163088759508669	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Base Excision Repair WP4752, DNA Mismatch Repair WP531	Base Excision Repair, DNA Mismatch Repair	DNA Damage Repair and Base Excision	0.6666666666666666	0.2	0.7502935081371677	GSAI
gpt-3.5-turbo-0125	WikiPathway_2023_Human	Sphingolipid Metabolism Overview WP4725, Purine Metabolism WP4792	Sphingolipid Metabolism Overview, Purine Metabolism	Sphingolipid metabolism and signaling	0.4	0.25	0.7421237552274316	GSAI
