model	library	gt_name	gsai_name	gsai_ROUGE1	gsai_ROUGE2	gsai_ROUGEL	gsai_csim
gpt-3.5-turbo-0125	Reactome_2022	Pexophagy	Autophagy regulation	0.0	0.0	0.0	0.36757010384615235
gpt-3.5-turbo-0125	Reactome_2022	Phase 0 - Rapid Depolarisation	Regulation of Voltage-Gated Calcium and Sodium Channels	0.0	0.0	0.0	0.35933308649171314
gpt-3.5-turbo-0125	Reactome_2022	Phase 1 - Inactivation Of Fast Na+ Channels	Potassium channel regulation in neuronal excitability	0.14285714285714285	0.0	0.15384615384615383	0.45870413162588897
gpt-3.5-turbo-0125	Reactome_2022	Phase 2 - Plateau Phase	Cardiac muscle ion channel regulation and signaling	0.0	0.0	0.0	0.19776396061729026
gpt-3.5-turbo-0125	Reactome_2022	Phase 3 - Rapid Repolarisation	Cardiac potassium ion channel regulation	0.0	0.0	0.0	0.40375792898351964
gpt-3.5-turbo-0125	Reactome_2022	Phase 4 - Resting Membrane Potential	Potassium Channel Regulation in Neuronal Signaling	0.0	0.0	0.0	0.3953378016972045
gpt-3.5-turbo-0125	Reactome_2022	Phase I - Functionalization Of Compounds	Xenobiotic metabolism and detoxification	0.0	0.0	0.0	0.3826464617888119
gpt-3.5-turbo-0125	Reactome_2022	Phase II - Conjugation Of Compounds	Glutathione metabolism and detoxification	0.0	0.0	0.0	0.3690906582163119
gpt-3.5-turbo-0125	Reactome_2022	Phenylalanine And Tyrosine Metabolism	Phenylalanine and tyrosine catabolism	0.75	0.6666666666666666	0.75	0.8638101347483658
gpt-3.5-turbo-0125	Reactome_2022	Phenylalanine Metabolism	Phenylalanine and tyrosine metabolism 	1.0	0.0	0.6666666666666666	0.8510948528025155
gpt-3.5-turbo-0125	Reactome_2022	Phosphate Bond Hydrolysis By NTPDase Proteins	Purinergic signaling cascade	0.0	0.0	0.0	0.46281842295230974
gpt-3.5-turbo-0125	Reactome_2022	Phosphate Bond Hydrolysis By NUDT Proteins	Nucleotide metabolism and DNA repair	0.0	0.0	0.0	0.4623500049034125
gpt-3.5-turbo-0125	Reactome_2022	Phospholipase C-mediated Cascade: FGFR1	FGF signaling pathway in tissue development and maintenance  	0.0	0.0	0.0	0.4886738950067807
gpt-3.5-turbo-0125	Reactome_2022	Phospholipase C-mediated Cascade; FGFR2	Fibroblast Growth Factor Signaling Pathway	0.0	0.0	0.0	0.5895507526811243
gpt-3.5-turbo-0125	Reactome_2022	Phospholipase C-mediated Cascade; FGFR3	Fibroblast Growth Factor (FGF) Signaling Pathway Activation	0.0	0.0	0.0	0.5887514187723066
gpt-3.5-turbo-0125	Reactome_2022	Phospholipase C-mediated Cascade; FGFR4	Fibroblast Growth Factor Signaling Cascade	0.2	0.0	0.20000000000000004	0.68357882722347
gpt-3.5-turbo-0125	Reactome_2022	Phospholipid Metabolism	Lipid Metabolism and Signaling	0.5	0.0	0.3333333333333333	0.6585776899013971
gpt-3.5-turbo-0125	Reactome_2022	Phosphorylation Of CD3 And TCR Zeta Chains	T-cell receptor signaling and regulation	0.14285714285714285	0.0	0.15384615384615383	0.5481586511247567
gpt-3.5-turbo-0125	Reactome_2022	Phosphorylation Of Emi1	Regulation of mitotic cell cycle	0.3333333333333333	0.0	0.25	0.4585534656513255
gpt-3.5-turbo-0125	Reactome_2022	Phosphorylation Of APC/C	Regulation of the Cell Cycle 	0.25	0.0	0.22222222222222224	0.45541208212457973
gpt-3.5-turbo-0125	Reactome_2022	Physiological Factors	Cardiac development and regulation	0.0	0.0	0.0	0.29997109787222065
gpt-3.5-turbo-0125	Reactome_2022	Plasma Lipoprotein Assembly	Lipoprotein metabolism and transport	0.3333333333333333	0.0	0.28571428571428575	0.6484750313025075
gpt-3.5-turbo-0125	Reactome_2022	Plasma Lipoprotein Assembly, Remodeling, And Clearance	Lipid Metabolism and Transport	0.16666666666666666	0.0	0.2	0.6027631828989659
gpt-3.5-turbo-0125	Reactome_2022	Plasma Lipoprotein Clearance	Lipoprotein metabolism and cholesterol homeostasis  	0.3333333333333333	0.0	0.25	0.6057049328493197
gpt-3.5-turbo-0125	Reactome_2022	Plasma Lipoprotein Remodeling	Lipid metabolism and transport	0.0	0.0	0.0	0.5667361962277215
gpt-3.5-turbo-0125	Reactome_2022	Platelet Adhesion To Exposed Collagen	Platelet adhesion and aggregation	0.4	0.25	0.4444444444444445	0.7541379721770805
gpt-3.5-turbo-0125	Reactome_2022	Platelet Aggregation (Plug Formation)	Platelet activation and aggregation	0.5	0.0	0.5	0.7343750131033762
gpt-3.5-turbo-0125	Reactome_2022	Platelet Activation, Signaling And Aggregation	Cellular Signaling Pathway	0.2	0.0	0.25	0.4839504939917608
gpt-3.5-turbo-0125	Reactome_2022	Platelet Calcium Homeostasis	Calcium signaling and ion homeostasis	0.6666666666666666	0.0	0.5	0.6163424540603679
gpt-3.5-turbo-0125	Reactome_2022	Platelet Degranulation	Extracellular matrix remodeling and tissue homeostasis  	0.0	0.0	0.0	0.3160152075234033
gpt-3.5-turbo-0125	Reactome_2022	Platelet Homeostasis	Calcium signaling and regulation	0.0	0.0	0.0	0.37640253718626
gpt-3.5-turbo-0125	Reactome_2022	Platelet Sensitization By LDL	Regulation of Protein Phosphorylation Signaling Pathway	0.0	0.0	0.0	0.2561923519678301
gpt-3.5-turbo-0125	Reactome_2022	Polo-like Kinase Mediated Events	Cell Cycle Progression and Mitotic Control	0.0	0.0	0.0	0.43267885604819345
gpt-3.5-turbo-0125	Reactome_2022	Polymerase Switching On C-strand Of Telomere	Telomere maintenance and DNA replication	0.14285714285714285	0.0	0.16666666666666666	0.5518272786616993
gpt-3.5-turbo-0125	Reactome_2022	Positive Epigenetic Regulation Of rRNA Expression	Chromatin remodeling and transcription regulation	0.16666666666666666	0.0	0.1818181818181818	0.523095712295454
gpt-3.5-turbo-0125	Reactome_2022	Post NMDA Receptor Activation Events	Neuronal Signal Transduction	0.0	0.0	0.0	0.4028753137153282
gpt-3.5-turbo-0125	Reactome_2022	Post-chaperonin Tubulin Folding Pathway	Microtubule dynamics and organization  	0.0	0.0	0.0	0.44556263513552663
gpt-3.5-turbo-0125	Reactome_2022	Post-transcriptional Silencing By Small RNAs	RNA silencing and post-transcriptional regulation	0.6666666666666666	0.2	0.3333333333333333	0.7530334558498979
gpt-3.5-turbo-0125	Reactome_2022	Post-translational Modification: Synthesis Of GPI-anchored Proteins	Glycosylphosphatidylinositol (GPI) anchor biosynthesis	0.25	0.14285714285714285	0.3333333333333333	0.7519292758223468
gpt-3.5-turbo-0125	Reactome_2022	Post-translational Protein Modification	Protein Ubiquitination and Proteasomal Degradation	0.25	0.0	0.22222222222222224	0.5186812311459712
gpt-3.5-turbo-0125	Reactome_2022	Post-translational Protein Phosphorylation	Extracellular Matrix Organization and Regulation	0.0	0.0	0.0	0.33060810710458227
gpt-3.5-turbo-0125	Reactome_2022	Postmitotic Nuclear Pore Complex (NPC) Reformation	Nuclear Pore Complex Assembly and Nuclear Transport	0.5	0.4	0.4615384615384615	0.6530209788957166
gpt-3.5-turbo-0125	Reactome_2022	Potassium Channels	Potassium ion channel regulation and neuronal excitability	1.0	0.0	0.4444444444444445	0.6201350126067106
gpt-3.5-turbo-0125	Reactome_2022	Potential Therapeutics For SARS	Cellular Signaling Network Integration	0.0	0.0	0.0	0.21490875825878972
gpt-3.5-turbo-0125	Reactome_2022	Pre-NOTCH Expression And Processing	Transcriptional regulation and Notch signaling	0.4	0.0	0.20000000000000004	0.34301863726919324
gpt-3.5-turbo-0125	Reactome_2022	Pre-NOTCH Processing In Golgi	Notch signaling and protein glycosylation	0.2	0.0	0.20000000000000004	0.5006826360430274
gpt-3.5-turbo-0125	Reactome_2022	Pre-NOTCH Processing In Endoplasmic Reticulum	Notch signaling pathway regulation	0.16666666666666666	0.0	0.2	0.34731854759520087
gpt-3.5-turbo-0125	Reactome_2022	Pre-NOTCH Transcription And Translation	Transcriptional regulation and chromatin remodeling	0.4	0.0	0.4000000000000001	0.432258361562666
gpt-3.5-turbo-0125	Reactome_2022	Prefoldin Mediated Transfer Of Substrate To CCT/TriC	Protein Folding and Chaperone-Mediated Assembly	0.125	0.0	0.14285714285714288	0.5646597360980949
gpt-3.5-turbo-0125	Reactome_2022	Pregnenolone Biosynthesis	Cholesterol transport and steroid biosynthesis	0.5	0.0	0.28571428571428575	0.5194599571550348
gpt-3.5-turbo-0125	Reactome_2022	Presynaptic Depolarization And Calcium Channel Opening	Calcium ion transport and neuronal signaling	0.3333333333333333	0.0	0.16666666666666666	0.48762677399780385
gpt-3.5-turbo-0125	Reactome_2022	Presynaptic Function Of Kainate Receptors	Regulation of G protein signaling	0.2	0.0	0.20000000000000004	0.3056175025686774
gpt-3.5-turbo-0125	Reactome_2022	Presynaptic Nicotinic Acetylcholine Receptors	Neuromuscular junction signaling	0.0	0.0	0.0	0.4556977506832163
gpt-3.5-turbo-0125	Reactome_2022	Presynaptic Phase Of Homologous DNA Pairing And Strand Exchange	DNA Double-Strand Break Repair and Homologous Recombination  	0.4444444444444444	0.0	0.23529411764705882	0.5319902049926428
gpt-3.5-turbo-0125	Reactome_2022	Prevention Of Phagosomal-Lysosomal Fusion	Endosomal trafficking and protein degradation	0.0	0.0	0.0	0.4679196311189935
gpt-3.5-turbo-0125	Reactome_2022	Processing And Activation Of SUMO	SUMOylation pathway regulation	0.0	0.0	0.0	0.630048434888455
gpt-3.5-turbo-0125	Reactome_2022	Processing Of Capped Intron-Containing Pre-mRNA	Pre-mRNA splicing	0.2857142857142857	0.16666666666666666	0.4	0.6266884489255617
gpt-3.5-turbo-0125	Reactome_2022	Processing Of Capped Intronless Pre-mRNA	mRNA Processing and Maturation	0.3333333333333333	0.0	0.2	0.6535441183631758
gpt-3.5-turbo-0125	Reactome_2022	Processing Of DNA Double-Strand Break Ends	DNA damage response and repair	0.14285714285714285	0.0	0.16666666666666666	0.5408060186264052
gpt-3.5-turbo-0125	Reactome_2022	Processing Of Intronless Pre-mRNAs	mRNA processing and polyadenylation	0.4	0.0	0.22222222222222224	0.6164514058984338
gpt-3.5-turbo-0125	Reactome_2022	Processing Of SMDT1	Mitochondrial Calcium Uniporter Complex Regulation	0.0	0.0	0.0	0.24051809497425292
gpt-3.5-turbo-0125	Reactome_2022	Processive Synthesis On C-strand Of Telomere	DNA replication and repair	0.0	0.0	0.0	0.3963056865827719
gpt-3.5-turbo-0125	Reactome_2022	Processive Synthesis On Lagging Strand	DNA replication and repair	0.0	0.0	0.0	0.3767207181473731
gpt-3.5-turbo-0125	Reactome_2022	Programmed Cell Death	Apoptosis regulation	0.0	0.0	0.0	0.4719583505557092
gpt-3.5-turbo-0125	Reactome_2022	Prolactin Receptor Signaling	Growth Hormone Signaling and Cellular Proliferation	0.3333333333333333	0.0	0.2222222222222222	0.5998284885059314
gpt-3.5-turbo-0125	Reactome_2022	Prolonged ERK Activation Events	MAPK signaling pathway	0.0	0.0	0.0	0.474727233218693
gpt-3.5-turbo-0125	Reactome_2022	Prostacyclin Signaling Thru Prostacyclin Receptor	Regulation of G protein signaling	0.2	0.0	0.20000000000000004	0.46496859704031424
gpt-3.5-turbo-0125	Reactome_2022	Prostanoid Ligand Receptors	Prostaglandin signaling cascade in inflammation  	0.0	0.0	0.0	0.556298399861448
gpt-3.5-turbo-0125	Reactome_2022	Protein Folding	Protein folding and chaperone-mediated regulation	1.0	1.0	0.5	0.730585950094373
gpt-3.5-turbo-0125	Reactome_2022	Protein Localization	Peroxisome biogenesis and function	0.0	0.0	0.0	0.3523059798349699
gpt-3.5-turbo-0125	Reactome_2022	Protein Methylation	Protein methylation and chaperone-mediated protein folding	1.0	1.0	0.4444444444444445	0.752371237971494
gpt-3.5-turbo-0125	Reactome_2022	Protein Repair	Protein repair and redox regulation  	1.0	1.0	0.5714285714285715	0.7053142050632337
gpt-3.5-turbo-0125	Reactome_2022	Protein Ubiquitination	Ubiquitin-Mediated Protein Degradation	1.0	0.0	0.3333333333333333	0.6933629755045143
gpt-3.5-turbo-0125	Reactome_2022	Protein-protein Interactions At Synapses	Synaptic Function and Plasticity	0.0	0.0	0.0	0.5102900033558952
gpt-3.5-turbo-0125	Reactome_2022	Proton-coupled Monocarboxylate Transport	Monocarboxylate Transport and Metabolic Regulation	0.5	0.3333333333333333	0.4444444444444445	0.7187896084001308
gpt-3.5-turbo-0125	Reactome_2022	Purine Catabolism	Nucleotide metabolism and nucleic acid repair**	0.0	0.0	0.0	0.5099982117308784
gpt-3.5-turbo-0125	Reactome_2022	Purine Ribonucleoside Monophosphate Biosynthesis	Purine biosynthesis	0.5	0.0	0.6666666666666666	0.8577672537246556
gpt-3.5-turbo-0125	Reactome_2022	Purine Salvage	Purine metabolism cascade  	0.5	0.0	0.4	0.6946519611773634
gpt-3.5-turbo-0125	Reactome_2022	Pyrimidine Catabolism	Pyrimidine Catabolism and Urea Cycle Integration	1.0	1.0	0.5	0.8250214074856743
gpt-3.5-turbo-0125	Reactome_2022	Pyrimidine Salvage	Pyrimidine nucleotide biosynthesis	0.5	0.0	0.4	0.7518129947710837
gpt-3.5-turbo-0125	Reactome_2022	Pyroptosis	Inflammatory Caspase Activation and Pyroptotic Cell Death	0.0	0.0	0.0	0.6733450943814372
gpt-3.5-turbo-0125	Reactome_2022	Pyruvate Metabolism	Metabolic reprogramming and energy utilization	0.5	0.0	0.28571428571428575	0.44094125682614105
gpt-3.5-turbo-0125	Reactome_2022	Pyruvate Metabolism And Citric Acid (TCA) Cycle	Tricarboxylic acid cycle (TCA cycle) and energy metabolism	0.7142857142857143	0.16666666666666666	0.39999999999999997	0.7644843208051778
gpt-3.5-turbo-0125	Reactome_2022	RA Biosynthesis Pathway	Retinoic acid metabolism and signaling	0.0	0.0	0.0	0.49494145011972435
gpt-3.5-turbo-0125	Reactome_2022	RAB GEFs Exchange GTP For GDP On RABs	Intracellular Vesicle Trafficking and Recycling  	0.0	0.0	0.0	0.42560041223000245
gpt-3.5-turbo-0125	Reactome_2022	RAB Geranylgeranylation	Intracellular Vesicle Trafficking and Organelle Dynamics	0.0	0.0	0.0	0.35249058938295497
gpt-3.5-turbo-0125	Reactome_2022	RAC1 GTPase Cycle	Rho GTPase Signaling Network	0.3333333333333333	0.0	0.28571428571428575	0.6646854514996429
gpt-3.5-turbo-0125	Reactome_2022	RAC2 GTPase Cycle	Regulation of actin cytoskeleton dynamics and cell migration	0.0	0.0	0.0	0.44203243742411896
gpt-3.5-turbo-0125	Reactome_2022	RAC3 GTPase Cycle	Cellular Signaling and Cytoskeletal Dynamics	0.0	0.0	0.0	0.41875692728271985
gpt-3.5-turbo-0125	Reactome_2022	RAF Activation	MAP Kinase Signaling Pathway	0.0	0.0	0.0	0.4124298005227463
gpt-3.5-turbo-0125	Reactome_2022	RAF-independent MAPK1/3 Activation	MAPK Signaling Cascade Regulation	0.0	0.0	0.0	0.5926773423084162
gpt-3.5-turbo-0125	Reactome_2022	RAF/MAP Kinase Cascade	Protein Ubiquitination and Degradation	0.0	0.0	0.0	0.2846554404196648
gpt-3.5-turbo-0125	Reactome_2022	RAS Processing	Protein prenylation and membrane localization	0.0	0.0	0.0	0.26570081739860285
gpt-3.5-turbo-0125	Reactome_2022	RAS Signaling Downstream Of NF1 Loss-Of-Function Variants	RAS-MAPK Signaling Pathway	0.2222222222222222	0.0	0.30769230769230765	0.5139853648128904
gpt-3.5-turbo-0125	Reactome_2022	RET Signaling	Neurotrophic signaling pathway modulation	0.5	0.0	0.3333333333333333	0.3950524443533766
gpt-3.5-turbo-0125	Reactome_2022	RHO GTPase Effectors	Mitotic spindle assembly and chromosome segregation	0.0	0.0	0.0	0.2585781236618373
gpt-3.5-turbo-0125	Reactome_2022	RHO GTPase Cycle	Cellular Signaling Network Coordination	0.0	0.0	0.0	0.3131511389570223
gpt-3.5-turbo-0125	Reactome_2022	RHO GTPases Activate Formins	Mitotic spindle assembly checkpoint	0.0	0.0	0.0	0.3129479385191145
gpt-3.5-turbo-0125	Reactome_2022	RHO GTPases Activate NADPH Oxidases	Reactive oxygen species (ROS) generation and signaling 	0.0	0.0	0.0	0.45339127323231687
gpt-3.5-turbo-0125	Reactome_2022	RHO GTPases Activate ROCKs	Regulation of actin cytoskeleton dynamics	0.0	0.0	0.0	0.4829717130629635
gpt-3.5-turbo-0125	Reactome_2022	RHO GTPases Activate Rhotekin And Rhophilins	Regulation of actin cytoskeleton dynamics	0.0	0.0	0.0	0.4586652072321542
gpt-3.5-turbo-0125	Reactome_2022	RHO GTPases Activate WASPs And WAVEs	Actin filament organization and cellular motility	0.16666666666666666	0.0	0.16666666666666666	0.36976674415609523
gpt-3.5-turbo-0125	Reactome_2022	RHO GTPases Activate CIT	Cytokinesis and Actin Regulation	0.0	0.0	0.0	0.40863676887289613
gpt-3.5-turbo-0125	Reactome_2022	RHO GTPases Activate IQGAPs	Regulation of Cell Cycle Progression	0.0	0.0	0.0	0.3313095433132891
gpt-3.5-turbo-0125	Reactome_2022	RHO GTPases Activate KTN1	Intracellular transport and cytoskeletal organization	0.0	0.0	0.0	0.3505271391260687
gpt-3.5-turbo-0125	Reactome_2022	RHO GTPases Activate PAKs	Regulation of Actin Cytoskeleton Dynamics	0.0	0.0	0.0	0.4534410047133812
gpt-3.5-turbo-0125	Reactome_2022	RHO GTPases Activate PKNs	Regulation of Actin Cytoskeleton Dynamics  	0.0	0.0	0.0	0.4224364134798821
gpt-3.5-turbo-0125	Reactome_2022	RHOA GTPase Cycle	Regulation of Rho GTPase signaling pathway	0.3333333333333333	0.0	0.2222222222222222	0.6909411550677471
gpt-3.5-turbo-0125	Reactome_2022	RHOB GTPase Cycle	Cytoskeletal dynamics and cell migration	0.0	0.0	0.0	0.4149957407677011
gpt-3.5-turbo-0125	Reactome_2022	RHOBTB GTPase Cycle	mRNA processing and regulation	0.0	0.0	0.0	0.2930136441998274
gpt-3.5-turbo-0125	Reactome_2022	RHOBTB1 GTPase Cycle	RNA processing and cytoskeletal organization	0.0	0.0	0.0	0.5097775177762802
gpt-3.5-turbo-0125	Reactome_2022	RHOBTB2 GTPase Cycle	Protein Folding and Chaperone-Mediated Regulation	0.0	0.0	0.0	0.3185524137638929
gpt-3.5-turbo-0125	Reactome_2022	RHOBTB3 ATPase Cycle	Protein degradation and trafficking	0.0	0.0	0.0	0.3279403818928006
gpt-3.5-turbo-0125	Reactome_2022	RHOC GTPase Cycle	Actin cytoskeleton regulation and cell migration	0.0	0.0	0.0	0.436121723220075
gpt-3.5-turbo-0125	Reactome_2022	RHOD GTPase Cycle	Actin cytoskeleton organization and regulation	0.0	0.0	0.0	0.38402141162558545
gpt-3.5-turbo-0125	Reactome_2022	RHOF GTPase Cycle	Endocytosis and membrane remodeling	0.0	0.0	0.0	0.373205489218685
gpt-3.5-turbo-0125	Reactome_2022	RHOG GTPase Cycle	Intracellular membrane trafficking and cytoskeletal regulation	0.0	0.0	0.0	0.4294544417391932
gpt-3.5-turbo-0125	Reactome_2022	RHOH GTPase Cycle	Regulation of intracellular protein trafficking and signaling	0.0	0.0	0.0	0.4212933222766641
gpt-3.5-turbo-0125	Reactome_2022	RHOJ GTPase Cycle	Cellular membrane dynamics and organization	0.0	0.0	0.0	0.34364659114281426
gpt-3.5-turbo-0125	Reactome_2022	RHOQ GTPase Cycle	Cytoskeletal Dynamics and Cell Adhesion	0.0	0.0	0.0	0.36480548933037227
gpt-3.5-turbo-0125	Reactome_2022	RHOT1 GTPase Cycle	Mitochondrial dynamics and transport	0.0	0.0	0.0	0.3776764170795874
gpt-3.5-turbo-0125	Reactome_2022	RHOT2 GTPase Cycle	Mitochondrial dynamics and transport	0.0	0.0	0.0	0.37624402979701704
gpt-3.5-turbo-0125	Reactome_2022	RHOU GTPase Cycle	Endocytic recycling	0.0	0.0	0.0	0.41877615633111975
gpt-3.5-turbo-0125	Reactome_2022	RHOV GTPase Cycle	Cellular Cytoskeletal Dynamics and Signaling Pathways	0.0	0.0	0.0	0.43800652711316146
gpt-3.5-turbo-0125	Reactome_2022	RIP-mediated NFkB Activation Via ZBP1	NF-κB Signaling Pathway	0.0	0.0	0.0	0.5313151829799762
gpt-3.5-turbo-0125	Reactome_2022	RIPK1-mediated Regulated Necrosis	Apoptosis signaling pathway	0.0	0.0	0.0	0.44396154067572263
gpt-3.5-turbo-0125	Reactome_2022	RMTs Methylate Histone Arginines	Chromatin remodeling and transcriptional regulation	0.0	0.0	0.0	0.40648749983780097
gpt-3.5-turbo-0125	Reactome_2022	RNA Pol II CTD Phosphorylation And Interaction With CE	Transcription initiation and DNA repair	0.1111111111111111	0.0	0.14285714285714285	0.45117230505363193
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase I Promoter Clearance	Transcription and Chromatin Remodeling	0.0	0.0	0.0	0.430924453324722
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase I Promoter Escape	Transcription and RNA Polymerase Activities Coordination	0.4	0.25	0.3636363636363636	0.5331231002538349
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase I Promoter Opening	Histone modification and chromatin remodeling	0.0	0.0	0.0	0.32887309435492385
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase I Transcription Initiation	Transcription initiation and DNA repair	0.4	0.25	0.4000000000000001	0.6197679546199752
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase I Transcription	Transcription regulation and chromatin remodeling in RNA synthesis	0.5	0.0	0.16666666666666666	0.5520808077989907
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase I Transcription Termination	Transcription initiation and RNA synthesis	0.4	0.0	0.20000000000000004	0.5351435649251546
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase II Pre-transcription Events	Transcription initiation and elongation	0.16666666666666666	0.0	0.2	0.5354376829357963
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase II Transcription	Transcriptional Regulation and Protein Synthesis	0.25	0.0	0.22222222222222224	0.5007767570072268
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase II Transcription Termination	Pre-mRNA processing and mRNA splicing	0.0	0.0	0.0	0.36019226253776054
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase III Abortive And Retractive Initiation	Transcriptional regulation by RNA polymerase III complex	0.42857142857142855	0.3333333333333333	0.42857142857142855	0.5985294730180535
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase III Chain Elongation	RNA Polymerase III transcription	0.6	0.5	0.6666666666666665	0.8089579621294487
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase III Transcription Initiation From Type 1 Promoter	RNA polymerase III transcription	0.4444444444444444	0.375	0.6153846153846153	0.8425062978312217
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase III Transcription Initiation From Type 2 Promoter	RNA Polymerase III Transcription	0.4444444444444444	0.375	0.6153846153846153	0.8439085698175989
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase III Transcription Initiation From Type 3 Promoter	RNA Polymerase III Transcription	0.4444444444444444	0.375	0.6153846153846153	0.8808584815313185
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase III Transcription Initiation	RNA Polymerase III Transcription	0.8	0.75	0.888888888888889	0.9274878484166914
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase III Transcription Termination	RNA Polymerase III transcription	0.8	0.75	0.888888888888889	0.8512919660637919
gpt-3.5-turbo-0125	Reactome_2022	RNA Polymerase II Transcribes snRNA Genes	Transcriptional regulation and RNA polymerase activity	0.3333333333333333	0.2	0.3333333333333333	0.5116574196761055
gpt-3.5-turbo-0125	Reactome_2022	RND1 GTPase Cycle	Intracellular signaling cascade modulation	0.0	0.0	0.0	0.39293447906548085
gpt-3.5-turbo-0125	Reactome_2022	RND2 GTPase Cycle	Intracellular signaling network integration	0.0	0.0	0.0	0.3602599615648301
gpt-3.5-turbo-0125	Reactome_2022	RND3 GTPase Cycle	Cytoskeleton organization and cellular architecture	0.0	0.0	0.0	0.2727045037726902
gpt-3.5-turbo-0125	Reactome_2022	ROBO Receptors Bind AKAP5	Axon guidance and neuronal development	0.0	0.0	0.0	0.3684440240252529
gpt-3.5-turbo-0125	Reactome_2022	RORA Activates Gene Expression	Regulation of lipid metabolism and energy homeostasis	0.0	0.0	0.0	0.31196796121450204
gpt-3.5-turbo-0125	Reactome_2022	ROS And RNS Production In Phagocytes	Phagosome maturation and microbicidal activity	0.16666666666666666	0.0	0.1818181818181818	0.4689563539694651
gpt-3.5-turbo-0125	Reactome_2022	RSK Activation	Cellular signaling via MAPK/RSK pathway	0.5	0.0	0.25	0.6300149793481299
gpt-3.5-turbo-0125	Reactome_2022	RUNX1 And FOXP3 Control Development Of Regulatory T Lymphocytes (Tregs)	T-cell activation and regulation	0.2	0.0	0.13333333333333333	0.49357417218337274
gpt-3.5-turbo-0125	Reactome_2022	RUNX1 Interacts With Co-Factors Whose Precise Effect On RUNX1 Targets Is Not Known	Chromatin remodeling and transcriptional regulation	0.0	0.0	0.0	0.36103230709497547
gpt-3.5-turbo-0125	Reactome_2022	RUNX1 Regulates Estrogen Receptor Mediated Transcription	Transcriptional regulation and cell differentiation	0.3333333333333333	0.0	0.1818181818181818	0.496963422552528
gpt-3.5-turbo-0125	Reactome_2022	RUNX1 Regulates Expression Of Components Of Tight Junctions	Blood-brain barrier formation and maintenance	0.0	0.0	0.0	0.31882189484638757
gpt-3.5-turbo-0125	Reactome_2022	RUNX1 Regulates Genes Involved In Megakaryocyte Differentiation And Platelet Function	Transcriptional Regulation and Chromatin Modification	0.2	0.0	0.26666666666666666	0.4010104922698621
gpt-3.5-turbo-0125	Reactome_2022	RUNX1 Regulates Transcription Of Genes Involved In BCR Signaling	Hematopoietic cell differentiation and regulation	0.1111111111111111	0.0	0.14285714285714285	0.47976876180860034
gpt-3.5-turbo-0125	Reactome_2022	RUNX1 Regulates Transcription Of Genes Involved In WNT Signaling	Regulation of transcriptional activity and cellular signaling	0.4444444444444444	0.0	0.375	0.4800391490351401
gpt-3.5-turbo-0125	Reactome_2022	RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of HSCs	DNA damage sensing and repair mechanisms	0.0	0.0	0.0	0.19782881865761615
gpt-3.5-turbo-0125	Reactome_2022	RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of Keratinocytes	Regulation of Immune Response and Hematopoiesis	0.2	0.0	0.25	0.4085253673641648
gpt-3.5-turbo-0125	Reactome_2022	RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of Myeloid Cells	Hematopoiesis regulation and myeloid differentiation  	0.2727272727272727	0.0	0.25000000000000006	0.6129626398123633
gpt-3.5-turbo-0125	Reactome_2022	RUNX1 Regulates Transcription Of Genes Involved In Interleukin Signaling	Hematopoietic Stem Cell Differentiation	0.0	0.0	0.0	0.42330891050336816
gpt-3.5-turbo-0125	Reactome_2022	RUNX2 Regulates Bone Development	Skeletal development and bone mineralization	0.5	0.0	0.22222222222222224	0.5290184788103602
gpt-3.5-turbo-0125	Reactome_2022	RUNX2 Regulates Chondrocyte Maturation	Skeletal Development and Homeostasis	0.0	0.0	0.0	0.40812630824092566
gpt-3.5-turbo-0125	Reactome_2022	RUNX2 Regulates Genes Involved In Cell Migration	Extracellular matrix remodeling and cell signaling integration	0.14285714285714285	0.0	0.14285714285714285	0.4424761060571568
gpt-3.5-turbo-0125	Reactome_2022	RUNX2 Regulates Osteoblast Differentiation	Osteoblast differentiation and bone formation	0.5	0.3333333333333333	0.4444444444444445	0.6479564056086076
gpt-3.5-turbo-0125	Reactome_2022	RUNX3 Regulates Immune Response And Cell Migration	Cellular adhesion and immune response coordination  	0.42857142857142855	0.16666666666666666	0.30769230769230765	0.4947580610096009
