term	go_id	go_depth
Dolichol-Linked Oligosaccharide Biosynthetic Process (GO:0006488)	GO:0006488	9
Dopamine Catabolic Process (GO:0042420)	GO:0042420	9
Dopamine Metabolic Process (GO:0042417)	GO:0042417	8
Dopamine Transport (GO:0015872)	GO:0015872	8
Dopamine Uptake (GO:0090494)	GO:0090494	9
Dopaminergic Neuron Differentiation (GO:0071542)	GO:0071542	6
Dorsal Aorta Development (GO:0035907)	GO:0035907	9
Dorsal Aorta Morphogenesis (GO:0035912)	GO:0035912	10
Dorsal/Ventral Pattern Formation (GO:0009953)	GO:0009953	6
Dosage Compensation (GO:0007549)	GO:0007549	10
Dosage Compensation By Inactivation Of X Chromosome (GO:0009048)	GO:0009048	11
Double-Strand Break Repair (GO:0006302)	GO:0006302	9
Double-Strand Break Repair Via Break-Induced Replication (GO:0000727)	GO:0000727	11
Double-Strand Break Repair Via Classical Nonhomologous End Joining (GO:0097680)	GO:0097680	11
Double-Strand Break Repair Via Homologous Recombination (GO:0000724)	GO:0000724	10
Double-Strand Break Repair Via Nonhomologous End Joining (GO:0006303)	GO:0006303	10
Double-Strand Break Repair Via Single-Strand Annealing (GO:0045002)	GO:0045002	10
Double-Strand Break Repair Via Synthesis-Dependent Strand Annealing (GO:0045003)	GO:0045003	11
Ear Development (GO:0043583)	GO:0043583	6
Ear Morphogenesis (GO:0042471)	GO:0042471	7
Early Endosome To Golgi Transport (GO:0034498)	GO:0034498	8
Early Endosome To Late Endosome Transport (GO:0045022)	GO:0045022	7
Ectoderm Development (GO:0007398)	GO:0007398	5
Elastic Fiber Assembly (GO:0048251)	GO:0048251	7
Electron Transport Chain (GO:0022900)	GO:0022900	5
Embryo Development Ending In Birth Or Egg Hatching (GO:0009792)	GO:0009792	5
Embryonic Appendage Morphogenesis (GO:0035113)	GO:0035113	5
Embryonic Axis Specification (GO:0000578)	GO:0000578	6
Embryonic Brain Development (GO:1990403)	GO:1990403	6
Embryonic Cranial Skeleton Morphogenesis (GO:0048701)	GO:0048701	7
Embryonic Digestive Tract Development (GO:0048566)	GO:0048566	6
Embryonic Digestive Tract Morphogenesis (GO:0048557)	GO:0048557	6
Embryonic Digit Morphogenesis (GO:0042733)	GO:0042733	7
Embryonic Eye Morphogenesis (GO:0048048)	GO:0048048	6
Embryonic Forelimb Morphogenesis (GO:0035115)	GO:0035115	7
Embryonic Heart Tube Development (GO:0035050)	GO:0035050	6
Embryonic Heart Tube Morphogenesis (GO:0003143)	GO:0003143	7
Embryonic Hemopoiesis (GO:0035162)	GO:0035162	7
Embryonic Hindlimb Morphogenesis (GO:0035116)	GO:0035116	7
Embryonic Limb Morphogenesis (GO:0030326)	GO:0030326	6
Embryonic Organ Development (GO:0048568)	GO:0048568	5
Embryonic Organ Morphogenesis (GO:0048562)	GO:0048562	5
Embryonic Placenta Development (GO:0001892)	GO:0001892	8
Embryonic Skeletal Joint Development (GO:0072498)	GO:0072498	7
Embryonic Skeletal System Development (GO:0048706)	GO:0048706	6
Embryonic Skeletal System Morphogenesis (GO:0048704)	GO:0048704	6
Enamel Mineralization (GO:0070166)	GO:0070166	7
Endocardial Cushion Development (GO:0003197)	GO:0003197	6
Endocardial Cushion Morphogenesis (GO:0003203)	GO:0003203	7
Endochondral Bone Morphogenesis (GO:0060350)	GO:0060350	6
Endochondral Ossification (GO:0001958)	GO:0001958	5
Endocrine System Development (GO:0035270)	GO:0035270	5
Endocytic Recycling (GO:0032456)	GO:0032456	7
Endocytosis (GO:0006897)	GO:0006897	6
Endoderm Development (GO:0007492)	GO:0007492	5
Endoderm Formation (GO:0001706)	GO:0001706	7
Endodermal Cell Differentiation (GO:0035987)	GO:0035987	8
Endodermal Cell Fate Commitment (GO:0001711)	GO:0001711	9
Endolysosomal Toll-Like Receptor Signaling Pathway (GO:0140894)	GO:0140894	8
Endomembrane System Organization (GO:0010256)	GO:0010256	5
Endonucleolytic Cleavage In ITS1 To Separate SSU-rRNA From 5.8S rRNA And LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000447)	GO:0000447	13
Endonucleolytic Cleavage Of Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000479)	GO:0000479	11
Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469)	GO:0032469	8
Endoplasmic Reticulum Mannose Trimming (GO:1904380)	GO:1904380	10
Endoplasmic Reticulum Membrane Organization (GO:0090158)	GO:0090158	7
Endoplasmic Reticulum Organization (GO:0007029)	GO:0007029	6
Endoplasmic Reticulum To Golgi Vesicle-Mediated Transport (GO:0006888)	GO:0006888	6
Endoplasmic Reticulum To Cytosol Transport (GO:1903513)	GO:1903513	6
Endoplasmic Reticulum Tubular Network Organization (GO:0071786)	GO:0071786	7
Endosomal Lumen Acidification (GO:0048388)	GO:0048388	7
Endosomal Transport (GO:0016197)	GO:0016197	6
Endosomal Vesicle Fusion (GO:0034058)	GO:0034058	8
Endosome Organization (GO:0007032)	GO:0007032	6
Endosome To Lysosome Transport (GO:0008333)	GO:0008333	8
Endosome To Lysosome Transport Via Multivesicular Body Sorting Pathway (GO:0032510)	GO:0032510	9
Endosome To Melanosome Transport (GO:0035646)	GO:0035646	7
Endosome To Pigment Granule Transport (GO:0043485)	GO:0043485	6
Endosome Transport Via Multivesicular Body Sorting Pathway (GO:0032509)	GO:0032509	7
Endothelial Cell Chemotaxis (GO:0035767)	GO:0035767	8
Endothelial Cell Development (GO:0001885)	GO:0001885	7
Endothelial Cell Differentiation (GO:0045446)	GO:0045446	7
Endothelial Cell Migration (GO:0043542)	GO:0043542	7
Endothelial Cell Proliferation (GO:0001935)	GO:0001935	5
Endothelial Tube Morphogenesis (GO:0061154)	GO:0061154	7
Endothelin Receptor Signaling Pathway (GO:0086100)	GO:0086100	6
Endothelium Development (GO:0003158)	GO:0003158	6
Energy Derivation By Oxidation Of Organic Compounds (GO:0015980)	GO:0015980	5
Energy Reserve Metabolic Process (GO:0006112)	GO:0006112	6
Engulfment Of Apoptotic Cell (GO:0043652)	GO:0043652	9
Enteric Nervous System Development (GO:0048484)	GO:0048484	7
Entrainment Of Circadian Clock By Photoperiod (GO:0043153)	GO:0043153	7
Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167)	GO:0007167	6
Eosinophil Chemotaxis (GO:0048245)	GO:0048245	6
Eosinophil Migration (GO:0072677)	GO:0072677	6
Ephrin Receptor Signaling Pathway (GO:0048013)	GO:0048013	8
Epiboly Involved In Wound Healing (GO:0090505)	GO:0090505	6
Epidermal Cell Differentiation (GO:0009913)	GO:0009913	6
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173)	GO:0007173	9
Epidermis Development (GO:0008544)	GO:0008544	5
Epigenetic Regulation Of Gene Expression (GO:0040029)	GO:0040029	9
Epithelial Cell Apoptotic Process (GO:1904019)	GO:1904019	6
Epithelial Cell Development (GO:0002064)	GO:0002064	6
Epithelial Cell Differentiation (GO:0030855)	GO:0030855	5
Epithelial Cell Differentiation Involved In Kidney Development (GO:0035850)	GO:0035850	6
Epithelial Cell Migration (GO:0010631)	GO:0010631	6
Epithelial Cell Morphogenesis (GO:0003382)	GO:0003382	5
Epithelial Cell-Cell Adhesion (GO:0090136)	GO:0090136	5
Epithelial Cilium Movement Involved In Determination Of Left/Right Asymmetry (GO:0060287)	GO:0060287	7
Epithelial Cilium Movement Involved In Extracellular Fluid Movement (GO:0003351)	GO:0003351	6
Epithelial Structure Maintenance (GO:0010669)	GO:0010669	5
Epithelial To Mesenchymal Transition (GO:0001837)	GO:0001837	6
Epithelial To Mesenchymal Transition Involved In Endocardial Cushion Formation (GO:0003198)	GO:0003198	9
Epithelial Tube Branching Involved In Lung Morphogenesis (GO:0060441)	GO:0060441	6
Epithelial Tube Formation (GO:0072175)	GO:0072175	6
Epithelial Tube Morphogenesis (GO:0060562)	GO:0060562	6
Epithelium Development (GO:0060429)	GO:0060429	5
Epoxygenase P450 Pathway (GO:0019373)	GO:0019373	11
Equilibrioception (GO:0050957)	GO:0050957	6
Error-Prone Translesion Synthesis (GO:0042276)	GO:0042276	11
Erythrocyte Development (GO:0048821)	GO:0048821	9
Erythrocyte Differentiation (GO:0030218)	GO:0030218	8
Erythrose 4-Phosphate/Phosphoenolpyruvate Family Amino Acid Catabolic Process (GO:1902222)	GO:1902222	9
Establishment Of Golgi Localization (GO:0051683)	GO:0051683	5
Establishment Of Apical/Basal Cell Polarity (GO:0035089)	GO:0035089	6
Establishment Of Centrosome Localization (GO:0051660)	GO:0051660	5
Establishment Of Chromosome Localization (GO:0051303)	GO:0051303	5
Establishment Of Endothelial Barrier (GO:0061028)	GO:0061028	8
Establishment Of Endothelial Intestinal Barrier (GO:0090557)	GO:0090557	9
Establishment Of Epithelial Cell Apical/Basal Polarity (GO:0045198)	GO:0045198	8
Establishment Of Epithelial Cell Polarity (GO:0090162)	GO:0090162	5
Establishment Of Lymphocyte Polarity (GO:0001767)	GO:0001767	5
Establishment Of Melanosome Localization (GO:0032401)	GO:0032401	6
Establishment Of Mitochondrion Localization, Microtubule-Mediated (GO:0034643)	GO:0034643	5
Establishment Of Mitotic Sister Chromatid Cohesion (GO:0034087)	GO:0034087	7
Establishment Of Mitotic Spindle Localization (GO:0040001)	GO:0040001	9
Establishment Of Mitotic Spindle Orientation (GO:0000132)	GO:0000132	10
Establishment Of Planar Polarity (GO:0001736)	GO:0001736	7
Establishment Of Protein Localization To Chromatin (GO:0071169)	GO:0071169	9
Establishment Of Protein Localization To Chromosome (GO:0070199)	GO:0070199	8
Establishment Of Protein Localization To Endoplasmic Reticulum (GO:0072599)	GO:0072599	8
Establishment Of Protein Localization To Extracellular Region (GO:0035592)	GO:0035592	7
Establishment Of Protein Localization To Membrane (GO:0090150)	GO:0090150	7
Establishment Of Protein Localization To Mitochondrion (GO:0072655)	GO:0072655	8
Establishment Of Protein Localization To Organelle (GO:0072594)	GO:0072594	7
Establishment Of Protein Localization To Peroxisome (GO:0072663)	GO:0072663	8
Establishment Of Protein Localization To Plasma Membrane (GO:0061951)	GO:0061951	8
Establishment Of Protein Localization To Telomere (GO:0070200)	GO:0070200	9
Establishment Of Protein Localization To Vacuole (GO:0072666)	GO:0072666	8
Establishment Of Skin Barrier (GO:0061436)	GO:0061436	7
Establishment Of Spindle Localization (GO:0051293)	GO:0051293	8
Establishment Of Spindle Orientation (GO:0051294)	GO:0051294	5
Establishment Of Vesicle Localization (GO:0051650)	GO:0051650	5
Establishment Or Maintenance Of Apical/Basal Cell Polarity (GO:0035088)	GO:0035088	5
Establishment Or Maintenance Of Epithelial Cell Apical/Basal Polarity (GO:0045197)	GO:0045197	6
Estrogen Biosynthetic Process (GO:0006703)	GO:0006703	7
Ethanol Catabolic Process (GO:0006068)	GO:0006068	7
Ethanol Metabolic Process (GO:0006067)	GO:0006067	6
Ethanol Oxidation (GO:0006069)	GO:0006069	7
Ether Lipid Biosynthetic Process (GO:0008611)	GO:0008611	7
Ether Lipid Metabolic Process (GO:0046485)	GO:0046485	6
Excitatory Chemical Synaptic Transmission (GO:0098976)	GO:0098976	9
Excitatory Postsynaptic Potential (GO:0060079)	GO:0060079	6
Excitatory Synapse Assembly (GO:1904861)	GO:1904861	7
Exit From Mitosis (GO:0010458)	GO:0010458	7
Exocrine System Development (GO:0035272)	GO:0035272	5
Exocytosis (GO:0006887)	GO:0006887	6
Exonucleolytic Catabolism Of Deadenylated mRNA (GO:0043928)	GO:0043928	10
Exonucleolytic Trimming Involved In rRNA Processing (GO:0000459)	GO:0000459	0
Exonucleolytic Trimming To Generate Mature 3'-End Of 5.8S rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000467)	GO:0000467	13
External Encapsulating Structure Organization (GO:0045229)	GO:0045229	5
Extracellular Matrix Assembly (GO:0085029)	GO:0085029	6
Extracellular Matrix Disassembly (GO:0022617)	GO:0022617	6
Extracellular Matrix Organization (GO:0030198)	GO:0030198	6
Extracellular Structure Organization (GO:0043062)	GO:0043062	5
Extracellular Transport (GO:0006858)	GO:0006858	5
Extrinsic Apoptotic Signaling Pathway (GO:0097191)	GO:0097191	6
Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:0097192)	GO:0097192	6
Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:0008625)	GO:0008625	7
Eye Development (GO:0001654)	GO:0001654	6
Eye Morphogenesis (GO:0048592)	GO:0048592	7
Eye Photoreceptor Cell Development (GO:0042462)	GO:0042462	8
Eye Photoreceptor Cell Differentiation (GO:0001754)	GO:0001754	7
Facultative Heterochromatin Formation (GO:0140718)	GO:0140718	10
Fat Cell Differentiation (GO:0045444)	GO:0045444	5
Fat-Soluble Vitamin Catabolic Process (GO:0042363)	GO:0042363	6
Fat-Soluble Vitamin Metabolic Process (GO:0006775)	GO:0006775	5
Fatty Acid Alpha-Oxidation (GO:0001561)	GO:0001561	10
Fatty Acid Beta-Oxidation (GO:0006635)	GO:0006635	10
Fatty Acid Beta-Oxidation Using acyl-CoA Dehydrogenase (GO:0033539)	GO:0033539	11
Fatty Acid Beta-Oxidation Using acyl-CoA Oxidase (GO:0033540)	GO:0033540	11
Fatty Acid Biosynthetic Process (GO:0006633)	GO:0006633	9
Fatty Acid Catabolic Process (GO:0009062)	GO:0009062	9
Fatty Acid Derivative Biosynthetic Process (GO:1901570)	GO:1901570	6
Fatty Acid Elongation (GO:0030497)	GO:0030497	10
Fatty Acid Elongation, Monounsaturated Fatty Acid (GO:0034625)	GO:0034625	12
Fatty Acid Elongation, Polyunsaturated Fatty Acid (GO:0034626)	GO:0034626	12
Fatty Acid Elongation, Saturated Fatty Acid (GO:0019367)	GO:0019367	11
Fatty Acid Elongation, Unsaturated Fatty Acid (GO:0019368)	GO:0019368	11
Fatty Acid Homeostasis (GO:0055089)	GO:0055089	5
Fatty Acid Metabolic Process (GO:0006631)	GO:0006631	8
Fatty Acid Oxidation (GO:0019395)	GO:0019395	9
Fatty Acid Transmembrane Transport (GO:1902001)	GO:1902001	7
Fatty Acid Transport (GO:0015908)	GO:0015908	6
fatty-acyl-CoA Biosynthetic Process (GO:0046949)	GO:0046949	12
fatty-acyl-CoA Catabolic Process (GO:0036115)	GO:0036115	11
fatty-acyl-CoA Metabolic Process (GO:0035337)	GO:0035337	11
Female Gamete Generation (GO:0007292)	GO:0007292	5
Female Gonad Development (GO:0008585)	GO:0008585	7
Fibrinolysis (GO:0042730)	GO:0042730	8
Fibroblast Growth Factor Receptor Signaling Pathway (GO:0008543)	GO:0008543	8
Filopodium Assembly (GO:0046847)	GO:0046847	8
Fluid Transport (GO:0042044)	GO:0042044	5
Foam Cell Differentiation (GO:0090077)	GO:0090077	5
Focal Adhesion Assembly (GO:0048041)	GO:0048041	8
Folic Acid Metabolic Process (GO:0046655)	GO:0046655	6
Folic Acid Transport (GO:0015884)	GO:0015884	9
Folic Acid-Containing Compound Metabolic Process (GO:0006760)	GO:0006760	5
Forebrain Neuron Development (GO:0021884)	GO:0021884	11
Forebrain Neuron Differentiation (GO:0021879)	GO:0021879	10
Forelimb Morphogenesis (GO:0035136)	GO:0035136	6
Formation Of Cytoplasmic Translation Initiation Complex (GO:0001732)	GO:0001732	9
Formation Of Extrachromosomal Circular DNA (GO:0001325)	GO:0001325	8
Formation Of Translation Preinitiation Complex (GO:0001731)	GO:0001731	9
Free Ubiquitin Chain Polymerization (GO:0010994)	GO:0010994	5
Fructose 1,6-Bisphosphate Metabolic Process (GO:0030388)	GO:0030388	6
Fructose 6-Phosphate Metabolic Process (GO:0006002)	GO:0006002	6
Fructose Metabolic Process (GO:0006000)	GO:0006000	7
Fructose Transmembrane Transport (GO:0015755)	GO:0015755	10
Fucose Catabolic Process (GO:0019317)	GO:0019317	8
Galactolipid Biosynthetic Process (GO:0019375)	GO:0019375	9
Galactose Metabolic Process (GO:0006012)	GO:0006012	7
Galactosylceramide Biosynthetic Process (GO:0006682)	GO:0006682	11
Galactosylceramide Metabolic Process (GO:0006681)	GO:0006681	10
Gamma-Aminobutyric Acid Metabolic Process (GO:0009448)	GO:0009448	8
Gamma-Aminobutyric Acid Signaling Pathway (GO:0007214)	GO:0007214	5
Gamma-Aminobutyric Acid Transport (GO:0015812)	GO:0015812	9
Gamma-Delta T Cell Activation (GO:0046629)	GO:0046629	7
Ganglion Development (GO:0061548)	GO:0061548	6
Ganglioside Biosynthetic Process (GO:0001574)	GO:0001574	10
Ganglioside Catabolic Process (GO:0006689)	GO:0006689	10
Ganglioside Metabolic Process (GO:0001573)	GO:0001573	9
Gap Junction Assembly (GO:0016264)	GO:0016264	8
Gas Transport (GO:0015669)	GO:0015669	5
Gastrulation (GO:0007369)	GO:0007369	5
Gastrulation With Mouth Forming Second (GO:0001702)	GO:0001702	6
Gene Expression (GO:0010467)	GO:0010467	6
Generation Of Neurons (GO:0048699)	GO:0048699	7
Genitalia Development (GO:0048806)	GO:0048806	6
Gland Development (GO:0048732)	GO:0048732	5
Gland Morphogenesis (GO:0022612)	GO:0022612	5
Glandular Epithelial Cell Development (GO:0002068)	GO:0002068	8
Glial Cell Development (GO:0021782)	GO:0021782	6
Glial Cell Differentiation (GO:0010001)	GO:0010001	5
Gliogenesis (GO:0042063)	GO:0042063	7
Glomerular Epithelial Cell Development (GO:0072310)	GO:0072310	7
Glomerular Epithelial Cell Differentiation (GO:0072311)	GO:0072311	7
Glomerular Filtration (GO:0003094)	GO:0003094	6
Glomerulus Vasculature Development (GO:0072012)	GO:0072012	7
Glucan Biosynthetic Process (GO:0009250)	GO:0009250	7
Glucan Catabolic Process (GO:0009251)	GO:0009251	7
Glucan Metabolic Process (GO:0044042)	GO:0044042	6
Glucocorticoid Biosynthetic Process (GO:0006704)	GO:0006704	7
Glucocorticoid Metabolic Process (GO:0008211)	GO:0008211	6
Gluconeogenesis (GO:0006094)	GO:0006094	8
Glucosamine-Containing Compound Catabolic Process (GO:1901072)	GO:1901072	7
Glucosamine-Containing Compound Metabolic Process (GO:1901071)	GO:1901071	6
Glucose 6-Phosphate Metabolic Process (GO:0051156)	GO:0051156	6
Glucose Homeostasis (GO:0042593)	GO:0042593	5
Glucose Import (GO:0046323)	GO:0046323	11
Glucose Metabolic Process (GO:0006006)	GO:0006006	7
Glucose Transmembrane Transport (GO:1904659)	GO:1904659	10
Glucuronate Metabolic Process (GO:0019585)	GO:0019585	9
Glutamate Catabolic Process (GO:0006538)	GO:0006538	11
Glutamate Metabolic Process (GO:0006536)	GO:0006536	10
Glutamate Receptor Signaling Pathway (GO:0007215)	GO:0007215	6
Glutamine Family Amino Acid Biosynthetic Process (GO:0009084)	GO:0009084	10
Glutamine Family Amino Acid Catabolic Process (GO:0009065)	GO:0009065	9
Glutamine Family Amino Acid Metabolic Process (GO:0009064)	GO:0009064	9
Glutamine Metabolic Process (GO:0006541)	GO:0006541	10
Glutamine Transport (GO:0006868)	GO:0006868	10
Glutathione Biosynthetic Process (GO:0006750)	GO:0006750	5
Glutathione Catabolic Process (GO:0006751)	GO:0006751	5
Glycerol Ether Biosynthetic Process (GO:0046504)	GO:0046504	6
Glycerol Metabolic Process (GO:0006071)	GO:0006071	6
Glycerol Transmembrane Transport (GO:0015793)	GO:0015793	8
Glycerol-3-Phosphate Metabolic Process (GO:0006072)	GO:0006072	7
Glycerolipid Catabolic Process (GO:0046503)	GO:0046503	7
Glycerolipid Metabolic Process (GO:0046486)	GO:0046486	6
Glycerophospholipid Biosynthetic Process (GO:0046474)	GO:0046474	8
Glycerophospholipid Catabolic Process (GO:0046475)	GO:0046475	8
Glycerophospholipid Metabolic Process (GO:0006650)	GO:0006650	7
Glycine Metabolic Process (GO:0006544)	GO:0006544	10
Glycine Transport (GO:0015816)	GO:0015816	10
Glycogen Biosynthetic Process (GO:0005978)	GO:0005978	8
Glycogen Catabolic Process (GO:0005980)	GO:0005980	8
Glycogen Metabolic Process (GO:0005977)	GO:0005977	7
Glycolipid Biosynthetic Process (GO:0009247)	GO:0009247	8
Glycolipid Metabolic Process (GO:0006664)	GO:0006664	7
Glycolipid Transport (GO:0046836)	GO:0046836	6
Glycolytic Process (GO:0006096)	GO:0006096	9
Glycoprotein Biosynthetic Process (GO:0009101)	GO:0009101	6
Glycoprotein Catabolic Process (GO:0006516)	GO:0006516	7
Glycoprotein Metabolic Process (GO:0009100)	GO:0009100	6
Glycosaminoglycan Biosynthetic Process (GO:0006024)	GO:0006024	7
Glycosaminoglycan Catabolic Process (GO:0006027)	GO:0006027	7
Glycosaminoglycan Metabolic Process (GO:0030203)	GO:0030203	6
Glycoside Catabolic Process (GO:0016139)	GO:0016139	7
Glycoside Metabolic Process (GO:0016137)	GO:0016137	6
Glycosphingolipid Biosynthetic Process (GO:0006688)	GO:0006688	9
Glycosphingolipid Catabolic Process (GO:0046479)	GO:0046479	9
Glycosphingolipid Metabolic Process (GO:0006687)	GO:0006687	8
Glycosyl Compound Biosynthetic Process (GO:1901659)	GO:1901659	6
Glycosyl Compound Catabolic Process (GO:1901658)	GO:1901658	6
Glycosylceramide Biosynthetic Process (GO:0046476)	GO:0046476	10
Glycosylceramide Catabolic Process (GO:0046477)	GO:0046477	10
Glycosylceramide Metabolic Process (GO:0006677)	GO:0006677	9
Glyoxylate Metabolic Process (GO:0046487)	GO:0046487	5
Gonad Development (GO:0008406)	GO:0008406	6
Granulocyte Activation (GO:0036230)	GO:0036230	6
Granulocyte Chemotaxis (GO:0071621)	GO:0071621	5
Granulocyte Differentiation (GO:0030851)	GO:0030851	9
Granulocyte Migration (GO:0097530)	GO:0097530	5
Growth Hormone Receptor Signaling Pathway (GO:0060396)	GO:0060396	8
Growth Hormone Receptor Signaling Pathway Via JAK-STAT (GO:0060397)	GO:0060397	9
Guanine Nucleotide Transmembrane Transport (GO:1903790)	GO:1903790	10
Hair Cell Differentiation (GO:0035315)	GO:0035315	7
Heart Contraction (GO:0060047)	GO:0060047	6
Heart Development (GO:0007507)	GO:0007507	5
Heart Looping (GO:0001947)	GO:0001947	8
Heart Morphogenesis (GO:0003007)	GO:0003007	6
Heart Process (GO:0003015)	GO:0003015	5
Heart Trabecula Formation (GO:0060347)	GO:0060347	8
Heart Trabecula Morphogenesis (GO:0061384)	GO:0061384	5
Heat Acclimation (GO:0010286)	GO:0010286	5
Hematopoietic Progenitor Cell Differentiation (GO:0002244)	GO:0002244	7
Hematopoietic Stem Cell Differentiation (GO:0060218)	GO:0060218	8
Hematopoietic Stem Cell Proliferation (GO:0071425)	GO:0071425	7
Heme Biosynthetic Process (GO:0006783)	GO:0006783	8
Heme Catabolic Process (GO:0042167)	GO:0042167	8
Heme Transport (GO:0015886)	GO:0015886	6
Hemopoiesis (GO:0030097)	GO:0030097	6
Hemostasis (GO:0007599)	GO:0007599	5
Heparan Sulfate Proteoglycan Biosynthetic Process (GO:0015012)	GO:0015012	9
Heparan Sulfate Proteoglycan Biosynthetic Process, Enzymatic Modification (GO:0015015)	GO:0015015	10
Heparan Sulfate Proteoglycan Biosynthetic Process, Polysaccharide Chain Biosynthetic Process (GO:0015014)	GO:0015014	7
Heparan Sulfate Proteoglycan Catabolic Process (GO:0030200)	GO:0030200	9
Heparan Sulfate Proteoglycan Metabolic Process (GO:0030201)	GO:0030201	8
Hepaticobiliary System Development (GO:0061008)	GO:0061008	5
Hepatocyte Differentiation (GO:0070365)	GO:0070365	7
Hepatocyte Growth Factor Receptor Signaling Pathway (GO:0048012)	GO:0048012	8
Hepoxilin Biosynthetic Process (GO:0051122)	GO:0051122	11
Hepoxilin Metabolic Process (GO:0051121)	GO:0051121	10
Heterochromatin Formation (GO:0031507)	GO:0031507	9
Heterochromatin Organization (GO:0070828)	GO:0070828	9
Heterocycle Biosynthetic Process (GO:0018130)	GO:0018130	5
Heterocycle Catabolic Process (GO:0046700)	GO:0046700	5
Heterophilic Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0007157)	GO:0007157	6
Heterotypic Cell-Cell Adhesion (GO:0034113)	GO:0034113	5
Hexose Biosynthetic Process (GO:0019319)	GO:0019319	7
Hexose Catabolic Process (GO:0019320)	GO:0019320	7
Hexose Import Across Plasma Membrane (GO:0140271)	GO:0140271	10
Hexose Metabolic Process (GO:0019318)	GO:0019318	6
Hexose Transmembrane Transport (GO:0008645)	GO:0008645	9
High-Density Lipoprotein Particle Assembly (GO:0034380)	GO:0034380	9
High-Density Lipoprotein Particle Remodeling (GO:0034375)	GO:0034375	9
Hindlimb Morphogenesis (GO:0035137)	GO:0035137	6
Hippo Signaling (GO:0035329)	GO:0035329	6
Histamine Metabolic Process (GO:0001692)	GO:0001692	7
Histidine Catabolic Process (GO:0006548)	GO:0006548	9
Histidine Metabolic Process (GO:0006547)	GO:0006547	8
Histone H2A K63-linked Deubiquitination (GO:0070537)	GO:0070537	10
Histone H2A Acetylation (GO:0043968)	GO:0043968	10
Histone H2A Monoubiquitination (GO:0035518)	GO:0035518	13
Histone H2A Ubiquitination (GO:0033522)	GO:0033522	12
Histone H2A-K119 Monoubiquitination (GO:0036353)	GO:0036353	14
Histone H3 Acetylation (GO:0043966)	GO:0043966	10
Histone H3-K14 Acetylation (GO:0044154)	GO:0044154	11
Histone H3-K4 Methylation (GO:0051568)	GO:0051568	11
Histone H4 Acetylation (GO:0043967)	GO:0043967	10
Histone H4-K12 Acetylation (GO:0043983)	GO:0043983	11
Histone H4-K16 Acetylation (GO:0043984)	GO:0043984	11
Histone H4-K5 Acetylation (GO:0043981)	GO:0043981	11
Histone H4-K8 Acetylation (GO:0043982)	GO:0043982	11
Histone Acetylation (GO:0016573)	GO:0016573	9
Histone Arginine Methylation (GO:0034969)	GO:0034969	10
Histone Deacetylation (GO:0016575)	GO:0016575	9
Histone Deubiquitination (GO:0016578)	GO:0016578	9
Histone Lysine Demethylation (GO:0070076)	GO:0070076	10
Histone Lysine Methylation (GO:0034968)	GO:0034968	10
Histone mRNA Catabolic Process (GO:0071044)	GO:0071044	9
Histone mRNA Metabolic Process (GO:0008334)	GO:0008334	9
Histone Methylation (GO:0016571)	GO:0016571	9
Histone Modification (GO:0016570)	GO:0016570	8
Histone Monoubiquitination (GO:0010390)	GO:0010390	12
Histone Ubiquitination (GO:0016574)	GO:0016574	11
Homocysteine Metabolic Process (GO:0050667)	GO:0050667	6
Homologous Chromosome Pairing At Meiosis (GO:0007129)	GO:0007129	9
Homologous Chromosome Segregation (GO:0045143)	GO:0045143	8
Homologous Recombination (GO:0035825)	GO:0035825	9
Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156)	GO:0007156	6
Homotypic Cell-Cell Adhesion (GO:0034109)	GO:0034109	5
Hormone Transport (GO:0009914)	GO:0009914	5
Host-Mediated Regulation Of Intestinal Microbiota Composition (GO:0048874)	GO:0048874	5
Humoral Immune Response Mediated By Circulating Immunoglobulin (GO:0002455)	GO:0002455	5
Hyaluronan Biosynthetic Process (GO:0030213)	GO:0030213	8
Hyaluronan Catabolic Process (GO:0030214)	GO:0030214	8
Hyaluronan Metabolic Process (GO:0030212)	GO:0030212	8
Hydrogen Peroxide Biosynthetic Process (GO:0050665)	GO:0050665	5
Hydrogen Peroxide Catabolic Process (GO:0042744)	GO:0042744	5
Hyperosmotic Response (GO:0006972)	GO:0006972	5
Hypotonic Response (GO:0006971)	GO:0006971	5
Icosanoid Biosynthetic Process (GO:0046456)	GO:0046456	8
Icosanoid Metabolic Process (GO:0006690)	GO:0006690	7
Icosanoid Secretion (GO:0032309)	GO:0032309	6
Icosanoid Transport (GO:0071715)	GO:0071715	8
Imitative Learning (GO:0098596)	GO:0098596	7
Immune Response-Activating Cell Surface Receptor Signaling Pathway (GO:0002429)	GO:0002429	5
