term	go_id	go_depth
Chloride Channel Activity (GO:0005254)	GO:0005254	7
Chloride Channel Inhibitor Activity (GO:0019869)	GO:0019869	6
Chloride Channel Regulator Activity (GO:0017081)	GO:0017081	5
Chloride Ion Binding (GO:0031404)	GO:0031404	5
Chloride Transmembrane Transporter Activity (GO:0015108)	GO:0015108	6
Chloride:Monoatomic Cation Symporter Activity (GO:0015377)	GO:0015377	7
Cholesterol Binding (GO:0015485)	GO:0015485	6
Cholesterol Transfer Activity (GO:0120020)	GO:0120020	6
Choline Transmembrane Transporter Activity (GO:0015220)	GO:0015220	6
Chondroitin Sulfotransferase Activity (GO:0034481)	GO:0034481	6
Chromatin DNA Binding (GO:0031490)	GO:0031490	6
Chromo Shadow Domain Binding (GO:0070087)	GO:0070087	5
Ciliary Neurotrophic Factor Receptor Binding (GO:0005127)	GO:0005127	6
Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000987)	GO:0000987	7
Clathrin Adaptor Activity (GO:0035615)	GO:0035615	5
Clathrin Heavy Chain Binding (GO:0032050)	GO:0032050	5
Clathrin Light Chain Binding (GO:0032051)	GO:0032051	5
co-SMAD Binding (GO:0070410)	GO:0070410	5
Cobalamin Binding (GO:0031419)	GO:0031419	5
Complement Component C3b Binding (GO:0001851)	GO:0001851	5
Complement Receptor Activity (GO:0004875)	GO:0004875	5
Copper Ion Binding (GO:0005507)	GO:0005507	7
Core Promoter Sequence-Specific DNA Binding (GO:0001046)	GO:0001046	7
Coreceptor Activity Involved In Wnt Signaling Pathway (GO:0071936)	GO:0071936	0
Coreceptor Activity Involved In Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:1904929)	GO:1904929	0
Crossover Junction DNA Endonuclease Activity (GO:0008821)	GO:0008821	9
Cuprous Ion Binding (GO:1903136)	GO:1903136	8
Cyclase Activator Activity (GO:0010853)	GO:0010853	5
Cyclic Nucleotide Binding (GO:0030551)	GO:0030551	5
Cyclic Nucleotide-Dependent Protein Kinase Activity (GO:0004690)	GO:0004690	8
Cyclic-Nucleotide Phosphodiesterase Activity (GO:0004112)	GO:0004112	7
Cyclin-Dependent Protein Kinase Activity (GO:0097472)	GO:0097472	7
Cyclin-Dependent Protein Serine/Threonine Kinase Activator Activity (GO:0061575)	GO:0061575	7
Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0004693)	GO:0004693	8
Cyclin-Dependent Protein Serine/Threonine Kinase Inhibitor Activity (GO:0004861)	GO:0004861	7
Cyclin-Dependent Protein Serine/Threonine Kinase Regulator Activity (GO:0016538)	GO:0016538	6
Cyclosporin A Binding (GO:0016018)	GO:0016018	5
Cysteine-Type Deubiquitinase Activity (GO:0004843)	GO:0004843	6
Cysteine-Type Endopeptidase Activator Activity Involved In Apoptotic Process (GO:0008656)	GO:0008656	7
Cysteine-Type Endopeptidase Activity (GO:0004197)	GO:0004197	6
Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0097153)	GO:0097153	7
Cysteine-Type Endopeptidase Activity Involved In Execution Phase Of Apoptosis (GO:0097200)	GO:0097200	8
Cysteine-Type Endopeptidase Inhibitor Activity (GO:0004869)	GO:0004869	7
Cysteine-Type Endopeptidase Inhibitor Activity Involved In Apoptotic Process (GO:0043027)	GO:0043027	5
Cysteine-Type Peptidase Activity (GO:0008234)	GO:0008234	5
Cytidine Deaminase Activity (GO:0004126)	GO:0004126	6
Cytidylyltransferase Activity (GO:0070567)	GO:0070567	6
Cytochrome-B5 Reductase Activity, Acting On NAD(P)H (GO:0004128)	GO:0004128	6
Cytochrome-C Oxidase Activity (GO:0004129)	GO:0004129	5
Cytokine Activity (GO:0005125)	GO:0005125	6
Cytokine Receptor Activity (GO:0004896)	GO:0004896	5
Cytokine Receptor Binding (GO:0005126)	GO:0005126	5
Damaged DNA Binding (GO:0003684)	GO:0003684	6
deNEDDylase Activity (GO:0019784)	GO:0019784	6
deSUMOylase Activity (GO:0016929)	GO:0016929	6
Deaminase Activity (GO:0019239)	GO:0019239	5
Death Domain Binding (GO:0070513)	GO:0070513	5
Death Receptor Activity (GO:0005035)	GO:0005035	5
Death Receptor Binding (GO:0005123)	GO:0005123	7
Dehydroascorbic Acid Transmembrane Transporter Activity (GO:0033300)	GO:0033300	5
Delayed Rectifier Potassium Channel Activity (GO:0005251)	GO:0005251	9
Deoxycytidine Deaminase Activity (GO:0047844)	GO:0047844	6
Deubiquitinase Activity (GO:0101005)	GO:0101005	6
Diacylglycerol O-acyltransferase Activity (GO:0004144)	GO:0004144	8
Diacylglycerol Kinase Activity (GO:0004143)	GO:0004143	7
Dicarboxylic Acid Transmembrane Transporter Activity (GO:0005310)	GO:0005310	6
Dihydropyrimidinase Activity (GO:0004157)	GO:0004157	6
Dinucleotide Phosphatase Activity (GO:0004551)	GO:0004551	7
Dipeptidase Activity (GO:0016805)	GO:0016805	6
Dipeptidyl-Peptidase Activity (GO:0008239)	GO:0008239	6
Diphosphotransferase Activity (GO:0016778)	GO:0016778	5
Disordered Domain Specific Binding (GO:0097718)	GO:0097718	5
Disulfide Oxidoreductase Activity (GO:0015036)	GO:0015036	5
Dopamine Receptor Binding (GO:0050780)	GO:0050780	6
Double-Stranded DNA Binding (GO:0003690)	GO:0003690	6
Double-Stranded RNA Binding (GO:0003725)	GO:0003725	6
Double-Stranded Methylated DNA Binding (GO:0010385)	GO:0010385	7
Double-Stranded Telomeric DNA Binding (GO:0003691)	GO:0003691	7
Dynactin Binding (GO:0034452)	GO:0034452	5
Endodeoxyribonuclease Activity, Producing 5'-Phosphomonoesters (GO:0016888)	GO:0016888	8
Endonuclease Activity (GO:0004519)	GO:0004519	6
Endopeptidase Activator Activity (GO:0061133)	GO:0061133	6
Endopeptidase Activity (GO:0004175)	GO:0004175	5
Endopeptidase Inhibitor Activity (GO:0004866)	GO:0004866	6
Endopeptidase Regulator Activity (GO:0061135)	GO:0061135	5
enoyl-CoA Hydratase Activity (GO:0004300)	GO:0004300	6
Ephrin Receptor Activity (GO:0005003)	GO:0005003	9
Ephrin Receptor Binding (GO:0046875)	GO:0046875	5
Epidermal Growth Factor Receptor Binding (GO:0005154)	GO:0005154	6
Epinephrine Binding (GO:0051379)	GO:0051379	5
Estradiol 17-Beta-Dehydrogenase [NAD(P)] Activity (GO:0004303)	GO:0004303	6
Estrogen 16-Alpha-Hydroxylase Activity (GO:0101020)	GO:0101020	6
Estrogen Response Element Binding (GO:0034056)	GO:0034056	9
Ether Hydrolase Activity (GO:0016803)	GO:0016803	5
Eukaryotic Initiation Factor 4E Binding (GO:0008190)	GO:0008190	5
Excitatory Extracellular Ligand-Gated Monoatomic Ion Channel Activity (GO:0005231)	GO:0005231	10
Exonuclease Activity (GO:0004527)	GO:0004527	6
Exopeptidase Activity (GO:0008238)	GO:0008238	5
Extracellular Ligand-Gated Monoatomic Ion Channel Activity (GO:0005230)	GO:0005230	9
Extracellularly ATP-gated Monoatomic Cation Channel Activity (GO:0004931)	GO:0004931	11
Fatty Acid Elongase Activity (GO:0009922)	GO:0009922	6
Fatty Acid Synthase Activity (GO:0004312)	GO:0004312	6
fatty-acyl-CoA Binding (GO:0000062)	GO:0000062	9
fatty-acyl-CoA Synthase Activity (GO:0004321)	GO:0004321	7
Ferrous Iron Binding (GO:0008198)	GO:0008198	8
Ferroxidase Activity (GO:0004322)	GO:0004322	6
Fibroblast Growth Factor Binding (GO:0017134)	GO:0017134	5
Fibroblast Growth Factor Receptor Binding (GO:0005104)	GO:0005104	6
Filamin Binding (GO:0031005)	GO:0031005	5
Flap Endonuclease Activity (GO:0048256)	GO:0048256	8
Flavin Adenine Dinucleotide Binding (GO:0050660)	GO:0050660	5
Four-Way Junction DNA Binding (GO:0000400)	GO:0000400	7
Four-Way Junction Helicase Activity (GO:0009378)	GO:0009378	6
Frizzled Binding (GO:0005109)	GO:0005109	6
Fructose Binding (GO:0070061)	GO:0070061	5
Fructose Transmembrane Transporter Activity (GO:0005353)	GO:0005353	8
Fucose Binding (GO:0042806)	GO:0042806	5
Fucosyltransferase Activity (GO:0008417)	GO:0008417	6
Galactosidase Activity (GO:0015925)	GO:0015925	6
Galactosyltransferase Activity (GO:0008378)	GO:0008378	6
Gamma-Aminobutyric Acid Transmembrane Transporter Activity (GO:0015185)	GO:0015185	7
Gamma-Tubulin Binding (GO:0043015)	GO:0043015	6
Gap Junction Channel Activity (GO:0005243)	GO:0005243	7
Gap Junction Channel Activity Involved In Cell Communication By Electrical Coupling (GO:1903763)	GO:1903763	8
Gap Junction Hemi-Channel Activity (GO:0055077)	GO:0055077	8
General Transcription Initiation Factor Binding (GO:0140296)	GO:0140296	5
Glucose Transmembrane Transporter Activity (GO:0005355)	GO:0005355	8
Glucose:Sodium Symporter Activity (GO:0005412)	GO:0005412	9
Glucosidase Activity (GO:0015926)	GO:0015926	6
Glucosyltransferase Activity (GO:0046527)	GO:0046527	6
glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase Activity (GO:0047238)	GO:0047238	7
Glucuronosyltransferase Activity (GO:0015020)	GO:0015020	6
Glutamate Receptor Activity (GO:0008066)	GO:0008066	5
Glutamate Receptor Binding (GO:0035254)	GO:0035254	5
Glutathione Binding (GO:0043295)	GO:0043295	5
Glutathione Transferase Activity (GO:0004364)	GO:0004364	5
Glycerol Channel Activity (GO:0015254)	GO:0015254	6
Glycerol Transmembrane Transporter Activity (GO:0015168)	GO:0015168	5
Glycerophospholipid Flippase Activity (GO:0140333)	GO:0140333	5
Glycine Binding (GO:0016594)	GO:0016594	7
Glycine Transmembrane Transporter Activity (GO:0015187)	GO:0015187	8
Glycogen Binding (GO:2001069)	GO:2001069	5
Growth Factor Activity (GO:0008083)	GO:0008083	6
Growth Factor Receptor Binding (GO:0070851)	GO:0070851	5
Growth Hormone Receptor Binding (GO:0005131)	GO:0005131	6
Guanyl Ribonucleotide Binding (GO:0032561)	GO:0032561	7
Guanyl-Nucleotide Exchange Factor Activity (GO:0005085)	GO:0005085	6
Guanylate Cyclase Activator Activity (GO:0030250)	GO:0030250	6
Guanylate Kinase Activity (GO:0004385)	GO:0004385	7
Guanylyltransferase Activity (GO:0070568)	GO:0070568	6
Heme Binding (GO:0020037)	GO:0020037	5
Heparan Sulfate Sulfotransferase Activity (GO:0034483)	GO:0034483	6
Hexosaminidase Activity (GO:0015929)	GO:0015929	6
Hexose Transmembrane Transporter Activity (GO:0015149)	GO:0015149	7
Hexosyltransferase Activity (GO:0016758)	GO:0016758	5
High Voltage-Gated Calcium Channel Activity (GO:0008331)	GO:0008331	9
High-Density Lipoprotein Particle Binding (GO:0008035)	GO:0008035	6
Histone H3 Acetyltransferase Activity (GO:0010484)	GO:0010484	11
Histone H3 Kinase Activity (GO:0140996)	GO:0140996	8
Histone H3 Methyltransferase Activity (GO:0140938)	GO:0140938	8
Histone H3K14 Acetyltransferase Activity (GO:0036408)	GO:0036408	12
Histone H3K36 Demethylase Activity (GO:0051864)	GO:0051864	6
Histone H3K36 Methyltransferase Activity (GO:0046975)	GO:0046975	8
Histone H3K4 Demethylase Activity (GO:0032453)	GO:0032453	7
Histone H3K4 Methyltransferase Activity (GO:0042800)	GO:0042800	8
Histone H3K9 Demethylase Activity (GO:0032454)	GO:0032454	7
Histone H3K9 Methyltransferase Activity (GO:0046974)	GO:0046974	8
Histone H4 Acetyltransferase Activity (GO:0010485)	GO:0010485	11
Histone H4 Methyltransferase Activity (GO:0140939)	GO:0140939	8
Histone H4K12 Acetyltransferase Activity (GO:0043997)	GO:0043997	12
Histone H4K16 Acetyltransferase Activity (GO:0046972)	GO:0046972	12
Histone H4K20 Methyltransferase Activity (GO:0042799)	GO:0042799	8
Histone H4K5 Acetyltransferase Activity (GO:0043995)	GO:0043995	12
Histone H4K8 Acetyltransferase Activity (GO:0043996)	GO:0043996	12
Histone Acetyltransferase Activity (GO:0004402)	GO:0004402	10
Histone Acetyltransferase Binding (GO:0035035)	GO:0035035	5
Histone Deacetylase Activity (GO:0004407)	GO:0004407	6
Histone Deacetylase Binding (GO:0042826)	GO:0042826	5
Histone Demethylase Activity (GO:0032452)	GO:0032452	5
Histone Deubiquitinase Activity (GO:0140934)	GO:0140934	7
Histone Methyltransferase Activity (GO:0042054)	GO:0042054	7
Histone Methyltransferase Binding (GO:1990226)	GO:1990226	5
Histone Reader Activity (GO:0140566)	GO:0140566	5
Histone Ubiquitin Ligase Activity (GO:0140852)	GO:0140852	9
Hormone Activity (GO:0005179)	GO:0005179	6
Hormone Receptor Binding (GO:0051427)	GO:0051427	5
Hyaluronic Acid Binding (GO:0005540)	GO:0005540	5
Hyalurononglucosaminidase Activity (GO:0004415)	GO:0004415	7
Hydro-Lyase Activity (GO:0016836)	GO:0016836	5
Hydrolase Activity, Acting On Acid Anhydrides, In Phosphorus-Containing Anhydrides (GO:0016818)	GO:0016818	5
Hydrolase Activity, Acting On Carbon-Nitrogen (But Not Peptide) Bonds, In Cyclic Amides (GO:0016812)	GO:0016812	5
Hydrolase Activity, Acting On Carbon-Nitrogen (But Not Peptide) Bonds, In Cyclic Amidines (GO:0016814)	GO:0016814	5
Hydrolase Activity, Acting On Carbon-Nitrogen (But Not Peptide) Bonds, In Linear Amides (GO:0016811)	GO:0016811	5
Hydrolase Activity, Acting On Carbon-Nitrogen (But Not Peptide) Bonds, In Linear Amidines (GO:0016813)	GO:0016813	5
Hydrolase Activity, Hydrolyzing N-glycosyl Compounds (GO:0016799)	GO:0016799	5
Hydrolase Activity, Hydrolyzing O-glycosyl Compounds (GO:0004553)	GO:0004553	5
Hydroxymethyl-, Formyl- And Related Transferase Activity (GO:0016742)	GO:0016742	5
Icosanoid Binding (GO:0050542)	GO:0050542	6
Icosatetraenoic Acid Binding (GO:0050543)	GO:0050543	6
Immunoglobulin Receptor Binding (GO:0034987)	GO:0034987	5
Inhibitory MHC Class I Receptor Activity (GO:0032396)	GO:0032396	6
Inhibitory Extracellular Ligand-Gated Monoatomic Ion Channel Activity (GO:0005237)	GO:0005237	10
Inorganic Anion Transmembrane Transporter Activity (GO:0015103)	GO:0015103	5
Inorganic Cation Transmembrane Transporter Activity (GO:0022890)	GO:0022890	5
Inorganic Phosphate Transmembrane Transporter Activity (GO:0005315)	GO:0005315	6
Inositol 1,4,5 Trisphosphate Binding (GO:0070679)	GO:0070679	5
Inositol Trisphosphate Phosphatase Activity (GO:0046030)	GO:0046030	8
Insulin-Like Growth Factor I Binding (GO:0031994)	GO:0031994	6
Insulin-Like Growth Factor II Binding (GO:0031995)	GO:0031995	6
Insulin-Like Growth Factor Binding (GO:0005520)	GO:0005520	5
Insulin-Like Growth Factor Receptor Binding (GO:0005159)	GO:0005159	5
Interleukin-1 Binding (GO:0019966)	GO:0019966	5
Interleukin-1 Receptor Binding (GO:0005149)	GO:0005149	6
Interleukin-17 Receptor Activity (GO:0030368)	GO:0030368	6
Interleukin-6 Receptor Binding (GO:0005138)	GO:0005138	6
Intracellular cAMP-activated Cation Channel Activity (GO:0005222)	GO:0005222	11
Intracellular cGMP-activated Cation Channel Activity (GO:0005223)	GO:0005223	11
Intracellular Calcium Activated Chloride Channel Activity (GO:0005229)	GO:0005229	9
Intracellular Chloride Channel Activity (GO:0061778)	GO:0061778	8
Intracellular Cyclic Nucleotide Activated Monoatomic Cation Channel Activity (GO:0005221)	GO:0005221	10
Intracellular Ligand-Gated Monoatomic Ion Channel Activity (GO:0005217)	GO:0005217	9
Intramolecular Oxidoreductase Activity, Interconverting Aldoses And Ketoses (GO:0016861)	GO:0016861	5
Intramolecular Oxidoreductase Activity, Transposing C=C Bonds (GO:0016863)	GO:0016863	5
Intramolecular Transferase Activity, Phosphotransferases (GO:0016868)	GO:0016868	5
Inward Rectifier Potassium Channel Activity (GO:0005242)	GO:0005242	9
Ion Channel Inhibitor Activity (GO:0008200)	GO:0008200	5
Ionotropic Glutamate Receptor Activity (GO:0004970)	GO:0004970	6
Ionotropic Glutamate Receptor Binding (GO:0035255)	GO:0035255	6
Iron Ion Binding (GO:0005506)	GO:0005506	7
Iron Ion Transmembrane Transporter Activity (GO:0005381)	GO:0005381	8
Keratin Filament Binding (GO:1990254)	GO:1990254	5
Kinase Activator Activity (GO:0019209)	GO:0019209	5
Kinase Activity (GO:0016301)	GO:0016301	5
Kinase Binding (GO:0019900)	GO:0019900	5
Kinase Inhibitor Activity (GO:0019210)	GO:0019210	5
Kinesin Binding (GO:0019894)	GO:0019894	5
Lactate Dehydrogenase Activity (GO:0004457)	GO:0004457	5
Large Ribosomal Subunit rRNA Binding (GO:0070180)	GO:0070180	7
Leak Channel Activity (GO:0022840)	GO:0022840	7
Leucine Binding (GO:0070728)	GO:0070728	7
Leucine Zipper Domain Binding (GO:0043522)	GO:0043522	6
Ligand-Gated Calcium Channel Activity (GO:0099604)	GO:0099604	8
Ligand-Gated Channel Activity (GO:0022834)	GO:0022834	7
Ligand-Gated Monoatomic Anion Channel Activity (GO:0099095)	GO:0099095	7
Ligand-Gated Monoatomic Cation Channel Activity (GO:0099094)	GO:0099094	7
Ligand-Gated Monoatomic Ion Channel Activity (GO:0015276)	GO:0015276	8
Ligand-Gated Monoatomic Ion Channel Activity Involved In Regulation Of Presynaptic Membrane Potential (GO:0099507)	GO:0099507	9
Ligand-Gated Sodium Channel Activity (GO:0015280)	GO:0015280	8
Lipase Activator Activity (GO:0060229)	GO:0060229	5
Lipase Activity (GO:0016298)	GO:0016298	5
Lipase Inhibitor Activity (GO:0055102)	GO:0055102	5
Lipid Kinase Activity (GO:0001727)	GO:0001727	6
Lipid Phosphatase Activity (GO:0042577)	GO:0042577	7
Lipoprotein Lipase Activity (GO:0004465)	GO:0004465	7
Lipoprotein Particle Binding (GO:0071813)	GO:0071813	5
Lipoprotein Particle Receptor Binding (GO:0070325)	GO:0070325	5
Long-Chain Fatty Acid Binding (GO:0036041)	GO:0036041	5
Low-Density Lipoprotein Particle Binding (GO:0030169)	GO:0030169	6
Low-Density Lipoprotein Particle Receptor Binding (GO:0050750)	GO:0050750	6
Lysine N-methyltransferase Activity (GO:0016278)	GO:0016278	7
Lysine-Acetylated Histone Binding (GO:0070577)	GO:0070577	5
Lysophosphatidic Acid Acyltransferase Activity (GO:0042171)	GO:0042171	7
Lysophosphatidic Acid Phosphatase Activity (GO:0052642)	GO:0052642	7
Lysophospholipase Activity (GO:0004622)	GO:0004622	7
Lysophospholipid Acyltransferase Activity (GO:0071617)	GO:0071617	6
mRNA 3'-UTR AU-rich Region Binding (GO:0035925)	GO:0035925	8
mRNA 3'-UTR Binding (GO:0003730)	GO:0003730	7
mRNA 5'-UTR Binding (GO:0048027)	GO:0048027	7
mRNA 5'-Phosphatase Activity (GO:0140818)	GO:0140818	7
mRNA Binding (GO:0003729)	GO:0003729	6
mRNA Methyltransferase Activity (GO:0008174)	GO:0008174	7
Magnesium Ion Binding (GO:0000287)	GO:0000287	6
Magnesium Ion Transmembrane Transporter Activity (GO:0015095)	GO:0015095	7
Malate Dehydrogenase Activity (GO:0016615)	GO:0016615	5
Manganese Ion Binding (GO:0030145)	GO:0030145	7
Manganese Ion Transmembrane Transporter Activity (GO:0005384)	GO:0005384	8
Mannose Binding (GO:0005537)	GO:0005537	5
Mannosidase Activity (GO:0015923)	GO:0015923	6
Mannosyl-Oligosaccharide 1,2-Alpha-Mannosidase Activity (GO:0004571)	GO:0004571	9
Mannosyl-Oligosaccharide Mannosidase Activity (GO:0015924)	GO:0015924	8
Mannosyltransferase Activity (GO:0000030)	GO:0000030	6
Mechanosensitive Monoatomic Ion Channel Activity (GO:0008381)	GO:0008381	7
Melanocortin Receptor Activity (GO:0004977)	GO:0004977	6
Metal Cation:Proton Antiporter Activity (GO:0051139)	GO:0051139	7
Metal Ion Binding (GO:0046872)	GO:0046872	5
Metal Ion Transmembrane Transporter Activity (GO:0046873)	GO:0046873	6
Metal-Dependent Deubiquitinase Activity (GO:0140492)	GO:0140492	6
Metalloaminopeptidase Activity (GO:0070006)	GO:0070006	7
Metallocarboxypeptidase Activity (GO:0004181)	GO:0004181	7
Metalloendopeptidase Activity (GO:0004222)	GO:0004222	6
Metalloendopeptidase Inhibitor Activity (GO:0008191)	GO:0008191	7
Metalloexopeptidase Activity (GO:0008235)	GO:0008235	6
Metallopeptidase Activity (GO:0008237)	GO:0008237	5
methyl-CpG Binding (GO:0008327)	GO:0008327	5
Methylated Histone Binding (GO:0035064)	GO:0035064	5
Methylation-Dependent Protein Binding (GO:0140034)	GO:0140034	5
Methyltransferase Activity (GO:0008168)	GO:0008168	5
miRNA Binding (GO:0035198)	GO:0035198	7
Microtubule Binding (GO:0008017)	GO:0008017	6
Microtubule Minus-End Binding (GO:0051011)	GO:0051011	7
Microtubule Plus-End Binding (GO:0051010)	GO:0051010	7
Minor Groove Of Adenine-Thymine-Rich DNA Binding (GO:0003680)	GO:0003680	7
Mismatched DNA Binding (GO:0030983)	GO:0030983	7
Mitochondrial Ribosome Binding (GO:0097177)	GO:0097177	6
Mitogen-Activated Protein Kinase Binding (GO:0051019)	GO:0051019	7
Mitogen-Activated Protein Kinase Kinase Binding (GO:0031434)	GO:0031434	7
Mitogen-Activated Protein Kinase Kinase Kinase Binding (GO:0031435)	GO:0031435	7
Monoamine Transmembrane Transporter Activity (GO:0008504)	GO:0008504	5
Monoatomic Anion Channel Activity (GO:0005253)	GO:0005253	6
Monoatomic Anion Transmembrane Transporter Activity (GO:0008509)	GO:0008509	5
Monoatomic Cation Channel Activity (GO:0005261)	GO:0005261	6
Monoatomic Cation Transmembrane Transporter Activity (GO:0008324)	GO:0008324	5
Monoatomic Cation:Bicarbonate Symporter Activity (GO:0140410)	GO:0140410	6
Monoatomic Ion Channel Activity (GO:0005216)	GO:0005216	5
Monoatomic Ion Gated Channel Activity (GO:0022839)	GO:0022839	6
Monocarboxylate:Sodium Symporter Activity (GO:0140161)	GO:0140161	6
Monocarboxylic Acid Binding (GO:0033293)	GO:0033293	6
Monocarboxylic Acid Transmembrane Transporter Activity (GO:0008028)	GO:0008028	6
Monosaccharide Transmembrane Transporter Activity (GO:0015145)	GO:0015145	6
Morphogen Activity (GO:0016015)	GO:0016015	6
Muscle Alpha-Actinin Binding (GO:0051371)	GO:0051371	7
Myosin II Binding (GO:0045159)	GO:0045159	6
Myosin V Binding (GO:0031489)	GO:0031489	6
Myosin Binding (GO:0017022)	GO:0017022	5
Myosin Heavy Chain Binding (GO:0032036)	GO:0032036	6
Myosin Light Chain Binding (GO:0032027)	GO:0032027	6
Natural Killer Cell Lectin-Like Receptor Binding (GO:0046703)	GO:0046703	5
Neurexin Family Protein Binding (GO:0042043)	GO:0042043	5
Neuropeptide Y Receptor Activity (GO:0004983)	GO:0004983	7
Neuropeptide Activity (GO:0160041)	GO:0160041	6
Neuropeptide Binding (GO:0042923)	GO:0042923	5
Neuropeptide Hormone Activity (GO:0005184)	GO:0005184	7
Neuropeptide Receptor Activity (GO:0008188)	GO:0008188	6
Neuropeptide Receptor Binding (GO:0071855)	GO:0071855	6
Neurotransmitter Receptor Activity Involved In Regulation Of Postsynaptic Membrane Potential (GO:0099529)	GO:0099529	6
Neurotrophin TRK Receptor Binding (GO:0005167)	GO:0005167	7
Neurotrophin TRKA Receptor Binding (GO:0005168)	GO:0005168	8
Neurotrophin Binding (GO:0043121)	GO:0043121	5
Neutral L-amino Acid Transmembrane Transporter Activity (GO:0015175)	GO:0015175	7
Neutral L-amino Acid:Sodium Symporter Activity (GO:0005295)	GO:0005295	7
Nitric-Oxide Synthase Binding (GO:0050998)	GO:0050998	5
Non-Membrane Spanning Protein Tyrosine Kinase Activity (GO:0004715)	GO:0004715	8
Non-Membrane Spanning Protein Tyrosine Phosphatase Activity (GO:0004726)	GO:0004726	9
Nuclear Androgen Receptor Binding (GO:0050681)	GO:0050681	8
Nuclear Estrogen Receptor Binding (GO:0030331)	GO:0030331	8
Nuclear Glucocorticoid Receptor Binding (GO:0035259)	GO:0035259	8
Nuclear Localization Sequence Binding (GO:0008139)	GO:0008139	6
Nuclear Receptor Binding (GO:0016922)	GO:0016922	7
Nuclear Receptor Coactivator Activity (GO:0030374)	GO:0030374	5
Nuclear Retinoic Acid Receptor Binding (GO:0042974)	GO:0042974	8
Nuclear Retinoid X Receptor Binding (GO:0046965)	GO:0046965	9
Nuclear Thyroid Hormone Receptor Binding (GO:0046966)	GO:0046966	8
Nuclear Vitamin D Receptor Binding (GO:0042809)	GO:0042809	8
Nuclease Activity (GO:0004518)	GO:0004518	5
Nucleobase-Containing Compound Kinase Activity (GO:0019205)	GO:0019205	6
Nucleoside Diphosphate Kinase Activity (GO:0004550)	GO:0004550	6
Nucleoside Diphosphate Phosphatase Activity (GO:0017110)	GO:0017110	7
Nucleoside Kinase Activity (GO:0019206)	GO:0019206	7
Nucleoside Monophosphate Kinase Activity (GO:0050145)	GO:0050145	6
Nucleoside Transmembrane Transporter Activity (GO:0005337)	GO:0005337	5
Nucleoside Triphosphate Diphosphatase Activity (GO:0047429)	GO:0047429	7
Nucleosomal DNA Binding (GO:0031492)	GO:0031492	7
Nucleosome Binding (GO:0031491)	GO:0031491	5
Nucleotidase Activity (GO:0008252)	GO:0008252	7
Nucleotide Receptor Activity (GO:0016502)	GO:0016502	5
Nucleotide Transmembrane Transporter Activity (GO:0015215)	GO:0015215	5
Nucleotidyltransferase Activity (GO:0016779)	GO:0016779	5
Olfactory Receptor Activity (GO:0004984)	GO:0004984	5
Olfactory Receptor Binding (GO:0031849)	GO:0031849	6
Oligosaccharyl Transferase Activity (GO:0004576)	GO:0004576	6
Omega Peptidase Activity (GO:0008242)	GO:0008242	5
Organic Acid:Sodium Symporter Activity (GO:0005343)	GO:0005343	5
Outward Rectifier Potassium Channel Activity (GO:0015271)	GO:0015271	9
Oxalate Transmembrane Transporter Activity (GO:0019531)	GO:0019531	7
Oxidized DNA Binding (GO:0032356)	GO:0032356	7
Oxidized Purine DNA Binding (GO:0032357)	GO:0032357	8
Oxidoreductase Activity, Acting On NAD(P)H, Heme Protein As Acceptor (GO:0016653)	GO:0016653	5
Oxidoreductase Activity, Acting On NAD(P)H, Oxygen As Acceptor (GO:0050664)	GO:0050664	5
Oxidoreductase Activity, Acting On NAD(P)H, Quinone Or Similar Compound As Acceptor (GO:0016655)	GO:0016655	5
Oxidoreductase Activity, Acting On A Sulfur Group Of Donors, Disulfide As Acceptor (GO:0016671)	GO:0016671	5
Oxidoreductase Activity, Acting On A Sulfur Group Of Donors, Oxygen As Acceptor (GO:0016670)	GO:0016670	5
Oxidoreductase Activity, Acting On Metal Ions, Oxygen As Acceptor (GO:0016724)	GO:0016724	5
Oxidoreductase Activity, Acting On Paired Donors, With Incorporation Or Reduction Of Molecular Oxygen, NAD(P)H As One Donor, And Incorporation Of One Atom Of Oxygen (GO:0016709)	GO:0016709	5
Oxidoreductase Activity, Acting On Paired Donors, With Incorporation Or Reduction Of Molecular Oxygen, Another Compound As One Donor, And Incorporation Of One Atom Of Oxygen (GO:0016716)	GO:0016716	5
Oxidoreductase Activity, Acting On Paired Donors, With Incorporation Or Reduction Of Molecular Oxygen, Reduced Flavin Or Flavoprotein As One Donor, And Incorporation Of One Atom Of Oxygen (GO:0016712)	GO:0016712	5
Oxidoreductase Activity, Acting On Paired Donors, With Incorporation Or Reduction Of Molecular Oxygen, Reduced Iron-Sulfur Protein As One Donor, And Incorporation Of One Atom Of Oxygen (GO:0016713)	GO:0016713	5
Oxidoreductase Activity, Acting On Paired Donors, With Oxidation Of A Pair Of Donors Resulting In The Reduction Of Molecular Oxygen To Two Molecules Of Water (GO:0016717)	GO:0016717	5
Oxidoreductase Activity, Acting On Single Donors With Incorporation Of Molecular Oxygen, Incorporation Of Two Atoms Of Oxygen (GO:0016702)	GO:0016702	5
