baseMean	log2FoldChange	lfcSE	pvalue	padj	wtpval	Gene
ING2	4.70853815037624	0.13564734654449	0.132833210325241	0.0228541608787106	0.187982932597399	0.059189557467926	ING2
HAUS4	5.09268357457746	0.133994844136188	0.151611501159616	0.0228752403752477	0.188016879545786	0.0434973455834355	HAUS4
THAP11	4.4796807879138	0.135712313174421	0.1285863830578	0.0229101742915791	0.188183379094572	0.0527963711801453	THAP11
CHL1	19.9648880831785	-0.131802724253445	0.164608133315274	0.0229306602416345	0.1882310663369	0.0259427960931893	CHL1
GTF3C2	31.1843951678534	-0.117059012759929	0.0683383531321058	0.0230016444390519	0.188251718628881	0.0227209934248046	GTF3C2
USP38	24.4620120530169	0.117789744209315	0.0691749868136501	0.0229835224728323	0.188251718628881	0.0150653983252728	USP38
USP11	27.2701641964482	-0.134553886942192	0.10646525602965	0.0230212677281302	0.188251718628881	0.0150901398463615	USP11
PTGES2	11.9055110652155	-0.135541866391052	0.116892532418282	0.0229755905451808	0.188251718628881	0.0307363403148477	PTGES2
IMMP1L	41.6933528971936	-0.130735083030874	0.0909434758846482	0.0230161944643177	0.188251718628881	0.0167164091212092	IMMP1L
APOLD1	36.5914288889295	0.135133409539241	0.138487277377159	0.02296289064288	0.188251718628881	0.0229659504613428	APOLD1
TRIM37	43.341961374721	-0.123715761435611	0.0771835719053572	0.0230524748402607	0.18838676379976	0.0151105957001316	TRIM37
MTCH2	42.3235141598226	-0.105623669272651	0.057076795991714	0.0231359194105672	0.188424581009383	0.0195771179578351	MTCH2
CD4	71.2867924428412	-0.132825757232428	0.0981520954499672	0.0231271551454753	0.188424581009383	0.0161284583756019	CD4
STAT6	61.550346108148	0.131974921665204	0.0950070797265874	0.0231193893099478	0.188424581009383	0.0151544572596794	STAT6
TFDP1	15.4625282456948	-0.132072783433197	0.0955581387032613	0.0231746657504131	0.188424581009383	0.0262188537859531	TFDP1
FAM214A	94.8828648724737	0.129616039529961	0.0884561768416862	0.0231448143928897	0.188424581009383	0.0155236794779985	FAM214A
USP3	163.660763196049	0.109144681521571	0.0602705246204753	0.0231597462666116	0.188424581009383	0.0161511868321438	USP3
CUEDC1	89.5232771343088	-0.132227022956942	0.0960929921549935	0.0231729970644408	0.188424581009383	0.0161604276981253	CUEDC1
LENG8	65.8450794256973	-0.127780749505013	0.0844211885003147	0.0231421390536184	0.188424581009383	0.015169369419058	LENG8
HERC3	118.10204890618	0.10701277385093	0.0583513579177247	0.0232067830436266	0.188484397572118	0.016742283824862	HERC3
DDX5	329.975107862349	0.123541640716446	0.0771540530212913	0.0232114228487268	0.188484397572118	0.0161872251428827	DDX5
ZNF3	14.1849043109774	-0.128839587466238	0.0869530907995712	0.0232661114620195	0.188808912130389	0.0324449967070987	ZNF3
PCBD1	9.21460141820011	0.133302143763086	0.149640998823524	0.0233847189335356	0.189651401749395	0.0338593339281437	PCBD1
POMZP3	10.322590367863	-0.135032931178861	0.121775515699437	0.0234106896922358	0.18973831517427	0.0313184082894785	POMZP3
CENPP	124.473880474162	-0.133498566875902	0.103022730047399	0.0234250314241826	0.18973831517427	0.0163361918876569	CENPP
CD99L2	50.0184902975413	-0.126823684652579	0.0831707397868374	0.0234539919647223	0.189852957684135	0.020398401903126	CD99L2
DUS1L	15.2398220917957	-0.132175621364439	0.0971799280527873	0.0234688935800439	0.189853724595156	0.0339812125563413	DUS1L
UBE2D2	142.144475833021	-0.116751447851213	0.0684816605550454	0.0234882196581875	0.189890260061336	0.0148962429969377	UBE2D2
MRPS30-DT	15.4486794162596	-0.134079864597736	0.140153726025339	0.0235098483903097	0.189945353535319	0.0339287798749907	MRPS30-DT
BZW2	19.743082677079	-0.133516436157081	0.10426843789175	0.0235804845435683	0.190396078600525	0.0266779803043643	BZW2
UBA1	34.6595093103301	0.126395076907889	0.0826504650186467	0.0236076417142329	0.190436880642115	0.0236107874461491	UBA1
GPC6	24.9301770940344	-0.131162151412825	0.160649896911396	0.0236240402080434	0.190436880642115	0.0154852493218624	GPC6
ZNF710-AS1	5.3468585329685	-0.132883658217598	0.149449563991075	0.0236300949229141	0.190436880642115	0.0611991343211058	ZNF710-AS1
FAM160A1	5.89963534731143	-0.110955096672308	0.202213511394191	0.0236798831733774	0.190718255055933	0.054570161082696	FAM160A1
PLCL1	836.83498239829	0.134282358925606	0.112300546820339	0.0236991196084688	0.190753365737468	0.0158954628223607	PLCL1
FER	391.535132955912	0.106126249620215	0.0579512741842953	0.0237707128727286	0.1912095862322	0.0159434818242973	FER
KLHL18	56.4153009759852	-0.12358155558383	0.0781240398243554	0.0238133821724849	0.191353154920939	0.0171799082368353	KLHL18
HK1	83.2953204840558	-0.128611444526121	0.0877772991436915	0.0238184086143986	0.191353154920939	0.0156094196991647	HK1
ANKRD13C	86.8220480962673	-0.114678928550609	0.066478769779579	0.0238501824293838	0.191439654962094	0.0172064573860505	ANKRD13C
SNX4	52.7306679327446	-0.0990415138945668	0.052112104711986	0.0238860179790339	0.191439654962094	0.0156569723237219	SNX4
NEK6	69.7267203292852	-0.134312349084196	0.125583070326188	0.0238785077695809	0.191439654962094	0.0156520494796692	NEK6
SMC3	37.4679105030017	0.110494011632227	0.0621360442973035	0.0238888978271213	0.191439654962094	0.0207766481558144	SMC3
UHRF2	81.9034646916002	0.090872415413601	0.0461329741951916	0.023943992532881	0.19176131933579	0.0166981059487487	UHRF2
HIST1H2BJ	10.9084723401178	-0.127498234397699	0.173374205221103	0.0239609390288092	0.191777253575151	0.0271084106988378	HIST1H2BJ
SLC2A5	158.877633993293	-0.133835613002188	0.128355016970881	0.0241401447577065	0.192561114343961	0.0153096942861185	SLC2A5
LARP7	58.011464604373	0.12291901891026	0.0775786776889519	0.0241489839233419	0.192561114343961	0.0158293430602643	LARP7
FHDC1	4.72992232928848	0.131211617384884	0.155040373407508	0.0241081011999503	0.192561114343961	0.0555569871796621	FHDC1
KBTBD7	7.41652594321279	0.133853349603511	0.114389102771758	0.0241184511540848	0.192561114343961	0.0349217236168983	KBTBD7
DCAF5	111.714916918132	0.101735087377514	0.0544205858585285	0.0241365944141513	0.192561114343961	0.0158179431052017	DCAF5
LINC02482	5.09991890652745	0.130978427771923	0.156268735648639	0.0241250568004077	0.192561114343961	0.0458738756687702	LINC02482
KLHL26	5.69408228088485	-0.133885990464012	0.123508342923697	0.0241984673804126	0.192835766781635	0.0626711513605776	KLHL26
MSRB2	26.4973420831886	0.128123556246244	0.0876055489805466	0.0242165319812282	0.192859859045533	0.0175882010695836	MSRB2
NSG2	11.4590828951077	-0.116996330465397	0.194216534733777	0.0242709864116298	0.192978225915749	0.0350272337633832	NSG2
IRAK3	245.272873957042	0.131561037372114	0.0984747360910172	0.0242765464359775	0.192978225915749	0.0153962003123003	IRAK3
KMT2B	14.7872992694079	-0.132143311192628	0.101158601726955	0.0242649042345796	0.192978225915749	0.0350184561293096	KMT2B
SUCLG2	204.732401080677	-0.113409651703467	0.0655081190253562	0.0243098414611688	0.193003583414926	0.0163050859081452	SUCLG2
DEDD2	12.0109998542953	0.127965705137939	0.16899928299279	0.0243061630275315	0.193003583414926	0.0351935164497894	DEDD2
TRAPPC9	277.683468373268	-0.0878725090306407	0.0442534892023147	0.0243285770832228	0.193032806535323	0.017551590059537	TRAPPC9
ACOT8	10.9071458530268	-0.1322473979348	0.102381420222891	0.0243675592784037	0.193222538693687	0.0325984915665351	ACOT8
C7orf61	8.18760719771931	0.132238334678829	0.143157984575141	0.0244368450204325	0.193652179760188	0.0503016203028922	C7orf61
MCF2L2	155.124354569905	-0.133351486286373	0.127138619354461	0.0245002939509108	0.19389126768175	0.0160562939877304	MCF2L2
LINC00884	10.8011405501125	-0.133479668950288	0.122829448421214	0.0244911204755495	0.19389126768175	0.0341532930622945	LINC00884
SLC29A1	24.8047040597944	0.133228665828356	0.112919525913606	0.0245342808707404	0.19389126768175	0.0178189785963867	SLC29A1
CNTN1	55.4781251554859	-0.128620557551459	0.164269056185696	0.0245458727725623	0.19389126768175	0.0178273976672999	CNTN1
ITCH	224.944092119572	-0.0826688186215763	0.040954989063101	0.0245542942617844	0.19389126768175	0.0155723481500377	ITCH
FXYD7	5.89940717796572	-0.123173532713094	0.181880212067256	0.0245577459612512	0.19389126768175	0.0565931910694584	FXYD7
AC008937.2	6.84062029723652	-0.12731772710346	0.169154181247806	0.0246030499706549	0.194116261111	0.0637189721317167	AC008937.2
LINC00654	3.42058617233936	0.132337364794012	0.139111719619153	0.024631645229328	0.194116261111	0.0329517810997907	LINC00654
LILRA4	12.9635636286066	0.128526856137691	0.163940702360763	0.0246316609598812	0.194116261111	0.0343492792097347	LILRA4
ZNF616	8.8397059319927	0.131308710169492	0.0993743546301915	0.0246733184940272	0.194325116542025	0.0469163971009529	ZNF616
EYS	12.2406099912507	-0.133066427071991	0.1272515989321	0.0246929385565266	0.194360256704594	0.0330337782332311	EYS
SHANK2	10.3478468056504	-0.129676763984918	0.157324932009107	0.0247306226637037	0.194455126186588	0.0569915844834466	SHANK2
APOE	948.48921458613	0.130742489540889	0.150817356674272	0.0247353229457436	0.194455126186588	0.0162103204922383	APOE
USP9X	155.394831727055	0.111583931991517	0.0640006402961401	0.02481734869646	0.19498041972182	0.0166454809322611	USP9X
FAM228B	61.1457026550873	-0.124544486476689	0.0814508773335699	0.0248388903086971	0.195030160158062	0.0162781934749236	FAM228B
SCRN1	57.3240279150293	-0.121444392350813	0.0763329323239172	0.0248748540508046	0.195193010183241	0.0180663331546083	SCRN1
CISD1	20.6301018081871	-0.132876015966688	0.115731203423944	0.024899924723689	0.195270235356049	0.0660523387296977	CISD1
PTPRO	48.1587376319067	-0.130478500772051	0.0969713715123635	0.0249197824916727	0.195306510457352	0.0180989641875054	PTPRO
TMEM232	37.1853485826731	-0.132494139480786	0.10996301523268	0.0249527790391636	0.195445652315306	0.0181229292173586	TMEM232
CCDC88A	491.489611464484	-0.123687952999733	0.080185543504564	0.0250010519426679	0.195584800493525	0.0174352800016767	CCDC88A
SLC35F5	89.6515125055357	0.100375454868519	0.0538055493351148	0.0249983102143938	0.195584800493525	0.0167668553600085	SLC35F5
KDELR2	6.42997178271298	0.130030309680934	0.151786885129259	0.0250599464055841	0.195602937858475	0.0476515713594665	KDELR2
YWHAG	102.879761017912	-0.131774828674505	0.104736385853146	0.0250796466884521	0.195602937858475	0.0164359734272995	YWHAG
LYN	363.830337005761	-0.119692291806295	0.0739868323893809	0.025042509281774	0.195602937858475	0.0164116353878963	LYN
TMEM19	15.2883323655059	0.129312619718502	0.0933267469771192	0.0250648413752567	0.195602937858475	0.0361729038615651	TMEM19
MLST8	8.46358581497983	-0.132392691075934	0.129721542918976	0.0250708992065177	0.195602937858475	0.0476723981468357	MLST8
HEG1	48.8911993471055	-0.131280375023993	0.101716195259893	0.0250982119460816	0.195628737734138	0.0181068348468592	HEG1
AIDA	71.7061977700308	0.132045173187373	0.107834414549604	0.0251617003994846	0.196004448676909	0.0164931654626698	AIDA
CMTM5	17.9292799574233	-0.120678980178168	0.183590785979148	0.0252903121945453	0.19688669274952	0.0670879244090511	CMTM5
ELK4	46.8330812678209	0.100930769167007	0.0544578252041462	0.0253346034546004	0.196997960102625	0.0220340070082983	ELK4
PLCB1	42.8667331601031	-0.130413729973363	0.145963292761854	0.0253353327257237	0.196997960102625	0.0182779030809215	PLCB1
SLC35G2	27.6420671388782	-0.131201153440758	0.138139500099258	0.0254167441670782	0.197147175324529	0.0183366364889594	SLC35G2
ELMOD2	33.0461990299358	0.116179294302959	0.0697690307874827	0.0254122325132037	0.197147175324529	0.0183333816048359	ELMOD2
HEXB	47.7953529529893	0.12620615375121	0.0859024343080957	0.0253911916089173	0.197147175324529	0.0183182018709266	HEXB
ENO2	25.0041077126146	-0.125423763593198	0.170227779844598	0.0253930901165148	0.197147175324529	0.0184427223143892	ENO2
KIAA0586	61.4402669736363	0.118992801112064	0.0734812986316473	0.0254314013404127	0.197147175324529	0.0166699509013938	KIAA0586
NVL	53.8908208569135	-0.109586913599475	0.0625155585484751	0.0255301569320551	0.197197392881211	0.0222040837454557	NVL
STAT1	44.8786733910553	-0.132123418302947	0.119086432375434	0.0255087632770221	0.197197392881211	0.0167206606388422	STAT1
GABBR1	16.3233252518742	-0.131311220564265	0.135682860358472	0.0254989747132451	0.197197392881211	0.0367994334000148	GABBR1
HGF	23.5746624950089	0.132122246512143	0.119187875987165	0.0255094934914949	0.197197392881211	0.0676693493502903	HGF
GPR135	23.4542711319805	0.132067033591261	0.122124622763941	0.0255237942765054	0.197197392881211	0.041219205122697	GPR135
DESI1	16.5374317508885	-0.124252763598071	0.0821091817256763	0.0255184697845144	0.197197392881211	0.0412106064274883	DESI1
CHST15	158.787520589013	0.129761212749557	0.0969216760626631	0.0255671659584967	0.197270253547829	0.0184451566712112	CHST15
AC007923.4	4.26544697450233	0.126807785571874	0.16362581589534	0.0255703604271168	0.197270253547829	0.0994836370052098	AC007923.4
GSTT2B	4.63018685035435	0.131100603392348	0.135847057071771	0.025628883820994	0.197602855293316	0.0342858693213	GSTT2B
PIGZ	7.85949486898279	-0.131886557596799	0.12282596262359	0.0256444941219181	0.197604389201463	0.0371313203447197	PIGZ
SEC16A	25.0367386203966	-0.122924625807777	0.079955934521255	0.0256858011741539	0.19768507962485	0.0186553151390363	SEC16A
DNAJC12	6.59381127276048	-0.130498456381986	0.140840812051599	0.0256817087851441	0.19768507962485	0.0591833572413825	DNAJC12
KDM2B	85.0026000490032	-0.118298078578059	0.0728709682508703	0.0257269872146048	0.19776464632234	0.017255593269168	KDM2B
VAPB	57.6222457262436	-0.10417867520482	0.0574951343110437	0.0257131659967642	0.19776464632234	0.0185504868272488	VAPB
GTPBP8	12.5234962119572	0.126485323976357	0.0873963385231515	0.0257590946680913	0.197784801004678	0.0359215051061877	GTPBP8
AP001347.1	13.6174241913201	-0.131108416641283	0.133557610187818	0.0257604599655133	0.197784801004678	0.037299230262034	AP001347.1
AL158071.3	4.12611825861153	0.12549049549179	0.167216239895819	0.0257869893123508	0.197845070298583	0.0344973800625988	AL158071.3
AL158152.1	12.0388140163478	0.130673190981468	0.137588292814486	0.0257991699843418	0.197845070298583	0.034513675151025	AL158152.1
KIZ	88.0026025717902	0.128562157804057	0.0934564928023743	0.0258197573233935	0.197884595577138	0.0180062302794716	KIZ
VASH1-AS1	4.39033001481704	-0.131163521328333	0.107073474307671	0.0258380613841686	0.19790658486727	0.0491311595767671	VASH1-AS1
RELT	19.9782772204652	-0.131015094442993	0.106673445565476	0.0259296621273918	0.19837119796982	0.0418746543093327	RELT
DHRS7B	36.0800709241014	-0.123709011418446	0.0817787902675848	0.0259174150747312	0.19837119796982	0.0186978401259745	DHRS7B
SMARCB1	26.7680254401235	-0.122816074584176	0.0802726419842561	0.0260014843641861	0.198802046820271	0.0170436328660176	SMARCB1
TET3	150.641981107097	-0.106908614337909	0.0602702317252841	0.0260720531985837	0.199179697660487	0.0170863481009232	TET3
ALKBH5	33.2222876696428	0.118772837887923	0.0739552331238461	0.0260819460592698	0.199179697660487	0.0189430308159758	ALKBH5
CCND3	253.609297591476	0.129288230132466	0.144452461135309	0.0261627811039642	0.199678082925612	0.0182454488401625	CCND3
AP003354.2	24.1255805121574	-0.129459903615794	0.142399035631404	0.0262278369672089	0.199936578830887	0.0189217906588658	AP003354.2
AC011815.2	3.5982570354649	0.128453515596206	0.149417564730473	0.0262217114534328	0.199936578830887	0.060427790432959	AC011815.2
LINC00667	29.2463130097969	0.120558381968206	0.0769209589424703	0.0263023382874146	0.200385372264545	0.0172408386771162	LINC00667
LINC00342	36.3839818810729	-0.130655703527971	0.108318480975158	0.0263716006434262	0.200410464097013	0.0260498316287145	LINC00342
AMZ1	11.8175411425406	-0.128144094608928	0.150066762153624	0.0263460579949244	0.200410464097013	0.0298068351813381	AMZ1
FKBP15	101.334282994806	-0.123158290903255	0.0815753350541291	0.0264036477171545	0.200410464097013	0.0184134248458785	FKBP15
ZDHHC16	7.8761221385695	0.130376601070479	0.105923573103983	0.0264150432322533	0.200410464097013	0.0502282924780968	ZDHHC16
YPEL3	49.8202890258308	0.130595629699042	0.10758375452746	0.0263685040478959	0.200410464097013	0.0191511547342131	YPEL3
KIF3B	17.6142957215815	-0.124647925768102	0.0844651667309101	0.0263402253446257	0.200410464097013	0.0425376861957233	KIF3B
PLPPR2	6.87312449511524	-0.130973613165329	0.117835233521007	0.0264021641875954	0.200410464097013	0.102719839467153	PLPPR2
NPHP4	27.2555496203785	-0.122717102930332	0.0808583976664405	0.0264688570478237	0.200462897263553	0.0264723840383384	NPHP4
NUP160	67.7683026945356	-0.118749430854173	0.0743819595919594	0.0264608209218958	0.200462897263553	0.0177477898825759	NUP160
MED17	15.2448438044458	0.130830514110933	0.121951689649074	0.0264583316121396	0.200462897263553	0.0368966031746451	MED17
CDK6	244.27776260375	0.120268138038265	0.0767221684693563	0.0264930165217166	0.200527424935921	0.0177693841007769	CDK6
QRICH1	42.6827115910236	-0.110869638692457	0.0646444171275508	0.0265180253871431	0.200598301778141	0.0224389833747367	QRICH1
SSPO	5.78818212590233	-0.130476711623001	0.126996879042529	0.0265477790525013	0.200704966398097	0.0687555890681418	SSPO
GNG7	375.922022763006	-0.130081623721478	0.10493827884597	0.0265768168109401	0.200806096140173	0.0185341898298765	GNG7
ASL	7.79562580449372	-0.129981190874566	0.104379673244126	0.0266054426776503	0.200903996473988	0.054765534357751	ASL
DBNL	34.0813474969868	-0.123418439015589	0.0824748375434471	0.0266284380923923	0.20095928971198	0.0192108000284872	DBNL
EVI2B	30.7297393996143	0.129702006919763	0.10266338585946	0.0266459541783741	0.200973190867713	0.0174660743986779	EVI2B
PRPF38A	14.9882129602291	0.122264316546448	0.0803772676555413	0.0266826049190957	0.201131311153819	0.0301875903858356	PRPF38A
CD151	8.70940388609922	0.123000223866482	0.169722418591835	0.0267073596109573	0.201199626869385	0.0615469639521687	CD151
DERL1	23.078309777772	0.119710685424459	0.0762084416960017	0.0267619466026759	0.201374224964501	0.0387493084335374	DERL1
ARHGAP5	158.060515793588	0.122586723020578	0.0810973730371089	0.0267587346142453	0.201374224964501	0.0169704055439307	ARHGAP5
ERMAP	38.0580642444413	-0.129026109239177	0.0996164460591673	0.0267991318330018	0.201535758570528	0.0175664803475148	ERMAP
ZBTB11	33.5786800659833	0.123040064482245	0.0822778496455341	0.0269383445440145	0.202345315608292	0.0195650236247336	ZBTB11
DBF4B	15.0277959366138	-0.129149206967199	0.101064499414179	0.0269251675166753	0.202345315608292	0.0360200148152623	DBF4B
FAM155A	83.0992939563781	-0.122983615248841	0.167988784957076	0.0269951599804629	0.202653361399002	0.0194753675871758	FAM155A
ZNF664	5.62875592233447	-0.12653425061815	0.152772822433564	0.0270378930671541	0.202855391987742	0.0361708170710252	ZNF664
NAT10	21.4992475206503	-0.122963350801117	0.0823606827971028	0.0270711239718945	0.202985936589258	0.0306271446969137	NAT10
TTC7A	300.574050456252	-0.129025872441518	0.101596032178466	0.0271214056355117	0.203195569660863	0.0189139761950249	TTC7A
ARL4A	4.62833327327098	0.12700616647325	0.149329709701579	0.0271307764201682	0.203195569660863	0.105554566614212	ARL4A
AL139260.1	52.3709366191284	0.126632402739962	0.0915527533218205	0.0271630540071588	0.203318551360064	0.0178050265720787	AL139260.1
AFF3	52.2466328475409	-0.12868297753209	0.137143818597346	0.0271808481509829	0.203333042585707	0.0196093303190167	AFF3
SORBS2	14.4920574854426	-0.124457921449814	0.161130834897545	0.0272034347782154	0.203383347362261	0.039259264250048	SORBS2
OAS3	6.97879835735315	-0.116492293320668	0.183020390002915	0.0272348125450909	0.203499281149857	0.0627624763501172	OAS3
NXPH1	11.8776486827368	-0.113674978785806	0.187445787953055	0.027297886507473	0.203541702671187	0.0395253095586105	NXPH1
PLOD3	25.8702483449521	0.129214304287718	0.129699961094708	0.0273357363905618	0.203541702671187	0.0198536449560582	PLOD3
OSBPL5	14.007030954712	-0.129726421070574	0.122075044373962	0.0273122659229939	0.203541702671187	0.0394163264264361	OSBPL5
SYCP3	4.3910524097153	0.127555628304507	0.144509810802058	0.0272778424196852	0.203541702671187	0.0706463663255736	SYCP3
CDIP1	24.0963516039098	-0.129757432505676	0.112066532612743	0.0273317796630167	0.203541702671187	0.0309220397140679	CDIP1
ZNF358	25.6906632849926	0.129495791895139	0.126744159028271	0.0272927549557288	0.203541702671187	0.0196900642787158	ZNF358
COX18	14.1798164281448	-0.125362192432856	0.0885329433153672	0.0274006102468839	0.20390634044431	0.0309999117763385	COX18
SLC7A14	24.4593922745001	-0.126509141453673	0.149248995967811	0.0274553774084243	0.204077013988879	0.0271203848587988	SLC7A14
MFSD14C	117.094148904366	-0.0919833393293264	0.0484826881221991	0.0274396472032022	0.204077013988879	0.0179826023025262	MFSD14C
PLA2G7	48.27406305602	0.129100767736134	0.128850458452759	0.0274722722031764	0.204084284002971	0.0180077150545745	PLA2G7
CASP3	20.5783643777747	0.121849816886468	0.0809537966738898	0.0275112441957554	0.204255456327722	0.0397034865094935	CASP3
BTAF1	129.534546283559	-0.105305037007472	0.0597307768213069	0.0275409938901537	0.204357999802981	0.0180490199628056	BTAF1
ATP6V1C1	89.0669432848096	0.120945493610944	0.0794913820811994	0.0276350785149197	0.20473991683915	0.0181106784228222	ATP6V1C1
EARS2	10.8696319139655	-0.129332359759091	0.110332778650465	0.0276383988155346	0.20473991683915	0.0369741630832614	EARS2
ZNF776	4.31331817467126	0.12880919847819	0.129651299305579	0.0276403678091225	0.20473991683915	0.107537174755549	ZNF776
MRTO4	6.6382797742022	-0.128933151099075	0.12700878891666	0.0277069927944713	0.204929400004473	0.107796384862375	MRTO4
CYP19A1	4.69946089361427	0.114107827625127	0.185365306036052	0.0276842654310203	0.204929400004473	0.0716989535683684	CYP19A1
LMF2	11.0606323194346	-0.128166045464302	0.100147067715637	0.0277138963974228	0.204929400004473	0.0386475100844896	LMF2
ANKHD1-EIF4EBP3	4.95799043215791	0.129236173390647	0.110751836970177	0.0277401381360684	0.20497326428559	0.10792533960047	ANKHD1-EIF4EBP3
DPY19L1	48.4404392751409	0.122804049865051	0.0832637511277327	0.027751800561518	0.20497326428559	0.0234829774211179	DPY19L1
ST3GAL3	51.6000653999155	-0.128005384522459	0.0996731847295479	0.0277894506241438	0.205010899699407	0.0200484000221729	ST3GAL3
MT1G	12.2467301857966	0.106248250245524	0.194289540130106	0.0278048630929082	0.205010899699407	0.0387743647219866	MT1G
CLIP3	17.45055829821	-0.124703017607012	0.155678126971448	0.0278007266469838	0.205010899699407	0.0314525868442149	CLIP3
GAK	96.2513452513656	-0.120918419368752	0.0797512095546494	0.0278375755067758	0.205017776533069	0.0186712060972296	GAK
RASAL1	8.21299857994328	-0.124219519803732	0.157581879743172	0.0278377748357568	0.205017776533069	0.0403070277072538	RASAL1
PLAGL1	102.090049301312	-0.11989801206713	0.0780350375295582	0.0278818522819512	0.205154715284798	0.02011506220357	PLAGL1
TEX2	46.2790279810477	0.123660502889453	0.0854123359921496	0.0278883691110125	0.205154715284798	0.0235985387936892	TEX2
USF1	9.80989093056034	-0.128083115253397	0.102568096164622	0.0281509977526009	0.206310828729948	0.0535292157667715	USF1
TUBB2B	21.0333012432417	-0.118658208835525	0.174144499262224	0.028161404565819	0.206310828729948	0.0747041067042208	TUBB2B
RTN4IP1	16.9874184764546	-0.127392092027194	0.0985118913840955	0.0281828629947538	0.206310828729948	0.0408066896977759	RTN4IP1
TCP1	32.114416668066	0.126692248002478	0.141248176844251	0.0281903425311862	0.206310828729948	0.0278463824180595	TCP1
PEX1	27.2254487807694	-0.119663478118001	0.0780554829417355	0.0281795284231279	0.206310828729948	0.0204664818371272	PEX1
TBC1D13	19.1082004267076	-0.121187832236775	0.0806626858774997	0.0281033002735042	0.206310828729948	0.0405579258917513	TBC1D13
GRIK4	31.8539655704866	-0.128291086208535	0.12891130761257	0.0280806874007793	0.206310828729948	0.0184065232577067	GRIK4
CES4A	11.2159598087676	-0.128338614855358	0.127282293685085	0.0281489904854123	0.206310828729948	0.0318465980785961	CES4A
ADGRG6	9.61412815057607	-0.121286240811106	0.166591643173289	0.0281596106769327	0.206310828729948	0.0407730220708121	ADGRG6
GEN1	9.23590318557278	-0.128678275732334	0.120046412871825	0.0282212472793761	0.206419185747952	0.0377538874912756	GEN1
GALNT12	5.38118264690254	-0.127598187394691	0.133176468336497	0.0282841870059124	0.206761599652114	0.0651807540478499	GALNT12
TGFBR1	394.973573074219	-0.128605207383869	0.119142565573407	0.0283078415330601	0.20681660634581	0.0179528500810951	TGFBR1
IL17RC	4.82298373652451	-0.12861975867372	0.117916106036316	0.0283241498427917	0.206817909615191	0.0652728481865693	IL17RC
PRDX6	27.8516816474881	0.124708664332829	0.0892540659773931	0.0283914308808579	0.207036826936075	0.0206203842636424	PRDX6
SMC2	16.1113003457862	-0.126788755033306	0.0967059453177909	0.0284187190303768	0.207036826936075	0.0458943132179866	SMC2
WDR37	100.734149769305	-0.0874075084043171	0.0455648636037367	0.0284061306980431	0.207036826936075	0.0190525471788628	WDR37
RPS25	102.958785809269	0.126672981050424	0.139227942158574	0.0284069341847541	0.207036826936075	0.0190530860931075	RPS25
AC105052.1	4.63447991711567	0.12341087141525	0.156673817555765	0.028461300667676	0.207229299921034	0.110731083059609	AC105052.1
SMAD5	68.9918256132922	0.0835006192855866	0.04291597241062	0.0285258848308676	0.207581665891819	0.0186983443493429	SMAD5
KRTCAP2	6.68097496781785	0.109752068772524	0.188450710350127	0.0285895027395835	0.207602386739968	0.0382465331590977	KRTCAP2
DNAH14	14.2421175378775	-0.123539284128053	0.155504291425866	0.028547551062729	0.207602386739968	0.0413347308988815	DNAH14
HIBCH	177.269573811189	0.128283069101259	0.1185645909836	0.0285934967230372	0.207602386739968	0.0199405858096058	HIBCH
AC040934.1	12.9682864955272	0.126943930972038	0.0981475424234398	0.0285632754139809	0.207602386739968	0.0412217496234106	AC040934.1
FGFR1OP	26.5059652080505	-0.121432382469035	0.0820453425432727	0.0286544337185957	0.207806572999128	0.0283048110684798	FGFR1OP
SYP	18.5345355022163	-0.125637129969444	0.143610361703246	0.028670240807632	0.207806572999128	0.07605390290542	SYP
SNPH	4.72968580914093	-0.123382883473274	0.155482274487434	0.0286492273255891	0.207806572999128	0.0660219874652865	SNPH
GPM6A	51.1472130788869	-0.124191921159513	0.151377063206158	0.0286930180903828	0.207854168336095	0.024954886814221	GPM6A
ATP9A	50.5487958689699	-0.128205565912438	0.115697650482197	0.0287108809828783	0.207866129848936	0.0249704225260445	ATP9A
NFKBIA	61.9778992367261	0.127387076758619	0.129294877992129	0.0287501070062532	0.20791588946579	0.0207414552283686	NFKBIA
FAM222B	85.8785693916865	-0.110682374933991	0.0662733347831017	0.0287501849963224	0.20791588946579	0.018841464654567	FAM222B
OLFM3	12.244169037639	-0.106235796551897	0.19167726415448	0.02879923854454	0.20815323371933	0.0385271140244588	OLFM3
PGRMC1	29.6580304231237	-0.126834622786251	0.132258742602764	0.0289367227410397	0.208448767517527	0.0208760871414651	PGRMC1
C9orf78	19.0659444945303	0.127757667407176	0.106811569505231	0.0288799703563543	0.208448767517527	0.0326735983280544	C9orf78
ZNF32	13.0944028525197	0.12440293611155	0.0897070288034911	0.0289007703837157	0.208448767517527	0.0326971306146471	ZNF32
STX2	20.326731435084	0.126440737352051	0.0974521955250709	0.0289376701124003	0.208448767517527	0.0467323841907754	STX2
RPS28	153.098383301315	0.122782443401333	0.156230016006238	0.0289199636549376	0.208448767517527	0.0201682579244442	RPS28
AC097376.3	32.0462359490584	0.127837950983757	0.121073103385943	0.0288811378725813	0.208448767517527	0.0189312080709943	AC097376.3
MAP3K10	15.9724649939553	0.125880016972448	0.0951691304512739	0.0289993332915743	0.208775660564046	0.0404400741692105	MAP3K10
