model	query	go	ncurated	nllm	ninter	generatio	bgratio	richFactor	foldEnrich	jaccard	p_val
gpt-4o-mini-2024-07-18	Adenylate Cyclase Inhibitory Pathway	Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway	52	13	4	0.07692307692307693	0.0006550438375491283	0.3076923076923077	117.43195266272191	0.06557377049180328	2.943841942864883e-08
gpt-4o-mini-2024-07-18	Adherens Junctions Interactions	Adherens Junction Assembly	9	15	2	0.2222222222222222	0.0007558198125566865	0.13333333333333333	294.0148148148148	0.09090909090909091	1.9136819749043207e-05
gpt-4o-mini-2024-07-18	Aggrephagy	Aggrephagy	6	16	2	0.3333333333333333	0.0008062078000604656	0.125	413.4583333333333	0.1	9.123493942275913e-06
gpt-4o-mini-2024-07-18	Alpha-oxidation Of Phytanate	Fatty Acid Alpha-Oxidation	7	5	1	0.14285714285714285	0.0002519399375188955	0.2	567.0285714285715	0.09090909090909091	0.0017625134188702046
gpt-4o-mini-2024-07-18	Amino Acid Transport Across Plasma Membrane	Amino Acid Import Across Plasma Membrane	27	22	13	0.48148148148148145	0.0011085357250831401	0.5909090909090909	434.3400673400673	0.3611111111111111	8.36937056166094e-34
gpt-4o-mini-2024-07-18	Amyloid Fiber Formation	Amyloid Fibril Formation	24	14	1	0.041666666666666664	0.0007054318250529074	0.07142857142857142	59.06547619047619	0.02702702702702703	0.016803384831954073
gpt-4o-mini-2024-07-18	Androgen Biosynthesis	Androgen Biosynthetic Process	8	10	4	0.5	0.000503879875037791	0.4	992.3000000000001	0.2857142857142857	2.2727288340627236e-12
gpt-4o-mini-2024-07-18	Antigen Presentation: Folding, Assembly, Peptide Loading Of Class I MHC	Peptide Antigen Assembly With MHC Protein Complex	18	23	3	0.16666666666666666	0.0011589237125869192	0.13043478260869565	143.81159420289856	0.07894736842105263	1.0969344626915047e-06
gpt-4o-mini-2024-07-18	Antigen Activates B Cell Receptor Leading To Second Messenger Generation	B Cell Activation	92	21	2	0.021739130434782608	0.001058147737579361	0.09523809523809523	20.544513457556935	0.018018018018018018	0.004215164185498828
gpt-4o-mini-2024-07-18	Antigen processing-Cross Presentation	Antigen Processing And Presentation Of Exogenous Peptide Antigen	31	33	4	0.12903225806451613	0.0016628035876247102	0.12121212121212122	77.59921798631476	0.06666666666666667	1.93061983773173e-07
gpt-4o-mini-2024-07-18	Antimicrobial Peptides	Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide	65	35	5	0.07692307692307693	0.0017635795626322684	0.14285714285714285	43.61758241758242	0.05263157894736842	9.694829104176357e-08
gpt-4o-mini-2024-07-18	Apoptosis Induced DNA Fragmentation	Apoptotic DNA Fragmentation	8	21	0	0.0	0.001058147737579361	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Apoptotic Execution Phase	Regulation Of Execution Phase Of Apoptosis	24	21	0	0.0	0.001058147737579361	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Arachidonic Acid Metabolism	Arachidonic Acid Metabolic Process	52	21	15	0.28846153846153844	0.001058147737579361	0.7142857142857143	272.6098901098901	0.25862068965517243	1.0840878346165539e-35
gpt-4o-mini-2024-07-18	Asparagine N-linked Glycosylation	Protein N-linked Glycosylation Via Asparagine	23	22	4	0.17391304347826086	0.0011085357250831401	0.18181818181818182	156.88537549407116	0.0975609756097561	9.886947655156027e-09
gpt-4o-mini-2024-07-18	Aspartate And Asparagine Metabolism	Aspartate Metabolic Process	5	14	0	0.0	0.0007054318250529074	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Attachment Of GPI Anchor To uPAR	Attachment Of GPI Anchor To Protein	5	8	0	0.0	0.0004031039000302328	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Autophagy	Macroautophagy	104	38	11	0.10576923076923077	0.0019147435251436057	0.2894736842105263	55.239372469635626	0.08396946564885496	5.0840966845735907e-17
gpt-4o-mini-2024-07-18	Axon Guidance	Axon Guidance	149	25	11	0.0738255033557047	0.0012596996875944774	0.44	58.60563758389262	0.06748466257668712	1.1962344606006462e-17
gpt-4o-mini-2024-07-18	B-WICH Complex Positively Regulates rRNA Expression	Positive Regulation Of rRNA Processing	9	14	0	0.0	0.0007054318250529074	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Base Excision Repair	Base-Excision Repair	36	16	8	0.2222222222222222	0.0008062078000604656	0.5	275.63888888888886	0.18181818181818182	6.469037148022711e-19
gpt-4o-mini-2024-07-18	Base-Excision Repair, AP Site Formation	Base-Excision Repair, AP Site Formation	11	11	1	0.09090909090909091	0.0005542678625415701	0.09090909090909091	164.01652892561984	0.047619047619047616	0.006081605954849884
gpt-4o-mini-2024-07-18	Beta-catenin Independent WNT Signaling	Non-Canonical Wnt Signaling Pathway	41	20	6	0.14634146341463414	0.001007759750075582	0.3	145.21463414634147	0.10909090909090909	2.0121898860678225e-12
gpt-4o-mini-2024-07-18	Beta-oxidation Of Very Long Chain Fatty Acids	Fatty Acid Beta-Oxidation	49	18	10	0.20408163265306123	0.0009069837750680237	0.5555555555555556	225.01133786848075	0.17543859649122806	1.3602415678733538e-22
gpt-4o-mini-2024-07-18	Bicarbonate Transporters	Bicarbonate Transport	19	15	7	0.3684210526315789	0.0007558198125566865	0.4666666666666667	487.4456140350877	0.25925925925925924	1.3434309101129033e-18
gpt-4o-mini-2024-07-18	Bile Acid And Bile Salt Metabolism	Bile Acid And Bile Salt Transport	23	20	2	0.08695652173913043	0.001007759750075582	0.1	86.28695652173913	0.04878048780487805	0.00024102679535793102
gpt-4o-mini-2024-07-18	Branched-chain Amino Acid Catabolism	Branched-Chain Amino Acid Catabolic Process	17	13	6	0.35294117647058826	0.0006550438375491283	0.46153846153846156	538.8054298642535	0.25	2.49617607268129e-16
gpt-4o-mini-2024-07-18	CDC42 GTPase Cycle	Cdc42 Protein Signal Transduction	8	36	0	0.0	0.0018139675501360475	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	CLEC7A (Dectin-1) Signaling	Stimulatory C-type Lectin Receptor Signaling Pathway	19	24	4	0.21052631578947367	0.0012093117000906983	0.16666666666666666	174.08771929824562	0.10256410256410256	6.297217917134499e-09
gpt-4o-mini-2024-07-18	COPI-dependent Golgi-to-ER Retrograde Traffic	Retrograde Vesicle-Mediated Transport, Golgi To Endoplasmic Reticulum	48	21	9	0.1875	0.001058147737579361	0.42857142857142855	177.19642857142858	0.15	3.6733953317533394e-19
gpt-4o-mini-2024-07-18	COPI-independent Golgi-to-ER Retrograde Traffic	Retrograde Vesicle-Mediated Transport, Golgi To Endoplasmic Reticulum	48	13	5	0.10416666666666667	0.0006550438375491283	0.38461538461538464	159.0224358974359	0.08928571428571429	8.470602871950674e-11
gpt-4o-mini-2024-07-18	COPI-mediated Anterograde Transport	Intraciliary Anterograde Transport	16	16	0	0.0	0.0008062078000604656	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	COPII-mediated Vesicle Transport	COPII-coated Vesicle Cargo Loading	14	12	8	0.5714285714285714	0.0006046558500453492	0.6666666666666666	945.047619047619	0.4444444444444444	2.4913964615096046e-24
gpt-4o-mini-2024-07-18	CREB1 Phosphorylation Thru Activation Of Adenylate Cyclase	Activation Of Adenylate Cyclase Activity	20	22	0	0.0	0.0011085357250831401	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Calcineurin Activates NFAT	calcineurin-NFAT Signaling Cascade	10	14	7	0.7	0.0007054318250529074	0.5	992.3	0.4117647058823529	1.712006566620441e-21
gpt-4o-mini-2024-07-18	Calcitonin-like Ligand Receptors	Calcitonin Family Receptor Signaling Pathway	6	10	4	0.6666666666666666	0.000503879875037791	0.4	1323.0666666666666	0.3333333333333333	4.872490537831692e-13
gpt-4o-mini-2024-07-18	Cap-dependent Translation Initiation	Cap-Dependent Translational Initiation	5	24	1	0.2	0.0012093117000906983	0.041666666666666664	165.38333333333335	0.03571428571428571	0.006032558324435256
gpt-4o-mini-2024-07-18	Cardiac Conduction	Cardiac Conduction	46	23	13	0.2826086956521739	0.0011589237125869192	0.5652173913043478	243.85444234404537	0.23214285714285715	9.673354215395702e-30
gpt-4o-mini-2024-07-18	Cargo Recognition For Clathrin-Mediated Endocytosis	Clathrin-Coated Vesicle Cargo Loading	6	24	0	0.0	0.0012093117000906983	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Carnitine Metabolism	Carnitine Metabolic Process	9	16	3	0.3333333333333333	0.0008062078000604656	0.1875	413.4583333333333	0.13636363636363635	3.600680227379526e-08
gpt-4o-mini-2024-07-18	Caspase Activation Via Dependence Receptors In Absence Of Ligand	Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand	16	12	1	0.0625	0.0006046558500453492	0.08333333333333333	103.36458333333334	0.037037037037037035	0.009634369060250817
gpt-4o-mini-2024-07-18	Caspase Activation Via Extrinsic Apoptotic Signaling Pathway	Extrinsic Apoptotic Signaling Pathway	67	23	12	0.1791044776119403	0.0011589237125869192	0.5217391304347826	154.54380272550293	0.15384615384615385	1.014828866936187e-24
gpt-4o-mini-2024-07-18	Cell Cycle Checkpoints	Mitotic Cell Cycle Checkpoint Signaling	25	35	2	0.08	0.0017635795626322684	0.05714285714285714	45.36228571428572	0.034482758620689655	0.0008836419226559729
gpt-4o-mini-2024-07-18	Cell Junction Organization	Cell Junction Organization	62	21	3	0.04838709677419355	0.001058147737579361	0.14285714285714285	45.72811059907834	0.0375	3.7096696867215055e-05
gpt-4o-mini-2024-07-18	Cell-Cell Communication	Regulation Of Cell Communication	49	16	1	0.02040816326530612	0.0008062078000604656	0.0625	25.31377551020408	0.015625	0.03879541450973369
gpt-4o-mini-2024-07-18	Cell-cell Junction Organization	Cell-Cell Junction Organization	68	23	6	0.08823529411764706	0.0011589237125869192	0.2608695652173913	76.13554987212277	0.07058823529411765	1.244929545931411e-10
gpt-4o-mini-2024-07-18	Cell-extracellular Matrix Interactions	Cell-Matrix Adhesion	109	30	15	0.13761467889908258	0.001511639625113373	0.5	91.03669724770643	0.12096774193548387	6.637340925560835e-27
gpt-4o-mini-2024-07-18	Cellular Senescence	Regulation Of Cellular Senescence	35	23	2	0.05714285714285714	0.0011589237125869192	0.08695652173913043	49.30683229813665	0.03571428571428571	0.0007468561606501293
gpt-4o-mini-2024-07-18	Cellular Hexose Transport	Hexose Transmembrane Transport	22	23	10	0.45454545454545453	0.0011589237125869192	0.43478260869565216	392.2134387351779	0.2857142857142857	2.818571820681485e-25
gpt-4o-mini-2024-07-18	Cellular Response To Chemical Stress	Cellular Response To Chemical Stress	89	25	5	0.056179775280898875	0.0012596996875944774	0.2	44.597752808988766	0.045871559633027525	8.0134903490233e-08
gpt-4o-mini-2024-07-18	Cellular Response To Heat Stress	Cellular Response To Heat	40	21	3	0.075	0.001058147737579361	0.14285714285714285	70.87857142857143	0.05172413793103448	9.837200253179703e-06
gpt-4o-mini-2024-07-18	Cellular Response To Hypoxia	Cellular Response To Hypoxia	72	21	6	0.08333333333333333	0.001058147737579361	0.2857142857142857	78.75396825396825	0.06896551724137931	9.57909030099723e-11
gpt-4o-mini-2024-07-18	Cellular Response To Starvation	Cellular Response To Starvation	126	16	7	0.05555555555555555	0.0008062078000604656	0.4375	68.90972222222221	0.05185185185185185	3.833038402978935e-12
gpt-4o-mini-2024-07-18	Cellular Responses To Stimuli	Cellular Response To Hormone Stimulus	94	21	1	0.010638297872340425	0.001058147737579361	0.047619047619047616	10.05369807497467	0.008771929824561403	0.09493868355109554
gpt-4o-mini-2024-07-18	Cellular Responses To Stress	Regulation Of Cellular Response To Stress	107	20	2	0.018691588785046728	0.001007759750075582	0.1	18.547663551401868	0.016	0.005135591329466621
gpt-4o-mini-2024-07-18	Chaperone Mediated Autophagy	Regulation Of Chaperone-Mediated Autophagy	7	13	0	0.0	0.0006550438375491283	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Chaperonin-mediated Protein Folding	Chaperone Cofactor-Dependent Protein Refolding	27	12	0	0.0	0.0006046558500453492	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Cholesterol Biosynthesis	Cholesterol Biosynthetic Process	25	18	9	0.36	0.0009069837750680237	0.5	396.92	0.2647058823529412	7.511613690189038e-23
gpt-4o-mini-2024-07-18	Choline Catabolism	Choline Metabolic Process	5	13	1	0.2	0.0006550438375491283	0.07692307692307693	305.32307692307694	0.058823529411764705	0.0032712604223778673
gpt-4o-mini-2024-07-18	Chondroitin Sulfate Biosynthesis	Chondroitin Sulfate Biosynthetic Process	13	10	3	0.23076923076923078	0.000503879875037791	0.3	457.98461538461544	0.15	2.6278217848835687e-08
gpt-4o-mini-2024-07-18	Chondroitin Sulfate/Dermatan Sulfate Metabolism	Dermatan Sulfate Metabolic Process	5	17	0	0.0	0.0008565957875642446	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Chromosome Maintenance	Telomere Maintenance	68	53	8	0.11764705882352941	0.002670563337700292	0.1509433962264151	44.05327413984462	0.07079646017699115	9.738206318805829e-12
gpt-4o-mini-2024-07-18	Chylomicron Assembly	High-Density Lipoprotein Particle Assembly	9	16	2	0.2222222222222222	0.0008062078000604656	0.125	275.63888888888886	0.08695652173913043	2.1865507312867413e-05
gpt-4o-mini-2024-07-18	Chylomicron Remodeling	Triglyceride-Rich Lipoprotein Particle Remodeling	8	17	4	0.5	0.0008565957875642446	0.23529411764705882	583.7058823529412	0.19047619047619047	2.5728520069373883e-11
gpt-4o-mini-2024-07-18	Cilium Assembly	Cilium Assembly	243	38	21	0.08641975308641975	0.0019147435251436057	0.5526315789473685	45.13385315139701	0.08076923076923077	6.992088406607099e-31
gpt-4o-mini-2024-07-18	Class I MHC Mediated Antigen Processing And Presentation	Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I	18	14	8	0.4444444444444444	0.0007054318250529074	0.5714285714285714	630.031746031746	0.3333333333333333	2.1988432826569657e-22
gpt-4o-mini-2024-07-18	Class I Peroxisomal Membrane Protein Import	Peroxisomal Membrane Transport	17	10	7	0.4117647058823529	0.000503879875037791	0.7	817.1882352941176	0.35	9.697518823488151e-21
gpt-4o-mini-2024-07-18	Classical Antibody-Mediated Complement Activation	Regulation Of Complement Activation, Classical Pathway	8	25	0	0.0	0.0012596996875944774	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Clathrin-mediated Endocytosis	Clathrin-Dependent Endocytosis	27	27	6	0.2222222222222222	0.0013604756626020356	0.2222222222222222	163.34156378600824	0.125	1.013807311661134e-12
gpt-4o-mini-2024-07-18	Cobalamin (Cbl) Metabolism	Cobalamin Metabolic Process	7	10	3	0.42857142857142855	0.000503879875037791	0.3	850.5428571428571	0.21428571428571427	3.2209763683939994e-09
gpt-4o-mini-2024-07-18	Cobalamin (Cbl, Vitamin B12) Transport And Metabolism	Cobalamin Transport	8	13	2	0.25	0.0006550438375491283	0.15384615384615385	381.6538461538462	0.10526315789473684	1.1066121209687334e-05
gpt-4o-mini-2024-07-18	Coenzyme A Biosynthesis	Coenzyme A Biosynthetic Process	10	17	5	0.5	0.0008565957875642446	0.29411764705882354	583.7058823529412	0.22727272727272727	6.065843896587085e-14
gpt-4o-mini-2024-07-18	Collagen Biosynthesis And Modifying Enzymes	Regulation Of Collagen Biosynthetic Process	18	28	1	0.05555555555555555	0.0014108636501058147	0.03571428571428571	39.37698412698413	0.022222222222222223	0.025103898312450097
gpt-4o-mini-2024-07-18	Collagen Chain Trimerization	Protein Trimerization	14	28	0	0.0	0.0014108636501058147	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Condensation Of Prometaphase Chromosomes	Chromosome Condensation	32	16	3	0.09375	0.0008062078000604656	0.1875	116.28515625	0.06666666666666667	2.1022146531536485e-06
gpt-4o-mini-2024-07-18	Condensation Of Prophase Chromosomes	Chromosome Condensation	32	14	3	0.09375	0.0007054318250529074	0.21428571428571427	132.89732142857144	0.06976744186046512	1.3694388369901426e-06
gpt-4o-mini-2024-07-18	Constitutive Signaling By Overexpressed ERBB2	ERBB2 Signaling Pathway	13	15	2	0.15384615384615385	0.0007558198125566865	0.13333333333333333	203.54871794871798	0.07692307692307693	4.139073289164752e-05
gpt-4o-mini-2024-07-18	Cristae Formation	Cristae Formation	12	13	1	0.08333333333333333	0.0006550438375491283	0.07692307692307693	127.21794871794872	0.041666666666666664	0.00783443196115789
gpt-4o-mini-2024-07-18	Cross-presentation Of Particulate Exogenous Antigens (Phagosomes)	Antigen Processing And Presentation Of Exogenous Peptide Antigen	31	37	4	0.12903225806451613	0.0018643555376398266	0.10810810810810811	69.2101133391456	0.0625	3.102481309166177e-07
gpt-4o-mini-2024-07-18	Cross-presentation Of Soluble Exogenous Antigens (Endosomes)	Antigen Processing And Presentation Of Exogenous Peptide Antigen	31	13	1	0.03225806451612903	0.0006550438375491283	0.07692307692307693	49.245657568238215	0.023255813953488372	0.020123157775722225
gpt-4o-mini-2024-07-18	Crosslinking Of Collagen Fibrils	Collagen Fibril Organization	42	22	10	0.23809523809523808	0.0011085357250831401	0.45454545454545453	214.78354978354977	0.18518518518518517	3.5873848505154436e-22
gpt-4o-mini-2024-07-18	Cyclin A/B1/B2 Associated Events During G2/M Transition	Cell Cycle G2/M Phase Transition	40	22	9	0.225	0.0011085357250831401	0.4090909090909091	202.97045454545457	0.16981132075471697	1.0165525282783377e-19
gpt-4o-mini-2024-07-18	Cytokine Signaling In Immune System	Cytokine-Mediated Signaling Pathway	257	41	23	0.08949416342412451	0.002065907487654943	0.5609756097560976	43.31954066622379	0.08363636363636363	2.309762630117392e-33
gpt-4o-mini-2024-07-18	Cytosolic Iron-Sulfur Cluster Assembly	Iron-Sulfur Cluster Assembly	27	8	5	0.18518518518518517	0.0004031039000302328	0.625	459.39814814814815	0.16666666666666666	1.7581409189233534e-13
gpt-4o-mini-2024-07-18	Cytosolic tRNA Aminoacylation	tRNA Aminoacylation	22	14	0	0.0	0.0007054318250529074	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	DNA Damage Bypass	DNA Damage Response	384	16	8	0.020833333333333332	0.0008062078000604656	0.5	25.841145833333332	0.02040816326530612	2.053922492443593e-10
gpt-4o-mini-2024-07-18	DNA Damage Reversal	DNA Damage Response	384	15	7	0.018229166666666668	0.0007558198125566865	0.4666666666666667	24.11840277777778	0.017857142857142856	5.414029712314645e-09
gpt-4o-mini-2024-07-18	DNA Double Strand Break Response	DNA Double-Strand Break Processing	15	25	3	0.2	0.0012596996875944774	0.12	158.76800000000003	0.08108108108108109	7.954304302792188e-07
gpt-4o-mini-2024-07-18	DNA Double-Strand Break Repair	Double-Strand Break Repair	168	34	14	0.08333333333333333	0.0017131915751284893	0.4117647058823529	48.6421568627451	0.07446808510638298	6.722527347237551e-21
gpt-4o-mini-2024-07-18	DNA Repair	DNA Repair	291	53	41	0.140893470790378	0.002670563337700292	0.7735849056603774	52.75795889256306	0.1353135313531353	8.121364819229632e-66
gpt-4o-mini-2024-07-18	DNA Replication Pre-Initiation	DNA Replication Initiation	21	28	10	0.47619047619047616	0.0014108636501058147	0.35714285714285715	337.5170068027211	0.2564102564102564	1.7600970960195117e-24
gpt-4o-mini-2024-07-18	DNA Replication	DNA Replication	73	72	24	0.3287671232876712	0.003627935100272095	0.3333333333333333	90.62100456621005	0.19834710743801653	3.792315286816557e-42
gpt-4o-mini-2024-07-18	DNA Methylation	DNA Methylation	20	32	3	0.15	0.001612415600120931	0.09375	93.028125	0.061224489795918366	4.260785037672614e-06
gpt-4o-mini-2024-07-18	DNA Replication Initiation	DNA Replication Initiation	21	28	12	0.5714285714285714	0.0014108636501058147	0.42857142857142855	405.0204081632653	0.32432432432432434	1.143462028431247e-30
gpt-4o-mini-2024-07-18	DNA Strand Elongation	DNA Strand Elongation	12	27	7	0.5833333333333334	0.0013604756626020356	0.25925925925925924	428.77160493827165	0.21875	2.913504030977839e-18
gpt-4o-mini-2024-07-18	Deadenylation Of mRNA	Deadenylation-Dependent Decapping Of Nuclear-Transcribed mRNA	7	16	2	0.2857142857142857	0.0008062078000604656	0.125	354.3928571428571	0.09523809523809523	1.2766884483524537e-05
gpt-4o-mini-2024-07-18	Deadenylation-dependent mRNA Decay	Deadenylation-Dependent Decapping Of Nuclear-Transcribed mRNA	7	23	2	0.2857142857142857	0.0011589237125869192	0.08695652173913043	246.53416149068323	0.07142857142857142	2.68852051860813e-05
gpt-4o-mini-2024-07-18	Death Receptor Signaling	Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors	30	42	9	0.3	0.002116295475158722	0.21428571428571427	141.75714285714287	0.14285714285714285	4.70551865723165e-18
gpt-4o-mini-2024-07-18	Defective Pyroptosis	Pyroptosis	28	18	8	0.2857142857142857	0.0009069837750680237	0.4444444444444444	315.015873015873	0.21052631578947367	2.2615610569679276e-19
gpt-4o-mini-2024-07-18	Degradation Of Extracellular Matrix	Regulation Of Extracellular Matrix Disassembly	14	25	2	0.14285714285714285	0.0012596996875944774	0.08	113.40571428571428	0.05405405405405406	0.00013735402293059767
gpt-4o-mini-2024-07-18	Deposition Of New CENPA-containing Nucleosomes At Centromere	CENP-A Containing Chromatin Assembly	6	21	3	0.5	0.001058147737579361	0.14285714285714285	472.5238095238095	0.125	2.037946959260699e-08
gpt-4o-mini-2024-07-18	Dermatan Sulfate Biosynthesis	Dermatan Sulfate Proteoglycan Biosynthetic Process	7	16	3	0.42857142857142855	0.0008062078000604656	0.1875	531.5892857142857	0.15	1.5017589154348128e-08
gpt-4o-mini-2024-07-18	Detoxification Of Reactive Oxygen Species	Response To Reactive Oxygen Species	66	22	5	0.07575757575757576	0.0011085357250831401	0.22727272727272727	68.34022038567494	0.060240963855421686	8.786280821356646e-09
gpt-4o-mini-2024-07-18	Deubiquitination	Protein Deubiquitination	112	32	27	0.24107142857142858	0.001612415600120931	0.84375	149.50948660714286	0.23076923076923078	1.2917468334387178e-57
gpt-4o-mini-2024-07-18	Diseases Of Base Excision Repair	Base-Excision Repair	36	19	7	0.19444444444444445	0.0009573717625718028	0.3684210526315789	203.10233918128657	0.14583333333333334	1.7234598919162357e-15
gpt-4o-mini-2024-07-18	Diseases Of DNA Repair	Regulation Of DNA Repair	129	35	2	0.015503875968992248	0.0017635795626322684	0.05714285714285714	8.791140642303434	0.012345679012345678	0.021687454775727026
gpt-4o-mini-2024-07-18	Diseases Of Mitotic Cell Cycle	Regulation Of Mitotic Cell Cycle	125	21	7	0.056	0.001058147737579361	0.3333333333333333	52.92266666666667	0.050359712230215826	3.58629429466387e-11
gpt-4o-mini-2024-07-18	Diseases Of Programmed Cell Death	Regulation Of Programmed Cell Death	195	26	5	0.02564102564102564	0.0013100876750982565	0.19230769230769232	19.57199211045365	0.023148148148148147	4.838858784062297e-06
gpt-4o-mini-2024-07-18	Disinhibition Of SNARE Formation	Regulation Of SNARE Complex Assembly	12	10	0	0.0	0.000503879875037791	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Dissolution Of Fibrin Clot	Fibrinolysis	12	13	5	0.4166666666666667	0.0006550438375491283	0.38461538461538464	636.0897435897436	0.25	3.9656751789841147e-14
gpt-4o-mini-2024-07-18	Dopamine Receptors	Dopamine Transport	9	18	2	0.2222222222222222	0.0009069837750680237	0.1111111111111111	245.01234567901236	0.08	2.7865409523315566e-05
gpt-4o-mini-2024-07-18	Downregulation Of ERBB2 Signaling	Negative Regulation Of ERBB Signaling Pathway	18	16	0	0.0	0.0008062078000604656	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Downregulation Of ERBB2:ERBB3 Signaling	Negative Regulation Of ERBB Signaling Pathway	18	18	0	0.0	0.0009069837750680237	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Downregulation Of ERBB4 Signaling	Negative Regulation Of ERBB Signaling Pathway	18	13	0	0.0	0.0006550438375491283	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity	Negative Regulation Of SMAD Protein Signal Transduction	7	20	0	0.0	0.001007759750075582	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Downregulation Of TGF-beta Receptor Signaling	Negative Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway	77	11	3	0.03896103896103896	0.0005542678625415701	0.2727272727272727	70.29279811097993	0.03529411764705882	9.060871979463273e-06
gpt-4o-mini-2024-07-18	Downstream Signaling Events Of B Cell Receptor (BCR)	B Cell Receptor Signaling Pathway	46	20	7	0.15217391304347827	0.001007759750075582	0.35	151.0021739130435	0.11864406779661017	1.688209422507522e-14
gpt-4o-mini-2024-07-18	E2F Mediated Regulation Of DNA Replication	Positive Regulation Of DNA Replication	18	26	1	0.05555555555555555	0.0013100876750982565	0.038461538461538464	42.4059829059829	0.023255813953488372	0.02333068864045643
gpt-4o-mini-2024-07-18	EPH-Ephrin Signaling	Ephrin Receptor Signaling Pathway	43	45	22	0.5116279069767442	0.0022674594376700594	0.4888888888888889	225.63927648578814	0.3333333333333333	1.3597941199790772e-49
gpt-4o-mini-2024-07-18	ER To Golgi Anterograde Transport	Retrograde Transport, Endosome To Golgi	94	17	0	0.0	0.0008565957875642446	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	ERBB2 Activates PTK6 Signaling	ERBB2 Signaling Pathway	13	10	3	0.23076923076923078	0.000503879875037791	0.3	457.98461538461544	0.15	2.6278217848835687e-08
gpt-4o-mini-2024-07-18	ERBB2 Regulates Cell Motility	ERBB2 Signaling Pathway	13	18	2	0.15384615384615385	0.0009069837750680237	0.1111111111111111	169.62393162393164	0.06896551724137931	6.0245378443743746e-05
gpt-4o-mini-2024-07-18	Elastic Fibre Formation	Elastic Fiber Assembly	6	13	0	0.0	0.0006550438375491283	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Endosomal/Vacuolar Pathway	Late Endosome To Vacuole Transport Via Multivesicular Body Sorting Pathway	25	34	0	0.0	0.0017131915751284893	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Entry Of Influenza Virion Into Host Cell Via Endocytosis	Receptor-Mediated Endocytosis Of Virus By Host Cell	10	15	0	0.0	0.0007558198125566865	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Ephrin Signaling	Ephrin Receptor Signaling Pathway	43	37	14	0.32558139534883723	0.0018643555376398266	0.3783783783783784	174.63482086737903	0.21212121212121213	2.762891312563282e-29
gpt-4o-mini-2024-07-18	Epigenetic Regulation Of Gene Expression	Epigenetic Regulation Of Gene Expression	83	36	9	0.10843373493975904	0.0018139675501360475	0.25	59.777108433734945	0.08181818181818182	2.1509688065860884e-14
gpt-4o-mini-2024-07-18	Establishment Of Sister Chromatid Cohesion	Establishment Of Mitotic Sister Chromatid Cohesion	6	22	3	0.5	0.0011085357250831401	0.13636363636363635	451.04545454545456	0.12	2.3594603304280506e-08
gpt-4o-mini-2024-07-18	Estrogen Biosynthesis	Estrogen Biosynthetic Process	7	13	3	0.42857142857142855	0.0006550438375491283	0.23076923076923078	654.2637362637363	0.17647058823529413	7.673178199482027e-09
gpt-4o-mini-2024-07-18	Ethanol Oxidation	Ethanol Oxidation	7	11	4	0.5714285714285714	0.0005542678625415701	0.36363636363636365	1030.9610389610389	0.2857142857142857	1.7859315504027206e-12
gpt-4o-mini-2024-07-18	Eukaryotic Translation Elongation	Translational Elongation	42	24	2	0.047619047619047616	0.0012093117000906983	0.08333333333333333	39.37698412698413	0.03125	0.0011716225578618958
gpt-4o-mini-2024-07-18	Eukaryotic Translation Termination	Translational Termination	8	20	0	0.0	0.001007759750075582	0.0	0.0	0.0	1.0
