set_descr	generatio	bgratio	richFactor	foldEnrich	p_val	p_adj	intersection	set_genes	ngenes	nset	ninter	in_toks	out_toks
Protein maturation	0.0	0.0007558198125566865	0.0	0.0	1.0	1.0		HSP90AA1,HSPA4,BIP,CALR,HERPUD1,NPM1,TCP1,GANAB,UGGT1,OS9,CRTAP,EDEM1,PDIA1,MKKS,CNX	29	15	0	152	196
Lipid raft assembly	0.0	0.0007558198125566865	0.0	0.0	1.0	1.0		GNGT1,CAV3,SRC,FLOT2,GPI,STOML2,CAV1,PRNP,STOM,LCK,CAV2,GNB2,HLA-DRB1,FLOT1,FYN	29	15	0	156	199
Glycogen biosynthetic process	0.0	0.0007558198125566865	0.0	0.0	1.0	1.0		PYGL,PYGB,UGP2,PHKA2,PGM3,GYS2,GYS1,PGM2,PHKG1,PHKA1,PGM5,PHKB,PHKG2,PGM1,PYGM	29	15	0	162	197
Protein import into nucleus	0.0	0.0012093117000906983	0.0	0.0	1.0	1.0		IPO8,KPNA2,KPNA4,IPO9,NUP214,IPO5,TNPO1,RAN,RANBP2,RANBP3,KPNA6,KPNB1,TNPO3,KPNA1,NUTF2,KPNA5,NUP153,RANBP1,KPNA3,TNPO2,KPNA7,RCC1,IPO7,NUP50	29	24	0	156	317
Regulation of cell shape	0.0	0.001562027612617152	0.0	0.0	1.0	1.0		PAK4,MYH10,TUBB2A,TUBB,MYH9,LIMK1,JAK2,RHOA,ACTG1,SHROOM2,SHROOM3,FSCN1,CDC42,VCL,ROCK1,GSK3B,STAT3,ACTA1,EZR,LIMK2,ACTB,ROCK2,PAK6,JAK1,FLNA,PAK2,PAK1,RHOC,PTEN,TNS1,RAC1	29	31	0	158	407
Microtubule-based process	0.0	0.001511639625113373	0.0	0.0	1.0	1.0		TUBB,CEP135,KIF11,DYNC1H1,CLIP1,RANBP2,DCTN1,TTN,FSCN1,TUBA1A,DLG1,ACTR1A,CEP152,DCX,KIF5B,SPAG5,STMN1,NEDD1,MADD,MAPT,SPTBN1,CEP120,KATNA1,NDEL1,APC,NUMA1,CAMSAP2,PRC1,NIN,TPX2	29	30	0	160	278
Cellular response to interleukin-1	0.0	0.0011589237125869192	0.0	0.0	1.0	1.0		NFKB1,CHUK,IL1R2,TRAF6,IKBKG,IKBKB,MAPK1,NFKBIA,RELB,IL1RAP,IRAK1,MAPK14,NFKBIZ,NFKB2,IRAK4,TOLLIP,IRAK2,RELA,MYD88,IL1RL1,MAPK3,TIRAP,IL1R1	29	23	0	166	310
Endoplasmic reticulum organization	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		EIF2AK3,ATL3,ATF6,TOR1A,SSR1,REEP5,IREB2,ERN1,CREB3,REEP7,SYVN1,XBP1,HSPA5,PDIA4,TMEM109,RTN3,REEP6,RTN4,SEC63,DNAJB9	29	20	0	160	183
Golgi apparatus organization	0.0	0.0023178474251738385	0.0	0.0	1.0	1.0		GOLGA2,RAB6A,GORASP2,OSBP,TMED2,SEC24D,SEC23A,COG2,RAB33B,TMED10,GOLGB1,STX6,COG5,GOLGA6A,RAB1A,COG8,GOLM1,STX16,GOLPH3,STX18,GOLGA7,COG4,GOLPH3L,OSBPL9,SEC24C,BET1L,GORASP1,COG1,STX5,RAB1B,CPLX1,SEC24B,RAB6B,BET1,COG7,GS28,SEC24A,GOLGA3,COG3,GOLGA5,COG6,USO1,TBC1D20,GOLGA4,GS27,VTI1A	29	46	0	156	622
Platelet degranulation	0.0	0.001511639625113373	0.0	0.0	1.0	1.0		DIRAS3,SYT7,STX4,PTGS2,PDIA6,STXBP3,PDIA3,NRG1,ANXA5,TPM4,PLA2G4C,STXBP2,TPM1,RHOB,SYT5,RAB27A,SYT9,PLA2G4A,MUNC18-2,PLDN,FLT1,UNC13D,STX11,STXBP1,STX2,VAMP8,PTGS1,BLOC1S1,SNAP23,LIMS1	29	30	0	158	405
Mast cell degranulation	0.0	0.0011589237125869192	0.0	0.0	1.0	1.0		IL4,PTGS2,ADA,TBXA2R,LYN,LAT,LCP2,MS4A2,IL13,HPGDS,BTK,SLC18A2,BLNK,FCER1G,SYK,ADRB2,GMFG,PLCγ1,VAV1,PTGS1,RAC1,FCER1A,PLCγ2	29	23	0	160	208
Dendritic cell differentiation	0.0	0.0028217273002116294	0.0	0.0	1.0	1.0		CSF2,NFKB1,CXCL2,CCL2,S100A8,TLR3,TNF,IL4,IL6,IL15,TLR1,MPL,CX3CR1,HLA-DRA,HLA-DRB1,IFNG,IL12B,RELB,TLR5,CCR2,IRAK1,IL32,IL18,TLR4,IL13,TLR7,TLR10,IFNA1,TLR8,STAT3,CD80,HLA-DQA1,TLR9,NFKB2,FLT3,CSF1,KIT,CD86,HLA-DPB1,HLA-DQB1,STAT5B,IFNB1,CCR5,IRAK2,HLA-DPA1,CD14,TLR2,STAT4,RELA,CSF3,IL10,REL,S100A9,CD83,STAT5A,CCL5	29	56	0	158	726
Programmed cell death	0.0	0.0012596996875944774	0.0	0.0	1.0	1.0		HRK,BIRC5,NFKB1,DIABLO,BAK1,TNF,CASP9,NFKBIA,BCL2,CASP8,APAF1,BCL2L1,MCL1,TP53,BID,FADD,PMAIP1,TNFRSF1A,CASP3,CYCS,BAD,IAP1,XIAP,BAX,FAS	29	25	0	156	327
Blood coagulation	0.0	0.0019147435251436057	0.0	0.0	1.0	1.0		FGG,F2RL1,F13B,TFPI,F2RL4,F2RL3,KLKB1,FGB,CPB2,F5,APOH,FGL1,F2,THBD,PLG,GP9,PROZ,F13A1,GP1BB,F8,PLAT,ITGB3,PROCR,SERPINC1,SERPINA1,F2R,F7,F11,PROC,FGA,ITGA2B,F2RL2,GP1BA,F12,F9,F10,VWF,PROS1	29	38	0	154	486
Iron response element binding protein network	0.0	0.0009573717625718028	0.0	0.0	1.0	1.0		BMP2,SLC11A2,CP,HMOX2,HAMP,FPN1,HFE,FTL,IREB2,BMP6,ACO1,SLC25A37,TFRC,HMOX1,HJV,FTH1,B2M,SLC40A1,TFR2	29	19	0	160	175
Autophagy	0.0	0.0013100876750982565	0.0	0.0	1.0	1.0		RPTOR,GABARAPL1,ATG7,ATG4A,ATG12,WIPI2,ATG4B,ATG4D,ATG4C,MTOR,WIPI1,GABARAPL2,ATG9A,SQSTM1,ULK1,ATG5,PINK1,PRKN,UVRAG,ULK2,ATG16L1,RUBCN,LC3B,GABARAP,BECN1,ATG9B	29	26	0	154	355
Protein ubiquitination	0.0	0.0022170714501662803	0.0	0.0	1.0	1.0		UBE2E2,UBE2C,UBA1,RNF168,RBX1,UBE2D3,ANAPC10,CDC20,USP10,CUL1,UBE2D4,TRIM33,USP14,CUL4B,DCAF1,CUL4A,USP9X,SYVN1,RNF2,HUWE1,CUL2,RNF8,UBC,MDM2,UBE2E3,CDH1,ANAPC2,UBE2E1,ITCH,SCF,SKP2,TRIM24,CUL3,FBXW7,UBA6,TRIM28,UBE2B,USP7,BTRC,UBE2A,UBB,UBE2D1,UBE2D2,CUL5	29	44	0	154	584
Membrane raft	0.0	0.0005542678625415701	0.0	0.0	1.0	1.0		GPHA2,PRKC,FLOT2,SRC,ACVR1,CAV1,LCK,CAV2,LYN,FLOT1,FYN	29	11	0	154	143
Deubiquitination	0.0	0.0033759951627531995	0.0	0.0	1.0	1.0		ATXN3,OTUD4,USP36,USP47,USP16,USP37,USP46,USP12,USP50,USP6,JOSD1,USP13,USP54,USP21,OTUD2,USP48,USP18,USP25,USP51,OTUD5,USP19,USP3,USP10,OTUD6B,USP17L1,USP42,USP43,CYLD,JOSD2,USP28,USP31,USP20,USP14,USP15,USP4,USP33,BRCC3,USP34,USP9X,USP32,USP38,USP22,USP35,OTUD6A,USP29,BAP1,USP45,VCIP135,USP40,USP2,USP11,EIF3F,USP49,USP24,USP39,USP5,USP30,USP8,USP41,USP53,USP26,USP7,OTUD3,USP44,USP1,YOD1,OTUD1	29	67	0	158	894
Apoptotic process	0.0	0.0012093117000906983	0.0	0.0	1.0	1.0		BIRC5,NFKB1,DIABLO,TNF,CASP9,NFKBIA,BCL2,CASP8,APAF1,MCL1,BCL2L11,TNFRSF10B,TP53,BID,PMAIP1,TNFRSF1A,CASP3,CYCS,BAD,FASLG,RELA,XIAP,BAX,FAS	29	24	0	156	317
Lipopolysaccharide-mediated signaling pathway	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		CHUK,IL1B,TNF,IL6,LY96,TRAF6,IKBKB,NFKBIA,IRAK1,MAP3K7,TLR4,TICAM1,TAB2,IRAK4,TAB1,IFNB1,CD14,RELA,MYD88,TIRAP	29	20	0	164	181
Protein processing in endoplasmic reticulum	0.0	0.0034767711377607577	0.0	0.0	1.0	1.0		ERP44,EIF2AK3,TMED2,ATF4,SEC61G,CALR,EDEM3,ATF6,TMX1,PDIA6,SEL1L,GANAB,EDEM2,SEL1L3,PDIA3,PPIB,TMED10,SSR1,UGGT2,SSR3,SCAP,SEC61A1,UGP2,CANX,TRAM2,SEC62,BIP,M5,SSR4,TMX3,ERN1,DERL2,OS9,UGGT1,SRP72,TXNDC11,PDIA1,SYVN1,GRP94,SRD5A3,UBE2J1,SSR2,TXNDC12,DNAJC10,FICD,ERO1LB,SEC61B,XBP1,TUSC3,VCP,SRP68,SRP54,HSPA5,PDIA4,NUCB1,SRP19,DDIT3,DERL3,HERPUD1,DERL1,MANF,HSP90B1,TRAM1,SEC63,DNAJB9,EDEM1,TXNDC5,ERO1L,ERP29	29	69	0	164	630
Exosome secretion	0.0	0.0006550438375491283	0.0	0.0	1.0	1.0		VPS4B,RAB27B,SYT7,ARRDC1,RAB11A,VPS4A,EXOC3,RAB27A,EXOC4,SNAP23,NEDD4,TSG101,NCKAP1	29	13	0	154	194
Lipid metabolic process	0.0	0.0023682354126776176	0.0	0.0	1.0	1.0		LIPC,STARD5,ACACA,ACSL3,ALDH9A1,FABP4,SREBF1,CPT1B,SREBF2,HMGCR,CPT2,LPIN3,APOB,ACOX1,SCAP,TPMT,PLIN5,SCD,PLIN1,STARD6,PPARG,PLIN2,CD36,ACSL1,STARD4,FABP1,PLIN4,LDLR,FASN,LIPE,ALDH3A2,FABP7,INSIG2,ACACB,FABP5,ACSL4,DGAT1,MGLL,INSIG1,RXRA,LPIN2,FABP3,CPT1A,LPIN1,PLIN3,DGAT2,ACSL6	29	47	0	156	612
Cellular response to stress	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		EIF2AK3,ATF4,GADD45A,AKT1,HSPA1A,TXN2,NFE2L2,GAPDH,MAPK8,PRDX1,KEAP1,HSP90AA1,HIF1A,XBP1,FOXO3,HSP90AB1,HSPB1,HSPA5,DDIT3,SRXN1	29	20	0	158	277
Dendritic cell chemotaxis	0.0	0.0008062078000604656	0.0	0.0	1.0	1.0		CX3CL1,CCR2,CCR7,CCL2,ICAM1,SELE,CCL21,S1PR3,CXCL12,S1PR1,CCL19,ITGB2,CX3CR1,ITGAM,SELL,CXCR4	29	16	0	162	213
Monocyte chemotaxis	0.0	0.0012596996875944774	0.0	0.0	1.0	1.0		S100A8,CCL2,IL1B,TNF,CXCL14,PTGS2,CCL8,CCL16,CX3CR1,PF4,CCL13,CCR2,CXCL12,ICAM1,CCL26,CSF1,CCL7,CCR1,IL8,CCR5,ALOX5,VCAM1,CD44,S100A9,PTGER4	29	25	0	158	327
Cytokine activity	0.0	0.003577547112768316	0.0	0.0	1.0	1.0		IL31,CSF2,CXCR5,TNFSF15,IL1B,IL4,IL6,TNF,TNFSF10,TNFSF13B,IL28B,IL15,IL29,TNFSF14,IL23A,CX3CR1,IL24,CCR9,IL17A,IFNG,IL12B,TNFSF13,CCR2,CCR7,XCR1,IL11,IL18,CCR4,IL13,IL22,XCR2,IL27,IFNE,IL3,IL28A,CCR6,CXCR1,IFNA1,IL1A,IL34,CXCR2,CCR3,CXCR6,IL2,CSF1,IFNK,IL26,TNFSF12,CCR8,IL20,IFNB1,IL8,CCR1,CCR5,CCR10,IFNL1,IL7,IL12A,IL25,TNFSF11,CXCR3,CXCR7,IL10,CSF3,CCR11,IL19,IL5,IL9,IL21,CXCR4,IL33	29	71	0	158	910
Phosphatidylserine exposure on apoptotic cells	0.0	0.0006046558500453492	0.0	0.0	1.0	1.0		CASP8,XKR8,BAK1,FADD,P4-ATPase,PMAIP1,SCRAMBLASE,CASP3,TMEM16F,GPX4,BBC3,BAX	29	12	0	170	164
Steroid biosynthesis	0.0	0.0011589237125869192	0.0	0.0	1.0	1.0		CYP11A1,CYP11B1,SRD5A1,CYP19A1,CYP7B1,HSD17B4,CYP11B2,AKR1C1,STS,CYP7A1,CYP27A1,STAR,AKR1C2,CYP17A1,HSD3B2,SRD5A2,CYP21A2,HSD17B3,AKR1C3,AKR1C4,HSD3B1,HSD17B7,HSD17B1	29	23	0	156	343
Negative regulation of biosynthetic process	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		INK4A,AHR,RB1,ADA,SMAD4,CNOT6,CCNG2,FOXO1,DAXX,TSC1,TP53,TSC2,VHL,BRCA1,NF1,CDKN1A,BCL6,CADM1,PTEN,BTG2	29	20	0	160	179
T-cell receptor signaling pathway	0.0	0.0022674594376700594	0.0	0.0	1.0	1.0		ITK,AKT1,MAPK1,LAT,GRAP2,CD8B,SH2D1A,CD3G,GRB2,FOXP3,CD28,AKT2,NFATC1,ZAP70,NFAT5,AKT3,PTPN6,PIK3CG,PLCG1,CD3Z,GATA3,STAT5B,PTPN11,ICOS,CD4,VAV1,CD8A,SOS2,LAT2,NFATC3,NFATC,NFATC2,CD3D,CD3E,CD247,LCK,PIK3CD,IKZF1,CTLA4,NFATC4,SLP76,SOS1,STAT5A,MAPK3,PDCD1	29	45	0	158	587
Regulation of cell death	0.0	0.003627935100272095	0.0	0.0	1.0	1.0		PRKAA1,BIRC5,HRK,NFKB1,CHEK1,DIABLO,CHEK2,TNF,BIRC7,DAPK1,BIRC2,CASP9,BIRC8,TNFRSF10D,TNFRSF10C,ATG7,RELB,ATM,CDKN2B,BCL2,CASP8,CDKN2D,PRKAA2,FOXO1,ATG12,TRADD,CDKN1B,APAF1,TSC1,BIRC3,TNFRSF10A,BCL2L1,BBC3,MTOR,MCL1,BCL2L11,CDKN2A,TNFRSF10B,TP53,ATG13,BID,NFKB2,ULK1,PMAIP1,TSC2,DAPK2,RPS6KB1,CYCS,CASP3,ATG5,FOXO6,FOXO3,BAD,CDKN1A,FOXO4,FASLG,AIFM1,BIRC6,PTEN,ATR,RPS6KB2,ULK2,BCL2A1,ATG10,RELA,DAPK3,REL,XIAP,CDKN2C,BECN1,BAX,FAS	29	72	0	158	662
Sarcoplasmic reticulum membrane	0.0	0.0009069837750680237	0.0	0.0	1.0	1.0		JPH2,CASQ1,ATP1A2,SLC8A2,SLC8A3,RYR2,RYR1,ATP2A3,SLC8A1,JPH1,SLN,PLN,ATP1A3,ATP1A1,TRDN,ATP2A2,ATP2A1,CASQ2	29	18	0	162	249
Lipid droplet	0.0	0.002116295475158722	0.0	0.0	1.0	1.0		ACSL5,PNPLA2,CIDEC,ACSL3,SREBF1,AKT1,FABP4,SREBF2,AGPAT5,FITM1,PLIN5,AKT2,PLIN1,CAV2,LPCAT4,PPARG,PLIN2,MEST,ACSL1,AKT3,CEBPB,PLIN4,ADRP,AGPAT3,AGPAT1,CAV1,FASN,FITM2,FABP5,LPCAT1,ACSL4,DGAT1,AGPAT2,AGPAT4,BSCL2,LPCAT2,MLXIPL,FSP27,PLIN3,DGAT2,LPCAT3,ACSL6	29	42	0	156	553
Myeloid cell differentiation	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		CSF2,NFE2,MNDA,IRF8,SPI1,GATA2,FLI1,ETV6,HOXA9,MPO,CSF1,ERG,GATA1,CEBPA,RUNX1,CEBPE,CSF3,M-CSF,ELANE,HOXB4	29	20	0	158	260
Protein glycosylation	0.0	0.002620175350196513	0.0	0.0	1.0	1.0		MGAT4B,PIGT,PIGU,SEC61G,PIGY,ALG10,DPM1,PIGP,PIGM,PIGS,STT3A,MGAT2,PIGA,SEC61A1,UGP2,PIGN,GFPT2,RPN1,UGDH,TPP1,DPM3,RPN2,MGAT5,ALG9,MGAT4A,UGCG,ALG1,PIGH,ALG6,MGAT1,SEC61B,PMM2,MPI,PIGO,ALG2,PIGW,ALG3,MGAT3,STT3B,DDOST,PMM1,PIGF,PIGC,PIGL,GNPNAT1,DPM2,PIGQ,ALG5,PIGB,GFPT1,ALG8,PIGX	29	52	0	158	671
Extracellular matrix organization	0.0	0.002519399375188955	0.0	0.0	1.0	1.0		ITGAV,LAMB1,MFAP5,ITGA1,TGFBR2,FBLN1,ITGA2,COL1A1,VCAN,ADAMTS4,TGFB1,MMP3,ADAMTS2,LOXL2,COL5A2,PLOD2,ITGA5,TNC,SPARC,ELN,FN1,THBS1,FBLN5,CTGF,TGFB2,FBLN2,BGN,LAMA1,MMP2,ITGB1,DCN,MMP1,ITGB3,LUM,TGFBR1,ITGA4,FNDC1,PLOD1,ITGA3,ITGA6,MMP9,VWF,THBS2,LOX,SERPINH1,COL3A1,ITGB5,COMP,LOXL1,THBS4	29	50	0	158	654
Interleukin-8 signaling	0.0	0.0012596996875944774	0.0	0.0	1.0	1.0		SRC,NFKB1,CHUK,IL1B,TNF,AKT1,IKBKB,MAPK1,PIK3CA,PIK3CB,AKT2,GRK6,CXCR1,AKT3,STAT3,CXCR2,PIK3CG,IL8,STAT1,PTEN,RELA,PIK3CD,MAPK3,GRK2,RAF1	29	25	0	160	226
