set_descr	generatio	bgratio	richFactor	foldEnrich	p_val	p_adj	intersection	set_genes	ngenes	nset	ninter
Type I diabetes mellitus	0.0	0.002166683462662501	0.0	0.0	1.0	1.0		HLA-E,GAD1,IL1B,TNF,HLA-DRA,HLA-B,HLA-DRB5,HLA-DRB1,PTPRN2,HLA-DMA,LTA,IFNG,ICA1,IL12B,PRF1,HLA-DOB,HLA-DQA2,CD28,HLA-DOA,HLA-A,HSPD1,HLA-F,IL1A,CD80,HLA-DQA1,HLA-DMB,IL2,HLA-DRB4,HLA-DPB1,CD86,HLA-DQB1,GAD2,HLA-C,INS,CPE,HLA-G,FASLG,HLA-DPA1,PTPRN,IL12A,HLA-DRB3,GZMB,FAS	29	43	0
Type II diabetes mellitus	0.0	0.0023178474251738385	0.0	0.0	1.0	1.0		CACNA1E,SLC2A4,PKLR,GCK,PRKCD,TNF,CACNA1B,PIK3R2,IKBKB,PDX1,ADIPOQ,CACNA1A,SOCS4,IRS4,PIK3CA,MAPK9,MAPK1,IRS2,PIK3CB,HK2,ABCC8,MAPK8,SOCS2,CACNA1C,PKM,PRKCZ,MTOR,PRKCE,IRS1,PIK3R1,MAFA,PIK3R3,INSR,INS,CACNA1G,HK3,MAPK10,HKDC1,KCNJ11,SLC2A2,PIK3CD,SOCS3,CACNA1D,MAPK3,HK1,SOCS1	29	46	0
Tyrosine metabolism	0.0	0.0018139675501360475	0.0	0.0	1.0	1.0		GOT2,TYR,ADH6,LRTOMT,ALDH3B2,HGD,ADH7,ADH1B,AOC3,GSTZ1,GOT1,TYRP1,MAOA,TAT,HPD,FAH,GOT1L1,DBH,MIF,COMT,ADH4,ADH5,AOX1,PNMT,AOC2,TH,FAHD1,DDC,ADH1C,ALDH3A1,IL4I1,ADH1A,ALDH3B1,DCT,TPO,MAOB	29	36	0
Ubiquinone and other terpenoid-quinone biosynthesis	0.0	0.0005542678625415701	0.0	0.0	1.0	1.0		VKORC1,HPD,NQO1,COQ3,VKORC1L1,COQ6,GGCX,COQ2,COQ5,COQ7,TAT	29	11	0
mRNA surveillance pathway	0.0	0.0049380227753703515	0.0	0.0	1.0	1.0		NXT1,PPP2R5D,NXF3,DDX39B,CPSF3,GSPT1,ALYREF,CPSF4L,MAGOHB,PABPC5,GSPT2,CPSF4,RNPS1,WDR33,PAPOLB,PABPN1,CSTF2,HBS1L,FUS,PNN,PABPC4L,DDX19A,PPP2R2D,RNMT,PPP2R2B,PAPOLA,CLP1,DAZAP1,ETF1,PABPC3,CPSF6,CPSF2,PPP2R5E,PPP2R3C,NCBP1,CSTF2T,PPP1CB,PPP2R1A,FIP1L1,MSI2,NCBP2L,CASC3,UPF3B,DDX19B,ACIN1,PELO,UPF2,SYMPK,SMG5,RNGTT,SMG7,PPP2R5B,PPP2R3A,PABPC1L2B,NXF2B,PABPC1L2A,PPP2CB,PABPC1,PPP2R2C,EIF4A3,SSU72,CSTF1,PCF11,PPP2R1B,NXF2,PAPOLG,PABPC1L,NXT2,PPP1CA,TARDBP,PPP2R3B,PPP1CC,SAP18,PPP2R5C,BCL2L2-PABPN1,CPSF1,GLE1,SRRM1,PABPC4,UPF1,UPF3A,PYM1,NXF1,NUDT21,PPP2R5A,CSTF3,NXF5,CPSF7,PPP2R2A,MSI1,RBM8A,SMG6,NCBP2,PPP2CA,SMG1,MAGOH,WDR82,PABPN1L	29	98	0
cGMP-PKG signaling pathway	0.0	0.00841479391313111	0.0	0.0	1.0	1.0		KCNMB4,VDAC1,GNAQ,PPIF,NPPC,PLCB1,SLC25A5,PPP3R1,ADRA1D,ADRA1A,GNA13,IRS2,CREB5,EDNRB,CREB3L1,ADCY7,ADRB3,MYLK4,CACNA1C,PLCB4,MYLK2,SLC25A31,PDE5A,AKT3,ADCY2,PRKCE,ADCY4,GUCY1B1,MYLK,GNAI2,ATP1B1,ATF6B,VDAC2,GTF2IRD1,PIK3CG,KCNJ8,ITPR1,INS,ADORA1,GUCY1A2,ATP2B2,PPP3R2,CACNA1S,ATP2B3,ATP1B2,SLC25A6,GTF2I,PDE3B,MAPK3,MEF2D,EDNRA,BDKRB2,NOS3,CALM1,CREB1,PPP3CA,ADCY6,VASP,PLN,CREB3,ATP1A2,SLC25A4,SLC8A2,CREB3L2,KCNMA1,MYH6,CALM2,IRS1,NPPA,KCNMB2,ADRB2,CALM3,ADRA2B,ADCY1,PPP1CB,NFATC3,GNAI1,FXYD2,KCNMB3,SRF,PPP1R12A,NFATC4,NPR2,ADRA1B,PRKG2,SLC8A3,ATP1B3,PDE2A,ATP2A3,AKT1,RHOA,CNGA1,ADCY5,IRS4,PDE3A,ATP2A2,ATP1A3,CALML4,ATP2B1,VDAC3,NPR1,CALML5,PIK3R5,OPRD1,PRKG1,KNG1,ADORA3,PLCB3,PPP3CB,ADRA2A,ROCK2,MAP2K2,MEF2C,NPPB,CACNA1F,GUCY1A1,ATP1B4,INSR,PIK3R6,ITPR3,MAP2K1,MYLK3,NFATC2,KCNMB1,MYH7,GNAI3,PPP1CA,ADCY8,PPP1CC,ATP2A1,RAF1,PLCB2,CALML6,ATF4,GNA11,KCNU1,GATA4,MEF2A,MAPK1,ATP1A4,RGS2,ITPR2,CREB3L4,ROCK1,AKT2,CALML3,NFATC1,BORCS8-MEF2B,GNA12,PPP3CC,MEF2B,CREB3L3,ATP2B4,BAD,ADCY3,ADRA2C,TRPC6,SLC8A1,ATF2,ADCY9,MYL9,AGTR1,CACNA1D,ATP1A1,ADRB1,IRAG1,CNGB1	29	167	0
beta-Alanine metabolism	0.0	0.001511639625113373	0.0	0.0	1.0	1.0		CNDP1,GAD1,SMOX,ALDH3B2,ALDH9A1,AOC3,ALDH1B1,ALDH6A1,MLYCD,HADHA,ALDH7A1,ALDH2,ACOX1,CARNS1,EHHADH,ABAT,DPYD,ACADS,CNDP2,UPB1,ALDH3A2,GAD2,GADL1,HIBCH,AOC2,ECHS1,DPYS,ACOX3,ALDH3A1,ALDH3B1	29	30	0
alpha-Linolenic acid metabolism	0.0	0.0012596996875944774	0.0	0.0	1.0	1.0		ACAA1,PLA2G12B,PLA2G2F,PLA2G5,JMJD7-PLA2G4B,PLA2G2A,ACOX1,PLA2G4C,PLAAT3,FADS2,PLA2G2C,PLA2G4A,PLA2G4F,PLA2G4E,PLA2G10,PLA2G12A,PLA2G3,PLA2G2D,PLA2G6,PLA2G1B,PLA2G4B,PLB1,PLA2G2E,ACOX3,PLA2G4D	29	25	0
Wnt signaling pathway	0.0	0.00836440592562733	0.0	0.0	1.0	1.0		AXIN2,PRKACA,DAAM2,PRICKLE4,WNT9B,PLCB1,TLE1,WNT7B,PPP3R1,WIF1,CAMK2G,CUL1,CSNK1A1,MAP3K7,NLK,CTNND2,FZD1,DKK4,VANGL2,NKD1,PLCB4,MMP7,CSNK1A1L,GPC4,CAMK2D,TCF7L1,PRKCB,DKK1,WNT4,TLE7,BAMBI,CTBP1,PPP3R2,FRAT1,RAC2,TLE4,RAC3,LRP5,WNT8A,SFRP2,TLE3,SFRP1,WNT3,PRICKLE2,JUN,FOSL1,CAMK2B,WNT2B,EP300,TBL1Y,WNT3A,RSPO1,CTNNBIP1,SENP2,TCF7,SOST,CSNK2A2,LEF1,PPP3CA,FZD9,WNT2,DVL3,CAMK2A,RSPO4,NOTUM,ZNRF3,INVS,WNT5A,FZD4,LGR4,APC2,PSEN1,PRKACG,FBXW11,MYC,NFATC3,PRICKLE1,RUVBL1,WNT9A,FZD6,DKK2,CSNK2A1,CTNNB1,CCND3,WNT6,AXIN1,NFATC4,RAC1,RSPO2,DVL1,SOX17,ROR2,RSPO3,PRKCG,RBX1,CCND1,WNT7A,RHOA,CACYBP,CER1,SMAD4,SKP1,SFRP4,PRICKLE3,MAPK9,PPARD,FZD8,CXXC4,GSK3B,FRAT2,PLCB3,PPP3CB,TP53,DAAM1,ROCK2,SFRP5,CHD8,LGR5,CSNK1E,CCND2,FZD10,DVL2,NFATC2,FZD5,SIAH1,FZD7,WNT11,RNF43,CSNK2B,TBL1XR1,PORCN,WNT8B,LGR6,CBY1,PLCB2,NKD2,WNT10A,TCF7L2,TLE6,LRP6,WNT5B,TPTEP2-CSNK1E,ROR1,WNT1,MAPK8,NFATC1,SMAD3,CCN4,TBL1X,CREBBP,WNT16,VANGL1,FZD3,PPP3CC,PRKACB,CSNK2A3,CTBP2,PRKCA,FZD2,MAPK10,RYK,APC,TLE2,SERPINF1,BTRC,WNT10B	29	166	0
Vitamin digestion and absorption	0.0	0.0012093117000906983	0.0	0.0	1.0	1.0		TCN2,FOLH1,CUBN,APOB,SLC19A1,PNLIP,LRAT,APOA4,SLC19A3,BTD,SLC46A1,CBLIF,SLC5A6,LMBRD1,AWAT2,RBP2,APOA1,PLB1,SLC52A3,SLC23A1,ABCC1,SCARB1,MMACHC,SLC19A2	29	24	0
Systemic lupus erythematosus	0.0	0.006802378313010178	0.0	0.0	1.0	1.0		H4C6,CTSG,H2AC18,C5,H2AB2,H4C14,H2AC14,HLA-DMA,C3,HLA-DOB,H2AC13,H2AC15,MACROH2A1,H3C14,C7,H4-16,H2BC5,H3C10,H2AC6,H4C7,H2AJ,H2BC3,CD86,H2AC8,H4C15,C9,H2AC4,C1R,H2AC16,H2BC4,GRIN2B,H2AC19,CD40LG,FCGR1A,H2BC1,HLA-DRB3,H4C11,H4C2,H2AC1,H2BU1,HLA-DMB,H4C4,TNF,TRIM21,HLA-DRA,H2AX,HLA-DRB5,SNRPB,C6,CD28,C8B,H3C3,H3C12,CD40,C4B,H3-3A,H2AC21,C8A,C4A,CD80,H2BC14,HLA-DQA1,H4C5,H2BC18,FCGR2A,H2BC13,IGH,RO60,IL10,SSB,H3C7,H4C12,H2BC8,H2BE1,H2BC21,SNRPD1,H2AW,ACTN1,FCGR3A,H3-3B,MACROH2A2,H2AC12,C1S,H3C2,C1QC,C2,H2AZ1,H2BW1,GRIN2A,H2BC6,H2BC17,H2BS1,H2AB3,H2AC20,H4C9,H2AB1,ACTN4,H2AC11,C1QA,H4C1,H2BC10,HLA-DPA1,SNRPD3,H4C13,H3C6,H3C15,H2BC7,H3C13,H2BW2,H2BC9,HLA-DRB1,H4C8,H3C4,IFNG,H2AC7,H2BC11,H3C1,HLA-DQA2,HLA-DOA,H3C8,H2BC15,H4C3,H2AZ2,H2AC17,HLA-DRB4,H2BC12,FCGR3B,HLA-DQB1,HLA-DPB1,C1QB,H3-4,ELANE,H3C11,H3-5,C8G	29	135	0
Vitamin B6 metabolism	0.0	0.0003023279250226746	0.0	0.0	1.0	1.0		PHOSPHO2,PDXK,AOX1,PDXP,PSAT1,PNPO	29	6	0
Vibrio cholerae infection	0.0	0.002519399375188955	0.0	0.0	1.0	1.0		PRKACA,ATP6V0E1,SEC61G,KDELR3,ATP6V0C,ATP6V1C2,ATP6V0D1,ATP6V1B2,ACTG1,SEC61A1,ERO1A,ATP6V1G1,ATP6V1G2,KDELR2,ATP6V0A1,PLCG2,ATP6V1F,ATP6V1A,ATP6V0A2,CFTR,ATP6AP1,ACTB,PLCG1,ARF1,SEC61B,GNAS,ATP6V1H,PRKACB,ATP6V1E2,ATP6V1G3,PRKACG,ADCY3,PRKCA,TCIRG1,SEC61A2,PDIA4,ADCY9,ATP6V1E1,SLC12A2,KDELR1,TJP1,TJP2,KCNQ1,ATP6V0A4,ATP6V1C1,ATP6V1D,ATP6V1B1,ATP6V0E2,ATP6V0B,ATP6V0D2	29	50	0
Vasopressin-regulated water reabsorption	0.0	0.0022170714501662803	0.0	0.0	1.0	1.0		DYNC1LI1,PRKACA,DYNC1LI2,DYNC1H1,ARHGDIB,STX4,DCTN5,DCTN1,RAB5C,AQP3,NSF,DYNC2LI1,CREB5,CREB1,CREB3L1,CREB3L4,ARHGDIG,ARHGDIA,ADCY6,DYNC1I2,DCTN6,CREB3,VAMP2,CREB3L2,RAB5B,AQP4,GNAS,AVPR2,AVP,DCTN4,PRKACB,CREB3L3,PRKACG,ADCY3,AQP2,RAB5A,ADCY9,DYNLL2,RAB11A,DYNC2H1,RAB11B,DYNC1I1,DYNLL1,DCTN2	29	44	0
Vascular smooth muscle contraction	0.0	0.00670160233800262	0.0	0.0	1.0	1.0		KCNMB4,MYH10,PRKACA,GNAQ,NPPC,PLCB1,ARHGEF12,BRAF,JMJD7-PLA2G4B,ADRA1D,ADRA1A,ARAF,GNA13,MYH14,MYL6B,ADCY7,MYLK4,CACNA1C,PLCB4,MYLK2,ADCY2,PLA2G4E,ADCY4,PRKCE,GUCY1B1,MYLK,ADM,PRKCB,PLA2G2D,ITPR1,GUCY1A2,ACTG2,CACNA1S,MAPK3,PRKCH,EDNRA,CALM1,ADCY6,PLA2G2C,PLA2G4A,KCNMA1,RAMP3,CALM2,PLA2G10,NPPA,KCNMB2,CALM3,ADCY1,MYH11,PRKACG,PPP1CB,PLA2G4B,PLA2G4D,KCNMB3,RAMP2,PPP1R12A,NPR2,ADRA1B,PRKCG,PRKCD,AVPR1B,PLA2G5,RHOA,ADCY5,CALCB,CALML4,PLA2G4C,AVPR1A,NPR1,ARHGEF1,CALML5,CALD1,PRKG1,PLA2G4F,PLCB3,AGT,PLA2G12A,ROCK2,MAP2K2,PLA2G3,NPPB,CACNA1F,GUCY1A1,ACTA2,ITPR3,PPP1R12B,MAP2K1,MYLK3,PLA2G2E,KCNMB1,PPP1CA,ADCY8,RAMP1,PPP1CC,RAF1,PLCB2,PLA2G12B,CALML6,MYH9,PLA2G2F,GNA11,KCNU1,MAPK1,MYL6,PLA2G2A,ITPR2,ROCK1,EDN1,CALML3,EDN3,PPP1R14A,GNA12,GNAS,ADORA2A,AVP,PRKACB,CALCA,ADCY3,PRKCA,PLA2G6,PTGIR,PLA2G1B,ADCY9,EDN2,MYL9,AGTR1,ADORA2B,CACNA1D,CALCRL,IRAG1,ARHGEF11,PRKCQ,PPP1R12C	29	133	0
Various types of N-glycan biosynthesis	0.0	0.0019651315126473848	0.0	0.0	1.0	1.0		MGAT4B,B4GALT1,ALG12,ALG13,HEXA,B4GALNT4,MAN1A1,STT3A,MAN1A2,MGAT4D,MGAT2,ST3GAL3,MGAT4C,RPN1,CHST9,RPN2,ALG9,ALG11,MGAT4A,ALG14,ALG1,MAN1C1,MAN2A2,MGAT1,FUT8,TUSC3,CHST8,ALG2,DDOST,ALG3,STT3B,HEXD,B4GALT2,MAN1B1,DAD1,HEXB,MAN2A1,B4GALNT3,B4GALT3	29	39	0
Valine, leucine and isoleucine degradation	0.0	0.0024186234001813967	0.0	0.0	1.0	1.0		ACAA1,HMGCLL1,HADHB,ACAT1,AUH,ALDH9A1,ALDH1B1,ALDH6A1,HADHA,BCKDHB,HMGCS2,ALDH7A1,ALDH2,BCAT1,BCKDHA,IVD,EHHADH,AGXT2,ACADSB,ABAT,MCCC1,HMGCL,ACAD8,DBT,OXCT1,AACS,ACADS,ACAT2,ALDH3A2,HMGCS1,DLD,HSD17B10,MCEE,ACAA2,HIBADH,AOX1,ACADM,BCAT2,MCCC2,HIBCH,ECHS1,HADH,PCCA,OXCT2,MMUT,ACSF3,PCCB,IL4I1	29	48	0
VEGF signaling pathway	0.0	0.0029728912627229667	0.0	0.0	1.0	1.0		SRC,PRKCG,PIK3R2,NOS3,AKT1,SHC2,CASP9,PTK2,JMJD7-PLA2G4B,PTGS2,PPP3R1,HRAS,PIK3CA,MAPK1,SPHK2,PIK3CB,CDC42,PLA2G4C,MAPK14,AKT2,VEGFA,PPP3CA,PXN,KRAS,PLA2G4A,PLCG2,PLA2G4F,AKT3,PLA2G4E,MAPK11,PPP3CB,PIK3R1,MAP2K2,PLCG1,PRKCB,PPP3CC,PIK3R3,MAPKAPK2,BAD,PRKCA,HSPB1,KDR,MAPK13,MAP2K1,PLA2G4B,NFATC2,SPHK1,MAPK12,NRAS,PLA2G4D,PPP3R2,RAC2,RAC3,SH2D2A,MAPKAPK3,PIK3CD,MAPK3,RAC1,RAF1	29	59	0
Viral myocarditis	0.0	0.003023279250226746	0.0	0.0	1.0	1.0		HLA-E,CCND1,CASP9,ACTG1,HLA-DRA,HLA-B,HLA-DRB5,HLA-DRB1,SGCA,HLA-DMA,ABL1,FYN,PRF1,CASP8,HLA-DOB,CD28,HLA-DQA2,HLA-DOA,SGCB,HLA-A,CD40,ICAM1,DAG1,HLA-F,MYH6,EIF4G1,EIF4G2,CD80,HLA-DQA1,ACTB,CAV1,CD86,HLA-DPB1,HLA-DRB4,HLA-DQB1,LAMA1,BID,CYCS,CASP3,ABL2,CD55,ITGB2,HLA-C,ITGAL,EIF4G3,HLA-G,HLA-DPA1,RAC2,IGH,MYH7,CD40LG,RAC3,HLA-DRB3,SGCG,LAMA2,CXADR,SGCD,HLA-DMB,RAC1,DMD	29	60	0
Synthesis and degradation of ketone bodies	0.0	0.000503879875037791	0.0	0.0	1.0	1.0		HMGCS2,HMGCLL1,BDH1,ACAT1,BDH2,OXCT2,ACAT2,HMGCS1,HMGCL,OXCT1	29	10	0
Synaptic vesicle cycle	0.0	0.0039302630252947696	0.0	0.0	1.0	1.0		AP2A2,SLC6A12,ATP6V1B2,CACNA1A,NAPA,SLC18A1,STX3,ATP6V1G1,SLC17A8,ATP6V1G2,ATP6V0A1,UNC13B,SYT1,CPLX2,SLC6A5,DNM1,ATP6V1G3,CPLX3,CPLX1,RAB3A,STXBP1,SLC18A3,RIMS1,ATP6V1E1,STX2,SLC1A7,SNAP25,SLC6A2,CLTC,AP2S1,CLTA,DNM2,ATP6V1C2,ATP6V0C,ATP6V0D1,CACNA1B,AP2B1,SLC6A9,NSF,CLTB,SLC6A4,AP2M1,CPLX4,ATP6V1E2,SLC17A7,ATP6V0E2,ATP6V0E1,SLC6A11,DNM3,SLC1A1,SLC32A1,AP2A1,SLC18A2,ATP6V0A2,UNC13C,UNC13A,SLC17A6,TCIRG1,SLC6A13,STX1B,ATP6V1D,ATP6V0B,CLTCL1,SLC1A6,ATP6V1F,STX1A,VAMP2,ATP6V1A,SLC1A2,SLC6A1,SLC6A3,ATP6V1H,ATP6V0A4,ATP6V1C1,SLC1A3,ATP6V1B1,ATP6V0D2,SLC6A7	29	78	0
Sulfur relay system	0.0	0.0004031039000302328	0.0	0.0	1.0	1.0		MOCS3,URM1,CTU1,TST,MPST,CTU2,MOCS2,NFS1	29	8	0
Retinol metabolism	0.0	0.0034263831502569786	0.0	0.0	1.0	1.0		RDH16,CYP3A7,CYP26B1,HSD17B6,ADH6,CYP2C18,ALDH1A2,ADH7,ADH1B,DHRS4L2,UGT1A10,UGT1A3,UGT2B4,UGT1A4,CYP2S1,DHRS4,UGT2B28,CYP2C8,CYP1A1,PNPLA4,CYP2C9,UGT2A2,DHRS9,LRAT,CYP2A7,RDH13,UGT2A1,DHRS3,RDH12,UGT2B7,UGT2A3,UGT1A1,UGT1A8,UGT1A5,CYP2W1,RDH8,RDH11,ADH4,RDH10,CYP3A7-CYP3A51P,UGT2B11,ADH5,CYP2B6,UGT1A7,AOX1,BCO1,UGT2B10,CYP26C1,UGT2B17,AWAT2,CYP26A1,CYP1A2,DGAT1,UGT1A6,CYP27C1,RDH5,CYP2A6,RETSAT,UGT2B15,ALDH1A3,UGT1A9,ADH1C,SDR16C5,ADH1A,CYP3A5,CYP3A4,ALDH1A1,RPE65	29	68	0
Renin-angiotensin system	0.0	0.0011589237125869192	0.0	0.0	1.0	1.0		CTSG,PREP,MAS1,KLK1,CPA3,LNPEP,ENPEP,MRGPRD,THOP1,CMA1,KLK2,AGT,CTSA,AGTR2,PRCP,REN,ANPEP,NLN,MME,ACE,AGTR1,ATP6AP2,ACE2	29	23	0
Renin secretion	0.0	0.0034767711377607577	0.0	0.0	1.0	1.0		PLCB2,EDNRA,PRKG2,CTSB,CALML6,CLCA2,GNAQ,PRKACA,PLCB1,ORAI1,PDE1C,PDE1A,ADCY5,PDE3A,CALM1,PPP3R1,CLCA1,PDE1B,CALML4,ITPR2,AQP1,NPR1,CREB1,EDN1,EDN3,CALML3,ADRB3,CALML5,ADCY6,PPP3CA,PLCB4,CACNA1C,KCNMA1,PLCB3,AGT,CALM2,GUCY1B1,PPP3CB,GNAI2,NPPA,ADRB2,CALM3,PPP3CC,REN,GNAS,CACNA1F,PRKACB,GUCY1A1,ADCYAP1,PRKACG,CLCA4,ITPR1,ITPR3,ADORA1,PTGER2,GUCY1A2,GNAI1,PPP3R2,CACNA1S,EDN2,KCNJ2,GNAI3,ACE,AGTR1,CACNA1D,ADCYAP1R1,PDE3B,ADRB1,PTGER4	29	69	0
Renal cell carcinoma	0.0	0.0034767711377607577	0.0	0.0	1.0	1.0		PAK4,TGFB3,FLCN,MET,RBX1,SLC2A1,EP300,PIK3R2,AKT1,GAB1,BRAF,HRAS,MAPK1,EGLN3,PIK3CA,EGLN1,FH,TGFB1,ARAF,CRKL,RAP1A,PIK3CB,CDC42,GRB2,ELOC,BUB1B-PAK6,HGF,AKT2,VEGFA,KRAS,TGFB2,RAPGEF1,AKT3,PDGFB,CREBBP,ARNT2,PIK3R1,CUL2,HIF1A,PAK3,MAP2K2,PAK6,TGFA,VHL,PIK3R3,PTPN11,RAP1B,RAF1,BAD,SOS2,CDKN1A,PAK5,PAK2,PAK1,EGLN2,MAP2K1,ETS1,ARNT,ELOB,NRAS,EPAS1,PIK3CD,MAPK3,JUN,RAC1,SOS1,CRK,TFE3,PRCC	29	69	0
Regulation of lipolysis in adipocytes	0.0	0.0027713393127078503	0.0	0.0	1.0	1.0		PNPLA2,PRKG2,PRKACA,CGA,NPY1R,PIK3R2,PTGS2,AKT1,FABP4,ADCY5,IRS4,PIK3CA,TSHB,IRS2,PIK3CB,NPR1,AKT2,PLIN1,PLAAT3,TSHR,ADCY7,ADRB3,ADCY6,PRKG1,AQP7,AKT3,ADCY2,IRS1,ADCY4,GNAI2,PIK3R1,NPPA,ADRB2,LIPE,GNAS,PRKACB,PTGER3,PIK3R3,ADCY1,PRKACG,ADCY3,INSR,INS,MGLL,ADORA1,GNAI1,ADCY9,PTGS1,GNAI3,PIK3CD,ABHD5,PDE3B,ADRB1,ADCY8,NPY	29	55	0
Ras signaling pathway	0.0	0.01169001310087675	0.0	0.0	1.0	1.0		RASAL2,ELK1,NFKB1,PRKACA,RASA4,NTRK1,IKBKB,JMJD7-PLA2G4B,IKBKG,RALB,PIK3CA,LAT,SHOC2,CDC42,IGF2,EFNA4,GNB3,FGF4,RASGRF1,PLCG2,NGF,AKT3,PLA2G4E,RASA1,PLA1A,RASAL3,PAK6,PRKCB,KIT,FGF16,GNB2,FLT3,TGFA,NTRK2,PLA2G2D,PIK3R3,FLT1,EFNA3,INS,KITLG,GRIN2B,RAC2,RASA2,MRAS,RAC3,RELA,GNG4,FLT4,MAPK3,VEGFB,TEK,EXOC2,PAK4,RALBP1,FGF2,GAB1,SHC2,HRAS,FLT3LG,CALM1,RAB5C,FGFR4,TBK1,PGF,RGL2,GNB4,PLD2,ANGPT4,PLA2G2C,ANGPT1,KSR1,PLA2G4A,KRAS,BCL2L1,KSR2,AFDN,CALM2,GNG8,PLA2G10,GNB1,NTF4,CALM3,RALA,ARF6,CSF1,PLCE1,FGF21,STK4,PTPN11,RGL1,PRKACG,FGFR1,RASSF1,FOXO4,RASA4B,NF1,SOS2,PLA2G4B,FGF5,GNG3,PLA2G4D,PDGFD,RRAS2,RASA3,REL,VEGFD,RAC1,SHC4,RIN1,SHC1,GNG12,RAP1A,RASGRP2,GNG7,GNGT1,PDGFRB,BDNF,FGF23,PRKCG,PIK3R2,PLA2G5,AKT1,RHOA,FGFR3,EPHA2,MAPK9,GNG10,CALML4,RASSF5,CSF1R,SYNGAP1,GRB2,GAB2,PLA2G4C,GRIN1,HGF,PDGFA,GRIN2A,PLAAT3,CALML5,EFNA5,FGF18,PLA2G4F,GNG13,ZAP70,PDGFB,HTR7,RASAL1,PIK3R1,PLA2G12A,PDGFC,MAP2K2,ANGPT2,PLA2G3,RAPGEF5,PDGFRA,RASGRP3,ABL2,RAP1B,INSR,PAK2,PAK1,MAP2K1,RAB5A,PLA2G2E,NGFR,SOS1,RAF1,EFNA2,FGF19,PLA2G12B,CHUK,CALML6,FGF9,MET,PLA2G2F,PLD1,NTF3,FGF7,MAPK1,FGF3,GNB5,RASGRP4,PLA2G2A,ABL1,VEGFC,EFNA1,GNG2,PIK3CB,RALGDS,BUB1B-PAK6,ETS2,TIAM1,AKT2,FGF1,MAPK8,VEGFA,CALML3,RRAS,FGF20,BRAP,GNG5,FGF22,RAB5B,EGF,PAK3,PLCG1,PRKACB,IGF1,GNGT2,FGF17,FGF6,BAD,PLA2G6,PRKCA,IGF1R,PAK5,ETS1,KDR,RASGRF2,FGF10,FASLG,MAPK10,SHC3,PLA2G1B,NRAS,RASGRP1,FGFR2,PIK3CD,EGFR,FGF8,GNG11	29	232	0
One carbon pool by folate	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		SHMT2,TYMS,MTHFD1,ATIC,DHFR2,FTCD,MTHFR,SHMT1,ALDH1L1,ST20-MTHFS,DHFR,AMT,MTFMT,GART,ALDH1L2,MTHFD2,MTR,MTHFS,MTHFD1L,MTHFD2L	29	20	0
Rap1 signaling pathway	0.0	0.01058147737579361	0.0	0.0	1.0	1.0		MAP2K3,DRD2,GNAQ,SIPA1L3,PLCB1,BRAF,RALB,APBB1IP,PIK3CA,LAT,LPAR2,LCP2,CDC42,MAGI1,EFNA4,FGF4,ADCY7,PLCB4,NGF,AKT3,ADCY2,RAPGEF6,ADCY4,FYB1,GNAI2,CTNND1,FGF16,PRKCB,KIT,PRKD3,LPAR1,PIK3R3,FLT1,SIPA1,EFNA3,INS,KITLG,LPAR3,GRIN2B,RAC2,MRAS,RAPGEF4,RAPGEF2,RAC3,ENAH,ITGA2B,BCAR1,PFN4,ID1,FLT4,MAPK3,VEGFB,ARAP3,TEK,PRKCI,FGF2,HRAS,LPAR4,ACTG1,CALM1,FGFR4,PFN2,MAP2K6,CRKL,PARD3,PGF,ANGPT4,ADCY6,VASP,ANGPT1,KRAS,PRKCZ,RAPGEF1,LPAR5,CALM2,AFDN,CALM3,RALA,CSF1,PLCE1,FGF21,CDH1,ADCY1,FGFR1,VAV1,ITGAL,GNAI1,MAPK13,CTNNB1,MAPK12,FGF5,RAP1GAP,FARP2,PARD6B,PDGFD,VEGFD,RAC1,RAP1A,RASGRP2,PDGFRB,FGF23,PRKCG,SIPA1L1,PIK3R2,EVL,AKT1,RHOA,FGFR3,CNR1,EPHA2,ADCY5,F2RL3,SKAP1,CALML4,RASSF5,CSF1R,RGS14,GRIN1,DOCK4,HGF,MAPK14,TLN1,PDGFA,GRIN2A,THBS1,CALML5,EFNA5,FGF18,PFN1,PDGFB,PLCB3,PRKD1,PIK3R1,PDGFC,ACTB,MAP2K2,ANGPT2,RAPGEF5,PDGFRA,RASGRP3,RAP1B,ITGB2,INSR,ITGB3,MAP2K1,GNAI3,VAV3,NGFR,ADCY8,RAPGEF3,MAGI2,KRIT1,RAF1,PLCB2,EFNA2,FGF19,P2RY1,SRC,CALML6,FGF9,MET,GNAO1,FGF7,MAPK1,FGF3,TLN2,PARD6A,VEGFC,EFNA1,PIK3CB,RALGDS,TIAM1,AKT2,FGF1,VEGFA,CALML3,PARD6G,RRAS,FGF20,ITGAM,FGF22,EGF,MAPK11,PRKD2,PFN3,PLCG1,VAV2,FPR1,GNAS,ADORA2A,IGF1,FGF17,ITGB1,FGF6,IGF1R,ADCY3,PRKCA,SIPA1L2,KDR,F2R,FGF10,ADCY9,NRAS,FGFR2,MAGI3,ADORA2B,PIK3CD,EGFR,FGF8,CRK	29	210	0
