model	library	gt_name	gt_name_clean	name	ROUGE1	ROUGE2	csim	method
gpt-4o-mini-2024-07-18	Reactome_2022	Coenzyme A Biosynthesis R-HSA-196783, Interleukin-23 Signaling R-HSA-9020933	Coenzyme A Biosynthesis, Interleukin-23 Signaling	Metabolic pathways involved in Coenzyme A biosynthesis, Signal transduction pathways mediated by JAK/STAT, Cytokine signaling in immune system	0.6666666666666666	0.4	0.7164928426175362	llm2geneset
gpt-4o-mini-2024-07-18	Reactome_2022	Intraflagellar Transport R-HSA-5620924, Transport Of Fatty Acids R-HSA-804914	Intraflagellar Transport, Transport Of Fatty Acids	Intraflagellar transport, Cilium assembly	0.3333333333333333	0.2	0.7106346078765218	llm2geneset
gpt-4o-mini-2024-07-18	Reactome_2022	RNA Polymerase III Transcription Initiation From Type 1 Promoter R-HSA-76061, Visual Phototransduction R-HSA-2187338	RNA Polymerase III Transcription Initiation From Type 1 Promoter, Visual Phototransduction	Phototransduction, Retinol metabolism, RNA polymerase II transcription	0.36363636363636365	0.1	0.7178502053378372	llm2geneset
gpt-4o-mini-2024-07-18	Reactome_2022	Olfactory Signaling Pathway R-HSA-381753, Telomere Maintenance R-HSA-157579	Olfactory Signaling Pathway, Telomere Maintenance	Odorant Receptor Signaling Pathway	0.4	0.25	0.6071613261198452	llm2geneset
gpt-4o-mini-2024-07-18	Reactome_2022	Regulation Of Necroptotic Cell Death R-HSA-5675482, Serotonin And Melatonin Biosynthesis R-HSA-209931	Regulation Of Necroptotic Cell Death, Serotonin And Melatonin Biosynthesis	Necroptosis signaling pathway, Apoptotic signaling pathway	0.0	0.0	0.5053258838661	llm2geneset
gpt-4o-mini-2024-07-18	Reactome_2022	Bile Acid And Bile Salt Metabolism R-HSA-194068, Glycosphingolipid Metabolism R-HSA-1660662	Bile Acid And Bile Salt Metabolism, Glycosphingolipid Metabolism	Bile acid biosynthesis, Sphingolipid metabolism, Glycosphingolipid metabolism	0.625	0.42857142857142855	0.8784532910653347	llm2geneset
gpt-4o-mini-2024-07-18	Reactome_2022	Establishment Of Sister Chromatid Cohesion R-HSA-2468052, Regulation Of NF-kappa B Signaling R-HSA-9758274	Establishment Of Sister Chromatid Cohesion, Regulation Of NF-kappa B Signaling	NF-kB signaling pathway, Apoptotic signaling pathway	0.18181818181818182	0.0	0.5002379846737224	llm2geneset
gpt-4o-mini-2024-07-18	Reactome_2022	Extracellular Matrix Organization R-HSA-1474244, Signaling By Leptin R-HSA-2586552	Extracellular Matrix Organization, Signaling By Leptin	Collagen biosynthesis, Extracellular matrix organization, Cell adhesion, Wound healing	0.5	0.4	0.5912499123853787	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Wnt Signaling Pathway WP363, Purine Metabolism WP4792	Wnt Signaling Pathway, Purine Metabolism	Wnt signaling pathway and cellular proliferation regulation  	0.6	0.5	0.6654870091603595	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Triacylglyceride Synthesis WP325, Tryptophan Catabolism Leading To NAD Production WP4210	Triacylglyceride Synthesis, Tryptophan Catabolism Leading To NAD Production	Lipid metabolism and homeostasis  	0.0	0.0	0.44349247695588256	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Notch Signaling WP268, Sphingolipid Metabolism Integrated Pathway WP4726	Notch Signaling, Sphingolipid Metabolism Integrated Pathway	Notch signaling pathway modulation and cellular differentiation  	0.5	0.2	0.6466279242454291	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Sphingolipid Metabolism In Senescence WP5121, Complement Activation WP545	Sphingolipid Metabolism In Senescence, Complement Activation	Immune response and cell cycle regulation  	0.0	0.0	0.39965432010116475	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Nuclear Receptors WP170, Iron Sulfur Cluster Biogenesis WP5152	Nuclear Receptors, Iron Sulfur Cluster Biogenesis	Steroid Hormone Signaling and Metabolism  	0.0	0.0	0.4552727231161234	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	TNF Alpha Signaling Pathway WP231, Urea Cycle And Metabolism Of Amino Groups WP497	TNF Alpha Signaling Pathway, Urea Cycle And Metabolism Of Amino Groups	Regulation of Apoptosis and Inflammatory Responses through MAPK and NF-κB Signaling 	0.2727272727272727	0.0	0.46621435364439906	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Sphingolipid Metabolism Overview WP4725, Vitamin K Metabolism And Activation Of Dependent Proteins WP5186	Sphingolipid Metabolism Overview, Vitamin K Metabolism And Activation Of Dependent Proteins	Sphingolipid metabolism and coagulation regulation  	0.2727272727272727	0.2	0.709563222308466	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	TNF Alpha Signaling Pathway WP231, Urea Cycle And Associated Pathways WP4595	TNF Alpha Signaling Pathway, Urea Cycle And Associated Pathways	Apoptosis and Inflammatory Signaling 	0.2222222222222222	0.0	0.5161904644833668	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Tryptophan Catabolism Leading To NAD Production WP4210, DNA Damage Response WP707	Tryptophan Catabolism Leading To NAD Production, DNA Damage Response	DNA Damage Response and Cell Cycle Regulation  	0.3333333333333333	0.25	0.5083434908671748	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Steroid Biosynthesis WP496, Creatine Pathway WP5190	Steroid Biosynthesis, Creatine Pathway	Creatine metabolism and steroid biosynthesis  	0.75	0.3333333333333333	0.807912433735734	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Wnt Signaling WP428, Creatine Pathway WP5190	Wnt Signaling, Creatine Pathway	Wnt/β-catenin signaling pathway regulation and cellular proliferation  	0.75	0.0	0.6007204542424553	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Steroid Biosynthesis WP496, Vitamin K Metabolism And Activation Of Dependent Proteins WP5186	Steroid Biosynthesis, Vitamin K Metabolism And Activation Of Dependent Proteins	Coagulation cascade and steroidogenesis regulation  	0.1	0.0	0.5646886475333163	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Bone Morphogenic Protein Signaling And Regulation WP1425, Oxidative Stress Response WP408	Bone Morphogenic Protein Signaling And Regulation, Oxidative Stress Response	Redox homeostasis and cellular stress response regulation  	0.4444444444444444	0.125	0.5968996237199956	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Hippo YAP Signaling WP4537, Complement Activation WP545	Hippo YAP Signaling, Complement Activation	Hippo signaling pathway regulation and immune response	0.4	0.0	0.7178417806095376	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Oxidative Stress Response WP408, Non Homologous End Joining WP438	Oxidative Stress Response, Non Homologous End Joining	Oxidative Stress Response and DNA Damage Repair  	0.42857142857142855	0.3333333333333333	0.753402819479463	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	IL 17 Signaling Pathway WP2112, Purine Metabolism And Related Disorders WP4224	IL 17 Signaling Pathway, Purine Metabolism And Related Disorders	Nucleotide metabolism and immune response regulation  	0.2222222222222222	0.125	0.5257990920515522	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Ganglio Series Sphingolipid Metabolism WP5299, Notch Signaling Pathway WP61	Ganglio Series Sphingolipid Metabolism, Notch Signaling Pathway	Notch signaling pathway regulation and development	0.42857142857142855	0.3333333333333333	0.5329717752424732	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Angiogenesis WP1539, Urea Cycle And Associated Pathways WP4595	Angiogenesis, Urea Cycle And Associated Pathways	Angiogenesis and Tumor Microenvironment Modulation  	0.3333333333333333	0.0	0.5549775315681118	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	GABA Receptor Signaling WP4159, Pyrimidine Metabolism And Related Diseases WP4225	GABA Receptor Signaling, Pyrimidine Metabolism And Related Diseases	GABAergic neurotransmission and metabolism	0.25	0.0	0.6473115658210524	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Steroid Hormone Precursor Biosynthesis WP5277, Complement Activation WP545	Steroid Hormone Precursor Biosynthesis, Complement Activation	Complement system activation and steroidogenesis  	0.3333333333333333	0.0	0.7495765068552183	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Notch Signaling WP268, Non Homologous End Joining WP438	Notch Signaling, Non Homologous End Joining	Notch signaling and cellular differentiation  	0.3333333333333333	0.2	0.5790650894846205	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Sphingolipid Metabolism Integrated Pathway WP4726, Cholesterol Metabolism WP5304	Sphingolipid Metabolism Integrated Pathway, Cholesterol Metabolism	Lipid Metabolism and Transport Regulation  	0.16666666666666666	0.0	0.5647543231494898	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Proteoglycan Biosynthesis WP4784, Creatine Pathway WP5190	Proteoglycan Biosynthesis, Creatine Pathway	Proteoglycan biosynthesis and sulfation processes  	0.5	0.3333333333333333	0.7477279445188373	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Proteasome Degradation WP183, One Carbon Metabolism WP241	Proteasome Degradation, One Carbon Metabolism	One-carbon metabolism and cellular stress response  	0.6	0.5	0.6703404251071537	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Bone Morphogenic Protein Signaling And Regulation WP1425, Overview Of Interferons Mediated Signaling Pathway WP4558	Bone Morphogenic Protein Signaling And Regulation, Overview Of Interferons Mediated Signaling Pathway	Interferon signaling and BMP pathway integration in immune response and development  	0.3333333333333333	0.09090909090909091	0.7302290684091306	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	One Carbon Metabolism WP241, Urea Cycle And Related Diseases WP4571	One Carbon Metabolism, Urea Cycle And Related Diseases	One-carbon metabolism and amino acid biosynthesis  	0.5	0.2857142857142857	0.683907520892534	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Non Homologous End Joining WP438, DNA Damage Response WP707	Non Homologous End Joining, DNA Damage Response	DNA Damage Response and Repair Mechanism  	0.42857142857142855	0.3333333333333333	0.6027600693914151	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Non Homologous End Joining WP438, Heme Biosynthesis WP561	Non Homologous End Joining, Heme Biosynthesis	DNA Double-Strand Break Repair and Heme Biosynthesis  	0.3333333333333333	0.2	0.7266699993784653	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	T Cell Receptor And Co Stimulatory Signaling WP2583, Wnt Signaling Pathway WP363	T Cell Receptor And Co Stimulatory Signaling, Wnt Signaling Pathway	T-cell activation and Wnt signaling integration  	0.5	0.2222222222222222	0.7632638286834879	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Sphingolipid Metabolism In Senescence WP5121, Creatine Pathway WP5190	Sphingolipid Metabolism In Senescence, Creatine Pathway	Lipid metabolism and cell cycle regulation  	0.16666666666666666	0.0	0.5174287337652667	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Proteasome Degradation WP183, Complement Activation WP545	Proteasome Degradation, Complement Activation	Immune response and protein degradation 	0.25	0.0	0.6570807315901366	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Wnt Signaling WP428, Sphingolipid Metabolism In Senescence WP5121	Wnt Signaling, Sphingolipid Metabolism In Senescence	Wnt signaling pathway regulation and cellular proliferation  	0.3333333333333333	0.2	0.6120320450804884	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Chemokine Signaling Pathway WP3929, GABA Receptor Signaling WP4159	Chemokine Signaling Pathway, GABA Receptor Signaling	Immune cell signaling and chemotaxis  	0.16666666666666666	0.0	0.5901413018466095	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Vitamin D Metabolism WP1531, Type III Interferon Signaling WP2113	Vitamin D Metabolism, Type III Interferon Signaling	Interferon signaling and immune response modulation  	0.2857142857142857	0.16666666666666666	0.5492350585024524	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Wnt Signaling WP428, Glycolysis And Gluconeogenesis WP534	Wnt Signaling, Glycolysis And Gluconeogenesis	Wnt signaling and cellular differentiation	0.6	0.25	0.6364045323780123	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	GABA Receptor Signaling WP4159, DNA Damage Response WP707	GABA Receptor Signaling, DNA Damage Response	DNA Damage Response and Cell Cycle Regulation  	0.5	0.4	0.5923472328491984	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Sphingolipid Pathway WP1422, Vitamin D Metabolism WP1531	Sphingolipid Pathway, Vitamin D Metabolism	Sphingolipid metabolism and signaling  	0.4	0.0	0.6843382761519634	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Sphingolipid Pathway WP1422, Nucleotide Excision Repair WP4753	Sphingolipid Pathway, Nucleotide Excision Repair	DNA Repair and Lipid Metabolism Regulation  	0.2	0.0	0.6011040890961544	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	One Carbon Metabolism WP241, Molybdenum Cofactor Moco Biosynthesis WP4507	One Carbon Metabolism, Molybdenum Cofactor Moco Biosynthesis	Folate and methionine metabolism	0.14285714285714285	0.0	0.5475761256037204	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Serine Metabolism WP4688, Ganglio Series Sphingolipid Metabolism WP5299	Serine Metabolism, Ganglio Series Sphingolipid Metabolism	Glycosylation and Amino Acid Metabolism in Cellular Processes  	0.16666666666666666	0.0	0.5458707462143243	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Purine Metabolism And Related Disorders WP4224, Glycosphingolipid Metabolism WP5292	Purine Metabolism And Related Disorders, Glycosphingolipid Metabolism	Glycosaminoglycan and nucleotide metabolism 	0.2857142857142857	0.0	0.6324916184868226	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Hippo YAP Signaling WP4537, Unfolded Protein Response WP4925	Hippo YAP Signaling, Unfolded Protein Response	Cellular stress response and apoptosis regulation  	0.16666666666666666	0.0	0.4832155678550454	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Complement Activation WP545, Notch Signaling Pathway WP61	Complement Activation, Notch Signaling Pathway	Notch signaling pathway regulation and cellular differentiation  	0.6	0.5	0.5699003417192643	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Urea Cycle And Related Diseases WP4571, Urea Cycle And Associated Pathways WP4595	Urea Cycle And Related Diseases, Urea Cycle And Associated Pathways	Urea Cycle and Amino Acid Metabolism  	0.3	0.2222222222222222	0.7320421279772756	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	TNF Alpha Signaling Pathway WP231, One Carbon Metabolism WP241	TNF Alpha Signaling Pathway, One Carbon Metabolism	Regulation of apoptosis and inflammatory response  	0.0	0.0	0.4459776847341897	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Steroid Biosynthesis WP496, T Cell Receptor Signaling Pathway WP69	Steroid Biosynthesis, T Cell Receptor Signaling Pathway	T cell activation and signaling 	0.42857142857142855	0.16666666666666666	0.55002456952878	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Nuclear Receptors WP170, Serine Metabolism WP4688	Nuclear Receptors, Serine Metabolism	Nuclear hormone receptor signaling and metabolic regulation  	0.75	0.0	0.6515908414527596	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Proteasome Degradation WP183, Overview Of Interferons Mediated Signaling Pathway WP4558	Proteasome Degradation, Overview Of Interferons Mediated Signaling Pathway	Immune response and antigen processing 	0.0	0.0	0.42702973606219063	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Chemokine Signaling Pathway WP3929, Mitochondrial Complex I Assembly Model OXPHOS System WP4324	Chemokine Signaling Pathway, Mitochondrial Complex I Assembly Model OXPHOS System	Immune response modulation and signal transduction  	0.1	0.0	0.4902606880683207	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Triacylglyceride Synthesis WP325, Cholesterol Metabolism WP5304	Triacylglyceride Synthesis, Cholesterol Metabolism	Lipid Metabolism and Transport Regulation  	0.25	0.0	0.5831513806834834	GSAI
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Wnt Signaling Pathway WP363, Purine Metabolism WP4792	Wnt Signaling Pathway, Purine Metabolism	Purine metabolism, Wnt signaling pathway, mTOR signaling pathway	1.0	0.75	0.8291472127260383	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Triacylglyceride Synthesis WP325, Tryptophan Catabolism Leading To NAD Production WP4210	Triacylglyceride Synthesis, Tryptophan Catabolism Leading To NAD Production	Lipid metabolism, Glycerolipid metabolism, Nicotinate and nicotinamide metabolism	0.0	0.0	0.5906651569125831	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Notch Signaling WP268, Sphingolipid Metabolism Integrated Pathway WP4726	Notch Signaling, Sphingolipid Metabolism Integrated Pathway	Notch signaling pathway, Sphingolipid metabolism	0.8333333333333334	0.4	0.9123573927406163	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Sphingolipid Metabolism In Senescence WP5121, Complement Activation WP545	Sphingolipid Metabolism In Senescence, Complement Activation	Complement Activation, Sphingolipid Metabolism, Cell Cycle Regulation	0.6666666666666666	0.4	0.7855994214423241	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Nuclear Receptors WP170, Iron Sulfur Cluster Biogenesis WP5152	Nuclear Receptors, Iron Sulfur Cluster Biogenesis	Retinoic acid signaling pathway, Steroid hormone signaling pathway	0.0	0.0	0.4392822518064744	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	TNF Alpha Signaling Pathway WP231, Urea Cycle And Metabolism Of Amino Groups WP497	TNF Alpha Signaling Pathway, Urea Cycle And Metabolism Of Amino Groups	MAPK signaling pathway, Apoptosis signaling pathway, NF-kB signaling pathway, Amino acid biosynthesis	0.2727272727272727	0.1	0.6654795148672538	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Sphingolipid Metabolism Overview WP4725, Vitamin K Metabolism And Activation Of Dependent Proteins WP5186	Sphingolipid Metabolism Overview, Vitamin K Metabolism And Activation Of Dependent Proteins	Ceramide biosynthesis, Sphingolipid metabolism, Coagulation cascade, Vitamin K cycle	0.36363636363636365	0.2	0.7439823064384332	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	TNF Alpha Signaling Pathway WP231, Urea Cycle And Associated Pathways WP4595	TNF Alpha Signaling Pathway, Urea Cycle And Associated Pathways	Apoptosis Pathway, MAPK Signaling Pathway, Amino Acid Metabolism, NF-kB Signaling Pathway	0.3333333333333333	0.125	0.6631730179157656	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Tryptophan Catabolism Leading To NAD Production WP4210, DNA Damage Response WP707	Tryptophan Catabolism Leading To NAD Production, DNA Damage Response	Cell cycle regulation, DNA damage response and repair, Apoptosis signaling pathway, NAD metabolism	0.4444444444444444	0.25	0.5890249368671183	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Steroid Biosynthesis WP496, Creatine Pathway WP5190	Steroid Biosynthesis, Creatine Pathway	Steroid Biosynthesis, Hormone Biosynthesis	0.5	0.3333333333333333	0.7758429192046414	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Wnt Signaling WP428, Creatine Pathway WP5190	Wnt Signaling, Creatine Pathway	Wnt signaling pathway, Negative regulation of Wnt receptor signaling pathway, Calcium ion signaling pathway, Regulation of cell proliferation	0.75	0.3333333333333333	0.618250000203663	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Steroid Biosynthesis WP496, Vitamin K Metabolism And Activation Of Dependent Proteins WP5186	Steroid Biosynthesis, Vitamin K Metabolism And Activation Of Dependent Proteins	Vitamin K cycle, Blood coagulation, Steroid hormone biosynthesis	0.4	0.1111111111111111	0.8027707502471861	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Bone Morphogenic Protein Signaling And Regulation WP1425, Oxidative Stress Response WP408	Bone Morphogenic Protein Signaling And Regulation, Oxidative Stress Response	Response to oxidative stress, Antioxidant defense mechanisms, BMP signaling pathway, Nitric oxide signaling	0.4444444444444444	0.125	0.7488125001712492	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Hippo YAP Signaling WP4537, Complement Activation WP545	Hippo YAP Signaling, Complement Activation	Complement pathway, Hippo signaling pathway	0.6	0.0	0.7213548197194452	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Oxidative Stress Response WP408, Non Homologous End Joining WP438	Oxidative Stress Response, Non Homologous End Joining	Nrf2-mediated oxidative stress response, Cellular response to oxidative stress, Glutathione metabolism, Non-homologous end joining (NHEJ) DNA repair	1.0	0.8333333333333334	0.8028461111283761	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	IL 17 Signaling Pathway WP2112, Purine Metabolism And Related Disorders WP4224	IL 17 Signaling Pathway, Purine Metabolism And Related Disorders	Purine metabolism, Cytokine signaling in immune system, T cell activation, Regulation of MAPK activity	0.3333333333333333	0.125	0.6613213446893076	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Ganglio Series Sphingolipid Metabolism WP5299, Notch Signaling Pathway WP61	Ganglio Series Sphingolipid Metabolism, Notch Signaling Pathway	Notch signaling pathway, PI3K-Akt signaling pathway	0.42857142857142855	0.3333333333333333	0.6183550284483492	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Angiogenesis WP1539, Urea Cycle And Associated Pathways WP4595	Angiogenesis, Urea Cycle And Associated Pathways	Angiogenesis, Glutamine metabolism, Hypoxia-inducible factor (HIF) signaling pathway, PI3K/Akt signaling pathway	0.3333333333333333	0.0	0.6555727172518181	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	GABA Receptor Signaling WP4159, Pyrimidine Metabolism And Related Diseases WP4225	GABA Receptor Signaling, Pyrimidine Metabolism And Related Diseases	GABA receptor signaling pathway, Neurotransmitter signaling, Glutamate and GABA biosynthesis, Urea cycle	0.5	0.2857142857142857	0.7566828419887044	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Steroid Hormone Precursor Biosynthesis WP5277, Complement Activation WP545	Steroid Hormone Precursor Biosynthesis, Complement Activation	Complement activation, Steroid biosynthesis	0.6666666666666666	0.2	0.8619984937389782	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Notch Signaling WP268, Non Homologous End Joining WP438	Notch Signaling, Non Homologous End Joining	Notch signaling pathway	0.3333333333333333	0.2	0.6297258743176342	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Sphingolipid Metabolism Integrated Pathway WP4726, Cholesterol Metabolism WP5304	Sphingolipid Metabolism Integrated Pathway, Cholesterol Metabolism	Cholesterol metabolism, Apoprotein assembly and processing, Sphingolipid metabolism, Lipid transport and metabolism	0.6666666666666666	0.4	0.6930743553006096	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Proteoglycan Biosynthesis WP4784, Creatine Pathway WP5190	Proteoglycan Biosynthesis, Creatine Pathway	Sulfation of glycosaminoglycans, Glycosaminoglycan biosynthesis	0.25	0.0	0.6384815460938511	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Proteasome Degradation WP183, One Carbon Metabolism WP241	Proteasome Degradation, One Carbon Metabolism	Protein degradation via the proteasome, Major histocompatibility complex (MHC) class I protein complex, Homocysteine metabolism, Folate metabolism, DNA methylation	0.6	0.0	0.742478076129423	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Bone Morphogenic Protein Signaling And Regulation WP1425, Overview Of Interferons Mediated Signaling Pathway WP4558	Bone Morphogenic Protein Signaling And Regulation, Overview Of Interferons Mediated Signaling Pathway	Interferon signaling pathway, Bone morphogenetic protein signaling pathway, JAK-STAT signaling pathway, Cytokine signaling in the immune system, TGF-beta signaling pathway	0.5	0.18181818181818182	0.6792112784738631	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	One Carbon Metabolism WP241, Urea Cycle And Related Diseases WP4571	One Carbon Metabolism, Urea Cycle And Related Diseases	Folate Metabolism, One-Carbon Metabolism, Methionine Cycle, Urea Cycle, Purine Nucleotide Biosynthesis	0.625	0.42857142857142855	0.7224123379007509	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Non Homologous End Joining WP438, DNA Damage Response WP707	Non Homologous End Joining, DNA Damage Response	Cell Cycle Regulation, BRCA-mediated Homologous Recombination, DNA Damage Response and Repair Pathway, Apoptosis Pathway, Nuclear DNA Repair Pathway	0.5714285714285714	0.3333333333333333	0.5499649222643408	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Non Homologous End Joining WP438, Heme Biosynthesis WP561	Non Homologous End Joining, Heme Biosynthesis	Porphyrin metabolism, Heme biosynthesis, Non-homologous end joining (NHEJ) repair pathway	1.0	0.8	0.7943842522815068	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	T Cell Receptor And Co Stimulatory Signaling WP2583, Wnt Signaling Pathway WP363	T Cell Receptor And Co Stimulatory Signaling, Wnt Signaling Pathway	T-cell receptor signaling pathway, PI3K-Akt signaling pathway, Wnt signaling pathway, Apoptosis signaling pathway, Notch signaling pathway	0.7	0.4444444444444444	0.7214256699716728	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Sphingolipid Metabolism In Senescence WP5121, Creatine Pathway WP5190	Sphingolipid Metabolism In Senescence, Creatine Pathway	Sphingolipid metabolism, Cell cycle regulation	0.3333333333333333	0.2	0.7248441039721094	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Proteasome Degradation WP183, Complement Activation WP545	Proteasome Degradation, Complement Activation	Proteasome-mediated degradation, Complement activation, classical pathway, Antigen processing and presentation	1.0	0.6666666666666666	0.8329248036423026	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Wnt Signaling WP428, Sphingolipid Metabolism In Senescence WP5121	Wnt Signaling, Sphingolipid Metabolism In Senescence	Wnt signaling pathway, Cell cycle regulation, Sphingolipid metabolic process	0.6666666666666666	0.4	0.7769526492924395	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Chemokine Signaling Pathway WP3929, GABA Receptor Signaling WP4159	Chemokine Signaling Pathway, GABA Receptor Signaling	Phospholipase C pathway, Integrin signaling pathway, Rho GTPase cycle, Cytokine signaling in the immune system, Mitochondrial signaling pathway	0.5	0.2	0.6449841179103577	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Vitamin D Metabolism WP1531, Type III Interferon Signaling WP2113	Vitamin D Metabolism, Type III Interferon Signaling	Vitamin D metabolic process, Interferon signaling pathway, Cytokine-mediated signaling pathway, Stimulus-response pathway to pathogens	0.7142857142857143	0.5	0.7441919712319627	llm2geneset
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Wnt Signaling WP428, Glycolysis And Gluconeogenesis WP534	Wnt Signaling, Glycolysis And Gluconeogenesis	Wnt signaling pathway, Glucose metabolism, Calcium signaling pathway	0.4	0.25	0.7708423698881729	llm2geneset
