model	library	gt_name	gt_name_clean	name	ROUGE1	ROUGE2	csim	method
gpt-4o-mini-2024-07-18	Reactome_2022	Regulation Of Necroptotic Cell Death R-HSA-5675482, Serotonin And Melatonin Biosynthesis R-HSA-209931	Regulation Of Necroptotic Cell Death, Serotonin And Melatonin Biosynthesis	Regulation of apoptosis and inflammation	0.3333333333333333	0.125	0.5763167752618374	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Bile Acid And Bile Salt Metabolism R-HSA-194068, Glycosphingolipid Metabolism R-HSA-1660662	Bile Acid And Bile Salt Metabolism, Glycosphingolipid Metabolism	Lipid Metabolism and Sphingolipid Homeostasis  	0.25	0.0	0.6916606763586493	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Establishment Of Sister Chromatid Cohesion R-HSA-2468052, Regulation Of NF-kappa B Signaling R-HSA-9758274	Establishment Of Sister Chromatid Cohesion, Regulation Of NF-kappa B Signaling	Regulation of DNA Damage Response and Chromosomal Stability  	0.18181818181818182	0.1	0.5986705390940708	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Extracellular Matrix Organization R-HSA-1474244, Signaling By Leptin R-HSA-2586552	Extracellular Matrix Organization, Signaling By Leptin	Extracellular matrix remodeling and cell adhesion regulation  	0.3333333333333333	0.2	0.5899973656352169	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Wnt Signaling Pathway WP363, Purine Metabolism WP4792	Wnt Signaling Pathway, Purine Metabolism	Regulation of nucleotide metabolism and canonical Wnt signaling  	0.6	0.25	0.7027427621122715	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Triacylglyceride Synthesis WP325, Tryptophan Catabolism Leading To NAD Production WP4210	Triacylglyceride Synthesis, Tryptophan Catabolism Leading To NAD Production	Lipid metabolism and energy homeostasis  	0.0	0.0	0.4739675878819707	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Notch Signaling WP268, Sphingolipid Metabolism Integrated Pathway WP4726	Notch Signaling, Sphingolipid Metabolism Integrated Pathway	Notch signaling pathway regulation and maturation  	0.5	0.2	0.6503957864580658	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Sphingolipid Metabolism In Senescence WP5121, Complement Activation WP545	Sphingolipid Metabolism In Senescence, Complement Activation	Immune response modulation and lipid metabolism  	0.16666666666666666	0.0	0.4541555768780111	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Nuclear Receptors WP170, Iron Sulfur Cluster Biogenesis WP5152	Nuclear Receptors, Iron Sulfur Cluster Biogenesis	Nuclear hormone receptor-mediated transcriptional regulation  	0.3333333333333333	0.0	0.5561465302563213	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	TNF Alpha Signaling Pathway WP231, Urea Cycle And Metabolism Of Amino Groups WP497	TNF Alpha Signaling Pathway, Urea Cycle And Metabolism Of Amino Groups	Apoptosis and Inflammatory Response Regulation  	0.09090909090909091	0.0	0.429048615377512	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Sphingolipid Metabolism Overview WP4725, Vitamin K Metabolism And Activation Of Dependent Proteins WP5186	Sphingolipid Metabolism Overview, Vitamin K Metabolism And Activation Of Dependent Proteins	Sphingolipid metabolism and related coagulation pathways  	0.2727272727272727	0.2	0.7179965342546056	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	TNF Alpha Signaling Pathway WP231, Urea Cycle And Associated Pathways WP4595	TNF Alpha Signaling Pathway, Urea Cycle And Associated Pathways	Regulation of Apoptosis and Inflammation	0.1111111111111111	0.0	0.4136806159804075	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Tryptophan Catabolism Leading To NAD Production WP4210, DNA Damage Response WP707	Tryptophan Catabolism Leading To NAD Production, DNA Damage Response	DNA Damage Response and Cell Cycle Regulation  	0.3333333333333333	0.25	0.5081800292795762	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Steroid Biosynthesis WP496, Creatine Pathway WP5190	Steroid Biosynthesis, Creatine Pathway	Steroid hormone biosynthesis and amino acid metabolism  	0.5	0.0	0.6887689985430467	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Wnt Signaling WP428, Creatine Pathway WP5190	Wnt Signaling, Creatine Pathway	Wnt signaling pathway regulation and development  	0.75	0.3333333333333333	0.6360309765577283	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Steroid Biosynthesis WP496, Vitamin K Metabolism And Activation Of Dependent Proteins WP5186	Steroid Biosynthesis, Vitamin K Metabolism And Activation Of Dependent Proteins	Coagulation cascade and steroidogenesis  	0.1	0.0	0.5788215775968317	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Bone Morphogenic Protein Signaling And Regulation WP1425, Oxidative Stress Response WP408	Bone Morphogenic Protein Signaling And Regulation, Oxidative Stress Response	Reactive oxygen species signaling and cellular stress response  	0.4444444444444444	0.25	0.6193497255936287	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Hippo YAP Signaling WP4537, Complement Activation WP545	Hippo YAP Signaling, Complement Activation	Hippo signaling pathway and complement system modulation  	0.6	0.0	0.7958608640751076	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Oxidative Stress Response WP408, Non Homologous End Joining WP438	Oxidative Stress Response, Non Homologous End Joining	Reactive oxygen species (ROS) metabolism and oxidative stress response  	0.42857142857142855	0.3333333333333333	0.527198033053026	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	IL 17 Signaling Pathway WP2112, Purine Metabolism And Related Disorders WP4224	IL 17 Signaling Pathway, Purine Metabolism And Related Disorders	Immunomodulation and Purine Metabolism  	0.3333333333333333	0.125	0.5909085535699532	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Ganglio Series Sphingolipid Metabolism WP5299, Notch Signaling Pathway WP61	Ganglio Series Sphingolipid Metabolism, Notch Signaling Pathway	Notch signaling pathway regulation and cellular differentiation  	0.42857142857142855	0.3333333333333333	0.5319429532007715	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Angiogenesis WP1539, Urea Cycle And Associated Pathways WP4595	Angiogenesis, Urea Cycle And Associated Pathways	Angiogenesis and metabolic regulation in hypoxic conditions  	0.3333333333333333	0.0	0.6134668889801856	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	GABA Receptor Signaling WP4159, Pyrimidine Metabolism And Related Diseases WP4225	GABA Receptor Signaling, Pyrimidine Metabolism And Related Diseases	GABA neurotransmission and metabolic regulation  	0.375	0.0	0.6120094153752985	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Steroid Hormone Precursor Biosynthesis WP5277, Complement Activation WP545	Steroid Hormone Precursor Biosynthesis, Complement Activation	Complement System and Steroidogenesis  	0.16666666666666666	0.0	0.7208067287874107	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Notch Signaling WP268, Non Homologous End Joining WP438	Notch Signaling, Non Homologous End Joining	Notch signaling pathway regulation and cellular differentiation  	0.3333333333333333	0.2	0.5695911597485726	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Sphingolipid Metabolism Integrated Pathway WP4726, Cholesterol Metabolism WP5304	Sphingolipid Metabolism Integrated Pathway, Cholesterol Metabolism	Lipid Metabolism and Transport	0.16666666666666666	0.0	0.5691307069801425	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Proteoglycan Biosynthesis WP4784, Creatine Pathway WP5190	Proteoglycan Biosynthesis, Creatine Pathway	Glycosaminoglycan biosynthesis and regulation  	0.25	0.0	0.6507659587825778	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Proteasome Degradation WP183, One Carbon Metabolism WP241	Proteasome Degradation, One Carbon Metabolism	Regulation of protein degradation and folate metabolism  	0.4	0.0	0.6563457921375255	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Bone Morphogenic Protein Signaling And Regulation WP1425, Overview Of Interferons Mediated Signaling Pathway WP4558	Bone Morphogenic Protein Signaling And Regulation, Overview Of Interferons Mediated Signaling Pathway	Interferon signaling and BMP signaling modulation  	0.3333333333333333	0.09090909090909091	0.7668792923424546	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	One Carbon Metabolism WP241, Urea Cycle And Related Diseases WP4571	One Carbon Metabolism, Urea Cycle And Related Diseases	One-carbon metabolism and urea cycle regulation  	0.75	0.42857142857142855	0.7916921143470347	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Non Homologous End Joining WP438, DNA Damage Response WP707	Non Homologous End Joining, DNA Damage Response	DNA Damage Response and Cell Cycle Regulation  	0.42857142857142855	0.3333333333333333	0.5638648671562716	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Non Homologous End Joining WP438, Heme Biosynthesis WP561	Non Homologous End Joining, Heme Biosynthesis	DNA Damage Repair and Heme Biosynthesis  	0.3333333333333333	0.2	0.6769019432144967	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	T Cell Receptor And Co Stimulatory Signaling WP2583, Wnt Signaling Pathway WP363	T Cell Receptor And Co Stimulatory Signaling, Wnt Signaling Pathway	T-cell Activation and Signal Transduction  	0.4	0.1111111111111111	0.6673779030213531	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Sphingolipid Metabolism In Senescence WP5121, Creatine Pathway WP5190	Sphingolipid Metabolism In Senescence, Creatine Pathway	Regulation of cell proliferation and apoptosis through lipid signaling 	0.0	0.0	0.4363411662076775	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Proteasome Degradation WP183, Complement Activation WP545	Proteasome Degradation, Complement Activation	Complement system activation and antigen processing  	0.5	0.0	0.6690652931062613	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Wnt Signaling WP428, Sphingolipid Metabolism In Senescence WP5121	Wnt Signaling, Sphingolipid Metabolism In Senescence	Wnt signaling and cellular proliferation regulation  	0.3333333333333333	0.2	0.6359176061665421	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Chemokine Signaling Pathway WP3929, GABA Receptor Signaling WP4159	Chemokine Signaling Pathway, GABA Receptor Signaling	Immune Response Modulation and Inflammation Regulation  	0.0	0.0	0.39053993641504825	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Vitamin D Metabolism WP1531, Type III Interferon Signaling WP2113	Vitamin D Metabolism, Type III Interferon Signaling	Interferon signaling and vitamin D metabolism  	0.7142857142857143	0.5	0.8213049276183594	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Wnt Signaling WP428, Glycolysis And Gluconeogenesis WP534	Wnt Signaling, Glycolysis And Gluconeogenesis	Wnt signaling pathway regulation and crosstalk with metabolic pathways  	0.6	0.25	0.7222511592742643	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	GABA Receptor Signaling WP4159, DNA Damage Response WP707	GABA Receptor Signaling, DNA Damage Response	DNA Damage Response and Cell Cycle Regulation  	0.5	0.4	0.5923561605459753	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Sphingolipid Pathway WP1422, Vitamin D Metabolism WP1531	Sphingolipid Pathway, Vitamin D Metabolism	Sphingolipid metabolism and signaling regulation  	0.4	0.0	0.6562556000827099	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Sphingolipid Pathway WP1422, Nucleotide Excision Repair WP4753	Sphingolipid Pathway, Nucleotide Excision Repair	DNA Damage Repair and Sphingolipid Metabolism 	0.4	0.0	0.7718995315507778	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	One Carbon Metabolism WP241, Molybdenum Cofactor Moco Biosynthesis WP4507	One Carbon Metabolism, Molybdenum Cofactor Moco Biosynthesis	Folate and Methionine Metabolism  	0.14285714285714285	0.0	0.5618862678175491	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Serine Metabolism WP4688, Ganglio Series Sphingolipid Metabolism WP5299	Serine Metabolism, Ganglio Series Sphingolipid Metabolism	Glycosylation and nucleotide metabolism in cellular signaling  	0.16666666666666666	0.0	0.5430940914511384	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Purine Metabolism And Related Disorders WP4224, Glycosphingolipid Metabolism WP5292	Purine Metabolism And Related Disorders, Glycosphingolipid Metabolism	Glycosaminoglycan and nucleotide metabolism  	0.2857142857142857	0.0	0.6321159535759989	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Hippo YAP Signaling WP4537, Unfolded Protein Response WP4925	Hippo YAP Signaling, Unfolded Protein Response	Cellular Stress Responses and Apoptosis Regulation  	0.16666666666666666	0.0	0.47294674743516163	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Complement Activation WP545, Notch Signaling Pathway WP61	Complement Activation, Notch Signaling Pathway	Notch signaling pathway regulation and immune modulation  	0.6	0.5	0.6320073511278572	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Urea Cycle And Related Diseases WP4571, Urea Cycle And Associated Pathways WP4595	Urea Cycle And Related Diseases, Urea Cycle And Associated Pathways	Urea cycle and amino acid metabolism  	0.3	0.2222222222222222	0.7313768284957101	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	TNF Alpha Signaling Pathway WP231, One Carbon Metabolism WP241	TNF Alpha Signaling Pathway, One Carbon Metabolism	NF-kappaB signaling and apoptosis regulation  	0.14285714285714285	0.0	0.47140520481854875	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Steroid Biosynthesis WP496, T Cell Receptor Signaling Pathway WP69	Steroid Biosynthesis, T Cell Receptor Signaling Pathway	Immune activation and signaling regulation  	0.14285714285714285	0.0	0.46401843488860284	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Nuclear Receptors WP170, Serine Metabolism WP4688	Nuclear Receptors, Serine Metabolism	Hormonal regulation and metabolic homeostasis  	0.25	0.0	0.46081315280998736	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Proteasome Degradation WP183, Overview Of Interferons Mediated Signaling Pathway WP4558	Proteasome Degradation, Overview Of Interferons Mediated Signaling Pathway	Antiviral Immune Response and Proteasomal Degradation	0.25	0.14285714285714285	0.6555056658506082	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Chemokine Signaling Pathway WP3929, Mitochondrial Complex I Assembly Model OXPHOS System WP4324	Chemokine Signaling Pathway, Mitochondrial Complex I Assembly Model OXPHOS System	Signal transduction and immune response modulation  	0.1	0.0	0.4669506248800901	GSAI_2hint
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Triacylglyceride Synthesis WP325, Cholesterol Metabolism WP5304	Triacylglyceride Synthesis, Cholesterol Metabolism	Lipid Metabolism and Transport  	0.25	0.0	0.6042107445765731	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Insulin signaling pathway, Proteasome	Insulin signaling pathway, Proteasome	Cellular Energy Regulation and Metabolism	0.0	0.0	0.4142098402472648	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Autophagy, Phototransduction	Autophagy, Phototransduction	Autophagy regulation and signaling	0.5	0.0	0.6299949246925546	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Base excision repair, Notch signaling pathway	Base excision repair, Notch signaling pathway	Notch signaling pathway regulation and DNA damage response	0.5	0.4	0.687017495966998	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Primary bile acid biosynthesis, Tryptophan metabolism	Primary bile acid biosynthesis, Tryptophan metabolism	Lipid metabolism and bile acid synthesis	0.5	0.2	0.6439814279941216	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Axon guidance, Citrate cycle (TCA cycle)	Axon guidance, Citrate cycle (TCA cycle)	Cellular cytoskeleton organization and signaling	0.0	0.0	0.2600540506228811	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Glycosaminoglycan degradation, Purine metabolism	Glycosaminoglycan degradation, Purine metabolism	Purine and pyrimidine metabolism	0.5	0.0	0.5849291966686144	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Pentose phosphate pathway, Tryptophan metabolism	Pentose phosphate pathway, Tryptophan metabolism	Glucose metabolism and Tryptophan catabolism	0.4	0.0	0.7458127653409994	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Hedgehog signaling pathway, Olfactory transduction	Hedgehog signaling pathway, Olfactory transduction	Olfactory Signal Transduction	0.6	0.0	0.6356653714251648	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Hedgehog signaling pathway, Pentose phosphate pathway	Hedgehog signaling pathway, Pentose phosphate pathway	Hedgehog Signaling Pathway	0.5	0.4	0.7723453578373982	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Homologous recombination, mTOR signaling pathway	Homologous recombination, mTOR signaling pathway	Regulation of Cellular Signaling Pathways	0.4	0.25	0.46922215439389003	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Autophagy, Wnt signaling pathway	Autophagy, Wnt signaling pathway	Autophagy and Wnt signaling integration  	0.75	0.3333333333333333	0.8397887897022738	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Autophagy, Ubiquitin mediated proteolysis	Autophagy, Ubiquitin mediated proteolysis	Protein Ubiquitination and Degradation Pathway	0.25	0.0	0.6381856206448127	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Citrate cycle (TCA cycle), Fatty acid biosynthesis	Citrate cycle (TCA cycle), Fatty acid biosynthesis	Tricarboxylic acid cycle (TCA cycle) and fatty acid metabolism	0.7142857142857143	0.5	0.7694240350741595	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	NF-kappa B signaling pathway, Renin-angiotensin system	NF-kappa B signaling pathway, Renin-angiotensin system	Immune Response Signaling Cascade	0.125	0.0	0.5198818343472427	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Cholesterol metabolism, Glycosaminoglycan biosynthesis	Cholesterol metabolism, Glycosaminoglycan biosynthesis	Lipoprotein metabolism and cholesterol transport	0.5	0.0	0.5675722332364985	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Glycosaminoglycan biosynthesis, Non-homologous end-joining	Glycosaminoglycan biosynthesis, Non-homologous end-joining	Glycosaminoglycan biosynthesis	0.3333333333333333	0.2	0.7656158660355257	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Axon guidance, Fatty acid elongation	Axon guidance, Fatty acid elongation	Axon guidance and neuronal development	0.4	0.25	0.590287678087182	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Glycolysis / Gluconeogenesis, Oxidative phosphorylation	Glycolysis / Gluconeogenesis, Oxidative phosphorylation	Mitochondrial Electron Transport Chain	0.0	0.0	0.44591077185674755	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Cell cycle, Primary bile acid biosynthesis	Cell cycle, Primary bile acid biosynthesis	Cell Cycle Regulation and DNA Replication	0.3333333333333333	0.2	0.4909853601340206	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Arachidonic acid metabolism, Oxidative phosphorylation	Arachidonic acid metabolism, Oxidative phosphorylation	Mitochondrial Electron Transport Chain and ATP Synthesis	0.0	0.0	0.42863071447860956	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Arachidonic acid metabolism, Sulfur metabolism	Arachidonic acid metabolism, Sulfur metabolism	Arachidonic acid metabolism and lipid signaling	0.6	0.5	0.6619791852721377	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Insulin signaling pathway, Retinol metabolism	Insulin signaling pathway, Retinol metabolism	Glucose homeostasis and metabolic regulation	0.2	0.0	0.47048071002901415	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	T cell receptor signaling pathway, TGF-beta signaling pathway	T cell receptor signaling pathway, TGF-beta signaling pathway	T cell receptor signaling pathway	0.5555555555555556	0.5	0.775391033882022	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Pentose phosphate pathway, Phosphatidylinositol signaling system	Pentose phosphate pathway, Phosphatidylinositol signaling system	Inositol Phosphate Signaling Pathway	0.5	0.0	0.6402583836866663	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Fatty acid biosynthesis, Primary bile acid biosynthesis	Fatty acid biosynthesis, Primary bile acid biosynthesis	Lipid metabolism and bile acid synthesis	0.2857142857142857	0.16666666666666666	0.7170971724713291	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Axon guidance, NF-kappa B signaling pathway	Axon guidance, NF-kappa B signaling pathway	Cellular Signaling Network	0.14285714285714285	0.0	0.4345181139552842	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Cell cycle, MAPK signaling pathway	Cell cycle, MAPK signaling pathway	Cell Cycle Regulation and Signaling Pathways	0.8	0.5	0.749357406182394	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Renin-angiotensin system, mTOR signaling pathway	Renin-angiotensin system, mTOR signaling pathway	Regulation of mTOR signaling pathway	0.5	0.4	0.5840187616783991	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Arachidonic acid metabolism, Retinol metabolism	Arachidonic acid metabolism, Retinol metabolism	Arachidonic acid metabolism	0.6	0.5	0.7654982393291041	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	MAPK signaling pathway, mTOR signaling pathway	MAPK signaling pathway, mTOR signaling pathway	MAPK Signaling Pathway	0.5	0.4	0.8176598553724264	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Arachidonic acid metabolism, D-Glutamine and D-glutamate metabolism	Arachidonic acid metabolism, D-Glutamine and D-glutamate metabolism	Arachidonic acid metabolism and inflammation	0.4444444444444444	0.25	0.6378335852820872	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	D-Glutamine and D-glutamate metabolism, Glycolysis / Gluconeogenesis	D-Glutamine and D-glutamate metabolism, Glycolysis / Gluconeogenesis	Glucose metabolism and glycolysis	0.375	0.0	0.6354288368374104	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Hedgehog signaling pathway, Purine metabolism	Hedgehog signaling pathway, Purine metabolism	Nucleotide metabolism and cyclic nucleotide signaling	0.4	0.0	0.5445213826043955	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Base excision repair, Renin-angiotensin system	Base excision repair, Renin-angiotensin system	DNA Repair and Genomic Stability	0.16666666666666666	0.0	0.4408120042044278	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Fatty acid biosynthesis, Fatty acid elongation	Fatty acid biosynthesis, Fatty acid elongation	Fatty Acid Metabolism	0.3333333333333333	0.2	0.6614904171595356	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Fatty acid elongation, Nucleotide excision repair	Fatty acid elongation, Nucleotide excision repair	DNA Damage Repair and Replication	0.16666666666666666	0.0	0.4890170051327492	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Axon guidance, Wnt signaling pathway	Axon guidance, Wnt signaling pathway	WNT Signaling Pathway Regulation	0.6	0.5	0.6472433501686301	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	DNA replication, Primary bile acid biosynthesis	DNA replication, Primary bile acid biosynthesis	DNA replication and repair	0.3333333333333333	0.2	0.5893469340880076	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Cholesterol metabolism, Wnt signaling pathway	Cholesterol metabolism, Wnt signaling pathway	WNT Signaling Pathway	0.6	0.5	0.6513306756386297	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	One carbon pool by folate, Proteasome	One carbon pool by folate, Proteasome	Protein Degradation and Recycling	0.0	0.0	0.44465026949177355	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Axon guidance, GABAergic synapse	Axon guidance, GABAergic synapse	Neuronal signaling and cytoskeletal dynamics	0.0	0.0	0.42034113533679	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Notch signaling pathway, Pentose phosphate pathway	Notch signaling pathway, Pentose phosphate pathway	Notch signaling pathway	0.5	0.4	0.739787596940199	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	MAPK signaling pathway, Ribosome biogenesis in eukaryotes	MAPK signaling pathway, Ribosome biogenesis in eukaryotes	Cellular Signaling Network	0.14285714285714285	0.0	0.497132330140704	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Autophagy, mTOR signaling pathway	Autophagy, mTOR signaling pathway	Autophagy Regulation	0.25	0.0	0.6454413468583148	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	D-Glutamine and D-glutamate metabolism, Non-homologous end-joining	D-Glutamine and D-glutamate metabolism, Non-homologous end-joining	DNA repair pathways and genomic stability	0.1	0.0	0.47726194414795625	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Base excision repair, Fatty acid elongation	Base excision repair, Fatty acid elongation	DNA Repair and Maintenance	0.16666666666666666	0.0	0.5063531697946351	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Complement and coagulation cascades, MAPK signaling pathway	Complement and coagulation cascades, MAPK signaling pathway	Cellular Signaling Cascade	0.2857142857142857	0.0	0.542552281490879	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Purine metabolism, TGF-beta signaling pathway	Purine metabolism, TGF-beta signaling pathway	Regulation of G-protein coupled receptor signaling	0.16666666666666666	0.0	0.3794105553736776	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	Wnt signaling pathway, mTOR signaling pathway	Wnt signaling pathway, mTOR signaling pathway	Wnt signaling pathway regulation	0.5	0.4	0.6699046607811504	GSAI_2hint
gpt-3.5-turbo-0125	KEGG_2021_Human	One carbon pool by folate, Retinol metabolism	One carbon pool by folate, Retinol metabolism	Retinoid metabolism and detoxification	0.14285714285714285	0.0	0.5301729390199847	GSAI_2hint
gpt-3.5-turbo-0125	Reactome_2022	Gap Junction Trafficking And Regulation R-HSA-157858, RNA Polymerase III Transcription Initiation From Type 3 Promoter R-HSA-76071	Gap Junction Trafficking And Regulation, RNA Polymerase III Transcription Initiation From Type 3 Promoter	Transcriptional regulation and protein synthesis coordination	0.21428571428571427	0.0	0.5452884380413867	GSAI_2hint
gpt-3.5-turbo-0125	Reactome_2022	COPII-mediated Vesicle Transport R-HSA-204005, Cobalamin (Cbl, Vitamin B12) Transport And Metabolism R-HSA-196741	COPII-mediated Vesicle Transport, Cobalamin (Cbl, Vitamin B12) Transport And Metabolism	Protein Transport and Localization	0.18181818181818182	0.1	0.5069583429284646	GSAI_2hint
