set_descr	generatio	bgratio	richFactor	foldEnrich	p_val	p_adj	intersection	set_genes	ngenes	nset	ninter	in_toks	out_toks
Positive regulation of gene expression	0.0	0.0012596996875944774	0.0	0.0	1.0	1.0		RUNX1,NR3C1,PIK3CA,SP1,STAT3,CREB1,ESR1,ELK1,VEGFA,RB1,SMAD3,MYC,FOXO1,SOX2,MEF2C,NFKB1,NOTCH1,CTNNB1,JUN,TP53,SRC,HIF1A,EGFR,GATA3,RELA	63	25	0	158	327
Exocytosis	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		SYT1,VPS45,SNAP25,STX1B,STX1A,RAB27B,STX4,MUNC18-1,SYT7,RAB27A,SNAP23,SEC22B,STX2,STXBP1,VAMP2,STXBP2,STX3,RAB3A,NSF,UNC13B	63	20	0	154	274
Regulation of mRNA stability	0.0	0.003224831200241862	0.0	0.0	1.0	1.0		ELAVL2,CAF1A,AGO4,EXOSC1,G3BP2,LSM6,EXOSC4,PABPC5,UPF3A,AGO1,EXOSC3,EIF4E,LIN28A,EXOSC9,EXOSC6,UPF1,EIF4EBP2,ELAVL3,LSM1,CNOT8,DEADBOX1,CNOT4,CNOT6L,LSM8,AGO3,CNOT1,EXOSC2,EXOSC5,LIN28B,LSM5,PABPC4,PABPC1,EXOSC8,CNOT3,CAF1B,CPEB2,UPF3B,AGO2,EIF4EBP1,LSM7,CPEB3,CPEB1,GW182,CNOT6,CNOT2,PABPC3,LSM2,XRN1,G3BP1,DICER1,DROSHA,EXOSC10,LSM3,MOV10,CCR4,CNOT7,UPF2,ELAVL1,ELAVL4,EXOSC7,TTP,LSM4,EIF4EBP3,CPEB4	63	64	0	160	595
Cell signaling	0.0	0.0023178474251738385	0.0	0.0	1.0	1.0		CDC42,LCK,BRAF,IFNGR2,NR3C1,PIK3CA,FOS,HRAS,CASP3,MAPK1,TGFB1,STAT3,RAC1,CREB1,NFKBIA,ELK1,SMAD3,SOCS3,IRE1,MYC,NFKB1,DAG1,RHOA,SHC1,KRAS,TRAF6,MAX,CASP8,CTNNB1,JUN,PDGFRA,IFNGR1,TP53,SRC,GPER1,CASP9,GRB2,PAK1,TRPM7,GNAS,EGFR,SMAD4,JAK1,AKT1,PTEN,RELA	63	46	0	152	592
Extracellular matrix organization	0.0	0.006096946487957271	0.0	0.0	1.0	1.0		LAMB3,COL4A2,COL20A1,COL7A1,ADAMTS15,COL17A1,COL19A1,TNXB,NID2,PODXL,COL25A1,ADAMTS16,MATN3,COL16A1,LAMA2,FN1,COL4A1,MMP8,LAMB1,LAMB2,ADAMTS10,BGN,COL9A1,COL22A1,ADAMTS18,MMP17,COL13A1,COL6A3,MMP15,COL9A3,ADAMTS13,THBS4,MMP23A,ADAMTS6,MMP25,ADAMTSL3,THBS1,MMP10,COL11A1,ADAMTS8,MMP19,MMP24,HSPG2,ADAMTSL2,ADAMTS3,AGRIN,ADAMTS4,POSTN,COL21A1,COL1A1,LAMC2,ADAMTSL1,EVC,THBS5,COL23A1,MATN1,COL14A1,ADAMTS2,MMP12,MMP13,ADAMTS12,TNN,ADAMTS14,ADAMTSL4,TGFBI,COL5A1,LAMA3,MMP1,MATN2,ECM1,COL5A2,OMD,COL11A2,LAMC1,COL1A2,COL8A2,LAMA1,ADAMTS17,ADAMTSL5,FBN2,COL18A1,MMP2,MMP7,COL12A1,COL3A1,MMP20,MMP9,MATN4,MMP14,NID1,ADAMTS5,ADAMTS1,THBS3,ADAMTS19,COL9A2,LUM,FBN1,COL10A1,ADAMTS20,COL8A1,COL2A1,EVC2,SPARC,MMP28,COL15A1,MMP11,MMP21,COL24A1,MMP27,FMOD,LAMC3,COL6A2,ADAMTS9,PODXL2,MMP26,MMP3,MMP16,THBS2,ADAMTS7,COL6A1,DCN	63	121	0	158	1157
Synaptic plasticity	0.0	0.002065907487654943	0.0	0.0	1.0	1.0		MAPK3,NRG1,GRIN2B,EEF2,GAP43,NRXN3,NLGN1,SYNGAP1,MAPK1,FOXP3,PPP1CB,DLG1,DLG4,CAMK2A,SHANK3,CREB1,HOMER3,FOXP1,NRXN2,SYN2,FOXP2,PPP1CC,HOMER2,ARC,SYN1,SYP,PPP1CA,NLGN2,HOMER1,BDNF,CAMK2B,SYN3,NLGN3,NRXN1,SHANK2,CNTNAP2,DLG3,GRIN1,DLG2,SHANK1,GRIN2A	63	41	0	156	545
Regulation of cell shape	0.0	0.001562027612617152	0.0	0.0	1.0	1.0		CDC42,SHROOM2,PAK4,JAK2,ACTG1,RHOC,MYH10,PAK6,PTEN,STAT3,TUBB,FLNA,FSCN1,ACTA1,RAC1,PAK2,ACTB,SHROOM3,TNS1,GSK3B,LIMK1,RHOA,LIMK2,VCL,EZR,PAK1,ROCK1,TUBB2A,JAK1,MYH9,ROCK2	63	31	0	158	407
Myelin sheath	0.0	0.0007558198125566865	0.0	0.0	1.0	1.0		MPZ,MAG,GFAP,OLIG2,PLP1,MBP,SOX10,CNP,MOG,GJB1,NGRN,GJB6,CLDN11,ERBB3,PMP22	63	15	0	154	194
Microtubule-based process	0.0	0.0013100876750982565	0.0	0.0	1.0	1.0		DCX,DYNC1H1,TUBA1A,LIS1,TUBB,AURKA,CCNB1,CDK5,CEP192,NEFH,CEP152,KIF1A,NDE1,DYNC1I1,TUBG1,KIF5B,NDEL1,DCTN1,AURKB,CDK1,BICD2,PLK1,MAPT,PLK4,NEFM,NEFL	63	26	0	160	243
Regulation of lipid metabolic process	0.0	0.0018139675501360475	0.0	0.0	1.0	1.0		ADIPOQ,ABCA1,APOB,ACACB,TGFB1,DGAT2,VLDLR,APOA1,FABP1,STARD10,LPL,APOC2,NR1H4,ACS,DGAT1,PPARA,SCD,FASN,PPARG,CIDEC,SREBF1,MLXIPL,APOC1,APOA2,CETP,CPT1A,SREBF2,ACACA,APOA5,MC4R,NR1I2,APOC3,APOE,NR1H3,FABP2,GPD1	63	36	0	160	325
Neuronal cell body	0.0	0.0007558198125566865	0.0	0.0	1.0	1.0		ENO2,CHAT,SYP,NEFH,GAP43,MAPT,SNAP25,THY1,NEFM,PCP4,TUBB3,CALB1,RBFOX3,NEFL,SYN1	63	15	0	158	194
Mitochondrial electron transport, NADH to ubiquinone	0.0	0.0022170714501662803	0.0	0.0	1.0	1.0		NDUFA4,NDUFA8,MT-ND4,NDUFB4,NDUFA3,NDUFA12,MT-ND3,NDUFA13,NDUFA5,NDUFV1,NDUFA10,NDUFA1,NDUFS8,NDUFB9,NDUFS3,NDUFS5,NDUFA2,MT-ND4L,NDUFV2,MT-ND1,NDUFB3,NDUFB6,NDUFA7,NDUFB7,MT-ND5,NDUFB11,NDUFB8,NDUFA9,NDUFS7,MT-ND6,MT-ND2,NDUFB2,NDUFS4,NDUFB5,NDUFB10,NDUFV3,NDUFC2,NDUFS6,NDUFB1,NDUFA6,NDUFA11,NDUFS2,NDUFC1,NDUFS1	63	44	0	176	623
Lipid metabolic process	0.0	0.002620175350196513	0.0	0.0	1.0	1.0		PANK2,APOB,LDLR,ACACB,LIPC,INSIG1,LIPE,NPC2,PDK2,DGAT2,INSIG2,PDK1,ACOX1,PANK1,FABP1,CPT1B,ACSL3,CPT2,STARD4,FABP7,PPARA,DGAT1,FABP5,SCD,ALDH3A2,FASN,LPIN1,PPARG,CD36,ACSL4,PDK4,ACSL1,PANK3,PDK3,NPC1,FABP3,PCSK9,SREBF1,HMGCR,LPIN2,FABP4,CPT1A,SREBF2,ACACA,LPIN3,SCAP,MGLL,ACSL6,ALDH9A1,PPARD,LPL,PANK4	63	52	0	156	674
Inositol phosphate biosynthetic process	0.0	0.0014612516376095938	0.0	0.0	1.0	1.0		PIK3CG,PIK3CA,PIK3CB,PIK3R2,ITPKC,INPPL1,ISYNA1,PIK3C2A,INPP5D,PI4KA,PIK3C2G,PLCG1,INPP5A,PIK3C2B,INPP5E,PIK3R3,PIK3R1,PIK3C3,PI4KB,IPMK,IMPA1,IMPDH1,ITPKA,IMPA2,ITPKB,INPP5B,PIK3CD,PLCG2,PIK3R4	63	29	0	162	412
Secretion by cell	0.0	0.002519399375188955	0.0	0.0	1.0	1.0		RAB2B,USO1,COPA,VAMP3,SYT2,COPG2,SYT1,SNAP25,STX1B,COPB2,RAB11B,STX1A,SEC23A,SEC24A,SEC31B,SEC24B,SEC24D,BET1,SEC31A,RAB11FIP2,SNAP29,STX4,RAB10,RAB8A,RAB11FIP3,BET1L,RAB1A,COPG1,SNAP23,SAR1A,STX2,VAMP4,RAB1B,TMED2,TMED10,VAMP2,SAR1B,STX3,STX5,SEC61B,RAB2A,VAMP8,SEC23B,RAB11FIP1,NSF,SEC24C,COPB1,RAB11A,SEC61A1,RAB8B	63	50	0	156	673
DNA damage response	0.0	0.0029728912627229667	0.0	0.0	1.0	1.0		DDB2,XRCC1,ERCC8,RNF168,CHEK1,FANCA,ERCC6,ATR,CDKN1A,ATM,CDKN2A,MDC1,UBE2N,RAD9A,XRCC3,PARP2,RAD17,TP53BP1,MSH6,GADD45G,RPA3,LIG4,CDK6,CHEK2,DDB1,XRCC2,GADD45B,RPA1,XRCC4,FANCG,XRCC6,RAD51,ERCC3,FANCD2,CDK2,MLH1,ERCC5,BRCA2,RAD50,MSH2,CDK1,PARP1,GADD45A,UBE2V1,HUS1,BRCA1,PMS2,MRE11,XRCC5,NBN,ERCC2,RPA2,ERCC1,CDK4,FANCB,TP53,RNF8,ERCC4,PCNA	63	59	0	154	771
Cellular amino acid biosynthetic process	0.0	0.0014108636501058147	0.0	0.0	1.0	1.0		CPS2,BCKDHB,TYR,PKLR,TAT,LDHC,GOT1,PDHB,AARS1,CPS1,GOT1L1,PKM,ASL,PSAT1,LDHB,HSD17B10,BCAT2,ASNS,BCAT1,PDHA1,PC,PDHA2,BCKDHA,GLUD1,GOT2,LDHA,LDHD,TBXT	63	28	0	162	362
Protein monoubiquitination	0.0	0.0013604756626020356	0.0	0.0	1.0	1.0		TRIM21,RNF168,CBLL1,UBE2D3,RNF4,UBE2D1,UBE3C,TRIM39,UBE2N,UBE3A,SIAH2,TRIM32,SIAH1,UBE2S,RNF111,UBE2D2,CBLL2,UBE2T,ARIH1,UBE2L3,UBE2E3,UBE2D4,UBE2E2,ARIH2,RNF8,UBE2E1,UBE3B	63	27	0	160	259
Axonal transport	0.0	0.001562027612617152	0.0	0.0	1.0	1.0		KLC1,GRIK2,GAP43,DYNC1H1,KLC3,SYT1,DYNLT1,LIS1,SNAP25,DNM1,APP,DNM3,KIF1A,KLC4,NDEL1,SNCA,SYP,BICD2,KLC2,KIF5A,GSK3B,RHOB,MAPT,RAB3A,DYNLL2,DYNLT3,DNM2,BICD1,DYNLL1,SYNRG,DYNC1I2	63	31	0	154	417
Chromatin organization	0.0	0.002065907487654943	0.0	0.0	1.0	1.0		SMARCA4,SMARCD1,RAD21,MLLT1,ASH2L,RBBP4,KAT2A,SMC3,SMARCE1,RBBP7,POU5F1,SMARCD2,SETD1A,SMARCB1,GATA2,EP300,SMARCA2,SMC1A,SMARCC2,HDAC1,HDAC2,SMARCC1,SRCAP,WDR5,CTCF,ELP2,BAZ1B,BAZ1A,SOX2,KAT2B,IRF2,AFF1,EZH2,BRD4,HDAC8,HDAC3,CREBBP,SETD1B,MLL,NIPBL,DPF2	63	41	0	154	552
Regulation of synaptic vesicle exocytosis	0.0	0.001511639625113373	0.0	0.0	1.0	1.0		SYT2,SNAP91,NRXN3,SYT1,SNAP25,CPLX2,BSN,STX1A,DNM1,NRXN2,SV2B,DNM3,UNC13A,DOC2B,SYN2,PCLO,DOC2A,SYT7,SYN1,SV2C,CPLX1,STXBP1,VAMP2,RIM1,SYNJ1,RAB3A,RIM2,DNM2,NRXN1,SV2A	63	30	0	168	400
Cellular response to DNA damage stimulus	0.0	0.003577547112768316	0.0	0.0	1.0	1.0		FANCM,DDB2,XRCC1,ERCC8,CDC25A,CHEK1,ERCC6,FANCA,ATR,MDC1,ATM,FANCI,WRN,H2AFX,CDKN1A,BLM,CDKN2A,XRCC3,PARP2,MSH3,MSH6,FANCC,H2AFY,FANCE,RPA3,CDC25B,CDK6,CHEK2,DDB1,LIG4,RPA1,XRCC4,FANCG,XRCC6,CDKN2B,RAD51,ERCC3,FANCD2,TP63,MLH1,CDK2,ERCC5,BRCA2,RAD50,MSH2,FANCJ,CDK1,PARP1,TOPBP1,BRCA1,MRE11,PMS2,XRCC5,FUS,NBN,ERCC2,PMS1,RPA2,FANCL,FANCF,ERCC1,PARP3,FANCB,TP53,CDK4,CDC25C,LIG3,CDKN1B,ERCC4,LIG1,PCNA	63	71	0	162	921
Regulation of Rho protein signal transduction	0.0	0.001562027612617152	0.0	0.0	1.0	1.0		CDC42,RHOC,RHOF,RHOT1,RHOD,ARHGEF10,ARHGEF5,ARHGAP1,RAC1,ARHGEF12,ARHGAP5,ARHGEF1,RAC2,RHOBTB3,ARHGEF2,ARHGDIA,RAC3,RHOU,ARHGAP21,RHOG,ARHGEF4,RHOA,RHOBTB2,RHOB,ARHGEF6,RHOH,RHOQ,ARHGEF3,RHOBTB1,ARHGAP6,RHOT2	63	31	0	166	426
Calcium ion transport	0.0	0.002620175350196513	0.0	0.0	1.0	1.0		ATP2B2,RYR3,SLC24A1,ATP2C1,CACNA1B,RYR2,TRPV4,CACNA1F,CACNB3,TRPV6,CAMK2A,TRPV3,ATP2A1,CACNB4,TRPV1,ATP2A3,CACNB2,CACNG1,CACNA1C,ATP2B4,CALM3,TRPV5,CACNA1A,CACNG6,SLC24A3,TRPV2,SLC24A5,CAMK2G,ATP2A2,RYR1,CACNA1E,SLC24A4,CACNA1S,ATP2B1,ATP2B3,SLC24A2,CACNG8,CACNG7,CACNA1H,CACNG5,CACNA1D,CAMK2B,CACNG2,CALM1,CACNG3,CACNA1I,CACNB1,CAMK2D,CACNG4,ATP2C2,CACNA1G,CALM2	63	52	0	156	715
Cellular nitrogen compound metabolic process	0.0	0.0013100876750982565	0.0	0.0	1.0	1.0		G6PD,OTC,GOT1,CYP2E1,AGXT,SLC1A5,MAT1A,ASS1,ARG1,CPS1,SLC7A5,ASL,MTHFR,SLC25A11,CBS,PDE4B,UMPS,DLD,HSD17B10,MAT2A,PAH,SLC25A13,GLUD1,GOT2,PCCA,GLUL	63	26	0	160	241
Transcription initiation from RNA polymerase II promoter	0.0	0.0037790990627834323	0.0	0.0	1.0	1.0		P-TEFb,TAF7,TFIIH,TAF13,CDK9,TAF12,GTF2E2,MED17,MED21,POLR2A,MED8,TAF6,MED9,TAF10,MED31,SUPT6H,MED25,MED24,TAF3,CCNT1,NELFE,MED18,TFIIA,MED7,TFIID,GTF2H4,MED16,MED27,TAF2,MED28,TADA2A,TFIIE,NELFB,GTF2H5,MED1,MED30,GTF2F1,TBP,MED12,GTF2H3,NELFCD,GTF2H2,TAF9,TFIIB,MED29,TAK1,CCNH,MED23,MED26,TADA3,MED14,GTF2F2,TAF5,CDK7,SUPT5H,TAF8,TADA2B,MED11,MED13,MED4,GTF2H1,CCNT2,TAF1,TAF4,MED19,GTF2E1,MED20,MED6,MED15,SUPT4H1,MED10,TAF11,MED22,TADA1,TFIIF	63	75	0	166	674
Cilium assembly	0.0	0.0007558198125566865	0.0	0.0	1.0	1.0		BBS4,BBS10,CC2D2A,ARL13B,WDR19,CENTROBIN,BBS7,IFT80,CEP164,CEP290,DYNC2H1,TUBGCP2,BBS1,IFT88,KIF3A	63	15	0	154	205
Cellular response to unfolded protein	0.0	0.002166683462662501	0.0	0.0	1.0	1.0		HSP90AA1,HERPUD1,HSPD1,HSPA1B,XBP1,HSPH1,HSPB7,EIF2AK3,HSPA6,BAG5,UBQLN2,HSPA9,HSP90B1,BAG2,HSPA2,HSPA14,HSPA12A,HSPB1,HSPB8,HSPA4,BAG1,BAG4,PPP1R15A,BAG6,UBQLN1,DNAJB6,HSP90AB1,HSPA1A,DNAJB9,DNAJB7,DDIT3,ATF6,HSPA8,ERN1,HSPB6,BAG3,HSPA12B,HSPA5,HSPE1,DNAJB1,HSPB2,DNAJB11,HSPB3	63	43	0	160	415
Dendritic spine	0.0	0.0007558198125566865	0.0	0.0	1.0	1.0		SHANK3,NRG1,GRIN2B,CAMKIIA,FMR1,GPHN,GluA2,PSD95,SYNGAP1,GluA1,MAP2,HOMER1,ARC,DLG4,CAMKIIB	63	15	0	156	203
Cytoplasm	0.0	0.004232590950317444	0.0	0.0	1.0	1.0		HNRNPD,MYH10,CCT6A,PGAM1,ACTB,MDH2,YBX1,IDH1,HSPB1,GAPDH,HNRNPM,ENOG,LDHB,ARPC1A,ARPC5,GOT2,HNRNPK,ROCK1,ACTN3,ACTN1,MYH9,HSP90AA1,CDC42,ACTG1,CCT2,PFKM,ARPC1B,HNRNPDL,SOD1,ARPC4,PKM,HNRNPA0,HNRNPA2B1,HNRNPH1,CCT5,RHOA,CCT3,ACTN4,ROCK2,ACTG2,PFKP,CCT8,CNN2,HNRNPA3,HNRNPL,HNRNPAB,GPT,RAC1,HNRNPA1,HNRNPUL2,GPT2,HNRNPF,TPI1,EEF1A1,HNRNPUL1,ARPC2,MYH11,DYNLL2,HNRNPC,CCT7,LDHA,ARPC5L,RHOC,G6PD,HNRNPR,ACTN2,GOT1,TUBB,TFRC,HK2,ENO1,ARPC3,HNRNPU,PGK1,GLUD2,MYLK,HNRNPH3,ALDOA,PC,CCT4,GLUD1,DYNLL1,GLUL,HNRNPH2	63	84	0	154	1118
Regulation of vesicle-mediated transport	0.0	0.001562027612617152	0.0	0.0	1.0	1.0		SNX1,SNX3,VAMP3,SYT1,VPS45,DNM1,STX16,RAB4A,SNAP29,DNM3,AP1M1,DELTA1,SNX4,STX7,SYT7,RAB27A,SNAP23,CLTA,AP2M1,VAMP4,STX8,AP1M2,GDI2,CLTB,STX6,RAB5A,SNX2,DNM2,RAB7A,RAB11A,GDI1	63	31	0	162	415
Wnt signaling pathway	0.0	0.002166683462662501	0.0	0.0	1.0	1.0		WNT5A,DVL3,LRP5,WNT7A,FZD1,WNT10B,WNT6,WNT16,WNT9A,WNT11,WNT7B,FZD3,FZD4,FZD5,FZD10,WNT10A,WNT3A,LEF1,DVL1,WNT1,WNT2B,APC,WNT8B,WNT8A,FZD2,TCF7,FZD9,WNT2,FZD8,GSK3B,WNT4,LRP6,TCF7L2,WNT5B,DVL2,WNT9B,CTNNB1,FZD6,FZD7,WNT3,AXIN1,TCF7L1,AXIN2	63	43	0	156	582
Response to reactive oxygen species	0.0	0.0018139675501360475	0.0	0.0	1.0	1.0		GPX5,PRDX6,AKR1B1,CAT,PRDX3,TXNRD2,GPX2,NOS3,HMOX1,PRDX5,TXNRD1,SOD1,GPX3,KEAP1,IDH1,GCLC,IDH2,NOS2,GCLM,PRDX2,AKR1C1,GPX1,SLC7A11,NQO1,SOD2,PRDX4,FOXO3,NFE2L2,SLC25A10,TXNRD3,GSR,GPX4,SOD3,HIF1A,TXN,PRDX1	63	36	0	158	483
Ras protein signal transduction	0.0	0.0022170714501662803	0.0	0.0	1.0	1.0		MAPK3,PIK3CG,RASSF7,BRAF,RASSF2,PIK3CA,SHC3,RASA3,PIK3CB,RASA2,HRAS,MAPK1,RAP1B,RASSF8,RASA4,RALB,RASSF6,RASA5,RASSF1,MAP2K2,SOS1,RAF1,AKT3,RASSF5,SHC2,RASSF3,SHC4,RASSF4,SHC1,KRAS,RALA,SOS2,MAP2K1,AKT2,RASA1,RAP1A,RASSF10,NRAS,GRB2,RASSF9,PIK3CD,AKT1,PTEN,GAB1	63	44	0	160	410
Membrane fusion	0.0	0.0027209513252040712	0.0	0.0	1.0	1.0		SYT3,USO1,VAMP3,SYT2,VAMP5,GOSR2,SYT1,SNAP47,SYTL4,GOSR1,SYTL2,SNAP25,STX1B,STX1A,VAMP7,STX16,STX18,BET1,SYT13,SNAP29,SYTL5,STX4,SYTL3,SEC22C,SYT5,SYB2,STX7,SYT7,BET1L,SYT11,SNAP23,SEC22B,SNCB,SNCA,STX2,VAMP4,STX8,VAMP2,SYT9,STX3,STX12,STX5,STX6,VAMP8,SYTL1,SYT15,STX17,SYT8,SYT12,SEC22A,SYT14,SYT4,SYT6,SYT10	63	54	0	154	710
Regulation of protein localization	0.0	0.0014612516376095938	0.0	0.0	1.0	1.0		RETREG1,COPA,GOLGA2,VAMP3,YWHAB,TRAPPC3,SYT1,NUP155,DNM1,SEC23A,AGFG1,BLOC1S1,EXOC3,RAB1A,ARF1,KIF5B,LAMP1,ANKRD13A,VPS35,UBQLN1,CLINT1,OPTN,ARF6,PIN1,HSPA8,RAB5A,RPS6KB1,MAP1LC3B,RAB7A	63	29	0	158	394
Phagocytosis	0.0	0.0019147435251436057	0.0	0.0	1.0	1.0		FCGR2C,CDC42,TLR2,SIRPA,ACTG1,CLEC7A,PIK3CA,CR4,TLR4,STAT3,FCGR2B,APOA1,RAC1,ACTB,FCGR3B,CLTA,STAT1,CR3,PRKCD,CD36,ITGAX,RHOA,CR1,FCGR3A,PIK3R1,CLTB,VCL,PTK2B,SYK,MYO1F,SCARB1,TLN1,ITGAM,APOE,MSR1,FCGR2A,CD14,FCGR1A	63	38	0	156	498
Cytoskeleton organization	0.0	0.003174443212738083	0.0	0.0	1.0	1.0		MAP1A,ANK3,CDC42,SFN,ACTG1,RHOC,KIF2A,MYH10,TUBA1A,IQGAP1,MAP1B,TUBB,FLNA,GIT2,ARPC3,WASF1,FERMT2,ARPC1B,ACTA1,RAC1,ACTB,WASF3,ARHGEF1,RAC2,FLNB,IQGAP3,ARPC4,ARHGEF2,KIF1A,TRIO,WASF2,ANK1,RAC3,PPP1R12B,PALLD,DLC1,KIF5B,PXN,DES,RHOA,GIT1,RHOB,MAP2,RADIL,IQGAP2,CTTN,MAPT,ARPC2,MYH11,VCL,VIM,CD2AP,ZYX,PPP1R12A,ARPC1A,EZR,ARPC5,TLN1,ARHGEF3,GAS2,FLNC,MYH9,ANK2	63	63	0	158	821
Endocytosis	0.0	0.0019651315126473848	0.0	0.0	1.0	1.0		AP2B1,SNX1,SNX3,RAB5C,SH3GL3,SH3GL1,DYN1,AP2A1,EPS15,EPN1,AP2A2,DNM1,SH3GL2,Myo5C,ACTR3,Myo5A,DNM3,DYN2,END2,AP2S1,END1,EHD4,CLTA,AP2M1,CAV1,STAM,ACTR2,STAM2,CLTB,EHD1,RAB5B,RAB5A,SNX2,EHD2,DNM2,Myo5B,CAV3,CAV2,EHD3	63	39	0	154	521
Regulation of gene expression	0.0	0.003124055225234304	0.0	0.0	1.0	1.0		PAX5,MLL2,STAT6,RUNX1,KDM5B,KAT5,FOS,TSC2,TET1,FOXP3,DNMT3B,STAT3,KDM1A,KAT2A,NANOG,TET2,EED,NFKBIA,POU5F1,FOXP1,SETD1A,DNMT3A,VHL,RB1,GATA2,KDM6A,EP300,IKZF1,APC,SMAD3,HDAC1,HDAC2,MYC,BRCA2,SOX2,RUNX3,NFKB1,EZH2,TSC1,TET3,MLL3,BRCA1,TCF7L2,RUNX2,MAX,DNMT1,CREBBP,GATA1,ASH1L,CTNNB1,IKZF3,MLL4,JUN,TP53,SETD1B,BMI1,HIF1A,EGFR,SMAD4,MLL,GATA3,SUZ12	63	62	0	158	812
Antigen processing and presentation	0.0	0.0012596996875944774	0.0	0.0	1.0	1.0		HLA-DMB,HLA-DOB,HLA-B,HLA-DOA,TAP1,PSMB9,HLA-DRB5,HLA-DRB1,HLA-DMA,HLA-C,HLA-DRA,TAP2,HLA-DQB1,LMP7,CD74,TAPBP,PSMB8,HLA-A,ERAP2,B2M,LMP2,CANX,HLA-DPB1,ERAP1,CALR	63	25	0	158	344
Regulation of small GTPase mediated signal transduction	0.0	0.001511639625113373	0.0	0.0	1.0	1.0		Tiam1,ARHGEF7,RHOC,ARHGAP12,ARHGEF10,ARHGEF5,ARHGAP1,ARHGEF9,ARHGAP5,RAC1,Myo9b,DOCK4,ARHGEF1,RAC2,ARHGEF2,ARHGAP3,DOCK8,ARHGAP9,DOCK5,ARHGEF4,DOCK7,ARHGAP11A,RHOB,DOCK1,DOCK3,ARHGAP4,DOCK2,ARHGEF3,ARHGAP10,ARHGEF6	63	30	0	170	422
Cytoplasmic vesicle	0.0	0.001511639625113373	0.0	0.0	1.0	1.0		SNX1,RAB5C,ESYT1,SYT1,VPS45,SYTL4,CLCN3,ANXA6,RAB4A,VPS33A,SYT7,HGS,RAB8A,RAB27A,RAB1A,SNAP23,LAMP1,VAMP2,ANXA2,STX6,RAB2A,RAB5A,SNX2,STX17,CD63,EGFR,RAB7A,RAB11A,RAB9A,LAMP2	63	30	0	160	284
Oxidative phosphorylation	0.0	0.004031039000302328	0.0	0.0	1.0	1.0		MT-ND4,NDUFAB1,ATP5PE,ATP5F1B,NDUFA13,NDUFA1,NDUFA2,ATP5F1A,NDUFA7,COX6C,COX7A2L,NDUFS7,NDUFA6,NDUFA11,ATP5F1C,NDUFS1,MT-CYB,SDHC,ATP5PF,MT-CO1,MT-ND3,SDHAF2,UQCRQ,NDUFA10,ATP5MC1,MT-ND4L,NDUFS3,MT-ATP8,MT-ND1,SDHA,ATP5MF,MT-ND5,ATP5MG,COX4I1,COX7A2,NDUFS2,COX7B,ND6,NDUFA4,ATP5PO,UQCRC1,NDUFS8,NDUFS5,COX6B1,ATP5MC2,NDUFV2,ATP5PD,NDUFA9,MT-ND6,MT-ND2,ATP5MC3,COX6A1,NDUFS4,NDUFV3,SDHB,COX7C,UQCRC2,COX7A1,COX5A,SDHAF1,SDHAF4,NDUFA8,MT-CO3,NDUFA3,UQCRH,COX6A2,NDUFA12,COX8A,NDUFA5,NDUFV1,MT-ATP6,ATP5F1E,ATP5PB,ATP5F1D,ATP5ME,SDHD,NDUFS6,SDHAF3,COX5B,MT-CO2	63	80	0	156	1122
Histone H2A acetylation	0.0	0.000503879875037791	0.0	0.0	1.0	1.0		SIRT2,KAT5,TIP60,SIRT1,EP300,PCAF,GCN5,HDAC1,HDAC2,CREBBP	63	10	0	164	133
Neurotrophin TRK receptor signaling pathway	0.0	0.001511639625113373	0.0	0.0	1.0	1.0		MAPK3,GAP43,NTRK3,NTRK2,FOS,MAPK1,DLG4,CREB1,MAP2K2,SOS1,RAF1,BAD,BAX,KRAS,PIK3R1,SHC1,BCL2,NTF3,BDNF,MAP2K1,JUN,RASA1,NTF4,NRAS,NGF,GRB2,NEFM,NTRK1,AKT1,HRAS	63	30	0	168	270
Protein ubiquitination	0.0	0.0014612516376095938	0.0	0.0	1.0	1.0		PSME1,SYVN1,USP9X,TRIP12,RNF4,PSMB9,CUL3,USP7,FBXW7,STUB1,UBE2N,UBE3A,XIAP,ATG7,ANAPC2,ANAPC7,PSMC2,RBX1,BECN1,SKP1,PSMB8,PSMC4,CUL1,RNF2,BRCA1,PSMD4,BIRC3,UBE2I,ATG5	63	29	0	154	382
