model	library	gt_name	gt_name_clean	name	ROUGE1	ROUGE2	csim	method
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis, Notch signaling pathway	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis, Notch signaling pathway	GPI Anchor Biosynthetic Process, Notch Signaling Pathway	0.7142857142857143	0.5	0.8925717085397635	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis, Notch signaling pathway	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis, Notch signaling pathway	GPI Anchor Biosynthetic Process, Notch Signaling Pathway	0.7142857142857143	0.5	0.8925717085397635	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis, Notch signaling pathway	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis, Notch signaling pathway	GPI Anchor Biosynthetic Process, Notch Signaling Pathway	0.7142857142857143	0.5	0.8925717085397635	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Chemokine signaling pathway, Wnt signaling pathway	Chemokine signaling pathway, Wnt signaling pathway	Canonical Wnt Signaling Pathway, Wnt Signaling Pathway	0.8333333333333334	0.8	0.706264889077421	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Chemokine signaling pathway, Wnt signaling pathway	Chemokine signaling pathway, Wnt signaling pathway	Canonical Wnt Signaling Pathway, Wnt Signaling Pathway	0.8333333333333334	0.8	0.706264889077421	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Chemokine signaling pathway, Wnt signaling pathway	Chemokine signaling pathway, Wnt signaling pathway	Canonical Wnt Signaling Pathway, Wnt Signaling Pathway	0.8333333333333334	0.8	0.706264889077421	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism, Tryptophan metabolism	Amino sugar and nucleotide sugar metabolism, Tryptophan metabolism	Nucleotide-Sugar Biosynthetic Process, Amino Sugar Biosynthetic Process	0.5	0.2857142857142857	0.6588693541731816	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism, Tryptophan metabolism	Amino sugar and nucleotide sugar metabolism, Tryptophan metabolism	Nucleotide-Sugar Biosynthetic Process, Amino Sugar Biosynthetic Process	0.5	0.2857142857142857	0.6588693541731816	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism, Tryptophan metabolism	Amino sugar and nucleotide sugar metabolism, Tryptophan metabolism	Nucleotide-Sugar Biosynthetic Process, Amino Sugar Biosynthetic Process	0.5	0.2857142857142857	0.6588693541731816	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Notch signaling pathway, Synaptic vesicle cycle	Notch signaling pathway, Synaptic vesicle cycle	Notch Signaling Pathway, Neurotransmitter Transport	0.5	0.4	0.8267051125717579	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Notch signaling pathway, Synaptic vesicle cycle	Notch signaling pathway, Synaptic vesicle cycle	Notch Signaling Pathway, Neurotransmitter Transport	0.5	0.4	0.8267051125717579	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Notch signaling pathway, Synaptic vesicle cycle	Notch signaling pathway, Synaptic vesicle cycle	Notch Signaling Pathway, Neurotransmitter Transport	0.5	0.4	0.8267051125717579	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Sphingolipid metabolism, Wnt signaling pathway	Sphingolipid metabolism, Wnt signaling pathway	Canonical Wnt Signaling Pathway, Wnt Signaling Pathway	0.6	0.5	0.6374985867864311	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Sphingolipid metabolism, Wnt signaling pathway	Sphingolipid metabolism, Wnt signaling pathway	Canonical Wnt Signaling Pathway, Wnt Signaling Pathway	0.6	0.5	0.6374985867864311	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Sphingolipid metabolism, Wnt signaling pathway	Sphingolipid metabolism, Wnt signaling pathway	Canonical Wnt Signaling Pathway, Wnt Signaling Pathway	0.6	0.5	0.6374985867864311	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycosaminoglycan biosynthesis, Prolactin signaling pathway	Glycosaminoglycan biosynthesis, Prolactin signaling pathway	Glycosaminoglycan Biosynthetic Process, Sulfur Compound Biosynthetic Process	0.2	0.0	0.6857586549540442	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Glycosaminoglycan biosynthesis, Prolactin signaling pathway	Glycosaminoglycan biosynthesis, Prolactin signaling pathway	Glycosaminoglycan Biosynthetic Process, Sulfur Compound Biosynthetic Process	0.2	0.0	0.6857586549540442	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Glycosaminoglycan biosynthesis, Prolactin signaling pathway	Glycosaminoglycan biosynthesis, Prolactin signaling pathway	Glycosaminoglycan Biosynthetic Process, Sulfur Compound Biosynthetic Process	0.2	0.0	0.6857586549540442	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Fatty acid degradation, Hedgehog signaling pathway	Fatty acid degradation, Hedgehog signaling pathway	Fatty Acid Beta-Oxidation, Fatty Acid Oxidation	0.3333333333333333	0.2	0.6666825906369827	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Fatty acid degradation, Hedgehog signaling pathway	Fatty acid degradation, Hedgehog signaling pathway	Fatty Acid Beta-Oxidation, Fatty Acid Oxidation	0.3333333333333333	0.2	0.6666825906369827	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Fatty acid degradation, Hedgehog signaling pathway	Fatty acid degradation, Hedgehog signaling pathway	Fatty Acid Beta-Oxidation, Fatty Acid Oxidation	0.3333333333333333	0.2	0.6666825906369827	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Fatty acid degradation, Pentose phosphate pathway	Fatty acid degradation, Pentose phosphate pathway	Fatty Acid Beta-Oxidation, Fatty Acid Oxidation	0.3333333333333333	0.2	0.7221130248564454	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Fatty acid degradation, Pentose phosphate pathway	Fatty acid degradation, Pentose phosphate pathway	Fatty Acid Beta-Oxidation, Fatty Acid Oxidation	0.3333333333333333	0.2	0.7221130248564454	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Fatty acid degradation, Pentose phosphate pathway	Fatty acid degradation, Pentose phosphate pathway	Fatty Acid Beta-Oxidation, Fatty Acid Oxidation	0.3333333333333333	0.2	0.7221130248564454	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Prolactin signaling pathway, Pyruvate metabolism	Prolactin signaling pathway, Pyruvate metabolism	Pyruvate Metabolic Process, Phosphatidylinositol Phosphate Biosynthetic Process	0.4	0.25	0.6124704160732088	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Prolactin signaling pathway, Pyruvate metabolism	Prolactin signaling pathway, Pyruvate metabolism	Pyruvate Metabolic Process, Phosphatidylinositol Phosphate Biosynthetic Process	0.4	0.25	0.6124704160732088	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Prolactin signaling pathway, Pyruvate metabolism	Prolactin signaling pathway, Pyruvate metabolism	Pyruvate Metabolic Process, Phosphatidylinositol Phosphate Biosynthetic Process	0.4	0.25	0.6124704160732088	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Hedgehog signaling pathway, Insulin signaling pathway	Hedgehog signaling pathway, Insulin signaling pathway	Phosphorylation, Cellular Response To Insulin Stimulus	0.16666666666666666	0.0	0.5312966073211252	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Hedgehog signaling pathway, Insulin signaling pathway	Hedgehog signaling pathway, Insulin signaling pathway	Phosphorylation, Cellular Response To Insulin Stimulus	0.16666666666666666	0.0	0.5312966073211252	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Hedgehog signaling pathway, Insulin signaling pathway	Hedgehog signaling pathway, Insulin signaling pathway	Phosphorylation, Cellular Response To Insulin Stimulus	0.16666666666666666	0.0	0.5312966073211252	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Tryptophan metabolism, Ubiquitin mediated proteolysis	Tryptophan metabolism, Ubiquitin mediated proteolysis	Protein Ubiquitination, Protein Polyubiquitination	0.2	0.0	0.5856353993679524	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Tryptophan metabolism, Ubiquitin mediated proteolysis	Tryptophan metabolism, Ubiquitin mediated proteolysis	Protein Ubiquitination, Protein Polyubiquitination	0.2	0.0	0.5856353993679524	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Tryptophan metabolism, Ubiquitin mediated proteolysis	Tryptophan metabolism, Ubiquitin mediated proteolysis	Protein Ubiquitination, Protein Polyubiquitination	0.2	0.0	0.5856353993679524	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Phosphatidylinositol signaling system, Phototransduction	Phosphatidylinositol signaling system, Phototransduction	Phosphatidylinositol Metabolic Process, Phosphatidylinositol Biosynthetic Process	0.25	0.0	0.6375510823067787	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Phosphatidylinositol signaling system, Phototransduction	Phosphatidylinositol signaling system, Phototransduction	Phosphatidylinositol Metabolic Process, Phosphatidylinositol Biosynthetic Process	0.25	0.0	0.6375510823067787	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Phosphatidylinositol signaling system, Phototransduction	Phosphatidylinositol signaling system, Phototransduction	Phosphatidylinositol Metabolic Process, Phosphatidylinositol Biosynthetic Process	0.25	0.0	0.6375510823067787	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Hedgehog signaling pathway, Non-homologous end-joining	Hedgehog signaling pathway, Non-homologous end-joining	Regulation Of Smoothened Signaling Pathway, Negative Regulation Of Smoothened Signaling Pathway	0.2857142857142857	0.16666666666666666	0.5199888425697037	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Hedgehog signaling pathway, Non-homologous end-joining	Hedgehog signaling pathway, Non-homologous end-joining	Regulation Of Smoothened Signaling Pathway, Negative Regulation Of Smoothened Signaling Pathway	0.2857142857142857	0.16666666666666666	0.5199888425697037	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Hedgehog signaling pathway, Non-homologous end-joining	Hedgehog signaling pathway, Non-homologous end-joining	Regulation Of Smoothened Signaling Pathway, Negative Regulation Of Smoothened Signaling Pathway	0.2857142857142857	0.16666666666666666	0.5199888425697037	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Hedgehog signaling pathway, Phosphatidylinositol signaling system	Hedgehog signaling pathway, Phosphatidylinositol signaling system	Phosphatidylinositol Metabolic Process, Phosphatidylinositol Biosynthetic Process	0.16666666666666666	0.0	0.57050119839123	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Hedgehog signaling pathway, Phosphatidylinositol signaling system	Hedgehog signaling pathway, Phosphatidylinositol signaling system	Phosphatidylinositol Metabolic Process, Phosphatidylinositol Biosynthetic Process	0.16666666666666666	0.0	0.57050119839123	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Hedgehog signaling pathway, Phosphatidylinositol signaling system	Hedgehog signaling pathway, Phosphatidylinositol signaling system	Phosphatidylinositol Metabolic Process, Phosphatidylinositol Biosynthetic Process	0.16666666666666666	0.0	0.57050119839123	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism, Phosphatidylinositol signaling system	Amino sugar and nucleotide sugar metabolism, Phosphatidylinositol signaling system	Phosphatidylinositol Metabolic Process, Phosphatidylinositol Biosynthetic Process	0.2222222222222222	0.0	0.635078838939741	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism, Phosphatidylinositol signaling system	Amino sugar and nucleotide sugar metabolism, Phosphatidylinositol signaling system	Phosphatidylinositol Metabolic Process, Phosphatidylinositol Biosynthetic Process	0.2222222222222222	0.0	0.635078838939741	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism, Phosphatidylinositol signaling system	Amino sugar and nucleotide sugar metabolism, Phosphatidylinositol signaling system	Phosphatidylinositol Metabolic Process, Phosphatidylinositol Biosynthetic Process	0.2222222222222222	0.0	0.635078838939741	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Chemokine signaling pathway, Non-homologous end-joining	Chemokine signaling pathway, Non-homologous end-joining	Chemokine-Mediated Signaling Pathway, Cellular Response To Chemokine	0.42857142857142855	0.16666666666666666	0.7318919823454243	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Chemokine signaling pathway, Non-homologous end-joining	Chemokine signaling pathway, Non-homologous end-joining	Chemokine-Mediated Signaling Pathway, Cellular Response To Chemokine	0.42857142857142855	0.16666666666666666	0.7318919823454243	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Chemokine signaling pathway, Non-homologous end-joining	Chemokine signaling pathway, Non-homologous end-joining	Chemokine-Mediated Signaling Pathway, Cellular Response To Chemokine	0.42857142857142855	0.16666666666666666	0.7318919823454243	ORA
gpt-4o-mini-2024-07-18	Reactome_2022	Nuclear Receptor Transcription Pathway R-HSA-383280, mRNA Splicing R-HSA-72172	Nuclear Receptor Transcription Pathway, mRNA Splicing	mRNA Processing, RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile	0.3333333333333333	0.0	0.5390934935653092	ORA
gpt-3.5-turbo-0125	Reactome_2022	Nuclear Receptor Transcription Pathway R-HSA-383280, mRNA Splicing R-HSA-72172	Nuclear Receptor Transcription Pathway, mRNA Splicing	mRNA Processing, RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile	0.3333333333333333	0.0	0.5390934935653092	ORA
gpt-4o-2024-08-06	Reactome_2022	Nuclear Receptor Transcription Pathway R-HSA-383280, mRNA Splicing R-HSA-72172	Nuclear Receptor Transcription Pathway, mRNA Splicing	mRNA Processing, RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile	0.3333333333333333	0.0	0.5390934935653092	ORA
gpt-4o-mini-2024-07-18	Reactome_2022	Organic Cation/Anion/Zwitterion Transport R-HSA-549132, Triglyceride Biosynthesis R-HSA-75109	Organic Cation/Anion/Zwitterion Transport, Triglyceride Biosynthesis	Triglyceride Biosynthetic Process, Acylglycerol Biosynthetic Process	0.14285714285714285	0.0	0.5404590613658863	ORA
gpt-3.5-turbo-0125	Reactome_2022	Organic Cation/Anion/Zwitterion Transport R-HSA-549132, Triglyceride Biosynthesis R-HSA-75109	Organic Cation/Anion/Zwitterion Transport, Triglyceride Biosynthesis	Triglyceride Biosynthetic Process, Acylglycerol Biosynthetic Process	0.14285714285714285	0.0	0.5404590613658863	ORA
gpt-4o-2024-08-06	Reactome_2022	Organic Cation/Anion/Zwitterion Transport R-HSA-549132, Triglyceride Biosynthesis R-HSA-75109	Organic Cation/Anion/Zwitterion Transport, Triglyceride Biosynthesis	Triglyceride Biosynthetic Process, Acylglycerol Biosynthetic Process	0.14285714285714285	0.0	0.5404590613658863	ORA
gpt-4o-mini-2024-07-18	Reactome_2022	Organic Cation/Anion/Zwitterion Transport R-HSA-549132, PI3K/AKT Activation R-HSA-198203	Organic Cation/Anion/Zwitterion Transport, PI3K/AKT Activation	Organic Substance Transport, Prostaglandin Transport	0.25	0.0	0.6089123774788354	ORA
gpt-3.5-turbo-0125	Reactome_2022	Organic Cation/Anion/Zwitterion Transport R-HSA-549132, PI3K/AKT Activation R-HSA-198203	Organic Cation/Anion/Zwitterion Transport, PI3K/AKT Activation	Organic Substance Transport, Prostaglandin Transport	0.25	0.0	0.6089123774788354	ORA
gpt-4o-2024-08-06	Reactome_2022	Organic Cation/Anion/Zwitterion Transport R-HSA-549132, PI3K/AKT Activation R-HSA-198203	Organic Cation/Anion/Zwitterion Transport, PI3K/AKT Activation	Organic Substance Transport, Prostaglandin Transport	0.25	0.0	0.6089123774788354	ORA
gpt-4o-mini-2024-07-18	Reactome_2022	Cellular Response To Heat Stress R-HSA-3371556, MicroRNA (miRNA) Biogenesis R-HSA-203927	Cellular Response To Heat Stress, MicroRNA (miRNA) Biogenesis	Nuclear Transport, Nucleocytoplasmic Transport	0.0	0.0	0.2761347265917182	ORA
gpt-3.5-turbo-0125	Reactome_2022	Cellular Response To Heat Stress R-HSA-3371556, MicroRNA (miRNA) Biogenesis R-HSA-203927	Cellular Response To Heat Stress, MicroRNA (miRNA) Biogenesis	Nuclear Transport, Nucleocytoplasmic Transport	0.0	0.0	0.2761347265917182	ORA
gpt-4o-2024-08-06	Reactome_2022	Cellular Response To Heat Stress R-HSA-3371556, MicroRNA (miRNA) Biogenesis R-HSA-203927	Cellular Response To Heat Stress, MicroRNA (miRNA) Biogenesis	Nuclear Transport, Nucleocytoplasmic Transport	0.0	0.0	0.2761347265917182	ORA
gpt-4o-mini-2024-07-18	Reactome_2022	Mitochondrial Uncoupling R-HSA-166187, Organic Cation/Anion/Zwitterion Transport R-HSA-549132	Mitochondrial Uncoupling, Organic Cation/Anion/Zwitterion Transport	Organic Substance Transport, Prostaglandin Transport	0.2857142857142857	0.0	0.5833892326210917	ORA
gpt-3.5-turbo-0125	Reactome_2022	Mitochondrial Uncoupling R-HSA-166187, Organic Cation/Anion/Zwitterion Transport R-HSA-549132	Mitochondrial Uncoupling, Organic Cation/Anion/Zwitterion Transport	Organic Substance Transport, Prostaglandin Transport	0.2857142857142857	0.0	0.5833892326210917	ORA
gpt-4o-2024-08-06	Reactome_2022	Mitochondrial Uncoupling R-HSA-166187, Organic Cation/Anion/Zwitterion Transport R-HSA-549132	Mitochondrial Uncoupling, Organic Cation/Anion/Zwitterion Transport	Organic Substance Transport, Prostaglandin Transport	0.2857142857142857	0.0	0.5833892326210917	ORA
gpt-4o-mini-2024-07-18	Reactome_2022	Ca2+ Activated K+ Channels R-HSA-1296052, Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340	Ca2+ Activated K+ Channels, Transcriptional Regulation Of White Adipocyte Differentiation	Positive Regulation Of Transcription By RNA Polymerase II, Regulation Of Transcription Initiation By RNA Polymerase II	0.3	0.1111111111111111	0.4286889248308171	ORA
gpt-3.5-turbo-0125	Reactome_2022	Ca2+ Activated K+ Channels R-HSA-1296052, Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340	Ca2+ Activated K+ Channels, Transcriptional Regulation Of White Adipocyte Differentiation	Positive Regulation Of Transcription By RNA Polymerase II, Regulation Of Transcription Initiation By RNA Polymerase II	0.3	0.1111111111111111	0.4286889248308171	ORA
gpt-4o-2024-08-06	Reactome_2022	Ca2+ Activated K+ Channels R-HSA-1296052, Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340	Ca2+ Activated K+ Channels, Transcriptional Regulation Of White Adipocyte Differentiation	Positive Regulation Of Transcription By RNA Polymerase II, Regulation Of Transcription Initiation By RNA Polymerase II	0.3	0.1111111111111111	0.4286889248308171	ORA
gpt-4o-mini-2024-07-18	Reactome_2022	Creatine Metabolism R-HSA-71288, Signaling By WNT R-HSA-195721	Creatine Metabolism, Signaling By WNT	Wnt Signaling Pathway, Canonical Wnt Signaling Pathway	0.4	0.0	0.5535855751656865	ORA
gpt-3.5-turbo-0125	Reactome_2022	Creatine Metabolism R-HSA-71288, Signaling By WNT R-HSA-195721	Creatine Metabolism, Signaling By WNT	Wnt Signaling Pathway, Canonical Wnt Signaling Pathway	0.4	0.0	0.5535855751656865	ORA
gpt-4o-2024-08-06	Reactome_2022	Creatine Metabolism R-HSA-71288, Signaling By WNT R-HSA-195721	Creatine Metabolism, Signaling By WNT	Wnt Signaling Pathway, Canonical Wnt Signaling Pathway	0.4	0.0	0.5535855751656865	ORA
gpt-4o-mini-2024-07-18	Reactome_2022	Cholesterol Biosynthesis R-HSA-191273, tRNA Modification In Mitochondrion R-HSA-6787450	Cholesterol Biosynthesis, tRNA Modification In Mitochondrion	Cholesterol Biosynthetic Process, Sterol Biosynthetic Process	0.16666666666666666	0.0	0.6098278945926435	ORA
gpt-3.5-turbo-0125	Reactome_2022	Cholesterol Biosynthesis R-HSA-191273, tRNA Modification In Mitochondrion R-HSA-6787450	Cholesterol Biosynthesis, tRNA Modification In Mitochondrion	Cholesterol Biosynthetic Process, Sterol Biosynthetic Process	0.16666666666666666	0.0	0.6098278945926435	ORA
gpt-4o-2024-08-06	Reactome_2022	Cholesterol Biosynthesis R-HSA-191273, tRNA Modification In Mitochondrion R-HSA-6787450	Cholesterol Biosynthesis, tRNA Modification In Mitochondrion	Cholesterol Biosynthetic Process, Sterol Biosynthetic Process	0.16666666666666666	0.0	0.6098278945926435	ORA
gpt-4o-mini-2024-07-18	Reactome_2022	MicroRNA (miRNA) Biogenesis R-HSA-203927, Mitochondrial Translation R-HSA-5368287	MicroRNA (miRNA) Biogenesis, Mitochondrial Translation	Mitochondrial Translation, Mitochondrial Gene Expression	0.4	0.25	0.7021445272299507	ORA
gpt-3.5-turbo-0125	Reactome_2022	MicroRNA (miRNA) Biogenesis R-HSA-203927, Mitochondrial Translation R-HSA-5368287	MicroRNA (miRNA) Biogenesis, Mitochondrial Translation	Mitochondrial Translation, Mitochondrial Gene Expression	0.4	0.25	0.7021445272299507	ORA
gpt-4o-2024-08-06	Reactome_2022	MicroRNA (miRNA) Biogenesis R-HSA-203927, Mitochondrial Translation R-HSA-5368287	MicroRNA (miRNA) Biogenesis, Mitochondrial Translation	Mitochondrial Translation, Mitochondrial Gene Expression	0.4	0.25	0.7021445272299507	ORA
gpt-4o-mini-2024-07-18	Reactome_2022	Organic Cation Transport R-HSA-549127, Serotonin And Melatonin Biosynthesis R-HSA-209931	Organic Cation Transport, Serotonin And Melatonin Biosynthesis	Organic Cation Transport, Quaternary Ammonium Group Transport	0.42857142857142855	0.3333333333333333	0.6968615893888325	ORA
gpt-3.5-turbo-0125	Reactome_2022	Organic Cation Transport R-HSA-549127, Serotonin And Melatonin Biosynthesis R-HSA-209931	Organic Cation Transport, Serotonin And Melatonin Biosynthesis	Organic Cation Transport, Quaternary Ammonium Group Transport	0.42857142857142855	0.3333333333333333	0.6968615893888325	ORA
gpt-4o-2024-08-06	Reactome_2022	Organic Cation Transport R-HSA-549127, Serotonin And Melatonin Biosynthesis R-HSA-209931	Organic Cation Transport, Serotonin And Melatonin Biosynthesis	Organic Cation Transport, Quaternary Ammonium Group Transport	0.42857142857142855	0.3333333333333333	0.6968615893888325	ORA
gpt-4o-mini-2024-07-18	Reactome_2022	Mitochondrial Uncoupling R-HSA-166187, Olfactory Signaling Pathway R-HSA-381753	Mitochondrial Uncoupling, Olfactory Signaling Pathway	Sensory Perception Of Smell, Detection Of Chemical Stimulus Involved In Sensory Perception	0.0	0.0	0.5027852334534368	ORA
gpt-3.5-turbo-0125	Reactome_2022	Mitochondrial Uncoupling R-HSA-166187, Olfactory Signaling Pathway R-HSA-381753	Mitochondrial Uncoupling, Olfactory Signaling Pathway	Sensory Perception Of Smell, Detection Of Chemical Stimulus Involved In Sensory Perception	0.0	0.0	0.5027852334534368	ORA
gpt-4o-2024-08-06	Reactome_2022	Mitochondrial Uncoupling R-HSA-166187, Olfactory Signaling Pathway R-HSA-381753	Mitochondrial Uncoupling, Olfactory Signaling Pathway	Sensory Perception Of Smell, Detection Of Chemical Stimulus Involved In Sensory Perception	0.0	0.0	0.5027852334534368	ORA
gpt-4o-mini-2024-07-18	Reactome_2022	Metal Ion SLC Transporters R-HSA-425410, Surfactant Metabolism R-HSA-5683826	Metal Ion SLC Transporters, Surfactant Metabolism	Zinc Ion Transport, Zinc Ion Transmembrane Transport	0.3333333333333333	0.0	0.5688132595885577	ORA
gpt-3.5-turbo-0125	Reactome_2022	Metal Ion SLC Transporters R-HSA-425410, Surfactant Metabolism R-HSA-5683826	Metal Ion SLC Transporters, Surfactant Metabolism	Zinc Ion Transport, Zinc Ion Transmembrane Transport	0.3333333333333333	0.0	0.5688132595885577	ORA
gpt-4o-2024-08-06	Reactome_2022	Metal Ion SLC Transporters R-HSA-425410, Surfactant Metabolism R-HSA-5683826	Metal Ion SLC Transporters, Surfactant Metabolism	Zinc Ion Transport, Zinc Ion Transmembrane Transport	0.3333333333333333	0.0	0.5688132595885577	ORA
gpt-4o-mini-2024-07-18	Reactome_2022	Fatty Acid Metabolism R-HSA-8978868, Molybdenum Cofactor Biosynthesis R-HSA-947581	Fatty Acid Metabolism, Molybdenum Cofactor Biosynthesis	Fatty Acid Metabolic Process, Long-Chain Fatty Acid Metabolic Process	0.5	0.4	0.5963918786011244	ORA
gpt-3.5-turbo-0125	Reactome_2022	Fatty Acid Metabolism R-HSA-8978868, Molybdenum Cofactor Biosynthesis R-HSA-947581	Fatty Acid Metabolism, Molybdenum Cofactor Biosynthesis	Fatty Acid Metabolic Process, Long-Chain Fatty Acid Metabolic Process	0.5	0.4	0.5963918786011244	ORA
gpt-4o-2024-08-06	Reactome_2022	Fatty Acid Metabolism R-HSA-8978868, Molybdenum Cofactor Biosynthesis R-HSA-947581	Fatty Acid Metabolism, Molybdenum Cofactor Biosynthesis	Fatty Acid Metabolic Process, Long-Chain Fatty Acid Metabolic Process	0.5	0.4	0.5963918786011244	ORA
gpt-4o-mini-2024-07-18	Reactome_2022	Bile Acid And Bile Salt Metabolism R-HSA-194068, Vitamin B5 (Pantothenate) Metabolism R-HSA-199220	Bile Acid And Bile Salt Metabolism, Vitamin B5 (Pantothenate) Metabolism	Bile Acid Biosynthetic Process, Bile Acid Metabolic Process	0.4	0.1111111111111111	0.6545737402459773	ORA
gpt-3.5-turbo-0125	Reactome_2022	Bile Acid And Bile Salt Metabolism R-HSA-194068, Vitamin B5 (Pantothenate) Metabolism R-HSA-199220	Bile Acid And Bile Salt Metabolism, Vitamin B5 (Pantothenate) Metabolism	Bile Acid Biosynthetic Process, Bile Acid Metabolic Process	0.4	0.1111111111111111	0.6545737402459773	ORA
gpt-4o-2024-08-06	Reactome_2022	Bile Acid And Bile Salt Metabolism R-HSA-194068, Vitamin B5 (Pantothenate) Metabolism R-HSA-199220	Bile Acid And Bile Salt Metabolism, Vitamin B5 (Pantothenate) Metabolism	Bile Acid Biosynthetic Process, Bile Acid Metabolic Process	0.4	0.1111111111111111	0.6545737402459773	ORA
gpt-4o-mini-2024-07-18	Reactome_2022	MicroRNA (miRNA) Biogenesis R-HSA-203927, Vitamin B5 (Pantothenate) Metabolism R-HSA-199220	MicroRNA (miRNA) Biogenesis, Vitamin B5 (Pantothenate) Metabolism	Ribonucleoside Bisphosphate Biosynthetic Process, Purine Nucleoside Bisphosphate Biosynthetic Process	0.0	0.0	0.4624958111678454	ORA
gpt-3.5-turbo-0125	Reactome_2022	MicroRNA (miRNA) Biogenesis R-HSA-203927, Vitamin B5 (Pantothenate) Metabolism R-HSA-199220	MicroRNA (miRNA) Biogenesis, Vitamin B5 (Pantothenate) Metabolism	Ribonucleoside Bisphosphate Biosynthetic Process, Purine Nucleoside Bisphosphate Biosynthetic Process	0.0	0.0	0.4624958111678454	ORA
gpt-4o-2024-08-06	Reactome_2022	MicroRNA (miRNA) Biogenesis R-HSA-203927, Vitamin B5 (Pantothenate) Metabolism R-HSA-199220	MicroRNA (miRNA) Biogenesis, Vitamin B5 (Pantothenate) Metabolism	Ribonucleoside Bisphosphate Biosynthetic Process, Purine Nucleoside Bisphosphate Biosynthetic Process	0.0	0.0	0.4624958111678454	ORA
gpt-4o-mini-2024-07-18	Reactome_2022	Chondroitin Sulfate Biosynthesis R-HSA-2022870, MicroRNA (miRNA) Biogenesis R-HSA-203927	Chondroitin Sulfate Biosynthesis, MicroRNA (miRNA) Biogenesis	Chondroitin Sulfate Biosynthetic Process, Chondroitin Sulfate Proteoglycan Biosynthetic Process	0.3333333333333333	0.2	0.6915738101110782	ORA
