set_descr	generatio	bgratio	richFactor	foldEnrich	p_val	p_adj	intersection	set_genes	ngenes	nset	ninter	in_toks	out_toks
Regulation of actin cytoskeleton	0.0	0.003577547112768316	0.0	0.0	1.0	1.0		KRT18,NF2,PAK4,ARPC5L,PPFIA1,RHOF,MYH9,WASF1,LIMK1,PIK3R2,WIPF1,ACTG1,CORO1B,PIK3CA,KRT15,PFN2,GELM,ARPC1A,KRT1,KRT19,DIAPH2,CDC42,PIK3CB,WASF3,KRT20,VCL,ARPC3,WIPF3,KRT5,RHOG,VASP,CORO1C,PFN1,DIAPH1,PIK3R1,ACTA1,LIMK2,ACTB,PAK3,PAK6,PIK3CG,Zyxin,ARPC2,TUBB3,WASL,DIAPH3,PIK3R3,ARPC4,PAK5,PAK2,PAK1,PPP1R12B,CFL2,RHOU,WIPF2,VIL1,RHOC,WAS,ENAH,KRT17,PIK3CD,ARPC5,CORO1A,PFN4,KRT9,PPP1R12A,WASF2,CFL1,ARPC1B,DSTN,PPP1R12C	29	71	0	164	662
Respiratory burst	0.0	0.0007558198125566865	0.0	0.0	1.0	1.0		NCF4,RAC2,NOX1,NOX4,CYBB,NOX3,NOX2,CYBA,DUOX1,NOX5,NCF2,G6PD,RAC1,DUOX2,NCF1	29	15	0	156	199
Regulation of macrophage activation	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		CSF2,NFKB1,IL4,TNF,IL6,PTGS2,CCR2,JAK3,SPP1,CD86,CSF1,IRAK4,TGFBR1,IL10,RELA,CXCL10,SOCS3,STAT6,IFI16,MYD88	29	20	0	160	179
Response to oxidative stress	0.0	0.0016628035876247102	0.0	0.0	1.0	1.0		HMOX2,GPX6,SOD1,GCLM,NFE2L2,SOD2,GPX2,GPX3,PRDX1,TXNRD3,PRDX3,KEAP1,GPX4,TXNRD2,GCLC,GPX5,PRDX2,GPX8,PARK7,HMOX1,TXNRD1,GSS,PRDX4,TXN,GPX1,CAT,PRDX6,GPX7,GSR,G6PD,PRDX5,SRXN1,SOD3	29	33	0	156	436
Regulation of microtubule polymerization	0.0	0.003174443212738083	0.0	0.0	1.0	1.0		DCLK1,NUDCL,CAMSAP1,KIF11,PAFAH1B1,KANK4,IQGAP3,TACC1,DCTN5,DCTN1,KATNB1,ARHGEF2,STMN3,CAMSAP3,XMAP215,CDC42,PAFAH1B3,CLASP1,MAP4,ACTR1A,NAV1,KIF2C,FEZ2,PAFAH1B2,GSK3B,DCTN6,KIF5B,STMN4,MAP2,SPAG5,KANK1,DCTN3,STMN1,CKAP5,IQGAP2,NUDC,DCTN4,MAPT,IQGAP1,KIF15,NAV3,FEZ1,CLASP2,BICD2,NAV2,TUBG1,KATNA1,STMN2,DCLK2,TACC3,RACGAP1,ACTR1B,MAPRE1,DYNLL2,MTCL1,KANK3,KANK2,CAMSAP2,TACC2,TPX2,SPAST,DYNLL1,DCTN2	29	63	0	166	852
Wound healing	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		IL6,TNF,FGF2,TGFBR2,ITGA2,EPHA2,COL1A1,KRT16,CXCL12,VEGFA,SPARC,ANGPT1,FN1,PPARG,PDGFB,MMP2,CDH1,ITGB1,MMP9,COL3A1	29	20	0	154	264
Neurogenesis	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		ASCL1,SOX2,DLX1,NHLH1,NEUROD1,GAP43,POU3F2,DLX2,HES1,DCX,MAP2,TBR1,TLX,BRN2,BMI1,CCND2,VIM,PAX6,HES5,NR4A2	29	20	0	156	267
Regulation of synaptic plasticity	0.0	0.0012596996875944774	0.0	0.0	1.0	1.0		ARC,SYN2,BDNF,CAMK2B,HOMER1,RHOA,SYN1,MAPK1,GRM5,SHANK3,CDC42,GRIN1,GRIN2A,CREB1,CAMK2A,NRXN1,GSK3B,GRM1,DLG4,PSD95,NLGN1,NLGN3,MAPK3,RAC1,SYN3	29	25	0	162	333
Negative regulation of cell proliferation	0.0	0.0012596996875944774	0.0	0.0	1.0	1.0		NF2,AXIN2,RB1,BRCA2,TGFBR2,RBL2,SMAD4,SMAD2,WT1,GSK3B,MEN1,STK11,SMAD3,CDKN2A,TP53,BRCA1,NF1,LATS1,CDKN1A,LATS2,PTEN,PTCH1,PTCH2,APC,AXIN1	29	25	0	158	327
Rac protein signal transduction	0.0	0.0029728912627229667	0.0	0.0	1.0	1.0		PAK4,ABI2,ARHGDIB,ARHGEF3,RHOA,AKT1,WIPF1,DOCK2,PIK3CA,ARHGEF5,GDI2,CRKL,PIK3CB,CDC42,KALRN,DOCK4,DOCK3,TIAM1,ARHGEF1,AKT2,ARHGDIA,ARHGDIG,CYFIP1,RHOB,DOCK9,PXN,DOCK10,DOCK5,AKT3,DOCK1,DOCK7,ARHGEF7,ARHGEF4,DOCK11,PIK3CG,PAK3,PAK6,VAV2,CYFIP2,VAV1,PAK5,PAK2,PAK1,RAC2,RHOC,ARHGEF6,WAS,GDI1,TIAM2,ABI1,RAC3,ARHGEF10,PIK3CD,VAV3,DOCK6,RAC1,CRK,ARHGEF2,DOCK8	29	59	0	160	554
Regulation of actin filament organization	0.0	0.0029225032752191876	0.0	0.0	1.0	1.0		ACTN1,MYH10,MYH9,FMN1,IQGAP3,MYL12B,RHOA,WAVE2,ACTG1,CORO1B,PFN2,ARPC1A,GNA13,WAVE3,DIAPH2,CDC42,PIP5K1B,ROCK1,ARPC3,TWF2,RHOB,CORO1C,PFN1,DIAPH1,ACTA1,FHOD3,IQGAP2,ACTB,ROCK2,ARPC2,PIP5K1A,DIAPH3,IQGAP1,WASP,ACTN4,ARPC4,MYH11,FHOD1,PIP5K1C,PPP1R12B,CFL2,WAVE1,RAC2,RHOC,GELS,MYL12A,PLS3,RAC3,TWF1,ARPC5,CORO1A,EPLIN,PPP1R12A,RAC1,CFL1,ARPC1B,DSTN,FMN2	29	58	0	162	776
Stimulus detection and signaling	0.0	0.002620175350196513	0.0	0.0	1.0	1.0		GNGT1,SRC,PDGFRB,PRKACA,GPCR,GNAI,PLCB1,RHOA,BRAF,ERK1,JAK2,HRAS,STAT5A,MAPK1,TYK2,PIK3CA,FGFR3,FGFR4,GRB2,ADCY,CREB1,MEK2,RHOB,CAMK2A,KRAS,ARRB1,MTOR,PKA,RAB7A,MEK1,STAT3,GNB1,PIK3R1,JAK1,GNAS,STAT5B,FGFR1,IGF1R,INSR,MAP2K1,STAT1,RAB5A,NRAS,PLC,FGFR2,SOCS3,EGFR,ERK2,SOS1,GRK2,SHC1,RAF1	29	52	0	158	672
Endothelial cell migration	0.0	0.0016628035876247102	0.0	0.0	1.0	1.0		PECAM1,EFNB2,NOS3,FGF2,RHOA,PTK2,TGFB1,CDH5,VCL,CXCL12,VEGFA,ITGA5,ANGPT1,TIE1,FN1,SPRED1,ICAM1,MTOR,LAMA4,EPHB4,ANGPT2,MMP2,ITGB1,FLT1,KDR,CTNNB1,SELE,TJP1,MMP9,ENG,ELAVL1,RAC1,CXCR4	29	33	0	158	427
Actin cytoskeleton organization	0.0	0.0012596996875944774	0.0	0.0	1.0	1.0		MYH9,ACTG1,PFN2,DBN1,CDC42,ROCK1,VCL,PFN1,DIAPH1,ACTA1,EZR,ROCK2,ACTB,PFN3,PIP5K1A,WASP,NCK2,PIP5K1C,CFL2,RHOC,GELS,NCK1,CORO1A,FERMT2,CFL1	29	25	0	160	231
Signal transduction	0.0	0.0018139675501360475	0.0	0.0	1.0	1.0		PDGFRB,SRC,PDK1,GNAQ,JAK2,AKT1,IKBKB,BRAF,MAPK1,PIK3CA,TGFB1,GRB2,MEK2,KRAS,MEK1,STAT3,GNAI2,TP53,JAK1,FLT3,GNAS,ERBB2,PDGFRA,RPS6KA1,FGFR1,NF1,GNAI1,PTEN,RASGRP1,FGFR2,EGFR,MAPK3,SOS1,STAT5A,SHC1,RAF1	29	36	0	154	468
Regulation of microglial cell activation	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		APP,IL1B,TNF,IL6,CX3CR1,NLRP3,AIF1,CSF1R,CD33,SPI1,MAPK14,CD40,TYROBP,BACH1,SYK,CD86,TREM2,PTPN1,STAT6,NOD2	29	20	0	164	259
Cell-cell signaling	0.0	0.0022170714501662803	0.0	0.0	1.0	1.0		UNC5B,PECAM1,NCAM2,ITGA1,PVRL1,ITGA2,NEUREXIN2,SEMA3A,UNC5D,DCC,NLGN2,NLGN4X,NRXN2,CDH5,SEMA3C,ROBO1,SEMA3B,NRXN1,ROBO2,SEMA3E,DSCAM,SEMA3F,JAM1,CDH2,NLGN4Y,SEMA3G,NEUREXIN3,UNC5C,CDH1,ITGB1,JAM2,UNC5A,NEUREXIN1,VCAM1,SEMA3D,NLGN1,PVRL3,JAM3,PVRL2,CDH3,NLGN3,NCAM1,CDH4,PVRL4	29	44	0	154	600
Microglial cell differentiation	0.0	0.0008062078000604656	0.0	0.0	1.0	1.0		CSF1R,IL34,IRF8,CCL2,PU.1,RUNX1,MERTK,CXCL12,SALL1,CTCF,APOE,CX3CR1,MCOLN1,TYROBP,SIRPA,TREM2	29	16	0	158	214
Negative regulation of immune response	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		TGFBR2,PTPN2,IL2RA,TGFB1,IL2RB,FOXP3,PDCD1LG2,BACH2,BTLA,HAVCR2,VSIR,CD160,KLRG1,LAG3,IL10,SOCS3,CD274,CTLA4,PDCD1,SOCS1	29	20	0	158	265
Cellular response to stress	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		EIF2AK3,ATF4,GADD45A,AKT1,HSPA1A,TXN2,NFE2L2,GAPDH,MAPK8,PRDX1,KEAP1,HSP90AA1,HIF1A,XBP1,FOXO3,HSP90AB1,HSPB1,HSPA5,DDIT3,SRXN1	29	20	0	158	277
Phagocytosis recognition	0.0	0.0011085357250831401	0.0	0.0	1.0	1.0		CLEC7A,MRC1,FCGR3A,FCGR2B,CD47,CLEC4E,TLR4,ITGAM,FCGR2C,CD36,FCGR3B,FCGR1B,ITGB2,FCGR2A,OSM,SIRPA,CD14,TLR2,FCGR1A,CD209,FCGR1C,CD93	29	22	0	158	296
Regulation of neuron apoptotic process	0.0	0.0012596996875944774	0.0	0.0	1.0	1.0		NFKB1,DAPK1,TRAF6,AKT1,CASP9,MAPK9,BNIP3,BCL2,MAPK8,APAF1,MCL1,TP53,BID,CYCS,CASP3,BAD,IAP1,FASLG,MAPK10,PTEN,XIAP,NGFR,JUN,BAX,FAS	29	25	0	162	321
Regulation of cell survival	0.0	0.0017635795626322684	0.0	0.0	1.0	1.0		HRK,NFKB1,TNF,TNFSF10,AKT1,CASP9,PIK3CA,PUMA,CASP10,BCL2,PIK3CB,CASP8,GSK3B,BCL2L1,MCL1,TP53,BID,PIK3CG,NFKB2,MDM2,TNFRSF1A,CASP3,IFNB1,BAD,TNFRSF1B,FAS,FASLG,PTEN,RELA,PDCD1,PIK3CD,CD274,NOXA,BAX,BMF	29	35	0	158	461
Positive regulation of phagocytosis	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		PTPRC,AKT1,SH2B3,CSF1R,CD47,HCK,PDPN,CD93,NR3C1,PLCG2,ITGAM,TYROBP,FCER1G,SYK,VAV1,SIRPA,RAC2,IL10,CYBB,OSMR	29	20	0	162	262
Regulation of leukocyte migration	0.0	0.0013604756626020356	0.0	0.0	1.0	1.0		CD19,PECAM1,PTPRC,RHOA,SELPLG,CX3CR1,CCR2,CCR7,VLA4,CDC42,ITGAX,CXCL12,ICAM1,ITGAM,ICAM2,LFA1,ITGB1,ITGB2,ITGAL,VCAM1,SELE,JAM3,CD44,MKL1,RAC1,CXCR4,CXCR5	29	27	0	160	243
MAPK cascade	0.0	0.0032752191877456413	0.0	0.0	1.0	1.0		MAP2K3,MAP3K14,RPS6KA4,MAP3K13,MAP3K1,BRAF,DUSP2,MAPK1,MAPK9,MAP3K9,MAP2K6,ARAF,MAP3K10,MAP3K12,MKNK2,MAP3K7,MAPK14,MAP2K7,MAPK8,DUSP5,KSR1,DUSP7,DUSP9,MAP4K5,RPS6KA2,RPS6KA6,DUSP10,MAP3K2,KSR2,MAPK11,MAP4K1,MAP4K2,DUSP6,MKNK1,MAP3K8,MAP2K2,MAP4K4,DUSP8,MAP4K3,RPS6KA5,RPS6KB1,RPS6KA1,MAP3K4,DUSP1,MAP2K5,MAPKAPK6,MAPKAPK2,RPS6KC1,RPS6KA3,MAP3K3,MAP3K5,MAP2K4,MAPK13,MAP2K1,MAPK10,RPS6KB2,MAPK12,MAPKAPK3,MAP3K11,MAPKAPK5,MAPK3,MAP3K6,DUSP4,DUSP16,RAF1	29	65	0	154	898
Regulation of cell proliferation	0.0	0.001511639625113373	0.0	0.0	1.0	1.0		SRC,RB1,CCND1,FGF2,AKT1,BRAF,HRAS,MAPK1,PIK3CA,TGFB1,VEGFA,KRAS,GSK3B,MTOR,CDKN2A,STAT3,TP53,PDGFRA,BRCA1,FOXO3,FGFR1,CDKN1A,MYC,NOTCH1,CTNNB1,PTEN,E2F1,EGFR,MAPK3,JUN	29	30	0	158	389
Microglial cell activation	0.0	0.0009573717625718028	0.0	0.0	1.0	1.0		IL1B,TNF,PTPRC,CD68,HLA-DRA,CX3CR1,NLRP3,AIF1,CSF1R,IRF8,SPI1,CD40,CTSS,ITGAM,TYROBP,SLC2A5,CD86,C1QA,TREM2	29	19	0	158	253
Modulation of synaptic transmission	0.0	0.005744230575430817	0.0	0.0	1.0	1.0		GABRA5,SYN2,CACNA1E,GABRG3,SYT4,SLC6A12,SYN1,CACNA1A,CAMK2G,GABRA2,NLGN4X,SLC18A1,STX3,NRXN2,SLC17A8,RIMS4,CACNA1C,UNC13B,RIMS3,SYT1,CPLX2,CAMK2D,VGLUT1,GRIA2,NLGN4Y,DLG4,CACNA1I,CPLX3,CPLX1,STXBP1,CACNA1G,SYT10,SLC18A3,CACNA1H,RIMS1,GRIN2B,CACNA1S,STX2,SYT16,NRXN3,SNAP25,SLC6A2,HOMER3,GRIA1,SHANK2,SYT13,SYT11,CAMK2B,HOMER1,CACNA1B,STX4,SHANK3,GABRG2,SLC6A17,DLG1,SYT5,CAMK2A,HOMER2,SLC6A4,SYP,CPLX4,SLC17A7,SYT14,NLGN1,SYT6,DLG3,SLC6A11,GABRB1,GABRB2,PSD,NLGN2,GRIN1,STXBP2,GRIN2A,SLC32A1,GRIA4,GABRB3,GABRA3,SLC18A2,SHANK1,SYT15,UNC13C,VGLUT2,SYT12,UNC13A,SLC17A6,CACNA1F,GABRG1,SYT8,SLC6A15,DLG2,VGLUT3,GPHN,GRIA3,SLC6A13,STX1B,NLGN3,RIMS2,SYT7,SYT3,STXBP3,GABRA4,SYT9,NRXN1,STX1A,SYT2,SLC1A2,SLC6A1,SLC6A3,UNC13D,GABRA1,CACNA1D,SLC1A3,SYN3	29	114	0	160	1114
Antigen processing and presentation	0.0	0.0012596996875944774	0.0	0.0	1.0	1.0		PSMB8,TAP2,CALR,HLA-DRA,HLA-B,HLA-DRB1,HLA-DRB5,HLA-DMA,CANX,HLA-DOB,HLA-DOA,ERAP1,HLA-A,HLA-DPB1,HLA-DQB1,LMP2,HLA-C,B2M,TAP1,TAPBP,HLA-DMB,PSMB9,CD74,ERAP2,LMP7	29	25	0	158	344
Cell adhesion	0.0	0.0012596996875944774	0.0	0.0	1.0	1.0		CTNNA1,PECAM1,LAMB1,ITGA1,ITGA2,SELPLG,FN1,ICAM1,JAM1,ICAM2,LAMA1,MMP2,CDH1,ITGB1,ITGB2,CDH4,VCAM1,CADM1,CTNNB1,ITGA3,SELE,MMP9,CDH3,NCAM1,CDH2	29	25	0	152	331
Negative regulation of T cell activation	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		LGALS1,TNFRSF14,TGFB1,FOXP3,PDCD1LG2,BTLA,NRP1,HAVCR2,CD160,VTCN1,CISH,PTPN22,LAG3,IL10,SOCS3,CD274,CTLA4,PDCD1,IKZF2,SOCS1	29	20	0	160	185
Negative regulation of cell death	0.0	0.0011589237125869192	0.0	0.0	1.0	1.0		BIRC5,HRK,BIRC2,AKT1,CASP9,BCL2,CASP8,BIRC3,NFATC1,TNFRSF10A,BCL2L1,BBC3,MCL1,BCL2L11,TNFRSF10B,TP53,FADD,FASLG,PTEN,RELA,XIAP,BAX,FAS	29	23	0	158	318
Phagosome formation	0.0	0.0007054318250529074	0.0	0.0	1.0	1.0		FYB1,DOCK180,CDC42,SYK,PTK2B,ACTR3,VASP,WIPF1,ITGB2,RAC1,NCKAP1,WAS,ACTR2,MYO1F	29	14	0	156	188
Programmed cell death	0.0	0.0013604756626020356	0.0	0.0	1.0	1.0		BIRC5,HRK,NFKB1,DIABLO,BAK1,TNF,CASP9,PUMA,BCL2,CASP8,BIK,APAF1,MCL1,ENDOG,TP53,BID,FADD,TNFRSF1A,CASP3,CYCS,BAD,AIFM1,BIM,XIAP,NOXA,BAX,FAS	29	27	0	156	345
Lipid metabolic process	0.0	0.002116295475158722	0.0	0.0	1.0	1.0		LIPC,ACACA,ACSL3,ALDH9A1,FABP4,SREBF1,CPT1B,SREBF2,HMGCR,CPT2,LPIN3,APOB,ACOX1,SCAP,PLIN5,SCD,PLIN1,PPARG,PLIN2,CD36,ACSL1,FABP1,PLIN4,LDLR,FASN,LIPE,ALDH3A2,FABP7,INSIG2,ACACB,FABP5,ACSL4,DGAT1,MGLL,INSIG1,LPIN2,FABP3,CPT1A,LPIN1,PLIN3,DGAT2,ACSL6	29	42	0	156	549
Cell surface receptor signaling pathway	0.0	0.001511639625113373	0.0	0.0	1.0	1.0		SRC,PDK1,RB1,MET,JAK2,AKT1,PTK2,HRAS,MAPK1,PIK3CA,GRB2,CDKN1B,VEGFA,KRAS,GSK3B,MTOR,STAT3,CDK4,JAK1,PLCG1,FGFR1,INSR,MAP2K1,STAT1,NRAS,EGFR,MAPK3,SOS1,STAT5A,RAF1	29	30	0	158	385
Cell fate determination	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		BMP2,SOX2,GLI2,POU5F1,WNT3A,KLF4,MSX2,FGF4,NANOG,HES1,SMAD3,TP53,DLL3,GATA3,FLT1,MYC,NR2F2,NOTCH1,T,BMP4	29	20	0	154	262
Protein modification by small protein conjugation	0.0	0.0018139675501360475	0.0	0.0	1.0	1.0		UBE2C,UBA1,UBR3,SUMO2,UBE2Q1,UBE3B,UBE4A,USP25,UFD1L,NEDD4,USP4,UBE2L3,UBA7,RNF111,SUMO1,SUMO4,UBE2M,HERC2,UBC,UBE2E3,HERC1,UBE2E1,ELOC,SUMO3,UBR1,UBE2L6,UBA6,UBE2I,USP7,ISG15,RNF4,UBA2,RNF12,UBE2D1,UBE2N,UBE3A	29	36	0	162	496
Interferon-gamma-mediated signaling pathway	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		JAK2,IRF1,IFNG,RFX5,IFNGR1,IRF8,USF1,ICAM1,GBP2,JAK1,NMI,CIITA,IFNGR2,STAT1,IRF2,GBP1,SOCS3,CD274,CTLA4,SOCS1	29	20	0	164	181
Regulation of transcription from RNA polymerase II promoter	0.0	0.002569787362692734	0.0	0.0	1.0	1.0		SOX2,NFKB1,FOXM1,TBP,TLE1,BHLHE40,SMAD4,ELF1,ZEB1,NFE2L2,IRF1,NFKBIA,FOXP3,FOXO1,PML,TFAP2A,NCOR1,NFYA,ESR1,PPARG,TP63,STAT3,CREBBP,TP53,NR5A1,KDM1A,HIF1A,GMEB1,BRCA1,GATA3,HOXC4,RARA,SP1,MYC,BCL3,ETS1,FOXP1,STAT1,YY1,ATF2,CTNNB1,TAP1,RUNX1,RELA,E2F1,GFI1,SRF,TOX,JUN,HNF4A,TFE3	29	51	0	168	460
Regulation of innate immune response	0.0	0.0038294870502872114	0.0	0.0	1.0	1.0		CSF2,HSPA1B,HLA-E,NFKB1,LRRFIP2,IL1B,TNF,IL6,LY96,STAT5A,TRAF6,NLRP1,HSPA1A,IRF3,KAT2B,HLA-DRA,HLA-B,HLA-DRB1,NFE2L2,NLRP3,STAT2,IRAK1,FOXP3,CD28,FOXO1,TLR4,HLA-A,AIM2,GM2A,STING1,ZBTB16,HSPD1,CD40,PYCARD,HLA-F,NLRC4,FCER1G,TICAM1,CARD9,STAT3,CD80,SYK,HSP90AA1,PTPN6,HLA-DQA1,SQSTM1,CD86,HLA-DPB1,HLA-DQB1,CIITA,IRAK4,IFNB1,FOXO3,HLA-C,HSP90AB1,HMGB1,NLRC3,IRAK2,STAT1,CGAS,HLA-DPA1,HLA-G,CD14,STAT4,B2M,SIGIRR,FCGR1A,RELA,CXCL10,IFI16,STAT6,CTLA4,IRF7,MYD88,PDCD1,SOCS1	29	76	0	160	700
Protein processing in endoplasmic reticulum	0.0	0.0014108636501058147	0.0	0.0	1.0	1.0		EIF2AK3,ATF4,CALR,DNM1L,ATF6,SELK,PDIA6,PDIA3,ERN2,STT3A,CANX,DNAJC3,SSR4,ERN1,SYVN1,ERO1LB,XBP1,DDIT4,STT3B,HSPA5,PDIA4,DDIT3,HERPUD1,MANF,SDF2L1,HSP90B1,BLOC1S1,HYOU1	29	28	0	164	262
Regulation of calcium ion homeostasis	0.0	0.002015519500151164	0.0	0.0	1.0	1.0		CACNA1E,CAMK2B,S100A4,ATP2A3,NOS3,TRPV6,CALB2,CALM1,TRPV5,ATP2A2,CLDN16,CAMK2G,ATP2B1,S100A1,CAMK2A,CACNA1C,PTHLH,CALM2,PTH,S100B,CAMK2D,CALM3,CLDN19,CACNA1F,CACNA1I,CALB1,ATP2B4,NOS1,CASR,CACNA1G,CAMK4,ATP2B2,CACNA1H,S100A2,CACNA1S,ATP2B3,S100A6,CACNA1D,NOS2,ATP2A1	29	40	0	162	544
Regulation of synapse structure or activity	0.0	0.001511639625113373	0.0	0.0	1.0	1.0		SYN2,CAMK2B,HOMER1,SYN1,BSN,SHANK3,NEUROD2,NLGN2,GRIN1,NRXN2,GRIN2A,CAMK2A,NRXN1,STX1A,SYT1,VAMP2,DAG1,SLC6A1,DLG4,NLGN4,CNTNAP2,LGI1,PCLO,RIMS1,SLC17A7,NLGN1,NRXN3,SNAP25,GRIA1,NLGN3	29	30	0	164	289
Regulation of reactive oxygen species metabolic process	0.0	0.002015519500151164	0.0	0.0	1.0	1.0		AOP2,SOD1,NOX4,GCLM,CYBA,NFE2L2,NCF2,MT2A,DUOX2,NCF4,GSTT1,SOD2,GPX2,GSTP1,GPX3,PRDX1,DUOX1,MT1A,PRDX3,KEAP1,GPX4,TXNRD2,GCLC,NQO1,PRDX2,NOX2,NOX5,TXNRD1,GSS,PRDX4,TXN,GPX1,CAT,PRDX6,NOX1,NOX3,GSR,PRDX5,SOD3,NCF1	29	40	0	164	364
Autophagy	0.0	0.002519399375188955	0.0	0.0	1.0	1.0		RPTOR,CTSB,TBC1D25,NDP52,HSPA8,GABARAPL1,AMBRA1,MAP1LC3C,DCTN1,OPTN,ATG7,CTSD,NBR1,BNIP3,ATG4A,ATG12,WIPI2,BCL2,HSPB8,RB1CC1,ATG4B,MAP1LC3A,ATG4D,BCL2L1,ATG4C,MTOR,WIPI1,HSP90AA1,GABARAPL2,LAMP2,ATG9A,SQSTM1,MAP1LC3B,DRAM1,ULK1,ATG5,PARK2,PINK1,UVRAG,CSNK2A1,ULK2,ATG16L1,BNIP3L,FIP200,LC3B,GABARAP,CTSL,TAX1BP1,BECN1,ATG9B	29	50	0	154	684
Cellular response to hypoxia	0.0	0.0009573717625718028	0.0	0.0	1.0	1.0		PDK1,SLC2A1,EGLN3,ENAEA,EGLN1,BNIP3,PHD2,HK2,VEGFA,PHD3,HIF1A,LDHA,EGLN2,ARNT,BNIP3L,EPAS1,PDK3,PGK1,HK1	29	19	0	160	179
Immune cell activation	0.0	0.0017131915751284893	0.0	0.0	1.0	1.0		TNF,ITK,IL2RA,LAT,CD8B,IFNG,CD3G,IL2RB,CCR7,FOXP3,TBX21,CD28,PLCgamma1,NFATC1,ICAM1,ZAP70,CD80,IL2,CD86,GATA3,IL2RG,CD4,VAV1,CD8A,NFATC2,CD3E,CD3D,STAT4,LCK,STAT6,CTLA4,SLP76,CXCR4,PDCD1	29	34	0	156	436
