set_descr	generatio	bgratio	richFactor	foldEnrich	p_val	p_adj	intersection	set_genes	ngenes	nset	ninter	in_toks	out_toks
Cellular response to hypoxia	0.002631578947368421	0.0009573717625718028	0.05263157894736842	2.748753462603878	0.312536250939861	0.703098355834761	BNIP3L	PHD2,EPAS1,EGLN1,HK2,PDK1,BNIP3,PGK1,SLC2A1,EGLN2,VHL,VEGFA,BNIP3L,PDK3,PHD3,ENAEA,EGLN3,ARNT,LDHA,HIF1A	380	19	1	160	179
Protein import into mitochondrial matrix	0.002631578947368421	0.0009573717625718028	0.05263157894736842	2.748753462603878	0.312536250939861	0.703098355834761	PINK1	TOMM70A,OMA1,PARL,PARK7,YME1L1,HSPA9,PINK1,TOMM22,TIMM21,DNAJA3,TOMM40,TIMM23,CHCHD4,CLPB,TIMM17A,TOMM20,TIMM44,DNAJC19,TIMM17B	380	19	1	158	260
Negative regulation of apoptotic process	0.002631578947368421	0.0009573717625718028	0.05263157894736842	2.748753462603878	0.312536250939861	0.703098355834761	NAIP	MCL1,TNFRSF10B,BCL2L1,CCL2,XIAP,CFLAR,BIRC5,NR4A1,TNFAIP3,BID,BCL2L11,PDCD1,BCL2,CASP8,NAIP,FAS,TP53,AKT1,PTEN	380	19	1	160	179
Negative regulation of gene expression	0.002631578947368421	0.001007759750075582	0.05	2.6113157894736845	0.3259694912670503	0.703098355834761	BRCA1	KDM5B,SIN3A,TET1,SIRT1,RBBP5,NCOR1,RB1,APC,HDAC1,HDAC2,NCOR2,EZH2,BRCA1,DNMT1,CTNNB1,TP53,EZH1,PTEN,SUZ12,SIRT6	380	20	1	158	265
Stress granule assembly	0.002631578947368421	0.001007759750075582	0.05	2.6113157894736845	0.3259694912670503	0.703098355834761	FUS	UBAP2L,G3BP2,TIA1,EIF4E,HNRNPA1,STAU1,ZFP36,TIAR,HSPB1,DDX3X,CAPRIN1,PABPC1,PRKRA,HNRNPA2B1,EIF4G1,ATXN2,G3BP1,TARDBP,EIF2A,FUS	380	20	1	156	278
Axon guidance	0.005263157894736842	0.003023279250226746	0.03333333333333333	1.7408771929824562	0.32765748621425755	0.703098355834761	SEMA3E,PLXNA1	SEMA3E,SLIT1,SEMA4C,NRP1,DSCAM,NTRK3,NTRK2,PLXNB1,SEMA4A,SEMA6B,EphA1,NRP2,SEMA6D,EphA7,EphB4,ROBO2,SEMA5A,SEMA4D,PLXNC1,SEMA5B,EphA2,EphA6,SEMA3A,EphB3,EphB2,PLXNA4,SEMA4B,SEMA3F,PLXNB3,EphB1,EphA4,DSCAML1,SEMA6C,EphA3,PLXND1,SEMA3B,SLIT3,EphA8,EphA5,SEMA3G,ROBO3,ROBO1,SEMA6A,EFNB1,EFNB3,PLXNA2,PLXNA3,SEMA4G,ROBO4,SEMA7A,SLIT2,EFNB2,SEMA3C,SEMA3D,PLXNA1,EphA10,NTRK1,PLXNB2,SEMA4F,EphB6	380	60	2	154	832
Neuromuscular junction development	0.002631578947368421	0.0011589237125869192	0.043478260869565216	2.2707093821510296	0.36471859889965863	0.7601062760269448	SYT1	Lrp4,MUSK,CHRNB1,RAPSN,COL13A1,SYT2,SYT1,SNAP25,LAMA4,DOK7,CHRND,NEFH,SYT5,SYT7,COLQ,LRP4,CHRNE,CHRNG,TNNT1,AGRN,SLC18A3,SYT9,CHAT	380	23	1	160	208
Neuritogenesis	0.002631578947368421	0.0012093117000906983	0.041666666666666664	2.17609649122807	0.3771347349084087	0.7601062760269448	PIK3CA	MAPK3,CDC42,PTK2,SLIT1,PIK3CA,GAP43,NTRK2,MAPK1,RAC1,ROBO2,CDC42EP2,GSK3B,STMN1,PIK3R1,NTF3,BDNF,ROBO1,FYN,SRC,NTF4,NGF,EPHA4,NTRK1,AKT1	380	24	1	154	319
Protein import into nucleus	0.002631578947368421	0.0012093117000906983	0.041666666666666664	2.17609649122807	0.3771347349084087	0.7601062760269448	TNPO1	KPNA6,TNPO3,NUP153,TNPO1,IPO5,KPNA2,IPO7,RCC1,RANBP2,IPO9,IPO8,TNPO2,KPNA7,KPNA3,KPNA4,NUP214,RANBP3,KPNB1,KPNA1,KPNA5,NUTF2,RAN,NUP50,RANBP1	380	24	1	156	317
Immune response	0.002631578947368421	0.0012596996875944774	0.04	2.0890526315789475	0.3893088322612947	0.7601062760269448	IL1B	CXCL10,STAT6,CXCL8,TLR4,NLRP3,IRF3,CASP1,FOXP3,STAT3,CCL2,IRF7,IL10,CD80,CD40,BAX,CD86,STAT1,CCL5,IL6,IL1B,BCL2,IFNG,IL2,TNF,IL4	380	25	1	154	319
Ion transport	0.005263157894736842	0.0034767711377607577	0.028985507246376812	1.5138062547673532	0.3911226468876512	0.7601062760269448	KCNJ6,CACNA1E	SLC8A3,ATP2B2,SLC8A1,ATP1B3,CACNA1B,ATP1A2,SLC12A6,SLC12A4,KCNJ10,KCNK3,CACNB3,SLC12A9,ATP2A1,CACNB4,SLC12A2,SCN2A,KCNJ2,ATP2A3,CACNB2,ATP1B1,KCNN4,KCNN2,KCNJ3,SLC4A1,SLC8A2,KCNJ5,CACNG1,KCNJ1,CACNA1C,ATP2B4,CFTR,SCN3A,SLC12A1,SLC12A8,ATP1B2,KCNK9,CACNA1A,CACNG6,SCN1A,ATP2A2,ATP1A1,CACNA1E,SCN4A,KCNJ8,ATP1A3,KCNJ6,KCNN1,KCNK1,CACNG8,SCN8A,KCNN3,CACNG7,CACNG5,ATP2B3,CACNA1D,ATP2B1,SLC12A3,CACNG2,KCNJ11,CACNG3,SCN5A,CACNB1,ATP1A4,SLC12A5,SLC12A7,KCNK18,CACNG4,KCNH2,KCNK2	380	69	2	152	982
Mitochondrial transport	0.002631578947368421	0.0013100876750982565	0.038461538461538464	2.0087044534412954	0.4012455970234315	0.7653388239521008	PINK1	DNM1L,MIEF1,VDAC1,MIRO2,SLC25A5,AKAP1,RHOT1,MFN1,PINK1,TOMM22,TOMM40,TIMM23,PARK2,TIMM50,MFF,VDAC2,OPA1,FIS1,MFN2,MIRO1,TOMM20,VDAC3,TIMM44,TOMM70,SLC25A4,RHOT2	380	26	1	160	247
Cilium assembly	0.002631578947368421	0.0014108636501058147	0.03571428571428571	1.8652255639097746	0.4244254984775165	0.7948332062397128	KIF3A	NPHP1,CEP290,KIF3A,BBS4,NPHP4,CC2D2A,TMEM216,PKD2,PKD1,RPGR,IFT88,NEK8,SPAG16,IFT20,BBS7,AHI1,IFT172,BBS1,NPHP3,TUBGCP2,BBS10,OFD1,TMEM67,IFT52,IFT80,DYNC2H1,IFT57,ARL13B	380	28	1	154	370
Regulation of DNA replication	0.002631578947368421	0.001511639625113373	0.03333333333333333	1.7408771929824562	0.44671029403433227	0.8216278622417184	BRCA1	E2F1,CDT1,POLE,CDKN1A,ATR,ATM,CDKN2A,CCND1,ORC1,CCNA2,CDK6,POLD1,RB1,CDK2,BRCA2,RRM2,GADD45A,CCNE1,GMNN,BRCA1,MCMBP,CDC6,MCM2,CDK4,TP53,E2F5,RRM1,RFC1,E2F4,E2F3	380	30	1	158	393
ER to Golgi transport	0.002631578947368421	0.0018139675501360475	0.027777777777777776	1.4507309941520468	0.5085322467907395	0.918926691569231	BET1	GCC1,COPA,GOLGA2,COPG2,TRAPPC10,GOSR2,TRAPPC4,GOSR1,COPB2,USE1,SEC24A,SEC23A,SEC13,SEC24B,SEC24D,SEC31B,COPE,COPZ1,SEC31A,TRAPPC6A,TRAPPC6B,BET1,GCC2,TRAPPC9,COPG1,SAR1A,SAR1B,CGN,STX5,TRAPPC2,TRAPPC5,GTRAP3-18,SEC24C,COPB1,GOLGA5,SEC23B	380	36	1	158	483
mRNA stability	0.002631578947368421	0.0019651315126473848	0.02564102564102564	1.3391363022941971	0.5368088763912959	0.950909889992992	ZFP36L1	DCP1A,CUGBP1,TNRC6A,LSM6,ZFP36L1,CPSF1,UPF1,KHSRP,TNRC6C,NMD,LSM1,ZFP36L2,CNOT8,LSM8,CNOT4,ZFP36,CNOT1,DCP2,AUF1,LSM5,PABPC1,CNOT3,UPF3B,AGO2,LSM7,CNOT2,EDC3,LSM2,XRN1,LSM3,HRSP12,UPF2,CNOT7,ELAVL1,TNRC6B,TTP,LSM4,PIM1,CNOT6	380	39	1	154	522
Nervous system development	0.005263157894736842	0.004686082837851456	0.021505376344086023	1.1231465761177137	0.5446959564037527	0.950909889992992	SLC6A3,NEFL	OTX2,NKX6-2,ATP1A2,SLC17A6,NRG4,NEUROG1,RELN,HOXD4,SOX2,WNT2,SOX3,FGFR3,WNT4,SOX9,NEUROG2,NRG3,NTF4,NGF,HES1,HOXB1,NEFL,FOXF1,NRG1,NTRK2,NTRK3,HOXA1,DLX6,HES6,EMX2,PAX3,HOXA2,EMX1,MAP2,NTF3,HOXB2,PAX7,NOTCH4,ISL1,GLI3,PAX6,NKX6-1,LHX6,NHLH1,SLC17A7,SMO,PTCH1,WNT1,GLI2,NOTCH2,BMP7,SLC6A3,NHLH2,NOTCH1,NKX2-1,NOG,WNT3,SLC1A3,DLX2,WNT5A,LHX2,DCX,WNT7A,WNT7B,OTX1,DLX1,SLC6A4,LHX3,ISL2,GLI1,SOX4,TUBB3,ASCL1,LGR5,HES5,LHX5,SHH,FGFR1,CNTF,FEZF2,BDNF,DLX5,FGFR4,HOXD3,SOX1,GFAP,CTNNB1,NOTCH3,BMP4,DLL3,NKX2-2,FGFR2,NTRK1,DLL1	380	93	2	158	1233
RNA splicing	0.002631578947368421	0.002065907487654943	0.024390243902439025	1.2738125802310656	0.5547525248705705	0.9523251676944794	HNRNPH3	HNRNPD,PRPF8,RBM6,SRSF6,SNRPD3,HNRNPR,U2AF1,SNRPD2,PRPF6,SF3A1,SNRPD1,HNRNPU,HNRNPA1,SRSF2,SRSF3,SRSF1,HNRNPF,SNRPF,PRPF19,HNRNPM,HNRNPA2B1,SRSF5,SNRPE,HNRNPH1,PRPF4,SF3B1,SRSF10,RBM5,HNRNPH3,PRPF3,U2AF2,SRSF4,SRSF7,SF3A3,SNRPG,HNRNPK,SRSF9,SF3A2,HNRNPH2,SNRNP200,RBM10	380	41	1	154	590
Molecular chaperone-mediated protein folding	0.002631578947368421	0.0022170714501662803	0.022727272727272728	1.1869617224880382	0.5803763321261746	0.9799797083441965	PPID	HSP90AA1,HSPD1,HSPA1B,FKBP2,HSPH1,HSPB7,HSPA6,BAG5,HSPA9,AHSA1,BAG2,FKBP9,HSPB1,DNAJC5,FKBP10,HSPA4,HSPB8,DNAJB4,PPID,BAG1,BAG4,FKBP14,FKBP1B,BAG6,AHSA2,FKBP11,HSP90AB1,FKBP1A,HSPA1A,FKBP4,FKBP8,HSPA8,HSPB6,BAG3,STIP1,HSPA5,HSPE1,FKBP5,CDC37,FKBP6,DNAJB1,HSPB2,FKBP7,HSPB3	380	44	1	164	415
Response to calcium ion	0.002631578947368421	0.002569787362692734	0.0196078431372549	1.024045407636739	0.6345896201176704	1.0	TRPM7	CAR2,CREB3,CHP2,RYR3,DGKH,TRPM1,DGKI,CHP1,RYR2,TRPM2,TRPV4,CALT,TRPV6,CAMK2A,ORAI2,TRPV3,TRPM3,CREB1,TRPV1,STIM2,HSPB1,CALM3,HSPB8,TRPM4,DGKQ,S100A2,S100A4,CAMK2G,RYR1,STIM1,TRPC1,TRPM5,S100A1,S100A6,CREBBP,TRPC6,CAMK4,CAMK2B,CALN1,S100A3,PKC,ORAI3,CALM1,CAMK2D,TRPC3,CALY,TRPM6,TRPM7,ORAI1,TRPM8,CALM2	380	51	1	156	674
Regulation of ion homeostasis	0.002631578947368421	0.002620175350196513	0.019230769230769232	1.0043522267206477	0.6417416131310762	1.0	TRPM7	F2,SLC40A1,SLC8A1,CASR,PTH1R,CLCN1,SCNN1A,SCNN1B,ATP7A,TRPV6,KCNQ1,SLC30A1,AQP2,SLC12A2,KCNJ2,ATP1B1,KCNN4,AQP1,F10,HTR1B,SLC12A1,KCNJ1,CFTR,CLCN2,TRPV5,HTR2C,VDR,ATP2A2,FKBP1B,STIM1,ATP1A1,F8,FKBP1A,PDZD3,GUCY1B2,SLC9A2,ATP2B1,GUCY1A2,ATP7B,SLC9A1,SLC12A3,CALM1,SLC30A2,KCNMA1,TRPM7,ORAI1,AQP5,PTH,NEDD4L,SLC11A1,CALM2,SLC11A2	380	52	1	160	511
Cellular protein catabolic process	0.002631578947368421	0.003174443212738083	0.015873015873015872	0.8289891395154553	0.7117712950167805	1.0	PSMD9	USP25,PSMD12,CTSL,USP9X,ATG16L1,PSMC5,UBE2D3,USP28,PSMD3,PSMA4,PSMB9,UBE2D1,USP7,PSMA6,PSMD11,PSMC1,PSMB10,USP47,PSMC6,PSMB1,ATG7,PSMD8,PSMD14,PSMA7,PSMC2,PSMA2,PSMD10,USP48,PSMB4,ATG10,PSMB2,UBE2D2,CTSD,UBE2G1,PSMD6,PSMC4,PSMB8,USP15,SQSTM1,PSMD2,PSMB7,PSMD7,PSMB5,PSMD1,PSMC3,PSMD4,CTSB,ATG16L2,PSMA5,ATG3,PSMD9,USP10,PSMA1,UBC,PSMD13,PSMA3,UBB,USP14,PSMD5,PSMB3,ATG12,PSMB6,ATG5	380	63	1	160	568
Cell cycle	0.002631578947368421	0.003224831200241862	0.015625	0.8160361842105264	0.7174161390044951	1.0	CDKN2D	E2F1,MCM7,E2F6,MCM4,CCND2,CDC25A,CDKN2C,E2F4,BUB1B,CCNE2,CHEK1,CDKN1A,ORC2,ATR,CDC25C,ATM,CDKN2A,CCND1,ORC1,AURKA,CCNB1,ORC4,CDC45,CCNB3,CDC25B,GADD45G,CCNA2,CDK6,GADD45B,CHEK2,RB1,E2F7,CDKN2B,ORC5,CDK2,MAD1L1,MYC,CDC20,CDKN2D,MCM6,MCM3,MCM5,ORC6,AURKB,CCND3,CDK1,GADD45A,BUB1,CCNE1,CCNA1,E2F8,CCNB2,PLK1,MAD2L1,CDC6,MCM2,CDK4,WEE1,TP53,ORC3,E2F5,E2F2,CDKN1B,E2F3	380	64	1	152	862
Chromatin assembly or disassembly	0.0	0.0023682354126776176	0.0	0.0	1.0	1.0		CHAF1A,SMARCA4,CHD2,SMARCD1,CAF1A,CHD8,RBBP4,DNMT3B,CHD1,BAZ2B,SMARCE1,RBBP7,ARID1B,TIPIN,SMARCD2,ASF1A,GADD45G,CHD6,HIRA,DNMT3A,GADD45B,CHD4,SMARCB1,BRD9,CHD9,SMARCC2,SMARCC1,CHAF1B,BRD7,BAZ1B,BAZ1A,CAF1B,GADD45A,EZH2,BAZ2A,CHD5,CHD7,DNMT1,ASF1B,CHD3,ACTL6B,PBRM1,ACTL6A,ARID1A,ARID2,H3F3A,SUZ12	380	47	0	160	454
Lysosomal lumen	0.0	0.0014108636501058147	0.0	0.0	1.0	1.0		CLN6,NEU1,NPC2,GALC,LAMP2,HEX A,MAN2B1,TFEB,CLN8,GBA,SUMF1,GRN,CTSF,HEX B,SMPD1,GAA,TPP1,LAMP1,CLN3,CTSD,MFSD8,CLN5,NPC1,IDUA,PPT1,MCOLN1,SGSH,PSAP	380	28	0	156	386
Mitochondrion organization	0.0	0.0013100876750982565	0.0	0.0	1.0	1.0		DNM1L,PHB,MIEF1,HSPD1,MICOS10,IMMT,YME1L1,MFN1,MTI2,HSPA9,DNAJA3,TIMM50,MFF,MTFR2,ATP5MD,OPA1,PHB2,HSPA1A,MTFR1,FIS1,MICOS13,ATP5F1,MFN2,MIEO4,OXR1,CHCHD10	380	26	0	162	347
Cytoplasmic translation	0.0	0.0018139675501360475	0.0	0.0	1.0	1.0		EIF6,NPM1,RPS9,EEF2,EIF4A1,EIF4E,RPS17,RPS23,RPL7A,EIF5,RPLP2,RPLP1,RPL28,RPLP0,RPS3,RPS6,PABPC1,RPS12,RPL32,RPL26,RPL13A,RPL3,EEF1A1,EIF4G1,EEF1B2,EIF3A,DARS,EIF4B,TRMT10A,RPL18,EIF2S1,TSR3,RPL11,TMEM183A,RPL36,SBDS	380	36	0	158	482
Regulation of protein stability	0.0	0.0012596996875944774	0.0	0.0	1.0	1.0		UBA1,PSME1,SYVN1,RNF4,USP7,SPOP,FBXW7,STUB1,HUWE1,PSME4,PSMB1,PSMD14,TRIM25,SOCS1,SKP2,CUL1,MARCH5,GSK3B,PSMC3,DCAF15,NEDD4,UBC,USP14,UCHL1,BTRC	380	25	0	158	327
ER stress response	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		HERPUD1,SEL1L,GRP78,CHOP,XBP1,EIF2AK3,ATF4,PDIA6,OS9,PPP1R15A,UBE2J1,DDIT3,ATF6,ERN1,MBTPS1,HSPA5,DNAJC3,EIF2S1,MBTPS2,APOL1	380	20	0	154	269
Brain development	0.0	0.002116295475158722	0.0	0.0	1.0	1.0		LHX2,ZEB2,OTX2,SLIT1,DCX,NLGN4X,TCF4,PAX6,RELB,NTRK2,GAD1,DNER,DLX1,NEUROD1,EMX2,NR2E1,NFIB,SIX3,WNT1,FLT1,ASCL1,IRE1,SOX2,FOXG1,NCAM1,SHH,TBR1,RASGRF1,EOMES,STMN1,FEZF2,MECP2,ROBO1,BDNF,NEUROG2,GFAP,CTNNB1,BMP4,TP53,NESTIN,ELAVL4,DLL1	380	42	0	152	550
Chromatin remodeling	0.0	0.001612415600120931	0.0	0.0	1.0	1.0		SMARCA4,SMARCD3,SMARCD1,CHD2,ATRX,CHD8,CHD1,SMARCE1,ARID1B,BCL11A,SMARCD2,CHD6,CHD4,SMARCB1,SMARCA2,BRD9,CHD9,SMARCC2,DPF3,SMARCC1,BRD4,BCL7A,CHD5,CHD7,CHD3,ACTL6B,PBRM1,ACTL6A,ARID1A,ARID2,BCL11B,DPF2	380	32	0	154	438
Cellular lipid catabolic process	0.0	0.0013100876750982565	0.0	0.0	1.0	1.0		ACADM,LIPE,ACADL,AUH,HADHB,ACOX1,ACADS,FABP1,CPT1B,HADHA,ECHS1,CPT2,PPARGC1A,FABP7,PPARA,FABP5,PPARG,ACAA2,FABP3,ACAA1,HADH,FABP4,CPT1A,ACADVL,ABHD5,PNPLA2	380	26	0	160	246
RNA polymerase II transcription termination	0.0	0.0012093117000906983	0.0	0.0	1.0	1.0		NELF,PCF11,SETX,CPSF1,RPRD1A,CSTF1,Tat-SF1,CFIm59,CPSF7,CSTF3,XRN2,RPRD1B,DSIF,CLP1,PP1,CPSF4,RPRD2,CFIm25,CPSF3,CSTF2,CPSF6,CFIm68,SYMPK,CPSF2	380	24	0	160	233
T-cell activation	0.0	0.001612415600120931	0.0	0.0	1.0	1.0		JAK3,PLC1,LCK,NFATC2,CD3G,LAT,FOXP3,CD3E,CD40LG,IL2R,CTLA4,VAV1,STAT5A,CD4,RORA,SOS1,CD8A,BCL11B,CD28,CD8B,ICOS,STAT4,CD3D,NFATC1,TBX21,IL2,ZAP70,FYN,CD25,GRB2,STAT5B,GATA3	380	32	0	154	411
Apoptotic mitochondrial changes	0.0	0.0008062078000604656	0.0	0.0	1.0	1.0		BID,MCL1,NOXA,PUMA,DIABLO,HRK,SMAC,AIFM1,BCL2L1,BAD,ENDOG,BCL2,BAX,BMF,CYCS,BAK1	380	16	0	158	206
Regulation of synaptic plasticity	0.0	0.0012596996875944774	0.0	0.0	1.0	1.0		MAPK3,CDC42,GRM1,NLGN1,MAPK1,DLG4,CAMK2A,SHANK3,CREB1,RAC1,PSD95,SYN2,ARC,SYN1,GSK3B,RHOA,HOMER1,BDNF,CAMK2B,SYN3,NLGN3,NRXN1,GRM5,GRIN1,GRIN2A	380	25	0	162	333
Cell differentiation	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		RUNX1,PAX6,FOXP3,STAT3,EGR2,NANOG,WNT3A,FGF4,MYOD1,DELTA1,GLI2,SOX2,NOTCH1,GATA1,TBX21,CTNNB1,MEIS1,BMP4,SMAD1,HES1	380	20	0	152	266
Neurogenesis	0.0	0.0014108636501058147	0.0	0.0	1.0	1.0		DCX,LHX2,OTX2,ZEB2,MSI1,FGF2,PAX6,NTRK2,FOXA2,BRN2,NEUROD1,NR2E1,ASCL1,SOX2,SHH,TBR1,EOMES,FEZF2,MAP2,NOTCH1,BDNF,GFAP,CTNNB1,GDNF,NOG,ATOH1,HES1,DLL1	380	28	0	156	368
Metabolic process	0.0	0.0007558198125566865	0.0	0.0	1.0	1.0		PGK1,PDHA1,SDHA,ATP5F1A,IDH1,GCK,LDHA,PKM,G6PD,GLS,NADK,ALDOB,HK2,ENO1,CYCS	380	15	0	154	194
RNA localization	0.0	0.0007054318250529074	0.0	0.0	1.0	1.0		KIF5B,PRKRA,HNRNPA2B1,ARP3,STAU1,MOV10,DYNC1H1,FMR1,KHDRBS1,RBPMS,RAB11A,RAB8A,MKRN1,ZBP1	380	14	0	152	196
ER-associated degradation (ERAD)	0.0	0.0013604756626020356	0.0	0.0	1.0	1.0		HERPUD1,SEL1L,EDEM1,SYVN1,EDEM2,UBQLN2,SPRTN,DERL3,DERL1,CPY,ATP6V0D1,UBXN4,OS9,RAD23B,DERL2,RNF103,UBQLN1,DNAJB9,HRD1,UFD1L,EDEM3,VCP,RAD23A,DNAJC3,ATXN3,UBQLN4,NPL4	380	27	0	162	362
Glycogen biosynthetic process	0.0	0.0007558198125566865	0.0	0.0	1.0	1.0		UGP2,PHKG2,GYS1,PHKG1,PYGL,PYGM,PYGB,PGM3,PHKB,PGM2,PGM5,GYS2,PHKA1,PGM1,PHKA2	380	15	0	162	197
Gene silencing by miRNA	0.0	0.0011589237125869192	0.0	0.0	1.0	1.0		TNRC6A,AGO4,AGO1,DGCR8,LIN28A,EIF2C4,TNRC6C,HNRNPA1,EIF2C2,AGO3,SND1,LIN28B,PABPC1,EIF2C1,AGO2,XPO5,RISC,EIF2C3,DICER1,DROSHA,MOV10,TNRC6B,TARBP2	380	23	0	160	219
Histone modification	0.0	0.0028217273002116294	0.0	0.0	1.0	1.0		KDM3B,SETDB1,KDM5B,KAT5,HDAC7,KDM1B,KDM1A,KAT2A,KAT6A,SIRT7,SIRT1,KMT2C,EED,SIRT2,SETD2,KDM2A,SETD1A,KDM4B,HDAC10,KDM6A,EP300,KDM5C,KAT7,HDAC1,HDAC2,KDM4A,HDAC4,SETD3,SIRT4,HDAC5,SIRT5,KMT2A,KMT2D,SMYD2,KAT2B,KAT6B,KDM5A,EZH2,SIRT3,KDM3A,HDAC8,HDAC6,HDAC11,HDAC3,CREBBP,EHMT2,KDM6B,KDM2B,HDAC9,SETD1B,EHMT1,KDM4C,SETDB2,KMT2B,SUZ12,SIRT6	380	56	0	154	756
Apoptotic process	0.0	0.0012093117000906983	0.0	0.0	1.0	1.0		MCL1,TNFRSF1A,CASP3,FADD,BCL2L1,XIAP,BAK1,DIABLO,CASP6,APAF1,AIFM1,PMAIP1,BAX,BID,BCL2L11,BCL2,CYCS,CASP8,FAS,CASP7,TP53,CASP9,BBC3,TNF	380	24	0	156	317
Protein folding	0.0	0.002015519500151164	0.0	0.0	1.0	1.0		HSP90AA1,NPM1,HSPA1B,DNAJA2,FKBP2,HSPH1,PDIA4,PDIA3,AHSA1,HSPA9,PDIA6,HSPA12A,HSPB1,CRYAB,DNAJC2,CHORDC1,TRAP1,DNAJA1,BAG1,BAG4,PTGES3,AHSA2,NPM3,HSP90AB1,FKBP1A,HSPA1A,FKBP4,HSPA8,HSPB6,DNAJC1,BAG3,STIP1,HSPA5,FKBP5,HSPB5,FKBP6,DNAJB1,HSPB2,FKBP7,HSPA13	380	40	0	152	554
Oxidative phosphorylation	0.0	0.004031039000302328	0.0	0.0	1.0	1.0		MT-ND4,NDUFAB1,ATP5PE,ATP5F1B,NDUFA13,NDUFA1,NDUFA2,ATP5F1A,NDUFA7,COX6C,COX7A2L,NDUFS7,NDUFA6,NDUFA11,ATP5F1C,NDUFS1,MT-CYB,SDHC,ATP5PF,MT-CO1,MT-ND3,SDHAF2,UQCRQ,NDUFA10,ATP5MC1,MT-ND4L,NDUFS3,MT-ATP8,MT-ND1,SDHA,ATP5MF,MT-ND5,ATP5MG,COX4I1,COX7A2,NDUFS2,COX7B,ND6,NDUFA4,ATP5PO,UQCRC1,NDUFS8,NDUFS5,COX6B1,ATP5MC2,NDUFV2,ATP5PD,NDUFA9,MT-ND6,MT-ND2,ATP5MC3,COX6A1,NDUFS4,NDUFV3,SDHB,COX7C,UQCRC2,COX7A1,COX5A,SDHAF1,SDHAF4,NDUFA8,MT-CO3,NDUFA3,UQCRH,COX6A2,NDUFA12,COX8A,NDUFA5,NDUFV1,MT-ATP6,ATP5F1E,ATP5PB,ATP5F1D,ATP5ME,SDHD,NDUFS6,SDHAF3,COX5B,MT-CO2	380	80	0	156	1122
Transmembrane receptor protein serine/threonine kinase signaling pathway	0.0	0.0018139675501360475	0.0	0.0	1.0	1.0		INHBA,SMAD5,ACVR2A,ACVR1B,ALK4,SMAD2,ALK2,ALK3,TDGF1,ACVR2B,SMAD8,GDF6,NODAL,SMAD3,INHBB,BMP7,SMAD7,ALK5,GDF5,TGFBR1,LEFTY1,GDF7,BMPR1A,TGFBR2,BMP4,SMAD6,SMAD1,AMH,LEFTY2,ACVR1C,ALK1,SMAD4,ENG,ACVR1,BMPR1B,BMP2	380	36	0	174	471
Negative regulation of cytokine secretion	0.0	0.0006046558500453492	0.0	0.0	1.0	1.0		IL1RN,CD274,CTLA4,IL10,PTPN1,TGFB1,PDCD1,FOXP3,PTPN2,SOCS1,SOCS3,PTPN6	380	12	0	160	112
Chromosome segregation	0.0	0.002166683462662501	0.0	0.0	1.0	1.0		CENPB,CENPE,ESCO2,CASC5,NDC80,STAG3,CDC16,SPC24,NOLA2,MPS1,SGOL2,SMC3,PDS5A,PP2R1B,STAG2,CDC27,MIS12,CENPA,SMC1A,PPP2CB,CDC20,PPP2CA,NUP107,AURKB,CTCF,ESCO1,CDCA5,BUB1,PDS5B,STAG1,PLK1,BUB3,CDC23,SGOL1,MAD2L1,WAPL,CENPF,RAN,SPC25,CDCA8,PP2R1A,MAD1L1,PP2R2A	380	43	0	154	566
Receptor-mediated endocytosis	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		LDLR,RAB11A,DYN1,EPS15,EPN1,SH3GL2,CLTC,AP2M1,CAV1,DAB2,SNX9,ARF6,HSPA8,CLTCL1,RAB5A,EGFR,RAB7A,HIP1,CAV2,DENND1A	380	20	0	160	188
Ubiquitin-mediated proteolysis	0.0	0.0009573717625718028	0.0	0.0	1.0	1.0		SYVN1,UBR4,SPOP,KLHL12,UBE3A,PSME4,PSMD11,RBX1,UBE2D2,SKP2,CUL1,RNF2,PSMD1,NEDD4,UBE2E3,UBC,UBB,FBXO6,BTRC	380	19	0	164	175
Heme biosynthesis	0.0	0.0005542678625415701	0.0	0.0	1.0	1.0		HMBS,UROD,ALAS2, PPOX,CPOX,BLVRB,ALAS1,UROS,FECH,ALAD,BLVRA	380	11	0	156	144
ER calcium ion homeostasis	0.0	0.0014612516376095938	0.0	0.0	1.0	1.0		RYR3,SLC8A1,ATP2B2,RYR2,ORAI2,ATP2A1,SLC8A2,ATP2A3,STIM2,SLC8A3,ITPR3,ITPR2,ATP2B4,PLN,ATP2A2,STIM1,RYR1,TNNC1,TNNT2,CASQ1,ATP2B1,ATP2B3,ITPR1,CANX,ORAI3,ORAI1,TRDN,CALR,CASQ2	380	29	0	158	392
Protein acetylation	0.0	0.0008062078000604656	0.0	0.0	1.0	1.0		SIRT2,HAT1,NCOA1,NCOA3,KAT2B,KAT5,TIP60,GCN5L2,ELP3,SIRT3,EP300,KAT2A,ADA,SIRT6,SIRT1,CREBBP	380	16	0	156	216
Lipid storage	0.0	0.0008062078000604656	0.0	0.0	1.0	1.0		ADIPOQ,LIPA,HSL,PPARG,CIDEC,LIPE,SOAT1,PLIN2,SREBF1,G0S2,FABP4,DGAT2,PLIN1,LPL,SOAT2,DGAT1	380	16	0	154	210
