lib_name	descr	num_genes
Reactome_2022	NOTCH2 Intracellular Domain Regulates Transcription R-HSA-2197563	12
Reactome_2022	NOTCH3 Activation And Transmission Of Signal To Nucleus R-HSA-9013507	25
Reactome_2022	NOTCH3 Intracellular Domain Regulates Transcription R-HSA-9013508	25
Reactome_2022	NOTCH4 Activation And Transmission Of Signal To Nucleus R-HSA-9013700	11
Reactome_2022	NOTCH4 Intracellular Domain Regulates Transcription R-HSA-9013695	20
Reactome_2022	NR1H2 And NR1H3 Regulate Gene Expression Linked To Gluconeogenesis R-HSA-9632974	5
Reactome_2022	NR1H2 And NR1H3 Regulate Gene Expression Linked To Lipogenesis R-HSA-9029558	9
Reactome_2022	NR1H2 And NR1H3 Regulate Gene Expression Linked To Triglyceride Lipolysis In Adipose R-HSA-9031528	5
Reactome_2022	NR1H2 And NR1H3 Regulate Gene Expression To Control Bile Acid Homeostasis R-HSA-9623433	9
Reactome_2022	NR1H2 And NR1H3 Regulate Gene Expression To Limit Cholesterol Uptake R-HSA-9031525	5
Reactome_2022	NR1H2 And NR1H3-mediated Signaling R-HSA-9024446	46
Reactome_2022	NR1H3 And NR1H2 Regulate Gene Expression Linked To Cholesterol Transport And Efflux R-HSA-9029569	36
Reactome_2022	NRAGE Signals Death Thru JNK R-HSA-193648	57
Reactome_2022	NRIF Signals Cell Death From Nucleus R-HSA-205043	16
Reactome_2022	NS1 Mediated Effects On Host Pathways R-HSA-168276	42
Reactome_2022	Na+/Cl- Dependent Neurotransmitter Transporters R-HSA-442660	19
Reactome_2022	Nectin/Necl Trans Heterodimerization R-HSA-420597	7
Reactome_2022	Neddylation R-HSA-8951664	237
Reactome_2022	Nef Mediated CD4 Down-regulation R-HSA-167590	8
Reactome_2022	Nef Mediated CD8 Down-regulation R-HSA-182218	7
Reactome_2022	Nef And Signal Transduction R-HSA-164944	8
Reactome_2022	Nef Mediated Downregulation Of MHC Class I Complex Cell Surface Expression R-HSA-164940	10
Reactome_2022	Nef-mediated Downmodulation Of Cell Surface Receptors By Recruitment To Clathrin Adapters R-HSA-164938	20
Reactome_2022	Negative Epigenetic Regulation Of rRNA Expression R-HSA-5250941	77
Reactome_2022	Negative Feedback Regulation Of MAPK Pathway R-HSA-5674499	6
Reactome_2022	Negative Regulation Of FGFR1 Signaling R-HSA-5654726	33
Reactome_2022	Negative Regulation Of FGFR2 Signaling R-HSA-5654727	34
Reactome_2022	Negative Regulation Of FGFR3 Signaling R-HSA-5654732	29
Reactome_2022	Negative Regulation Of FGFR4 Signaling R-HSA-5654733	31
Reactome_2022	Negative Regulation Of FLT3 R-HSA-9706369	15
Reactome_2022	Negative Regulation Of MAPK Pathway R-HSA-5675221	41
Reactome_2022	Negative Regulation Of MET Activity R-HSA-6807004	21
Reactome_2022	Negative Regulation Of NMDA Receptor-Mediated Neuronal Transmission R-HSA-9617324	21
Reactome_2022	Negative Regulation Of NOTCH4 Signaling R-HSA-9604323	53
Reactome_2022	Negative Regulation Of TCF-dependent Signaling By WNT Ligand Antagonists R-HSA-3772470	15
Reactome_2022	Negative Regulation Of Activity Of TFAP2 (AP-2) Family Transcription Factors R-HSA-8866904	10
Reactome_2022	Negative Regulation Of PI3K/AKT Network R-HSA-199418	113
Reactome_2022	Negative Regulators Of DDX58/IFIH1 Signaling R-HSA-936440	35
Reactome_2022	Nephrin Family Interactions R-HSA-373753	22
Reactome_2022	Nervous System Development R-HSA-9675108	545
Reactome_2022	Netrin Mediated Repulsion Signals R-HSA-418886	8
Reactome_2022	Netrin-1 Signaling R-HSA-373752	49
Reactome_2022	Neurexins And Neuroligins R-HSA-6794361	57
Reactome_2022	Neurofascin Interactions R-HSA-447043	7
Reactome_2022	Neuronal System R-HSA-112316	386
Reactome_2022	Neurotoxicity Of Clostridium Toxins R-HSA-168799	10
Reactome_2022	Neurotransmitter Clearance R-HSA-112311	10
Reactome_2022	Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314	182
Reactome_2022	Neurotransmitter Release Cycle R-HSA-112310	50
Reactome_2022	Neutrophil Degranulation R-HSA-6798695	468
Reactome_2022	Nicotinamide Salvaging R-HSA-197264	19
Reactome_2022	Nicotinate Metabolism R-HSA-196807	31
Reactome_2022	Nitric Oxide Stimulates Guanylate Cyclase R-HSA-392154	21
Reactome_2022	NoRC Negatively Regulates rRNA Expression R-HSA-427413	74
Reactome_2022	Non-integrin membrane-ECM Interactions R-HSA-3000171	41
Reactome_2022	Noncanonical Activation Of NOTCH3 R-HSA-9017802	8
Reactome_2022	Nonhomologous End-Joining (NHEJ) R-HSA-5693571	51
Reactome_2022	Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957	112
Reactome_2022	Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956	92
Reactome_2022	Norepinephrine Neurotransmitter Release Cycle R-HSA-181430	18
Reactome_2022	Notch-HLH Transcription Pathway R-HSA-350054	28
Reactome_2022	NrCAM Interactions R-HSA-447038	7
Reactome_2022	Nuclear Envelope (NE) Reassembly R-HSA-2995410	75
Reactome_2022	Nuclear Envelope Breakdown R-HSA-2980766	53
Reactome_2022	Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725	61
Reactome_2022	Nuclear Pore Complex (NPC) Disassembly R-HSA-3301854	36
Reactome_2022	Nuclear Receptor Transcription Pathway R-HSA-383280	53
Reactome_2022	Nuclear Events Mediated By NFE2L2 R-HSA-9759194	78
Reactome_2022	Nuclear Events Stimulated By ALK Signaling In Cancer R-HSA-9725371	19
Reactome_2022	Nuclear Import Of Rev Protein R-HSA-180746	34
Reactome_2022	Nuclear Signaling By ERBB4 R-HSA-1251985	32
Reactome_2022	Nucleotide Excision Repair R-HSA-5696398	108
Reactome_2022	Nucleotide Biosynthesis R-HSA-8956320	13
Reactome_2022	Nucleotide Catabolism R-HSA-8956319	35
Reactome_2022	Nucleotide Salvage R-HSA-8956321	23
Reactome_2022	Nucleotide-binding Domain, Leucine Rich Repeat Containing NLR Signaling Pathways R-HSA-168643	53
Reactome_2022	Nucleotide-like (Purinergic) Receptors R-HSA-418038	16
Reactome_2022	O-glycosylation Of TSR Domain-Containing Proteins R-HSA-5173214	38
Reactome_2022	O-linked Glycosylation R-HSA-5173105	107
Reactome_2022	O-linked Glycosylation Of Mucins R-HSA-913709	59
Reactome_2022	OAS Antiviral Response R-HSA-8983711	9
Reactome_2022	Olfactory Signaling Pathway R-HSA-381753	401
Reactome_2022	Oncogene Induced Senescence R-HSA-2559585	33
Reactome_2022	Oncogenic MAPK Signaling R-HSA-6802957	78
Reactome_2022	Opioid Signaling R-HSA-111885	88
Reactome_2022	Opsins R-HSA-419771	9
Reactome_2022	Orc1 Removal From Chromatin R-HSA-68949	69
Reactome_2022	Orexin And Neuropeptides FF And QRFP Bind To Their Respective Receptors R-HSA-389397	8
Reactome_2022	Organelle Biogenesis And Maintenance R-HSA-1852241	275
Reactome_2022	Organic Anion Transport R-HSA-561048	5
Reactome_2022	Organic Anion Transporters R-HSA-428643	10
Reactome_2022	Organic Cation Transport R-HSA-549127	10
Reactome_2022	Organic Cation/Anion/Zwitterion Transport R-HSA-549132	15
Reactome_2022	Other Interleukin Signaling R-HSA-449836	24
Reactome_2022	Other Semaphorin Interactions R-HSA-416700	19
Reactome_2022	Ovarian Tumor Domain Proteases R-HSA-5689896	39
Reactome_2022	Oxidative Stress Induced Senescence R-HSA-2559580	93
Reactome_2022	Oxygen-dependent Proline Hydroxylation Of Hypoxia-inducible Factor Alpha R-HSA-1234176	64
Reactome_2022	P2Y Receptors R-HSA-417957	12
Reactome_2022	PCNA-Dependent Long Patch Base Excision Repair R-HSA-5651801	21
Reactome_2022	PCP/CE Pathway R-HSA-4086400	88
Reactome_2022	PD-1 Signaling R-HSA-389948	21
Reactome_2022	PECAM1 Interactions R-HSA-210990	12
Reactome_2022	PERK Regulates Gene Expression R-HSA-381042	32
Reactome_2022	PI Metabolism R-HSA-1483255	82
Reactome_2022	PI-3K cascade:FGFR1 R-HSA-5654689	21
Reactome_2022	PI-3K cascade:FGFR2 R-HSA-5654695	23
Reactome_2022	PI-3K cascade:FGFR3 R-HSA-5654710	18
Reactome_2022	PI-3K cascade:FGFR4 R-HSA-5654720	20
Reactome_2022	PI3K Cascade R-HSA-109704	44
Reactome_2022	PI3K Events In ERBB2 Signaling R-HSA-1963642	16
Reactome_2022	PI3K Events In ERBB4 Signaling R-HSA-1250342	10
Reactome_2022	PI3K/AKT Signaling In Cancer R-HSA-2219528	105
Reactome_2022	PI3K/AKT Activation R-HSA-198203	9
Reactome_2022	PI5P Regulates TP53 Acetylation R-HSA-6811555	9
Reactome_2022	PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558	106
Reactome_2022	PINK1-PRKN Mediated Mitophagy R-HSA-5205685	22
Reactome_2022	PIP3 Activates AKT Signaling R-HSA-1257604	268
Reactome_2022	PIWI-interacting RNA (piRNA) Biogenesis R-HSA-5601884	29
Reactome_2022	PKA Activation R-HSA-163615	17
Reactome_2022	PKA Activation In Glucagon Signaling R-HSA-164378	16
Reactome_2022	PKA-mediated Phosphorylation Of CREB R-HSA-111931	19
Reactome_2022	PKA-mediated Phosphorylation Of Key Metabolic Factors R-HSA-163358	5
Reactome_2022	PKMTs Methylate Histone Lysines R-HSA-3214841	47
Reactome_2022	PLC Beta Mediated Events R-HSA-112043	47
Reactome_2022	POLB-Dependent Long Patch Base Excision Repair R-HSA-110362	8
Reactome_2022	POU5F1 (OCT4), SOX2, NANOG Activate Genes Related To Proliferation R-HSA-2892247	12
Reactome_2022	POU5F1 (OCT4), SOX2, NANOG Repress Genes Related To Differentiation R-HSA-2892245	9
Reactome_2022	PP2A-mediated Dephosphorylation Of Key Metabolic Factors R-HSA-163767	7
Reactome_2022	PPARA Activates Gene Expression R-HSA-1989781	116
Reactome_2022	PRC2 Methylates Histones And DNA R-HSA-212300	42
Reactome_2022	PTEN Regulation R-HSA-6807070	139
Reactome_2022	PTK6 Expression R-HSA-8849473	5
Reactome_2022	PTK6 Regulates Cell Cycle R-HSA-8849470	6
Reactome_2022	PTK6 Regulates RHO GTPases, RAS GTPase And MAP Kinases R-HSA-8849471	13
Reactome_2022	PTK6 Regulates RTKs And Their Effectors AKT1 And DOK1 R-HSA-8849469	9
Reactome_2022	PTK6 Promotes HIF1A Stabilization R-HSA-8857538	6
Reactome_2022	Packaging Of Telomere Ends R-HSA-171306	33
Reactome_2022	Paracetamol ADME R-HSA-9753281	28
Reactome_2022	Paradoxical Activation Of RAF Signaling By Kinase Inactive BRAF R-HSA-6802955	41
Reactome_2022	Passive Transport By Aquaporins R-HSA-432047	12
Reactome_2022	Pausing And Recovery Of Tat-mediated HIV Elongation R-HSA-167238	31
Reactome_2022	Pentose Phosphate Pathway R-HSA-71336	14
Reactome_2022	Peptide Chain Elongation R-HSA-156902	86
Reactome_2022	Peptide Hormone Biosynthesis R-HSA-209952	12
Reactome_2022	Peptide Hormone Metabolism R-HSA-2980736	89
Reactome_2022	Peptide Ligand-Binding Receptors R-HSA-375276	196
Reactome_2022	Peroxisomal Lipid Metabolism R-HSA-390918	29
Reactome_2022	Peroxisomal Protein Import R-HSA-9033241	63
Reactome_2022	Pexophagy R-HSA-9664873	11
Reactome_2022	Phase 0 - Rapid Depolarisation R-HSA-5576892	32
Reactome_2022	Phase 1 - Inactivation Of Fast Na+ Channels R-HSA-5576894	7
Reactome_2022	Phase 2 - Plateau Phase R-HSA-5576893	15
Reactome_2022	Phase 3 - Rapid Repolarisation R-HSA-5576890	9
Reactome_2022	Phase 4 - Resting Membrane Potential R-HSA-5576886	19
Reactome_2022	Phase I - Functionalization Of Compounds R-HSA-211945	104
Reactome_2022	Phase II - Conjugation Of Compounds R-HSA-156580	107
Reactome_2022	Phenylalanine And Tyrosine Metabolism R-HSA-8963691	11
Reactome_2022	Phenylalanine Metabolism R-HSA-8964208	6
Reactome_2022	Phosphate Bond Hydrolysis By NTPDase Proteins R-HSA-8850843	8
Reactome_2022	Phosphate Bond Hydrolysis By NUDT Proteins R-HSA-2393930	7
Reactome_2022	Phospholipase C-mediated Cascade: FGFR1 R-HSA-5654219	16
Reactome_2022	Phospholipase C-mediated Cascade; FGFR2 R-HSA-5654221	18
Reactome_2022	Phospholipase C-mediated Cascade; FGFR3 R-HSA-5654227	13
Reactome_2022	Phospholipase C-mediated Cascade; FGFR4 R-HSA-5654228	15
Reactome_2022	Phospholipid Metabolism R-HSA-1483257	208
Reactome_2022	Phosphorylation Of CD3 And TCR Zeta Chains R-HSA-202427	20
Reactome_2022	Phosphorylation Of Emi1 R-HSA-176417	6
Reactome_2022	Phosphorylation Of APC/C R-HSA-176412	20
Reactome_2022	Physiological Factors R-HSA-5578768	14
Reactome_2022	Plasma Lipoprotein Assembly R-HSA-8963898	16
Reactome_2022	Plasma Lipoprotein Assembly, Remodeling, And Clearance R-HSA-174824	71
Reactome_2022	Plasma Lipoprotein Clearance R-HSA-8964043	35
Reactome_2022	Plasma Lipoprotein Remodeling R-HSA-8963899	33
Reactome_2022	Platelet Adhesion To Exposed Collagen R-HSA-75892	12
Reactome_2022	Platelet Aggregation (Plug Formation) R-HSA-76009	36
Reactome_2022	Platelet Activation, Signaling And Aggregation R-HSA-76002	254
Reactome_2022	Platelet Calcium Homeostasis R-HSA-418360	26
Reactome_2022	Platelet Degranulation R-HSA-114608	125
Reactome_2022	Platelet Homeostasis R-HSA-418346	83
Reactome_2022	Platelet Sensitization By LDL R-HSA-432142	17
Reactome_2022	Polo-like Kinase Mediated Events R-HSA-156711	16
Reactome_2022	Polymerase Switching On C-strand Of Telomere R-HSA-174411	25
Reactome_2022	Positive Epigenetic Regulation Of rRNA Expression R-HSA-5250913	74
Reactome_2022	Post NMDA Receptor Activation Events R-HSA-438064	61
Reactome_2022	Post-chaperonin Tubulin Folding Pathway R-HSA-389977	23
Reactome_2022	Post-transcriptional Silencing By Small RNAs R-HSA-426496	7
Reactome_2022	Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125	92
Reactome_2022	Post-translational Protein Modification R-HSA-597592	1383
Reactome_2022	Post-translational Protein Phosphorylation R-HSA-8957275	106
Reactome_2022	Postmitotic Nuclear Pore Complex (NPC) Reformation R-HSA-9615933	27
Reactome_2022	Potassium Channels R-HSA-1296071	102
Reactome_2022	Potential Therapeutics For SARS R-HSA-9679191	97
Reactome_2022	Pre-NOTCH Expression And Processing R-HSA-1912422	78
Reactome_2022	Pre-NOTCH Processing In Golgi R-HSA-1912420	18
Reactome_2022	Pre-NOTCH Processing In Endoplasmic Reticulum R-HSA-1912399	6
Reactome_2022	Pre-NOTCH Transcription And Translation R-HSA-1912408	62
Reactome_2022	Prefoldin Mediated Transfer Of Substrate To CCT/TriC R-HSA-389957	28
Reactome_2022	Pregnenolone Biosynthesis R-HSA-196108	12
Reactome_2022	Presynaptic Depolarization And Calcium Channel Opening R-HSA-112308	12
Reactome_2022	Presynaptic Function Of Kainate Receptors R-HSA-500657	21
Reactome_2022	Presynaptic Nicotinic Acetylcholine Receptors R-HSA-622323	12
Reactome_2022	Presynaptic Phase Of Homologous DNA Pairing And Strand Exchange R-HSA-5693616	40
Reactome_2022	Prevention Of Phagosomal-Lysosomal Fusion R-HSA-9636383	9
Reactome_2022	Processing And Activation Of SUMO R-HSA-3215018	9
Reactome_2022	Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203	242
Reactome_2022	Processing Of Capped Intronless Pre-mRNA R-HSA-75067	29
Reactome_2022	Processing Of DNA Double-Strand Break Ends R-HSA-5693607	80
Reactome_2022	Processing Of Intronless Pre-mRNAs R-HSA-77595	20
Reactome_2022	Processing Of SMDT1 R-HSA-8949664	16
Reactome_2022	Processive Synthesis On C-strand Of Telomere R-HSA-174414	19
Reactome_2022	Processive Synthesis On Lagging Strand R-HSA-69183	15
Reactome_2022	Programmed Cell Death R-HSA-5357801	208
Reactome_2022	Prolactin Receptor Signaling R-HSA-1170546	15
Reactome_2022	Prolonged ERK Activation Events R-HSA-169893	14
Reactome_2022	Prostacyclin Signaling Thru Prostacyclin Receptor R-HSA-392851	19
Reactome_2022	Prostanoid Ligand Receptors R-HSA-391908	9
Reactome_2022	Protein Folding R-HSA-391251	96
Reactome_2022	Protein Localization R-HSA-9609507	164
Reactome_2022	Protein Methylation R-HSA-8876725	17
Reactome_2022	Protein Repair R-HSA-5676934	6
Reactome_2022	Protein Ubiquitination R-HSA-8852135	76
Reactome_2022	Protein-protein Interactions At Synapses R-HSA-6794362	88
Reactome_2022	Proton-coupled Monocarboxylate Transport R-HSA-433692	6
Reactome_2022	Purine Catabolism R-HSA-74259	17
Reactome_2022	Purine Ribonucleoside Monophosphate Biosynthesis R-HSA-73817	10
Reactome_2022	Purine Salvage R-HSA-74217	13
Reactome_2022	Pyrimidine Catabolism R-HSA-73621	12
Reactome_2022	Pyrimidine Salvage R-HSA-73614	11
Reactome_2022	Pyroptosis R-HSA-5620971	26
Reactome_2022	Pyruvate Metabolism R-HSA-70268	31
Reactome_2022	Pyruvate Metabolism And Citric Acid (TCA) Cycle R-HSA-71406	54
Reactome_2022	RA Biosynthesis Pathway R-HSA-5365859	22
Reactome_2022	RAB GEFs Exchange GTP For GDP On RABs R-HSA-8876198	89
Reactome_2022	RAB Geranylgeranylation R-HSA-8873719	62
Reactome_2022	RAC1 GTPase Cycle R-HSA-9013149	178
Reactome_2022	RAC2 GTPase Cycle R-HSA-9013404	87
Reactome_2022	RAC3 GTPase Cycle R-HSA-9013423	93
Reactome_2022	RAF Activation R-HSA-5673000	32
Reactome_2022	RAF-independent MAPK1/3 Activation R-HSA-112409	23
Reactome_2022	RAF/MAP Kinase Cascade R-HSA-5673001	271
Reactome_2022	RAS Processing R-HSA-9648002	19
Reactome_2022	RAS Signaling Downstream Of NF1 Loss-Of-Function Variants R-HSA-6802953	6
Reactome_2022	RET Signaling R-HSA-8853659	40
Reactome_2022	RHO GTPase Effectors R-HSA-195258	269
Reactome_2022	RHO GTPase Cycle R-HSA-9012999	441
Reactome_2022	RHO GTPases Activate Formins R-HSA-5663220	119
Reactome_2022	RHO GTPases Activate NADPH Oxidases R-HSA-5668599	24
Reactome_2022	RHO GTPases Activate ROCKs R-HSA-5627117	19
Reactome_2022	RHO GTPases Activate Rhotekin And Rhophilins R-HSA-5666185	9
Reactome_2022	RHO GTPases Activate WASPs And WAVEs R-HSA-5663213	36
Reactome_2022	RHO GTPases Activate CIT R-HSA-5625900	19
Reactome_2022	RHO GTPases Activate IQGAPs R-HSA-5626467	11
Reactome_2022	RHO GTPases Activate KTN1 R-HSA-5625970	10
Reactome_2022	RHO GTPases Activate PAKs R-HSA-5627123	21
Reactome_2022	RHO GTPases Activate PKNs R-HSA-5625740	62
Reactome_2022	RHOA GTPase Cycle R-HSA-8980692	147
Reactome_2022	RHOB GTPase Cycle R-HSA-9013026	69
Reactome_2022	RHOBTB GTPase Cycle R-HSA-9706574	35
Reactome_2022	RHOBTB1 GTPase Cycle R-HSA-9013422	23
Reactome_2022	RHOBTB2 GTPase Cycle R-HSA-9013418	23
Reactome_2022	RHOBTB3 ATPase Cycle R-HSA-9706019	10
Reactome_2022	RHOC GTPase Cycle R-HSA-9013106	73
Reactome_2022	RHOD GTPase Cycle R-HSA-9013405	52
Reactome_2022	RHOF GTPase Cycle R-HSA-9035034	42
Reactome_2022	RHOG GTPase Cycle R-HSA-9013408	74
Reactome_2022	RHOH GTPase Cycle R-HSA-9013407	36
Reactome_2022	RHOJ GTPase Cycle R-HSA-9013409	54
Reactome_2022	RHOQ GTPase Cycle R-HSA-9013406	59
Reactome_2022	RHOT1 GTPase Cycle R-HSA-9013425	5
Reactome_2022	RHOT2 GTPase Cycle R-HSA-9013419	7
Reactome_2022	RHOU GTPase Cycle R-HSA-9013420	39
Reactome_2022	RHOV GTPase Cycle R-HSA-9013424	37
Reactome_2022	RIP-mediated NFkB Activation Via ZBP1 R-HSA-1810476	17
Reactome_2022	RIPK1-mediated Regulated Necrosis R-HSA-5213460	31
Reactome_2022	RMTs Methylate Histone Arginines R-HSA-3214858	49
Reactome_2022	RNA Pol II CTD Phosphorylation And Interaction With CE R-HSA-77075	27
Reactome_2022	RNA Polymerase I Promoter Clearance R-HSA-73854	78
Reactome_2022	RNA Polymerase I Promoter Escape R-HSA-73772	59
Reactome_2022	RNA Polymerase I Promoter Opening R-HSA-73728	32
Reactome_2022	RNA Polymerase I Transcription Initiation R-HSA-73762	46
Reactome_2022	RNA Polymerase I Transcription R-HSA-73864	79
Reactome_2022	RNA Polymerase I Transcription Termination R-HSA-73863	30
Reactome_2022	RNA Polymerase II Pre-transcription Events R-HSA-674695	80
Reactome_2022	RNA Polymerase II Transcription R-HSA-73857	1312
Reactome_2022	RNA Polymerase II Transcription Termination R-HSA-73856	67
Reactome_2022	RNA Polymerase III Abortive And Retractive Initiation R-HSA-749476	40
Reactome_2022	RNA Polymerase III Chain Elongation R-HSA-73780	17
Reactome_2022	RNA Polymerase III Transcription Initiation From Type 1 Promoter R-HSA-76061	27
Reactome_2022	RNA Polymerase III Transcription Initiation From Type 2 Promoter R-HSA-76066	26
Reactome_2022	RNA Polymerase III Transcription Initiation From Type 3 Promoter R-HSA-76071	27
Reactome_2022	RNA Polymerase III Transcription Initiation R-HSA-76046	35
Reactome_2022	RNA Polymerase III Transcription Termination R-HSA-73980	22
Reactome_2022	RNA Polymerase II Transcribes snRNA Genes R-HSA-6807505	74
Reactome_2022	RND1 GTPase Cycle R-HSA-9696273	42
Reactome_2022	RND2 GTPase Cycle R-HSA-9696270	43
Reactome_2022	RND3 GTPase Cycle R-HSA-9696264	42
Reactome_2022	ROBO Receptors Bind AKAP5 R-HSA-9010642	8
Reactome_2022	RORA Activates Gene Expression R-HSA-1368082	18
Reactome_2022	ROS And RNS Production In Phagocytes R-HSA-1222556	36
Reactome_2022	RSK Activation R-HSA-444257	7
Reactome_2022	RUNX1 And FOXP3 Control Development Of Regulatory T Lymphocytes (Tregs) R-HSA-8877330	10
Reactome_2022	RUNX1 Interacts With Co-Factors Whose Precise Effect On RUNX1 Targets Is Not Known R-HSA-8939243	35
Reactome_2022	RUNX1 Regulates Estrogen Receptor Mediated Transcription R-HSA-8931987	6
Reactome_2022	RUNX1 Regulates Expression Of Components Of Tight Junctions R-HSA-8935964	5
Reactome_2022	RUNX1 Regulates Genes Involved In Megakaryocyte Differentiation And Platelet Function R-HSA-8936459	66
Reactome_2022	RUNX1 Regulates Transcription Of Genes Involved In BCR Signaling R-HSA-8939245	6
Reactome_2022	RUNX1 Regulates Transcription Of Genes Involved In WNT Signaling R-HSA-8939256	6
Reactome_2022	RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of HSCs R-HSA-8939236	98
Reactome_2022	RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of Keratinocytes R-HSA-8939242	8
Reactome_2022	RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of Myeloid Cells R-HSA-8939246	7
Reactome_2022	RUNX1 Regulates Transcription Of Genes Involved In Interleukin Signaling R-HSA-8939247	5
Reactome_2022	RUNX2 Regulates Bone Development R-HSA-8941326	31
Reactome_2022	RUNX2 Regulates Chondrocyte Maturation R-HSA-8941284	5
Reactome_2022	RUNX2 Regulates Genes Involved In Cell Migration R-HSA-8941332	8
Reactome_2022	RUNX2 Regulates Osteoblast Differentiation R-HSA-8940973	24
Reactome_2022	RUNX3 Regulates Immune Response And Cell Migration R-HSA-8949275	6
Reactome_2022	RUNX3 Regulates BCL2L11 (BIM) Transcription R-HSA-8952158	5
Reactome_2022	RUNX3 Regulates CDKN1A Transcription R-HSA-8941855	7
Reactome_2022	RUNX3 Regulates NOTCH Signaling R-HSA-8941856	14
Reactome_2022	RUNX3 Regulates WNT Signaling R-HSA-8951430	8
Reactome_2022	RUNX3 Regulates YAP1-mediated Transcription R-HSA-8951671	8
Reactome_2022	RUNX3 Regulates p14-ARF R-HSA-8951936	10
Reactome_2022	Rab Regulation Of Trafficking R-HSA-9007101	122
Reactome_2022	Rap1 Signaling R-HSA-392517	16
Reactome_2022	Ras Activation Upon Ca2+ Influx Thru NMDA Receptor R-HSA-442982	19
Reactome_2022	Reactions Specific To Complex N-glycan Synthesis Pathway R-HSA-975578	10
Reactome_2022	Receptor Mediated Mitophagy R-HSA-8934903	10
Reactome_2022	Receptor-type Tyrosine-Protein Phosphatases R-HSA-388844	20
Reactome_2022	Recognition Of DNA Damage By PCNA-containing Replication Complex R-HSA-110314	30
Reactome_2022	Recruitment And ATM-mediated Phosphorylation Of Repair And Signal Proteins At DNA Double Strand Breaks R-HSA-5693565	60
Reactome_2022	Recruitment Of NuMA To Mitotic Centrosomes R-HSA-380320	80
Reactome_2022	Recycling Of Bile Acids And Salts R-HSA-159418	18
Reactome_2022	Recycling Of eIF2:GDP R-HSA-72731	8
Reactome_2022	Recycling Pathway Of L1 R-HSA-437239	28
Reactome_2022	Reduction Of Cytosolic Ca++ Levels R-HSA-418359	11
Reactome_2022	Reelin Signaling Pathway R-HSA-8866376	5
Reactome_2022	Regulated Necrosis R-HSA-5218859	57
Reactome_2022	Regulated Proteolysis Of p75NTR R-HSA-193692	11
Reactome_2022	Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408	80
Reactome_2022	Regulation Of Apoptosis R-HSA-169911	52
Reactome_2022	Regulation Of BACH1 Activity R-HSA-9708530	11
Reactome_2022	Regulation Of Complement Cascade R-HSA-977606	45
Reactome_2022	Regulation Of FOXO Transcriptional Activity By Acetylation R-HSA-9617629	10
Reactome_2022	Regulation Of FZD By Ubiquitination R-HSA-4641263	20
Reactome_2022	Regulation Of HMOX1 Expression And Activity R-HSA-9707587	5
Reactome_2022	Regulation Of HSF1-mediated Heat Shock Response R-HSA-3371453	81
Reactome_2022	Regulation Of IFNA/IFNB Signaling R-HSA-912694	25
Reactome_2022	Regulation Of IFNG Signaling R-HSA-877312	14
Reactome_2022	Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426	123
Reactome_2022	Regulation Of KIT Signaling R-HSA-1433559	16
Reactome_2022	Regulation Of MECP2 Expression And Activity R-HSA-9022692	31
Reactome_2022	Regulation Of NF-kappa B Signaling R-HSA-9758274	18
Reactome_2022	Regulation Of PLK1 Activity At G2/M Transition R-HSA-2565942	87
Reactome_2022	Regulation Of PTEN Gene Transcription R-HSA-8943724	61
Reactome_2022	Regulation Of PTEN Localization R-HSA-8948747	9
Reactome_2022	Regulation Of PTEN mRNA Translation R-HSA-8943723	11
Reactome_2022	Regulation Of PTEN Stability And Activity R-HSA-8948751	67
Reactome_2022	Regulation Of RAS By GAPs R-HSA-5658442	65
Reactome_2022	Regulation Of RUNX1 Expression And Activity R-HSA-8934593	17
Reactome_2022	Regulation Of RUNX2 Expression And Activity R-HSA-8939902	72
Reactome_2022	Regulation Of RUNX3 Expression And Activity R-HSA-8941858	54
Reactome_2022	Regulation Of TLR By Endogenous Ligand R-HSA-5686938	18
Reactome_2022	Regulation Of TNFR1 Signaling R-HSA-5357905	35
Reactome_2022	Regulation Of TP53 Activity R-HSA-5633007	157
Reactome_2022	Regulation Of TP53 Activity Thru Acetylation R-HSA-6804758	29
Reactome_2022	Regulation Of TP53 Activity Thru Association With Co-factors R-HSA-6804759	14
Reactome_2022	Regulation Of TP53 Activity Thru Methylation R-HSA-6804760	19
Reactome_2022	Regulation Of TP53 Activity Thru Phosphorylation R-HSA-6804756	90
Reactome_2022	Regulation Of TP53 Degradation R-HSA-6804757	36
Reactome_2022	Regulation Of TP53 Expression And Degradation R-HSA-6806003	37
Reactome_2022	Regulation Of Actin Dynamics For Phagocytic Cup Formation R-HSA-2029482	62
