term	go_id	go_depth
Transport Vesicle Membrane (GO:0030658)	GO:0030658	5
Triglyceride-Rich Plasma Lipoprotein Particle (GO:0034385)	GO:0034385	6
Uniplex Complex (GO:1990246)	GO:1990246	9
Vacuolar Lumen (GO:0005775)	GO:0005775	6
Vacuolar Membrane (GO:0005774)	GO:0005774	6
Vacuolar Proton-Transporting V-type ATPase Complex (GO:0016471)	GO:0016471	7
Vacuolar Proton-Transporting V-type ATPase, V0 Domain (GO:0000220)	GO:0000220	8
Vacuolar Proton-Transporting V-type ATPase, V1 Domain (GO:0000221)	GO:0000221	8
Very-Low-Density Lipoprotein Particle (GO:0034361)	GO:0034361	7
Vesicle (GO:0031982)	GO:0031982	5
Vesicle Coat (GO:0030120)	GO:0030120	6
Vesicle Membrane (GO:0012506)	GO:0012506	5
Voltage-Gated Calcium Channel Complex (GO:0005891)	GO:0005891	9
Voltage-Gated Potassium Channel Complex (GO:0008076)	GO:0008076	9
Voltage-Gated Sodium Channel Complex (GO:0001518)	GO:0001518	9
Zonula Adherens (GO:0005915)	GO:0005915	7
Zymogen Granule (GO:0042588)	GO:0042588	5
Zymogen Granule Membrane (GO:0042589)	GO:0042589	6
